,tag
1685,"computers, computer peripheral equipment, and software"
1686,motor vehicle supplies and new parts
1687,"hobby, toy and game shops"
1688,"stationery, office supplies and printing and writing paper"
1689,"florists supplies, nursery stock, and flowers"
1690,"equipment, tool, furniture, and appliance rent al and leasing"
1691,"florists supplies, nursery stock, and flowers"
1692,"hobby, toy and game shops"
1693,"computers, computer peripheral equipment, and software"
1694,"opticians, optical goods, and eyeglasses"
1695,"books, periodicals, and newspapers"
1696,"books, periodicals,  and newspapers"
1697,"equipment, tool, furniture, and appliance rent al and leasing"
1698,"jewelry, watch, clock, and silverware shops"
1699,"antique shops - sales, repairs, and restoration services"
1700,health and beauty spas
1701,shoe shops
1702,"music shops - musical instruments, pianos,  and sheet music"
1703,"stationery, office supplies and printing and writing paper"
1704,motor vehicle supplies and new parts
1705,"cable, satellite, and other pay television and radio services"
1706,"antique shops - sales, repairs, and restoration services"
1707,"digital goods: books, movies, music"
1708,bicycle shops - sales and service
1709,artist supply and craft shops
1710,art dealers and galleries
1711,bicycle shops - sales and service
1712,"opticians, optical goods, and eyeglasses"
1713,"equipment, tool, furniture, and appliance rent al and leasing"
1714,telecom
1715,shoe shops
1716,"gift, card, novelty, and souvenir shops"
1717,"gift, card, novelty, and souvenir shops"
1718,"digital goods: books, movies, music"
1719,"computer programming , data processing, and integrated systems design services"
1720,"opticians, optical goods, and eyeglasses"
1721,"equipment, tool, furniture, and appliance rent al and leasing"
1722,"digital goods: books, movies, music"
1723,art dealers and galleries
1724,tent and awning shops
1725,"jewelry, watch, clock, and silverware shops"
1726,shoe shops
1727,artist supply and craft shops
1728,artist supply and craft shops
1729,"cable, satellite, and other pay television and radio services"
1730,motor vehicle supplies and new parts
1731,"books, periodicals, and newspapers"
1732,"watch, clock, and jewelry repair shops"
1733,"music shops - musical instruments, pianos, and sheet music"
1734,motor vehicle supplies and new parts
1735,"cable, satellite, and other pay television and radio services"
1736,"computers, computer peripheral equipment, and software"
1737,"gift, card, novelty, and souvenir shops"
1738,tent and awning shops
1739,"opticians, optical goods, and eyeglasses"
1740,art dealers and galleries
1741,"florists supplies, nursery stock, and flowers"
1742,bicycle shops - sales and service
1743,health and beauty spas
1744,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1745,"computer programming , data processing, and integrated systems design services"
1746,shoe shops
1747,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1748,artist supply and craft shops
1749,bicycle shops - sales and service
1750,"lawn and garden supply outlets, including nurseries"
1751,shoe shops
1752,motor vehicle supplies and new parts
1753,art dealers and galleries
1754,"digital goods: books, movies, music"
1755,motor vehicle supplies and new parts
1756,telecom
1757,"books, periodicals, and newspapers"
1758,tent and awning shops
1759,health and beauty spas
1760,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1761,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1762,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1763,"equipment, tool, furniture, and appliance rent al and leasing"
1764,"watch, clock, and jewelry repair shops"
1765,"music shops - musical instruments, pianos, and sheet music"
1766,"opticians, optical goods, and eyeglasses"
1767,"gift, card, novelty, and souvenir shops"
1768,"antique shops - sales, repairs, and restoration services"
1769,art dealers and galleries
1770,"gift, card, novelty, and souvenir shops"
1771,"computer programming , data processing, and integrated systems design services"
1772,"books, periodicals, and newspapers"
1773,"florists supplies, nursery stock, and flowers"
1774,shoe shops
1775,"equipment, tool, furniture, and appliance rent al and leasing"
1776,"digital goods: books, movies, music"
1777,"computer programming , data processing, and integrated systems design services"
1778,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1779,bicycle shops - sales and service
1780,"gift, card, novelty, and souvenir shops"
1781,"opticians, optical goods, and eyeglasses"
1782,"computers, computer peripheral equipment, and software"
1783,"hobby, toy and game shops"
1784,"gift, card, novelty, and souvenir shops"
1785,"computers, computer peripheral equipment, and software"
1786,"computer programming , data processing, and integrated systems design services"
1787,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1788,shoe shops
1789,"computers, computer peripheral equipment, and software"
1790,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1791,"antique shops - sales, repairs, and restoration services"
1792,"computer programming , data processing, and integrated systems design services"
1793,telecom
1794,"cable, satellite, and other pay television and radio services"
1795,bicycle shops - sales and service
1796,artist supply and craft shops
1797,"digital goods: books, movies, music"
1798,"florists supplies, nursery stock, and flowers"
1799,"digital goods: books, movies, music"
1800,art dealers and galleries
1801,bicycle shops - sales and service
1802,"watch, clock, and jewelry repair shops"
1803,"computers, computer peripheral equipment, and software"
1804,"equipment, tool, furniture, and appliance rent al and leasing"
1805,tent and awning shops
1806,"lawn and garden supply outlets, including  nurseries"
1807,artist supply and craft shops
1808,health and beauty spas
1809,"digital goods: books, movies, music"
1810,"stationery, office supplies and printing and writing paper"
1811,"jewelry, watch, clock, and silverware shops"
1812,"cable, satellite, and other pay television and radio services"
1813,"stationery, office supplies and printing and writing paper"
1814,tent and awning shops
1815,"stationery, office supplies  and printing and writing paper"
1816,bicycle shops - sales and service
1817,"hobby, toy and game shops"
1818,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1819,"computers, computer peripheral equipment, and software"
1820,"watch, clock, and jewelry repair shops"
1821,telecom
1822,health and beauty spas
1823,tent and awning shops
1824,"equipment, tool, furniture, and appliance rent al and leasing"
1825,"music shops - musical instruments, pianos, and sheet music"
1826,"music shops - musical instruments, pianos, and sheet music"
1827,tent and awning shops
1828,"florists supplies, nursery stock, and flowers"
1829,"opticians, optical goods, and eyeglasses"
1830,"watch, clock, and jewelry repair shops"
1831,tent and awning shops
1832,"digital goods: books, movies, music"
1833,"watch, clock, and jewelry repair shops"
1834,"hobby, toy and game shops"
1835,"florists supplies, nursery  stock, and flowers"
1836,health and beauty spas
1837,"equipment, tool, furniture, and appliance rent al and leasing"
1838,"lawn and garden supply outlets, including nurseries"
1839,bicycle shops - sales and service
1840,"watch, clock, and jewelry repair shops"
1841,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1842,bicycle shops - sales and service
1843,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1844,"stationery, office supplies and printing and writing paper"
1845,"digital goods: books, movies, music"
1846,artist supply and craft shops
1847,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
1848,"cable, satellite, and other pay television and radio services"
1849,"music shops - musical instruments, pianos, and sheet music"
1850,artist supply and craft shops
1851,"antique shops - sales, repairs, and restoration services"
1852,"furniture, home furnishings and equipment shops,  and manufacturers, except appliances"
