overall_rank,index,merchant_abn,name,tags,tag,numd_sa2_code,returning_customers,unique_customers,median_weekly_income,commission_avg_tot_dollar_value_monthly,avg_num_order_id_monthly,avg_discounted_value,stddev_tot_dollar_value_monthly,rate_fraud_order,stddev_tot_discounted_value_daily,minmax_numd_sa2_code,minmax_returning_customers,minmax_unique_customers,minmax_median_weekly_income,minmax_commission_avg_tot_dollar_value_monthly,minmax_avg_num_order_id_monthly,minmax_avg_discounted_value,minmax_stddev_tot_dollar_value_monthly,minmax_rate_fraud_order,minmax_stddev_tot_discounted_value_daily,average_minmax
479,259,91772719127,Dictum Cursus Incorporated,"[[artist supply and craft shops], [a], [take rate: 5.68]]",artist supply and craft shops,1782.0,6.0,3467.0,848.5253863212226,498.56607977070496,177.28571428571428,46.375958472918384,2724.7130258012016,0.06303293937230711,143.87787761908174,0.1981089599279604,0.9997507063320592,0.856063122923588,0.8915029239917414,0.9832363455215294,0.987051065339427,0.979711930948412,0.019846893039456078,0.021416960385295135,0.03130425394354085,0.596799316235301
480,1578,43660707274,Nulla Integer Vulputate Ltd,"[(cable, satellite, and other pay television and radio services), (c), (take rate: 1.53)]","cable, satellite, and other pay television and radio services",1950.0,40.0,5007.0,811.4772058498025,639.0729857142858,266.04761904761904,146.80507896388391,12269.57523151901,0.0649358027778106,539.6147323194514,0.12246735704637546,0.9983380422137278,0.7921096345514951,0.9012350600436623,0.9785119783440422,0.9805679027803863,0.9253167177629451,0.0893719613601922,0.065207625668173,0.11740676809902843,0.5970533047870028
481,1262,25467145329,Hendrerit Consectetuer LLP,"([digital goods: books, movies, music], [a], [take rate: 6.83])","digital goods: books, movies, music",1823.0,15.0,3725.0,792.0076574387224,1137.4651402399854,192.95238095238096,80.75616115670233,4940.168652498462,0.063727480336067,266.964585833281,0.17964880684376405,0.9993767658301479,0.8453488372093023,0.9063494891895758,0.9617541718821749,0.9859067732353902,0.9610906541195243,0.03598433960368363,0.03740045703633778,0.05808486563155192,0.5970945160581453
482,2452,43349891433,Urna Inc.,"[(cable, sAtellite, and other pay television anD radio services), (b), (take rate: 3.70)]","cable, satellite, and other pay television and radio services",1911.0,23.0,4187.0,818.0220954099723,1272.4476190476191,219.04761904761904,146.790113717899,10110.297318175404,0.06503112281593013,454.10625206499657,0.14002701485817204,0.9990443742728935,0.8261627906976744,0.8995157919221548,0.9572155565868478,0.9840007790924964,0.9253248233576347,0.0736437149787264,0.06740122919850054,0.09880224581591203,0.5971138320781013
483,3316,10959028715,Ante Maecenas Ltd,"([furniture, home furnishings and equipment shops, and manufacturers, except applIances], [b], [take rate: 4.28])","furniture, home furnishings and equipment shops, and manufacturers, except appliances",1954.0,36.0,4521.0,810.0734946008893,1937.55265758241,238.14285714285714,177.47047674782053,12983.775340794495,0.06561078883571221,635.9779336054424,0.12066636650157592,0.998504237992355,0.8122923588039868,0.9016037990391597,0.9348522400471125,0.9826060644003423,0.9087074828944148,0.09457421680630118,0.08074110455409338,0.1383730081755997,0.5972920879214942
484,2879,17034043771,Imperdiet Ullamcorper Inc.,"[(watch, clock, and jewelry repair shops), (b), (take rate: 3.64)]","watch, clock, and jewelry repair shops",1900.0,23.0,4017.0,796.0763100642642,887.9664037253908,209.42857142857142,108.85680213443683,7142.953755170258,0.06437544321100522,399.1611795135744,0.14497973885637105,0.9990443742728935,0.8332225913621263,0.9052807003746886,0.9701432516480291,0.9847033535758258,0.9458705630825861,0.05202949368326932,0.05231205042243432,0.08684756221507553,0.5974433679493298
485,3604,28748147493,Neque Institute,"[[gift, caRd, novelty, and souvenir shops], [c], [take rate: 2.51]]","gift, card, novelty, and souvenir shops",1833.0,10.0,3665.0,821.8199352416065,345.2706733782718,187.66666666666666,68.5881121292766,4075.356661423646,0.06349013923371692,230.92528456375396,0.17514633048176498,0.9995845105534319,0.8478405315614618,0.8985181425511315,0.9883907098679393,0.9862928413920713,0.9676812089074415,0.029685022602747767,0.031938517550391655,0.05024360846569404,0.5975321423934076
486,3325,12483082042,Sed PC,"[[opticians, optical goods, and eyeglasses], [b], [take rate: 5.00]]","opticians, optical goods, and eyeglasses",1819.0,10.0,3626.0,841.5312120317586,848.7305478851048,185.71428571428572,85.52863681480247,4918.946469933711,0.06370559064302879,288.1257915658761,0.1814497973885637,0.9995845105534319,0.8494601328903655,0.8933402141066613,0.9714625077249289,0.9864354431436382,0.9585057481721685,0.03582975657661326,0.036896708728283344,0.06268901860466204,0.5975653837889318
487,3554,11237511112,Magna Institute,"[[opticians, optical goods, and eyeglasses], [c], [take rate: 2.11]]","opticians, optical goods, and eyeglasses",2196.0,1357.0,13910.0,826.4283873676579,4485.446525167752,985.5238095238095,200.84210338941213,62702.189620817495,0.06613419940214949,2199.795207248769,0.011706438541197683,0.9436180821007146,0.4223837209302326,0.8973075545409026,0.8491825280930653,0.9280174182822402,0.896048757940482,0.4567246675007653,0.09278637110033376,0.4786208201778938,0.597639635920783
488,2815,81369312244,Mauris Morbi Non Ltd,"[(lawn and garden supply outlets, including nurserIes), (c), (take rate: 2.72)]","lawn and garden supply outlets, including nurseries",1958.0,38.0,5079.0,809.7815138791541,1194.816874434428,271.6190476190476,150.88246473634274,12558.209997176962,0.06508065853698262,670.9671935810111,0.11886537595677626,0.9984211401030414,0.7891196013289037,0.9016804990571445,0.959825792285595,0.9801609660746955,0.9231082918875813,0.09147438582369964,0.06854119656235977,0.14598580242651032,0.5977183051506307
489,1441,88249446460,Pellentesque Habitant Morbi Institute,"([computer programming , data processing, and integrated systems design services], [c], [take rate: 2.51])","computer programming , data processing, and integrated systems design services",2028.0,83.0,6310.0,803.5459957375233,1734.5625578839279,348.0952380952381,185.09349833877397,20593.972527494596,0.06575776172886129,909.003283850268,0.08734804142278252,0.9965514375934851,0.7379983388704319,0.9033184988222176,0.9416775256651407,0.9745751511230758,0.9045786417522221,0.15000712593961937,0.08412339713007809,0.1977765456653317,0.5977954703984385
490,2806,78982081666,Lectus Corp.,"((books, periodicals, and newspapers), (b), (take rate: 4.96))","books, periodicals, and newspapers",1922.0,50.0,5049.0,833.8031635778499,2229.909544262371,271.7142857142857,154.15235884170744,13236.531249533808,0.06523740477124611,761.9391277396945,0.13507429085997302,0.9979225527671597,0.7903654485049834,0.8953702846259759,0.9250221091345598,0.9801540098916922,0.9213372260245558,0.09641529857834012,0.07214840339556258,0.1657790366315499,0.5979588660414352
491,1709,92207241352,Sem Egestas Blandit Corporation,"((opticians, optical goods, and eyeglasses), (b), (take rate: 3.12))","opticians, optical goods, and eyeglasses",2034.0,69.0,6006.0,807.1972100629581,2182.1672897614862,329.6666666666667,197.55828821382505,19541.594702348873,0.06608421583411916,971.7298449789596,0.0846465556055831,0.9971331228186804,0.7506229235880398,0.9023593663056486,0.9266273821183217,0.9759211725342071,0.8978273638434761,0.142341573664946,0.0916360974175622,0.21142428798035443,0.5980539845876819
492,1385,65150917863,Aliquam Iaculis Lacus LLC,"[[opticians, optical gOods, and eyeglasses], [b], [take rate: 3.60]]","opticians, optical goods, and eyeglasses",1787.0,12.0,3491.0,794.316373820613,296.6128338934763,179.47619047619048,42.986599085400655,2335.190065184062,0.06290527196346223,152.39835841889337,0.1958577217469608,0.9995014126641183,0.8550664451827242,0.9057430156287165,0.9900267682399151,0.986891073130352,0.9815477025408037,0.01700959587730544,0.018478945627068435,0.033158099017517616,0.5983280779655482
493,2970,49839448838,Enim Gravida Sit Incorporated,"[[music shops - musical instruments, pianos, and sheet music], [c], [take rate: 1.85]]","music shops - musical instruments, pianos, and sheet music",1830.0,14.0,3456.0,870.7551872514393,309.13462697290726,177.23809523809524,88.21025165394829,4962.141809860116,0.06371536723169793,273.2985312520637,0.1764970733903647,0.9994183147748047,0.8565199335548173,0.8856634078722687,0.989605738769296,0.9870545434309286,0.9570533107701127,0.03614439275414987,0.03712169772159765,0.059462974894318836,0.5984541387932659
494,2211,35813492759,Orci Institute,"([opticians, optical goods, and eyeglasses], [a], [take rate: 5.66])","opticians, optical goods, and eyeglasses",1771.0,14.0,3526.0,791.5231970187372,471.8987112202859,180.85714285714286,43.171055867619685,2558.861921635412,0.06297471795957676,146.19020988352858,0.20306168392615942,0.9994183147748047,0.8536129568106312,0.9064767514372509,0.9841330020939838,0.9867902084768047,0.9814477956020268,0.0186388285226851,0.020077108880559132,0.031807360033274314,0.598546401055818
495,1211,96146457679,Sodales Corporation,"((digital goods: books, movies, music), (b), (take rate: 3.30))","digital goods: books, movies, music",1787.0,17.0,3452.0,785.6302486755044,217.27884409578974,177.57142857142858,34.72382916948803,1950.8023964599076,0.0629348710766786,124.00138796233975,0.1958577217469608,0.9992936679408343,0.8566860465116279,0.9080247620087154,0.9926942734058875,0.9870301967904171,0.9860230492219385,0.014209704338411764,0.019160111104201145,0.026979623291369666,0.5985959156360364
496,1610,54291122944,Ipsum Primis In Inc.,"((books, periodicals, and newspapers), (b), (take rate: 4.56))","books, periodicals, and newspapers",1926.0,34.0,4563.0,813.9734023798811,1808.5032905770195,241.42857142857142,153.07751501325532,12450.939505556265,0.0651517536449365,646.9619046439633,0.13327330031517337,0.9985873358816686,0.810548172757475,0.900579337578107,0.9391913619547615,0.9823660760867297,0.9219193914254268,0.09069302428091486,0.07017731088704218,0.14076284756153146,0.5988098158728831
497,272,97159474697,Sodales Limited,"((lawn and garden supply outlets, including nurseries), (a), (take rate: 5.84))","lawn and garden supply outlets, including nurseries",1983.0,36.0,4844.0,834.2220306376355,4059.9129679615708,258.5238095238095,250.31397350220197,20401.92510412913,0.06704907610813458,978.6550712492126,0.10760918505177852,0.998504237992355,0.7988787375415283,0.8952602530087242,0.8634905562791779,0.9811174412376441,0.8692534130413796,0.14860824663235114,0.11384046226159342,0.2129310452759717,0.5989493578322505
498,2605,95274025676,Ipsum Cursus Vestibulum PC,"[(Digital goods: books, movies, music), (b), (take rate: 3.39)]","digital goods: books, movies, music",1800.0,11.0,3472.0,848.0063756713296,516.0989775337222,179.95238095238096,79.18784148485905,4562.557792560503,0.06372963990308496,236.7659989107599,0.19000450247636202,0.9995429616087751,0.8558554817275748,0.8916392621922382,0.982646823987612,0.9868562922153356,0.9619400998029658,0.03323381054731742,0.03745015523126128,0.05151440289327397,0.5990683792682717
499,144,48854820141,Quam Dignissim Pharetra Foundation,"[[gift, card, novelty, and souvenir shops], [b], [take rate: 3.57]]","gift, card, novelty, and souvenir shops",1747.0,7.0,3076.0,796.7287101324739,84.51767663719852,155.61904761904762,14.264088892140247,613.2001957470367,0.06231834569060042,42.20384159532407,0.21386762719495722,0.9997091573874024,0.8723006644518272,0.9051093222896298,0.9971581999137994,0.9886335969726692,0.997104615292267,0.004466568985989394,0.0049719898012939735,0.009182508086411878,0.5992504250376248
500,1174,80166805919,Eu Dui Foundation,"((books, periOdicals, and newspapers), (c), (take rate: 1.56))","books, periodicals, and newspapers",2004.0,75.0,5630.0,807.2613928154061,780.181387095835,305.0952380952381,152.72156127632752,15790.04302985118,0.06506692986045941,792.6684727643815,0.09815398469158032,0.9968838291507396,0.7662375415282392,0.9023425062258535,0.9737673866424617,0.9777158677490487,0.9221121858988792,0.1150151565079831,0.0682252580264321,0.17246497915509948,0.5992918695576317
501,2527,70920423684,Erat Neque Inc.,"[(digital goods: books, movies, music), (a), (take rate: 5.85)]","digital goods: books, movies, music",1763.0,7.0,3350.0,822.6531652515793,531.4077344485124,170.9047619047619,49.76337269651247,2666.652506447754,0.06317217954040245,165.60011612744822,0.2066636650157586,0.9997091573874024,0.860921926910299,0.898299262495042,0.9821320863794449,0.9875171296006455,0.9778772129110629,0.0194239784401895,0.02462129947624604,0.03603047371923401,0.5993196192335325
502,3072,85276983280,Lacus Varius Corp.,"((florists supplies, nursery stock, and flowers), (b), (take rate: 3.32))","florists supplies, nursery stock, and flowers",1955.0,25.0,4440.0,809.0469882584869,1154.077023652514,233.23809523809524,138.94424081425578,11288.808226538575,0.06499903868844749,624.4889361147914,0.12021611886537598,0.9989612763835799,0.815656146179402,0.9018734505916867,0.9611956182920623,0.9829643078250102,0.9295743669873445,0.082228024490455,0.06666287599699285,0.1358732875725739,0.5995205473184484
503,3927,64644843223,Dictum Augue Consulting,"([motor vehicle supplies and new parts], [a], [take rate: 5.53])",motor vehicle supplies and new parts,1983.0,44.0,4974.0,807.3443802506126,3663.3842101959667,263.2857142857143,234.2007501289494,19226.021905605106,0.06687618724909766,965.2687526623833,0.10760918505177852,0.9981718464351006,0.7934800664451828,0.902320706369565,0.8768233347325716,0.9807696320874809,0.8779807843078836,0.1400429317588708,0.10986176461291944,0.21001851470945418,0.5997078766510807
504,2534,71989214810,Semper Et Lacinia Associates,"([computer programming , data processing, and integrated systems design services], [a], [take rate: 6.95])","computer programming , data processing, and integrated systems design services",1903.0,34.0,4302.0,854.2189670057077,3870.761314199909,227.33333333333334,228.2285778175452,16798.75026591329,0.0666737408850445,834.5446944839623,0.14362899594777123,0.9985873358816686,0.8213870431893688,0.8900072850389258,0.8698505416378893,0.9833955911712126,0.8812154794288909,0.12236261087571905,0.10520285901814724,0.18157620529075608,0.599721394748035
505,855,49758515423,Ac Turpis Egestas PC,"[(watch, clock, and jewelry repair shops), (a), (take rate: 6.26)]","watch, clock, and jewelry repair shops",1830.0,15.0,3545.0,796.1381873533174,1328.3411180982584,182.47619047619048,108.6941075863491,6332.2810386077,0.06427190364848653,364.50238996484035,0.1764970733903647,0.9993767658301479,0.8528239202657808,0.9052644459139315,0.9553362083044524,0.9866719533657492,0.9459586829882876,0.046124528814210745,0.04992929067589769,0.07930667012406364,0.5997289539672886
506,44,22470136913,Adipiscing Elit Incorporated,"[[bicycle shops - sales and service], [b], [take rate: 4.44]]",bicycle shops - sales and service,1857.0,18.0,3809.0,794.8787677146224,1083.0940508598683,197.42857142857142,115.48955524832468,7241.898973865052,0.06442467637683764,409.42629291156163,0.16434038721296718,0.9992521189961775,0.8418604651162791,0.9055952811429301,0.9635823310630112,0.985579832634237,0.9422780789716757,0.0527502136833595,0.053445055071926637,0.08908099602635675,0.5997764759918921
507,3331,15625166573,Velit Quisque Industries,"[(digital goods: books, movies, music), (b), (take rate: 4.32)]","digital goods: books, movies, music",1751.0,6.0,3431.0,824.9536082799658,398.90864792381353,175.52380952380952,49.25398495515836,2843.4838217616475,0.06306379739117549,166.68423517371494,0.21206663665015757,0.9997507063320592,0.8575581395348837,0.8976949622501428,0.9865872007471022,0.9871797547249873,0.9781531115214417,0.020712023150890435,0.022127097104331014,0.03626635110699485,0.5998095983122991
