POA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
POA2477,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,5,0,3,13,0,0,0,4,7,0,4,0,0,11,0,0,0,26,7,14,11,9,0,77,9,31,16,67,44,43,52,35,17,311,290,747,615,1325,910,955,930,606,295,6668,0,0,0,0,0,0,0,0,0,0,586,1476,1188,2033,1389,1515,1398,870,369,10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,3,0,5,0,4,3,4,0,0,0,32,0,0,0,0,4,6,4,3,0,19,0,0,3,7,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,9,15,62,57,106,101,92,47,491,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,12
POA2478,0,0,0,6,9,3,0,0,0,25,0,0,0,4,0,6,7,3,0,24,0,0,0,0,5,4,0,0,0,12,0,4,4,88,23,28,27,18,8,225,32,81,68,211,101,130,147,126,144,1036,744,1726,1381,3548,2122,2354,2488,1505,846,16711,0,0,0,0,0,0,0,0,0,0,1455,3252,2564,5049,3200,3580,3745,2089,959,25887,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,3,60,6,0,4,0,0,77,0,0,0,0,0,0,0,0,0,0,0,7,4,44,24,12,17,5,0,112,0,0,0,12,4,3,0,0,0,20,0,0,3,10,5,14,3,0,0,39,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,6,3,28,42,215,139,184,231,214,82,1131,0,0,0,12,5,7,6,4,0,35,0,0,0,36,7,3,10,6,0,57
POA2479,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,22,8,17,7,0,0,56,17,32,23,80,39,47,22,16,9,283,158,395,248,744,452,425,345,108,54,2935,0,0,0,0,0,0,0,0,0,0,286,667,385,939,590,596,465,163,51,4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,8,3,0,0,35,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,0,23,17,80,76,68,78,28,12,383,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,4,0,21
POA2480,0,5,6,23,4,0,3,0,0,39,0,0,0,4,0,0,5,0,0,14,0,0,0,0,0,6,7,0,0,15,0,11,15,88,43,44,48,16,14,280,70,224,201,453,218,245,215,122,88,1845,1040,2736,2446,5352,3216,3499,2915,1458,697,23366,0,0,0,0,5,0,0,0,0,0,1983,5027,4483,8148,4954,5401,4448,2054,827,37326,0,4,0,5,0,3,0,0,0,14,0,0,0,6,0,0,0,0,0,5,0,0,4,20,4,4,0,0,0,37,0,0,0,4,0,0,3,0,0,5,3,5,3,29,29,20,16,5,0,113,0,0,0,6,6,8,0,4,0,18,0,0,3,36,6,10,8,0,0,64,0,0,0,4,9,0,4,3,0,12,0,8,0,9,5,0,4,0,0,33,4,21,30,161,186,326,291,162,55,1225,0,0,4,10,6,8,5,3,0,34,0,0,0,32,12,16,12,5,0,77
POA2481,0,0,0,4,0,3,0,0,0,6,0,0,4,4,4,0,4,0,0,14,0,0,0,0,0,3,3,0,0,5,0,11,37,272,25,27,19,8,0,396,28,68,75,231,88,85,50,35,22,685,292,660,667,2397,921,934,774,299,128,7077,0,0,0,0,0,0,0,0,0,0,518,1079,855,2279,1127,1200,1107,384,124,8680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,14,6,0,0,0,180,0,0,0,0,0,0,0,0,0,6,0,0,12,51,20,12,10,0,0,102,0,0,0,48,5,4,0,0,0,59,0,5,0,9,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,7,3,15,36,216,126,129,126,51,23,736,0,3,0,4,0,0,0,0,0,9,0,0,18,100,18,15,4,6,0,165
POA2482,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,36,24,17,10,7,0,106,17,63,42,108,72,81,49,16,5,456,132,421,288,838,585,584,456,166,86,3545,0,0,0,0,0,0,0,0,0,0,274,701,492,991,671,644,599,214,96,4670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,6,0,13,6,4,3,3,0,28,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,14,70,71,94,79,35,13,384,0,0,0,0,0,3,0,0,0,8,0,0,4,13,12,11,3,3,0,46
POA2483,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,4,76,36,23,15,5,0,179,33,50,55,154,81,79,64,19,13,543,326,645,554,1570,945,960,713,301,112,6128,0,0,0,0,0,0,0,0,0,0,535,1087,876,1984,1187,1278,1003,401,132,8496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,7,5,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,12,5,21,16,10,8,3,0,75,0,0,0,7,0,0,0,0,0,13,0,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,20,13,107,98,97,115,46,6,505,0,0,0,3,3,0,0,0,0,4,0,0,0,25,5,10,9,0,4,54
POA2484,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,5,0,6,9,43,26,35,22,13,8,165,34,109,83,184,147,171,123,63,50,963,455,1240,953,2079,1388,1704,1358,661,344,10180,0,0,0,0,0,0,0,0,0,0,842,2227,1751,3057,2003,2432,2001,909,414,15635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,12,19,15,7,3,0,49,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,6,3,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,10,20,67,114,184,187,114,31,720,0,0,0,4,6,3,6,0,0,15,0,0,0,14,3,6,5,4,0,41
POA2485,0,0,0,3,8,0,0,0,0,13,0,0,0,0,0,4,4,3,6,19,0,0,0,0,0,0,0,0,0,4,0,3,3,61,13,22,28,15,8,147,23,46,51,156,64,64,92,85,70,656,337,575,634,1775,798,1134,1336,975,509,8075,0,0,0,0,0,0,0,0,0,0,624,1015,1050,2212,1141,1585,1739,1147,509,11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,0,9,18,196,16,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,6,4,4,0,39,0,0,0,8,0,0,0,0,0,7,0,5,0,27,3,9,6,4,0,48,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,3,0,13,59,45,104,196,217,110,757,0,0,0,5,0,0,3,6,0,9,0,0,0,15,0,0,3,3,0,26
POA2486,0,5,0,15,5,4,0,0,0,22,0,0,0,0,0,4,13,3,4,36,0,0,0,5,4,3,0,0,0,20,0,3,9,57,23,39,44,37,17,241,37,78,75,192,110,119,109,119,89,927,737,1727,1636,3402,2122,2373,2444,1862,1009,17320,0,0,0,0,0,0,0,0,0,0,1408,3324,2894,4998,3023,3324,3412,2304,1075,25771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,4,41,7,3,0,0,0,55,0,0,0,6,0,0,0,0,0,3,4,0,3,27,9,15,8,7,0,66,0,0,0,3,0,0,0,0,0,6,0,3,3,32,27,22,10,3,3,102,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,3,4,4,3,14,3,29,48,145,157,235,297,444,218,1586,0,5,6,8,6,3,4,0,0,36,0,0,0,10,3,4,0,9,4,35
POA2487,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,13,0,0,0,0,4,0,0,0,0,4,0,4,0,37,19,9,10,6,0,91,11,37,23,91,45,50,62,49,21,393,334,953,686,1624,1072,1223,1082,558,256,7791,0,0,0,0,0,0,0,0,0,0,672,1837,1257,2299,1609,1768,1595,706,298,12039,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,5,36,7,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,6,0,19,12,14,9,6,0,62,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,31,25,92,107,133,153,136,39,721,0,0,0,3,6,3,3,0,0,24,0,0,0,15,7,3,3,0,0,34
POA2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,3,3,26,8,11,11,35,14,15,10,11,8,122,101,246,169,463,248,285,179,88,37,1822,0,0,0,0,0,0,0,0,0,0,180,472,314,645,382,426,256,108,43,2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,49,28,15,4,143,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
POA2489,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,7,0,4,0,16,10,16,8,0,0,47,7,37,16,51,27,24,21,28,12,227,219,612,324,942,500,547,529,325,141,4148,0,0,0,0,0,0,0,0,0,0,444,1137,555,1331,737,731,768,448,166,6317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,76,59,66,81,66,35,419,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,11
POA2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,0,24,23,44,30,82,33,60,35,14,6,330,0,0,0,0,0,0,0,0,0,0,41,89,62,136,63,104,57,10,4,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2500,4,12,58,77,16,22,12,3,0,207,0,0,0,3,4,11,9,3,0,29,0,0,5,5,0,0,0,0,0,16,13,69,120,335,115,106,119,82,31,991,44,95,266,302,107,84,74,54,43,1076,892,1708,4158,6361,2361,2331,1963,1319,618,21717,0,4,0,8,0,0,0,0,0,22,1651,2792,6214,8117,3150,2870,2072,1245,541,28649,0,4,33,103,0,0,0,0,0,146,0,0,0,43,11,28,18,19,4,123,0,3,10,72,6,0,3,0,0,96,0,4,0,4,3,0,0,0,0,5,0,9,11,80,27,15,6,0,0,156,0,0,3,14,22,14,22,16,8,100,0,31,169,563,95,86,53,23,9,1026,0,0,0,55,36,68,46,36,20,257,7,7,5,19,3,6,9,5,4,58,0,37,95,198,168,300,267,177,75,1319,0,0,4,20,12,10,8,4,0,58,0,0,3,18,9,6,5,0,0,46
POA2502,0,0,3,15,14,5,14,4,0,44,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,32,37,81,57,79,87,85,64,528,15,49,40,104,43,39,46,35,15,393,425,765,738,1597,711,698,614,510,257,6320,0,0,0,0,0,0,0,0,0,0,787,1356,1180,2243,918,760,349,169,67,7818,0,0,0,7,0,0,0,0,0,8,0,0,0,4,0,4,5,5,0,19,0,0,0,0,7,3,3,0,0,15,0,0,0,0,0,5,0,0,0,7,0,0,0,6,0,0,0,0,0,8,0,0,0,0,4,0,6,8,0,27,0,0,0,13,4,7,4,0,0,21,0,0,0,4,6,6,8,27,21,70,0,4,0,3,5,0,6,0,5,15,0,3,4,22,35,60,52,41,9,227,0,0,0,5,4,0,0,0,0,15,0,0,0,0,0,3,0,3,0,12
POA2505,0,0,0,5,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6,8,7,21,16,17,16,102,3,11,19,47,9,17,16,10,6,138,129,294,261,646,294,333,246,196,123,2523,0,0,0,0,0,0,0,0,0,0,274,523,459,1041,483,444,206,97,74,3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,0,0,14,0,0,0,0,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,4,0,0,4,18,6,30,25,12,8,100,0,0,3,4,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,7
POA2506,0,0,0,8,9,10,8,0,0,41,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,40,22,46,31,15,10,175,17,28,19,63,30,25,23,20,10,214,222,500,435,955,508,572,381,242,139,3961,0,0,0,0,0,0,0,0,0,0,406,938,852,1479,665,637,361,205,102,5655,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,10,5,14,8,3,35,0,0,0,6,0,0,3,0,0,13,0,0,0,0,5,7,5,4,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,12,26,68,58,57,21,240,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,4,0,0,0,7
POA2508,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,5,0,0,7,0,0,0,4,0,0,0,0,0,6,0,3,0,31,11,7,6,3,0,75,8,6,10,36,20,11,12,5,3,114,367,635,543,1202,650,617,382,181,82,4652,0,0,0,0,0,0,0,0,0,0,662,1236,1049,1900,1063,980,607,287,93,7890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,10,6,4,0,0,29,0,0,0,6,0,0,0,0,0,9,0,0,0,10,0,3,4,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,6,0,0,7,0,20,17,98,94,81,72,34,13,437,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,15
POA2515,0,0,0,0,0,4,0,0,0,9,0,0,0,5,0,5,8,0,0,13,0,0,0,0,0,0,0,0,0,4,0,3,3,47,30,20,11,3,3,121,10,25,16,41,17,21,17,10,6,159,342,747,616,1356,878,904,671,286,125,5909,0,0,0,0,0,0,0,0,0,0,665,1478,1151,2077,1251,1293,992,427,141,9477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,4,15,16,0,6,3,0,47,0,0,0,0,4,6,0,0,0,14,0,0,3,3,9,5,0,9,0,30,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42,31,134,125,152,123,53,8,664,0,0,0,0,0,3,4,0,0,5,0,0,0,3,0,4,6,0,0,16
POA2516,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,30,7,13,8,5,4,72,3,16,10,32,13,4,14,14,5,106,192,500,393,844,523,445,321,144,69,3424,0,0,0,0,0,0,0,0,0,0,416,977,738,1310,801,664,475,176,66,5632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,6,0,5,9,0,0,0,0,26,0,0,0,5,0,0,0,3,0,10,0,0,0,12,0,5,0,0,3,23,0,0,0,4,0,5,5,0,0,9,0,0,0,0,0,0,0,0,0,3,4,24,16,44,55,60,44,30,9,276,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
POA2517,0,0,0,6,0,7,0,0,0,21,0,0,0,0,3,0,3,0,3,5,0,0,0,4,0,0,0,0,0,6,0,9,7,31,21,20,29,11,16,138,6,26,10,58,22,26,29,33,19,223,367,967,725,1717,1004,901,761,542,372,7353,0,0,0,0,0,0,0,0,0,0,730,1813,1415,2702,1549,1294,1014,668,349,11524,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,24,3,4,0,0,0,37,0,0,0,3,7,0,10,3,0,24,0,0,0,8,3,4,0,0,0,26,0,0,0,3,6,0,0,3,0,11,0,0,0,3,0,0,0,5,0,8,0,22,30,90,81,98,101,98,39,562,0,0,0,3,3,3,0,0,0,13,0,0,0,10,4,0,0,0,0,23
POA2518,0,0,5,12,11,9,4,4,0,49,0,0,0,0,4,6,4,4,0,19,0,0,0,3,0,3,0,0,0,9,0,10,9,71,35,48,48,30,24,277,21,50,44,114,54,52,42,51,25,447,529,1110,1145,2614,1281,1382,1085,768,421,10322,0,0,0,0,0,0,0,0,0,0,1023,2058,2038,4065,1890,1886,1266,690,380,15291,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,5,6,3,0,20,0,5,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,24,12,3,6,0,0,58,0,0,0,6,15,8,17,10,0,68,0,0,9,20,13,16,4,3,4,72,0,0,0,0,8,8,16,11,0,48,0,0,0,0,0,3,5,0,3,11,5,12,20,99,103,184,150,144,51,772,0,0,0,14,4,4,6,9,0,32,0,0,0,3,7,4,4,0,0,15
POA2519,0,5,11,24,16,19,14,5,0,94,0,0,0,0,0,3,4,4,0,13,0,4,0,0,0,0,0,0,0,4,0,13,8,51,39,24,35,28,14,225,18,36,42,83,29,39,48,48,21,364,433,983,1148,2080,1096,1065,953,685,268,8720,0,3,4,0,3,4,0,0,0,13,890,1800,1962,3108,1577,1428,1022,669,222,12673,0,0,0,17,0,0,0,0,0,26,0,0,0,11,4,8,4,3,0,29,0,0,0,7,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,5,3,13,11,5,6,0,0,38,0,0,0,7,18,10,8,10,0,62,0,9,24,107,40,22,15,5,5,231,0,0,0,10,3,13,24,20,3,70,0,0,0,4,0,3,0,3,0,11,0,17,21,59,62,119,106,98,24,502,0,0,0,9,4,5,0,0,0,21,0,0,0,7,7,0,6,3,0,18
POA2525,0,0,0,3,6,0,0,0,0,15,0,0,0,0,0,3,3,0,0,19,0,0,0,4,0,0,0,0,0,5,0,15,20,52,45,29,27,25,11,218,0,9,20,27,11,16,23,30,20,159,342,844,801,1489,872,679,636,417,210,6290,0,0,0,0,0,0,0,0,0,4,702,1551,1437,2209,1233,869,723,456,189,9369,0,0,0,8,0,0,0,0,0,9,0,0,0,8,3,8,7,3,0,26,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,8,7,0,0,0,0,20,0,0,3,0,10,7,3,0,0,25,0,13,8,94,33,29,12,5,0,202,0,0,0,12,9,13,14,23,0,72,0,5,0,4,0,0,6,0,0,13,0,23,25,54,56,93,69,70,17,405,0,0,0,7,5,3,3,0,0,23,0,0,0,3,3,0,0,0,0,11
POA2526,0,0,0,5,0,8,3,0,5,21,0,0,0,0,0,3,5,3,0,12,0,0,0,3,0,0,0,0,0,7,0,11,16,53,35,48,51,36,23,270,14,33,25,84,28,32,38,29,19,305,516,1022,1027,2115,1112,1126,824,509,337,8587,0,0,3,0,0,0,0,0,0,5,1061,1885,1921,3356,1636,1474,905,451,257,12942,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,15,7,0,0,52,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,30,0,0,0,5,13,9,16,12,0,60,0,5,3,43,13,13,6,0,0,79,0,0,0,5,7,19,22,39,18,108,0,0,0,3,0,0,10,5,0,13,0,16,12,68,75,148,107,86,48,561,0,0,0,9,0,0,3,0,0,13,0,0,0,3,0,10,5,0,3,20
POA2527,0,0,3,5,3,0,0,0,0,17,0,0,0,5,10,12,8,6,4,42,0,0,0,0,5,0,0,0,0,4,0,5,7,46,22,53,43,16,16,203,19,60,32,118,42,40,44,44,73,483,887,1745,1631,3729,1637,1570,1174,625,322,13319,0,0,0,0,0,0,0,0,0,0,1825,3396,3021,6299,2576,2154,1519,681,229,21691,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,5,0,0,19,0,0,0,12,3,5,0,0,0,16,0,0,0,5,0,0,0,0,0,11,0,3,3,14,5,4,3,0,0,32,0,0,3,7,14,17,13,5,0,61,0,0,4,21,9,9,6,0,0,41,0,0,0,0,0,4,3,9,5,28,0,0,0,0,0,0,3,4,0,17,0,14,24,100,160,336,216,161,79,1094,0,0,0,17,3,0,3,0,0,24,0,0,0,0,4,5,4,0,0,17
POA2528,0,0,9,12,3,0,0,0,0,23,0,0,0,0,7,11,3,4,4,36,0,0,0,0,0,0,3,0,0,5,0,0,4,41,40,56,71,63,46,323,25,103,65,168,79,106,120,118,75,866,600,1319,1279,2661,1492,1682,1562,1143,392,12134,0,0,0,0,0,0,0,0,0,0,1166,2493,2451,4324,2246,2156,1736,1103,287,17972,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,7,9,0,37,0,0,0,0,5,3,0,0,0,9,0,0,0,3,0,3,9,0,0,13,0,0,0,14,5,9,3,0,0,27,0,0,0,10,13,15,18,16,5,73,0,0,0,6,3,6,7,0,0,22,0,0,0,6,6,12,22,39,17,93,0,4,0,0,0,0,3,4,0,14,0,7,5,46,107,297,259,243,86,1052,0,0,3,9,0,0,0,0,0,19,0,0,0,6,0,9,5,4,0,16
