POA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA2879,0,5,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,9,6,0,11,0,7,5,0,0,0,15,0,4,0,0,0,0,5,0,9,0,0,0,0,10,0,6,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,8,5,33,18,14,18,0,75
POA2880,0,13,0,8,39,0,59,7,10,11,8,25,0,62,27,10,8,65,21,4,133,160,32,28,126,31,0,376,125,19,9,113,27,0,290,215,22,8,117,22,0,379,151,9,0,67,5,0,237,77,5,0,26,6,0,116,11,0,0,0,0,0,12,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,35,24,6,85,781,119,70,572,196,22,1759
POA2898,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,5,5,0,3,0,0,0,3,4,0,10,0,0,0,5,0,0,5,0,0,0,8,6,0,15,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,5,0,41,17,0,60
POA3000,26,0,0,3,4,0,38,0,0,0,3,0,0,7,50,0,14,55,13,6,129,183,5,23,87,26,3,328,298,8,23,89,16,3,433,932,11,26,153,30,6,1148,3664,3,14,300,44,5,4034,5382,9,15,344,66,3,5821,2188,4,8,188,22,4,2417,677,0,0,74,8,3,754,344,0,0,34,8,0,396,145,0,0,22,3,0,168,53,0,0,10,0,0,62,182,0,0,26,3,0,210,207,0,0,150,22,23,409,14328,30,138,1537,268,56,16357
POA3002,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,10,0,0,10,5,0,0,3,0,0,17,22,0,0,7,0,0,36,108,0,0,17,0,0,128,274,0,0,35,3,0,316,215,0,0,30,5,0,246,126,0,0,15,0,0,138,74,0,0,12,0,0,85,58,0,0,9,0,0,67,56,0,0,8,0,0,68,103,0,0,17,0,0,121,17,0,0,16,3,0,33,1062,4,0,184,9,0,1264
POA3003,0,0,0,4,0,0,8,0,0,0,3,0,0,6,4,15,4,0,0,0,25,14,9,5,19,0,0,48,10,3,3,12,4,0,30,62,3,6,20,0,0,91,488,9,0,45,7,0,544,866,0,4,59,10,0,944,377,0,0,35,4,0,418,129,0,0,24,0,0,154,65,0,0,13,0,0,82,35,0,0,8,0,0,42,31,0,0,0,0,0,31,34,0,0,0,0,0,38,26,0,0,20,6,0,56,2142,52,27,264,36,0,2511
POA3004,6,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,3,0,0,9,9,0,7,9,0,0,13,9,0,0,10,0,0,17,31,0,0,29,0,0,64,300,0,0,40,4,0,341,900,0,0,63,9,0,969,843,0,0,63,5,3,917,301,0,0,31,0,0,344,153,0,0,15,0,0,160,64,0,0,6,0,0,71,36,0,0,7,0,0,40,102,0,0,15,0,0,113,47,0,5,14,3,5,73,2796,6,6,303,20,12,3143
POA3006,11,0,0,3,0,0,10,0,0,0,0,0,0,0,10,0,0,18,0,0,30,30,0,3,27,5,0,60,23,0,0,22,0,0,46,90,0,0,54,0,0,152,1240,0,0,118,6,0,1366,2842,0,0,149,12,8,3010,1612,0,0,134,17,0,1765,625,0,0,63,4,0,702,256,0,0,18,0,0,271,122,0,0,7,0,0,129,64,0,0,3,0,0,74,175,0,0,17,9,0,193,103,3,0,58,8,7,177,7195,4,10,700,52,18,7984
POA3008,4,0,0,7,0,0,10,3,0,0,0,0,0,0,0,3,3,6,0,0,12,5,5,10,16,4,0,45,11,11,15,8,0,0,42,60,5,15,30,4,0,111,819,13,10,42,3,0,887,1655,0,10,75,7,0,1751,982,3,0,46,0,0,1031,410,3,0,38,4,0,455,220,0,0,17,5,0,242,132,0,0,12,0,0,144,75,0,0,5,0,0,79,97,0,0,15,0,0,113,84,0,3,32,6,0,126,4567,44,63,348,35,6,5059
POA3011,0,26,0,3,0,0,32,4,35,0,3,6,0,49,19,184,19,33,3,0,257,40,78,38,42,0,0,195,60,38,22,19,6,0,153,286,24,24,44,12,3,394,782,22,22,133,12,0,972,1226,16,11,115,8,0,1373,718,6,3,100,3,0,835,330,0,0,31,5,0,362,100,3,0,5,0,0,107,32,0,0,0,0,0,38,9,0,0,0,0,0,5,25,0,0,4,0,0,33,38,35,7,41,4,11,136,3672,455,151,584,66,24,4945
POA3012,3,23,8,10,0,0,40,3,28,0,9,0,0,40,9,175,7,30,10,0,244,31,53,16,37,0,0,147,92,32,11,18,6,0,158,235,18,5,55,6,0,325,623,20,4,121,7,0,783,1083,18,9,140,11,0,1261,707,6,5,59,5,0,781,209,0,0,31,0,0,240,65,0,0,6,0,0,70,13,0,0,4,0,0,13,9,0,0,0,0,0,9,30,0,0,4,0,0,36,45,33,7,40,8,15,145,3165,411,66,558,64,23,4289
POA3013,0,3,0,0,0,0,9,0,9,0,0,0,0,10,0,27,4,4,0,0,43,3,25,9,8,0,0,49,7,7,7,8,0,0,28,43,0,4,25,0,0,80,149,4,4,49,6,0,210,356,6,0,53,10,0,430,484,0,0,57,0,0,542,277,0,0,30,0,0,316,156,0,0,14,0,0,170,49,0,0,0,0,0,53,9,0,0,3,0,0,10,19,0,0,5,0,0,20,15,4,0,15,0,0,44,1568,96,37,287,19,0,2011
POA3015,0,4,0,5,0,0,10,0,7,0,0,0,0,5,0,18,7,6,0,0,34,8,13,10,22,0,0,57,15,8,7,7,0,0,41,76,8,9,21,3,0,110,167,9,4,48,4,0,228,352,5,4,69,10,0,438,446,0,0,41,0,0,492,294,0,0,29,0,0,322,157,0,0,11,0,0,173,60,0,0,9,0,0,61,25,0,0,4,0,0,27,19,0,0,3,0,0,25,21,5,0,29,6,4,61,1645,68,45,305,23,4,2087
POA3016,0,4,0,3,0,0,16,0,21,0,5,0,0,29,0,117,3,4,0,0,128,0,47,31,7,3,0,90,0,13,0,8,0,0,28,26,7,5,24,0,0,64,122,7,3,28,4,0,167,200,9,0,28,4,0,245,216,4,3,31,3,0,251,173,0,0,14,4,0,188,131,4,0,14,0,0,145,71,0,0,10,0,0,78,37,0,0,4,0,0,37,55,0,0,8,0,0,58,14,31,5,14,3,3,62,1036,266,46,195,28,4,1570
POA3018,3,0,0,0,0,0,7,0,0,0,0,0,0,7,3,10,4,4,0,0,22,11,10,3,8,0,0,31,11,19,18,12,0,0,62,61,0,6,7,0,0,78,262,3,3,46,7,0,329,438,8,0,55,10,0,505,282,0,0,21,0,0,308,150,0,0,9,0,0,166,45,0,0,4,0,0,53,13,0,0,0,0,0,16,9,0,0,0,0,0,9,17,0,0,0,0,0,16,22,4,6,15,5,9,61,1328,61,45,194,18,9,1662
POA3019,0,36,3,0,0,0,41,4,35,0,6,0,0,52,4,208,8,12,0,0,227,8,92,0,16,5,0,115,16,35,0,8,0,0,63,23,47,0,31,6,3,111,203,28,6,70,19,0,331,291,18,0,49,14,0,367,142,6,0,18,0,0,170,22,0,0,3,5,0,26,0,3,0,0,5,0,7,8,0,0,0,4,0,8,0,0,0,0,0,0,0,5,0,0,3,0,0,11,16,46,0,19,3,12,90,733,556,24,230,65,18,1620
POA3020,4,29,0,3,0,0,38,9,15,5,0,0,0,22,15,91,9,46,3,0,163,46,43,15,73,14,0,188,89,27,9,55,11,0,188,336,39,12,100,26,3,521,1000,41,15,357,78,4,1491,1399,9,9,231,64,3,1718,246,4,0,45,14,0,305,37,0,0,16,6,0,49,8,0,0,11,0,0,17,20,0,0,0,0,0,17,4,0,0,0,0,0,4,22,0,0,8,7,0,41,83,20,8,76,41,20,248,3301,309,72,1025,256,43,5011
POA3021,4,27,0,3,3,0,40,8,29,7,11,5,0,58,24,179,9,56,15,0,290,31,108,30,94,13,4,287,57,42,11,50,6,4,177,216,56,31,156,34,3,498,1229,42,21,531,155,20,1999,1352,30,9,255,84,9,1733,125,4,0,31,11,0,174,10,0,0,12,0,0,30,12,3,0,4,0,0,24,11,0,0,0,0,0,15,4,0,0,0,0,0,5,25,0,0,11,5,0,46,91,47,8,118,32,13,312,3194,572,142,1347,368,61,5674
POA3022,0,0,0,0,0,0,5,0,4,0,0,0,0,4,4,0,0,3,0,0,12,0,0,0,8,7,0,8,0,0,0,6,17,0,25,11,0,0,11,7,0,29,107,0,0,26,8,0,140,110,0,0,14,3,0,128,7,0,0,0,3,0,9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,4,24,255,14,0,78,45,3,393
POA3023,8,8,0,6,0,0,17,6,8,0,0,3,0,15,4,36,4,18,4,0,73,13,18,7,37,5,0,73,16,15,3,22,5,0,63,44,21,6,55,5,0,136,499,28,9,206,25,3,769,1904,7,8,238,28,8,2189,503,0,0,64,16,0,588,72,0,0,8,3,0,83,15,0,0,3,0,0,19,10,0,0,9,0,0,17,7,0,0,0,0,0,7,28,0,0,4,0,0,31,81,12,3,74,23,16,204,3202,151,37,750,119,34,4291
POA3024,3,0,0,3,0,0,10,0,0,0,0,0,0,8,5,6,5,0,3,0,19,9,5,4,13,0,0,36,3,3,8,23,0,0,35,33,7,11,34,0,0,84,1058,10,8,136,9,0,1215,1369,0,3,93,11,4,1479,59,0,0,15,0,0,75,11,0,0,0,0,0,16,5,0,0,0,0,0,11,11,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,3,0,0,14,50,0,0,21,3,5,81,2632,43,32,340,29,11,3086
POA3025,4,7,0,0,0,0,9,5,7,0,0,0,0,15,0,62,0,7,0,0,72,3,26,3,7,0,0,46,12,13,4,12,0,0,49,23,6,13,12,0,3,63,135,6,0,38,8,0,188,340,3,4,57,17,0,421,295,0,0,27,0,0,325,99,0,0,4,0,0,105,42,0,0,3,0,0,45,13,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,7,29,22,4,18,3,5,80,1010,160,32,190,37,10,1443
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,13,0,0,0,0,3,0,11,0,3,7,4,6,0,23,0,5,10,4,15,0,40,14,3,6,18,6,0,49,218,0,0,35,12,0,264,75,0,0,15,3,0,93,13,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,4,6,0,28,337,19,33,93,49,6,535
POA3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,18,0,0,0,5,0,0,12,0,0,0,0,0,0,4,0,0,0,4,0,0,4,32,0,0,10,0,0,52,572,0,0,30,5,0,607,271,0,0,13,3,0,298,59,0,0,3,0,0,62,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,25,0,0,5,0,0,30,1000,4,0,89,11,9,1108
POA3028,8,11,0,0,0,0,19,0,16,0,0,0,0,13,7,61,0,18,6,0,91,10,27,6,31,0,0,72,12,17,3,16,0,0,51,62,29,3,46,6,0,148,973,16,4,161,26,5,1188,1061,17,0,103,13,4,1187,82,5,0,12,0,0,105,8,0,0,5,0,0,13,4,0,0,0,0,0,7,4,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,4,0,0,15,52,17,0,41,15,11,144,2301,214,21,435,69,27,3069
POA3029,10,0,0,3,0,0,24,8,4,3,13,0,0,29,43,33,10,58,8,3,160,43,43,18,49,17,0,169,23,12,5,30,3,0,73,89,15,31,108,3,0,246,1905,15,21,392,54,5,2392,5963,10,7,456,105,16,6567,517,5,8,65,22,0,609,46,3,0,20,5,0,73,29,0,0,7,5,0,35,30,0,0,9,0,0,42,17,0,0,0,0,0,20,87,0,0,9,3,0,108,222,8,13,99,19,29,401,9040,152,114,1318,249,61,10926
POA3030,9,24,4,13,0,0,45,11,18,5,7,0,0,42,26,139,18,51,10,0,240,29,77,15,60,13,0,197,49,33,10,64,11,6,168,258,34,15,116,49,0,481,2420,48,14,387,61,6,2939,5885,28,0,304,40,9,6271,1213,10,0,61,20,0,1305,266,0,0,20,4,0,286,65,0,0,12,0,0,81,28,0,0,0,0,0,36,19,0,0,0,0,0,19,61,0,0,6,0,0,70,198,27,3,113,27,27,402,10553,446,81,1210,233,61,12577
POA3031,3,38,3,0,0,0,44,0,113,4,5,0,0,125,3,443,7,16,0,3,478,12,188,26,17,5,0,256,27,96,11,22,0,0,157,101,102,5,30,0,0,241,368,88,12,64,0,0,526,746,39,3,68,0,6,867,557,7,0,79,0,0,648,326,4,0,41,0,0,374,175,0,0,17,0,0,195,78,5,0,5,0,0,92,23,5,0,9,0,0,27,30,0,0,3,0,0,34,28,78,5,24,6,9,143,2479,1210,84,402,18,21,4214
POA3032,0,46,0,3,0,0,60,4,48,0,0,0,0,50,12,207,4,22,4,0,247,26,80,10,33,3,0,142,16,45,3,31,0,0,96,135,53,3,46,10,0,245,750,58,6,96,8,0,918,1303,11,9,117,21,0,1459,612,3,0,71,8,0,696,320,0,0,29,0,0,357,162,0,0,17,3,0,185,88,0,0,8,0,0,94,36,0,0,9,0,0,42,30,0,0,3,0,5,44,36,35,3,31,8,6,124,3528,576,49,518,64,15,4755
POA3033,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,7,0,0,13,0,0,0,9,0,0,13,3,4,0,4,0,0,9,9,3,0,9,3,0,30,83,0,0,38,4,0,132,366,10,0,49,4,0,433,204,0,0,22,0,0,227,72,0,0,5,0,0,77,30,0,0,0,0,0,35,6,0,0,0,0,0,6,0,0,0,0,0,0,3,14,0,0,0,0,0,14,13,0,0,14,3,0,35,812,25,5,165,16,0,1022
POA3034,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,7,0,5,0,0,18,5,11,9,3,0,0,22,3,5,0,4,5,0,15,18,4,0,8,3,0,31,88,0,0,24,6,0,123,338,3,0,36,3,0,388,143,0,0,21,0,0,158,48,0,0,0,0,0,49,20,0,0,5,0,0,22,0,0,0,0,0,0,4,5,0,0,0,0,0,5,3,0,0,0,0,0,3,19,0,0,15,0,0,40,697,30,9,127,10,7,887
POA3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,12,0,0,26,75,0,0,11,0,0,92,32,0,0,4,0,0,35,5,0,0,0,0,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,10,6,0,18,148,0,3,43,6,0,196
POA3037,3,0,4,3,0,0,10,5,3,0,0,3,0,13,3,3,3,8,0,0,21,8,26,61,18,0,0,113,5,9,3,22,0,0,35,18,3,7,46,0,0,79,427,5,5,139,18,6,592,1262,9,0,192,37,0,1495,260,0,0,37,0,5,297,32,0,0,11,0,0,40,11,0,0,0,0,0,10,10,0,0,3,0,0,12,4,0,0,0,0,0,4,18,0,0,6,0,0,22,56,11,0,45,14,8,144,2105,70,83,526,81,20,2881
POA3038,0,11,0,3,0,0,11,0,10,0,0,0,0,12,6,29,3,10,10,0,47,0,23,0,14,0,0,39,0,9,0,10,4,0,17,10,15,0,16,0,0,35,94,6,0,57,6,4,167,430,12,0,86,5,0,532,167,0,0,12,0,0,187,38,0,0,8,0,0,38,3,0,0,0,0,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,4,3,0,0,3,0,0,4,16,12,4,21,3,9,63,772,126,4,228,32,9,1170
POA3039,0,6,0,0,0,0,9,0,14,3,0,0,0,18,3,94,8,8,4,0,115,16,22,10,14,0,0,63,15,9,3,11,0,0,37,95,5,4,24,0,0,134,384,8,0,55,0,0,443,691,4,3,73,0,0,775,431,5,3,43,0,0,481,229,0,0,20,0,0,245,114,0,0,8,0,0,120,50,0,0,9,0,0,58,21,0,0,3,0,0,20,27,0,0,4,0,0,30,39,10,5,22,4,5,86,2124,179,39,283,14,4,2648
POA3040,0,5,0,3,0,0,11,3,4,0,3,0,0,11,7,45,10,16,0,0,82,18,17,7,16,0,0,63,21,14,23,14,0,6,74,145,3,14,46,0,0,205,601,7,17,91,3,0,722,978,10,9,105,4,0,1097,496,5,0,43,0,0,549,215,0,0,23,6,0,242,119,0,0,9,0,0,125,58,0,0,0,0,0,64,39,0,0,4,0,0,39,49,0,0,8,0,0,56,57,10,4,31,8,5,123,2810,120,82,412,34,11,3473
POA3041,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,3,0,0,12,8,0,4,15,0,0,26,6,0,0,7,0,0,16,36,0,3,8,0,0,46,206,0,0,25,4,0,238,383,0,0,35,3,0,423,184,0,0,26,0,0,211,85,0,0,6,0,0,91,32,0,0,5,0,0,38,23,0,0,3,0,0,33,10,0,0,3,0,0,12,19,0,0,3,0,0,20,18,4,0,15,3,0,37,1005,19,6,152,10,4,1202
POA3042,0,0,0,0,0,0,3,0,3,0,3,0,0,4,5,5,7,8,0,0,19,3,3,0,8,0,0,18,4,4,0,18,0,0,22,13,0,0,15,0,0,29,159,0,0,44,3,0,206,608,6,0,78,0,3,696,334,0,0,30,3,0,367,124,0,0,9,0,0,135,33,0,0,0,0,0,36,25,0,0,0,0,0,25,9,0,0,0,0,0,11,9,0,0,5,0,0,8,27,3,3,20,5,7,68,1353,25,7,236,23,9,1646
POA3043,0,6,4,0,0,0,7,0,3,0,0,0,0,4,0,30,0,6,0,0,43,0,14,4,17,0,0,38,5,5,0,11,0,0,21,41,9,0,26,0,0,80,315,5,0,69,11,0,398,681,14,3,80,18,0,801,172,0,0,17,5,0,193,19,0,0,5,0,0,24,3,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,3,20,0,0,3,0,0,21,20,5,0,21,4,0,53,1288,90,9,259,40,6,1694
POA3044,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,45,3,10,0,0,66,12,13,0,19,0,0,47,10,11,3,19,0,0,53,41,5,7,29,3,0,80,367,3,0,90,8,4,482,1366,0,4,134,19,0,1513,645,0,0,55,0,0,703,196,0,0,16,0,0,213,50,0,0,4,0,0,62,22,0,0,3,0,0,25,11,0,0,3,0,0,11,15,0,0,0,0,0,18,51,10,0,30,5,10,110,2793,96,20,421,37,17,3389
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,4,19,3,0,0,0,19,4,27,4,3,0,0,38,10,139,3,21,13,0,183,26,65,3,29,16,0,142,14,21,0,32,0,0,74,76,25,3,44,27,0,173,676,36,0,149,38,5,897,1900,12,0,188,36,3,2139,567,8,0,60,3,0,634,108,0,0,4,0,5,115,13,0,0,0,0,0,16,11,0,0,3,0,0,14,6,0,0,0,0,0,6,27,0,0,6,0,0,36,68,41,0,49,15,10,185,3508,390,27,602,146,20,4692
POA3047,0,21,0,5,0,0,33,0,28,0,4,0,0,33,0,194,0,15,4,0,222,18,115,10,18,3,0,164,8,38,12,14,6,0,74,38,53,13,39,9,0,155,611,72,16,192,64,6,957,639,47,7,133,55,0,886,24,3,0,14,0,0,48,7,0,0,4,4,0,11,3,0,0,7,0,0,8,3,0,0,0,0,0,4,0,0,0,3,0,0,5,8,0,0,4,3,0,17,27,46,5,39,21,16,149,1396,631,71,471,176,30,2777
POA3048,4,13,3,0,0,0,14,0,26,0,0,0,0,23,0,93,4,9,8,0,112,7,70,4,13,0,0,95,0,36,0,9,0,0,51,13,31,0,24,0,3,79,220,44,4,137,44,0,460,417,50,6,101,36,5,611,18,4,0,9,0,0,30,0,0,0,0,0,0,0,4,0,0,3,0,0,3,4,3,0,0,0,0,6,0,0,0,0,0,0,4,9,0,0,4,0,0,7,26,30,7,27,6,10,102,719,394,23,334,103,16,1602
POA3049,0,11,0,0,0,0,11,0,5,0,0,0,0,5,0,38,0,3,4,0,46,3,20,0,4,9,0,42,0,12,0,9,0,0,25,10,13,0,15,3,0,36,60,7,3,35,9,0,108,267,11,0,35,4,0,319,42,5,0,9,3,0,54,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,11,0,13,8,0,39,400,135,9,123,33,4,703
POA3051,0,28,0,4,0,0,37,3,60,4,0,0,0,67,10,260,8,7,0,0,290,44,109,22,22,7,0,200,36,40,17,23,0,0,120,96,53,16,41,8,0,210,456,62,22,68,12,0,612,915,26,10,133,7,4,1093,537,5,0,98,0,0,648,273,3,0,42,5,0,321,144,0,0,27,0,0,175,90,0,0,13,0,0,110,46,0,0,8,0,0,62,61,0,0,8,0,0,70,32,58,8,30,0,9,128,2737,720,109,517,39,13,4134
POA3052,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,0,11,0,0,16,7,5,4,9,0,0,32,5,3,9,7,0,0,23,25,3,7,13,0,0,54,252,5,19,17,0,0,291,417,8,10,28,0,0,459,170,0,0,24,5,0,196,66,0,8,9,0,0,77,49,0,0,0,0,0,49,28,0,0,6,0,0,37,32,0,0,4,0,0,35,57,0,0,8,0,0,67,14,4,3,7,0,0,33,1114,29,65,151,6,5,1377
POA3053,0,12,0,5,0,0,22,0,61,0,7,0,0,72,14,229,8,11,4,0,264,80,85,17,32,5,0,226,126,42,5,35,6,0,215,298,54,5,58,13,0,432,709,53,5,77,19,4,868,1008,40,6,98,16,0,1177,609,6,0,95,6,6,719,272,3,0,40,0,0,315,145,4,0,26,0,0,176,101,3,0,22,0,0,128,60,0,0,21,0,0,78,119,0,0,26,4,0,147,59,41,7,47,7,6,167,3597,636,64,606,86,14,5002
POA3054,0,4,0,0,0,0,7,0,15,0,6,0,0,17,0,46,0,5,0,0,49,5,16,0,7,0,0,34,4,6,4,8,0,0,22,22,6,0,17,0,0,45,88,0,4,53,0,0,147,190,5,0,48,0,0,243,216,0,0,49,0,0,270,231,0,0,50,0,0,278,167,0,0,38,0,0,204,119,0,0,23,0,0,140,54,0,0,9,0,0,64,92,0,0,14,0,0,110,14,6,0,13,0,0,39,1207,99,11,339,14,0,1664
POA3055,3,9,5,0,0,0,14,0,11,5,0,0,0,21,3,76,11,14,0,0,106,20,20,9,21,0,0,70,25,9,3,14,0,0,53,228,8,3,32,0,0,269,646,5,0,80,6,4,746,777,3,0,84,0,0,869,375,0,0,43,0,0,415,236,0,0,30,0,0,270,114,0,0,17,0,0,135,53,0,0,7,0,0,63,25,0,0,0,0,0,31,27,0,0,0,0,0,27,24,11,6,16,0,5,64,2551,163,43,370,15,11,3152
POA3056,0,9,0,0,0,0,17,3,23,0,6,0,0,34,10,110,12,26,0,0,149,28,25,17,26,7,0,100,48,8,4,36,0,0,99,141,13,0,52,8,0,207,542,9,6,103,0,0,662,1159,9,0,164,8,0,1336,879,3,0,141,0,0,1026,595,0,0,91,4,0,690,379,0,0,43,0,0,424,170,0,0,44,0,0,211,89,0,0,16,0,0,109,81,0,0,14,0,0,96,68,13,0,50,7,14,146,4183,227,42,805,38,18,5307
