POA_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA4067,0,0,103,16,28,0,0,28,0,44,0,0,0,0,3,0,3,0,0,0,0,0,0,0,16,28,0,0,26,0,42,0,0,0,0,0,0,0,120,29,0,0,31,0,148,57,0,0,0,0,0,57,3,20,0,0,23,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,28,0,28,0,0,0,0,0,0,0,58,23,0,0,28,0,79,28,0,0,0,0,0,28,3,11,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,16,0,0,0,0,0,0,0,32,11,0,0,11,0,41,564,15,0,0,15,0,575,110,543,20,0,564,0,673,0,51,13,0,62,0,62,0,0,0,0,0,0,0,110,596,31,0,621,0,733,0,0,0,0,0,0,0,674,610,31,0,635,0,1312
POA4068,11,0,443,33,129,5,0,134,0,166,0,15,3,0,16,0,17,0,0,0,0,0,0,0,33,144,8,0,153,0,184,0,0,0,0,0,0,0,467,151,8,0,162,0,627,243,3,0,0,3,0,245,12,47,5,0,50,0,64,0,9,0,0,8,0,8,0,0,0,0,0,0,0,12,58,5,0,61,0,75,0,0,0,0,0,0,0,250,59,5,0,65,0,311,95,0,0,0,0,0,97,5,26,0,0,26,0,27,0,4,5,0,10,0,10,0,0,0,0,0,0,0,5,30,5,0,35,0,39,0,0,0,0,0,0,0,94,32,5,0,37,0,133,2425,100,4,0,99,0,2526,252,1612,44,3,1666,0,1915,3,116,49,0,166,0,169,0,0,0,0,0,0,0,259,1731,92,3,1825,0,2080,5,0,0,0,0,0,4,2685,1821,96,3,1926,0,4613
POA4069,16,0,1111,51,151,3,0,152,0,200,0,5,6,0,9,0,9,0,0,0,0,0,0,0,51,156,8,0,159,0,210,0,0,0,0,0,0,0,1143,175,8,0,184,0,1325,651,8,0,0,6,0,661,36,115,4,0,118,0,152,0,8,4,0,11,0,11,0,0,0,0,0,0,0,36,124,6,0,131,0,161,0,0,0,0,0,0,0,684,128,6,0,140,0,821,247,0,0,0,0,0,247,23,59,0,0,59,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,58,0,0,58,0,78,0,0,0,0,0,0,0,269,58,0,0,58,0,326,6514,235,3,4,244,3,6764,437,1576,27,0,1596,0,2041,5,65,18,0,85,0,91,0,0,0,0,0,0,0,446,1641,43,0,1687,0,2126,4,6,0,0,6,7,13,6963,1881,46,4,1933,12,8905
POA4070,8,0,369,14,57,0,0,57,0,70,0,7,0,0,9,0,9,0,0,0,0,0,0,0,14,58,7,0,61,0,74,0,0,0,0,0,0,0,373,62,7,0,70,0,442,138,3,0,0,3,0,145,3,41,6,0,46,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,6,0,46,0,50,0,0,0,0,0,0,0,144,48,5,0,47,0,190,58,0,0,0,0,0,57,4,8,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,12,0,16,0,0,0,0,0,0,0,57,15,0,0,14,0,73,2230,70,9,0,76,0,2309,132,436,14,0,445,0,579,0,16,3,0,19,0,19,0,0,0,0,0,0,0,132,448,15,0,469,0,605,4,0,0,0,0,3,4,2361,523,18,0,540,7,2912
POA4073,0,0,243,6,71,9,0,81,0,83,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,76,4,0,80,0,87,0,0,0,0,0,0,0,247,75,4,0,82,0,327,100,0,0,0,0,0,100,5,49,0,0,47,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,9,0,50,0,59,0,0,0,0,0,0,0,107,49,9,0,50,0,157,39,0,0,0,0,0,39,3,28,0,0,30,0,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,33,3,0,34,0,35,0,0,0,0,0,0,0,43,33,3,0,34,0,74,1400,19,0,0,19,0,1426,100,494,25,0,518,0,621,0,8,16,0,24,0,29,0,0,0,0,0,0,0,100,505,39,0,547,0,645,0,0,0,0,0,0,0,1502,525,39,0,569,0,2076
POA4074,17,0,460,20,144,4,0,151,0,172,0,14,4,0,25,0,23,0,0,0,0,0,0,0,23,162,14,0,173,0,196,0,0,0,0,0,0,0,463,176,10,0,190,0,659,209,7,0,0,7,0,219,9,112,10,0,121,0,124,0,10,5,0,15,0,14,0,0,0,0,0,0,0,8,118,15,0,138,0,142,0,0,0,0,0,0,0,218,131,15,0,144,0,360,95,5,0,0,5,0,104,12,62,3,0,67,0,73,0,8,0,0,8,0,8,0,0,0,0,0,0,0,12,67,3,0,69,0,76,0,0,0,0,0,0,0,109,71,3,0,74,0,185,3394,137,4,0,141,0,3538,285,1066,29,0,1098,0,1381,9,84,41,0,131,0,135,0,0,0,0,0,0,0,293,1150,72,0,1227,0,1521,3,3,0,0,3,0,7,3682,1296,74,0,1372,0,5058
POA4075,11,0,595,27,108,5,0,111,0,131,0,18,3,0,23,0,23,0,0,0,0,0,0,0,27,122,8,0,132,0,153,0,0,0,0,0,0,0,612,128,8,0,139,0,747,307,8,0,0,8,0,313,14,63,6,0,65,0,80,0,13,3,0,17,0,17,0,0,0,0,0,0,0,14,69,14,0,80,0,98,0,0,0,0,0,0,0,319,76,14,0,91,0,410,109,8,0,0,8,0,109,3,19,4,0,27,0,30,0,3,11,0,15,0,15,0,0,0,0,0,0,0,3,27,9,0,42,0,40,0,0,0,0,0,0,0,112,37,9,0,44,0,149,4070,122,0,0,126,0,4193,244,901,28,0,928,0,1169,0,91,56,0,143,0,147,4,0,0,6,5,0,4,245,987,82,6,1074,0,1320,0,0,0,0,0,0,3,4318,1110,86,5,1200,0,5518
POA4076,0,0,35,3,24,5,0,36,0,34,0,16,10,0,24,0,24,0,0,0,0,0,0,0,3,38,15,0,54,0,56,0,0,0,0,0,0,0,35,41,15,0,58,0,94,11,0,0,0,0,0,11,0,13,0,0,12,0,14,0,10,11,0,13,0,18,0,0,0,0,0,0,0,0,19,10,0,29,0,32,0,0,0,0,0,0,0,12,19,10,0,29,0,39,0,0,0,0,0,0,0,0,8,0,0,4,0,4,0,7,3,0,9,0,9,0,0,0,0,0,0,0,0,14,6,0,22,0,22,0,0,0,0,0,0,0,0,13,6,0,20,0,19,332,20,0,0,20,0,356,48,215,18,0,234,0,282,7,89,61,0,150,0,152,0,0,0,0,0,0,0,50,299,83,0,382,0,436,0,0,0,0,0,0,0,387,326,83,0,403,0,797
POA4077,13,0,111,16,203,34,0,239,0,255,5,109,131,0,240,0,240,0,0,0,0,0,0,0,21,312,164,0,479,0,498,0,0,0,0,0,0,0,119,326,164,0,492,0,611,34,6,0,0,6,0,41,3,149,18,0,172,0,176,0,81,96,0,172,0,172,0,0,0,0,0,0,0,3,235,118,0,346,0,350,0,0,0,0,0,0,0,39,233,118,0,353,0,384,14,3,0,0,3,0,18,0,66,11,0,81,0,80,0,29,44,0,74,0,74,0,0,0,0,0,0,0,0,101,52,0,150,0,151,0,0,0,0,0,0,0,19,101,52,0,150,0,169,1177,135,6,0,139,0,1315,241,2628,307,8,2934,3,3183,41,928,914,9,1853,8,1899,3,0,0,0,4,0,5,284,3556,1224,10,4792,7,5082,6,17,0,4,20,7,36,1464,3711,1231,14,4948,18,6431
POA4078,13,0,432,21,190,11,0,200,0,222,0,39,30,0,68,0,70,0,0,0,4,0,0,0,24,232,40,4,272,0,295,0,0,0,0,0,0,0,438,246,40,4,286,0,728,147,0,0,0,0,0,148,14,112,9,0,127,0,138,0,22,21,0,42,0,43,0,0,0,0,0,0,0,17,138,27,0,169,0,185,0,0,0,0,0,0,0,162,135,27,0,170,0,333,74,4,0,0,4,0,79,6,59,4,0,62,0,68,0,20,15,0,34,0,34,0,0,0,0,0,0,0,6,77,22,0,98,0,101,0,0,0,0,0,0,0,82,80,22,0,101,0,183,2524,119,0,0,120,0,2643,253,1691,97,0,1787,0,2040,21,253,159,0,412,0,429,0,3,0,10,14,4,18,272,1944,256,15,2216,3,2489,3,3,0,0,4,8,13,2792,2071,260,15,2338,14,5149
POA4101,9,0,322,28,170,13,0,184,0,209,0,15,12,0,27,0,27,0,0,0,0,0,0,0,28,186,25,0,210,0,240,0,0,0,0,0,0,0,342,192,25,0,221,0,560,170,0,0,0,0,0,170,14,83,3,0,84,0,100,0,7,7,0,13,0,13,0,0,0,0,0,0,0,14,87,13,0,100,0,115,0,0,0,0,0,0,0,182,88,13,0,98,0,285,56,4,0,0,4,0,60,3,27,0,0,26,0,33,0,4,3,0,9,0,9,0,0,0,0,0,0,0,3,30,7,0,40,0,41,0,0,0,0,0,0,0,58,28,7,0,37,0,98,1728,81,0,0,81,5,1819,257,1301,81,0,1385,0,1641,0,85,66,0,151,0,151,0,0,0,0,0,0,0,257,1392,142,0,1533,0,1788,0,0,0,0,0,5,6,1986,1472,148,0,1621,7,3609
POA4102,4,0,91,10,31,0,0,34,0,49,0,0,3,0,6,0,6,0,0,0,0,0,0,0,10,38,9,0,40,0,47,0,0,0,0,0,0,0,98,40,9,0,44,0,141,42,0,0,0,0,0,41,0,16,4,0,18,0,26,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,16,4,0,25,0,27,0,0,0,0,0,0,0,46,23,4,0,27,0,70,31,0,0,0,0,0,31,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,8,0,0,0,0,0,0,0,31,4,0,0,7,0,39,577,27,0,0,27,0,600,74,229,17,0,242,0,312,0,13,10,0,20,0,20,0,0,0,0,0,0,0,74,237,28,0,268,0,337,0,0,0,0,0,0,0,647,268,28,0,296,0,943
POA4103,0,0,176,13,31,3,0,30,0,41,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,33,3,0,33,0,43,0,0,0,0,0,0,0,186,34,3,0,40,0,226,94,0,0,0,0,0,89,0,17,0,0,19,0,24,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,23,0,0,25,0,26,0,0,0,0,0,0,0,90,24,0,0,31,0,122,36,0,0,0,0,0,36,0,15,0,0,15,0,8,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,15,0,0,14,0,14,0,0,0,0,0,0,0,32,15,0,0,14,0,52,1311,62,0,0,62,0,1374,110,408,14,0,422,0,534,0,33,9,0,41,0,42,0,0,0,0,0,0,0,114,441,21,0,458,0,578,0,0,0,0,0,0,4,1426,503,21,0,524,0,1956
POA4104,0,0,108,0,14,0,0,11,0,16,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,15,3,0,21,0,22,0,0,0,0,0,0,0,111,15,3,0,21,0,131,85,0,0,0,0,0,85,0,9,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,13,0,0,0,0,0,0,0,80,9,0,0,11,0,100,49,0,0,0,0,0,46,0,9,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,8,0,0,0,0,0,0,0,45,6,0,0,6,0,54,804,16,0,0,21,0,816,60,152,4,0,163,0,220,0,12,5,0,15,0,18,0,0,0,0,0,0,0,67,163,8,0,176,0,236,0,0,0,0,0,0,0,864,181,10,0,195,0,1062
POA4105,6,0,199,5,26,4,0,31,0,38,0,4,7,0,13,0,13,0,0,0,0,0,0,0,5,32,12,0,40,0,46,0,0,0,0,0,0,0,195,42,12,0,56,0,245,97,0,0,0,0,0,98,4,12,0,0,12,0,21,0,3,0,0,3,0,8,0,0,0,0,0,0,0,8,19,0,0,16,0,24,0,0,0,0,0,0,0,103,24,0,0,20,0,125,42,0,0,0,0,0,42,0,7,0,0,7,0,7,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,8,3,0,15,0,15,0,0,0,0,0,0,0,42,8,3,0,15,0,56,1719,63,0,0,69,0,1786,133,313,10,0,321,0,456,3,36,28,0,65,0,74,0,0,0,0,0,0,0,133,353,37,0,389,0,528,0,0,0,0,0,0,0,1853,418,39,0,460,0,2313
POA4106,0,0,4,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,9,0,0,0,0,0,0,0,5,8,0,0,8,0,12,7,0,0,0,0,0,5,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,6,0,0,0,0,0,0,0,7,5,0,0,6,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,6,101,11,0,0,13,0,113,21,53,0,0,53,0,70,0,24,0,0,26,0,26,0,0,0,0,0,0,0,21,74,3,0,80,0,95,0,0,0,0,0,0,0,118,92,0,0,97,0,216
POA4107,0,0,103,6,21,6,0,19,0,31,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,21,8,0,29,0,34,0,0,0,0,0,0,0,106,18,8,0,27,0,135,45,0,0,0,0,0,51,0,12,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,10,0,12,0,0,0,0,0,0,0,45,17,4,0,18,0,64,14,0,0,0,0,0,14,0,9,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,6,0,0,0,0,0,0,0,19,9,0,0,3,0,23,965,42,0,0,42,0,1009,77,214,18,0,234,0,312,0,13,15,0,25,0,25,0,0,0,0,0,0,0,77,220,32,0,255,0,338,0,0,0,0,0,0,0,1042,266,32,0,300,0,1342
POA4108,0,0,27,0,29,4,0,32,0,38,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,29,14,0,39,0,42,0,0,0,0,0,0,0,30,30,10,0,45,0,71,20,0,0,0,0,0,22,0,11,3,0,14,0,18,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,14,5,0,17,0,18,0,0,0,0,0,0,0,22,17,5,0,18,0,45,3,0,0,0,0,0,3,0,15,0,0,15,0,15,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,15,3,0,24,0,24,0,0,0,0,0,0,0,3,15,3,0,24,0,29,281,19,0,0,19,0,302,57,395,29,0,415,0,474,3,21,28,0,53,0,59,0,0,0,0,0,0,0,59,413,57,0,469,0,529,0,0,0,3,3,0,3,339,432,60,3,497,0,834
POA4109,10,0,269,41,192,35,0,228,0,267,0,60,91,0,147,0,147,0,0,0,0,0,0,0,39,252,126,0,379,0,416,0,0,0,0,0,0,0,294,262,126,0,388,0,679,106,8,0,0,8,0,113,23,168,28,0,199,0,220,0,32,65,0,98,0,100,0,0,0,0,0,0,0,22,194,97,0,295,0,315,0,0,0,0,0,0,0,130,204,97,0,297,0,429,50,3,0,0,3,0,53,9,91,15,0,111,0,119,0,32,55,0,83,0,88,0,0,0,0,0,0,0,6,125,72,0,194,0,204,0,0,0,0,0,0,0,55,122,72,0,194,0,255,1464,140,0,0,140,0,1610,363,2677,275,0,2957,0,3319,17,536,499,0,1037,0,1049,0,3,0,0,5,0,5,382,3213,779,0,3993,0,4374,4,4,0,0,4,0,13,1845,3362,782,0,4146,0,5997
POA4110,3,0,105,6,116,4,0,123,0,131,0,21,26,0,48,0,48,0,0,0,0,0,0,0,6,143,30,0,172,0,179,0,0,0,0,0,0,0,106,146,30,0,179,0,283,33,0,0,0,0,0,36,3,71,0,0,78,0,78,0,10,5,0,16,0,16,0,3,0,0,3,0,3,3,85,12,0,97,0,101,0,0,0,0,0,0,0,42,84,12,0,97,0,135,10,0,0,0,0,0,10,3,35,6,0,40,0,39,0,11,0,0,10,0,10,0,0,0,0,0,0,0,3,49,5,0,52,0,51,0,0,0,0,0,0,0,11,49,5,0,52,0,64,993,60,5,0,61,0,1057,127,1758,96,0,1856,0,1980,6,193,101,0,293,0,297,0,9,0,0,5,0,5,130,1956,197,5,2157,3,2281,5,0,0,0,4,14,21,1125,2018,204,3,2224,15,3363
POA4111,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,18,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,0,0,0,0,0,100,3,17,0,0,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,17,0,18,0,0,0,0,0,0,0,104,17,0,0,17,0,118
POA4112,9,0,115,7,116,8,0,126,0,137,3,22,14,0,39,0,39,0,0,0,0,0,0,0,12,139,18,0,161,0,173,0,0,0,0,0,0,0,123,149,18,0,166,0,294,56,0,0,0,0,0,55,9,76,8,0,82,0,96,0,20,11,0,31,0,30,0,0,0,0,0,0,0,6,96,24,0,112,0,123,0,0,0,0,0,0,0,63,100,24,0,117,0,184,16,0,0,0,0,0,18,8,49,0,0,50,0,57,0,6,3,0,10,0,10,0,0,0,0,0,0,0,8,52,11,0,60,0,68,0,0,0,0,0,0,0,16,53,11,0,60,0,82,616,35,0,0,35,0,655,104,1183,60,0,1247,6,1353,5,169,70,0,243,0,250,0,0,0,0,0,0,0,114,1358,132,0,1489,6,1600,3,3,0,0,3,3,12,732,1400,132,0,1531,5,2269
POA4113,17,0,232,29,207,33,0,236,0,264,0,34,37,0,68,0,71,0,0,0,0,0,0,0,28,240,66,0,307,0,336,0,0,0,0,0,0,0,248,254,66,0,324,0,570,103,0,0,0,0,0,105,14,146,15,0,160,0,176,0,28,33,0,52,0,52,0,0,0,0,0,0,0,14,172,41,0,214,0,232,0,0,0,0,0,0,0,117,175,41,0,216,0,339,48,0,0,0,0,0,47,4,82,9,0,98,0,103,0,12,20,0,32,0,32,0,0,0,0,0,0,0,4,100,29,0,126,0,133,0,0,0,0,0,0,0,52,100,29,0,129,0,181,1381,120,0,0,120,0,1497,304,2719,225,0,2942,7,3253,7,293,253,0,540,0,548,0,0,0,0,0,0,0,317,3007,474,0,3482,7,3800,0,3,0,0,3,4,9,1699,3128,474,0,3603,6,5309
POA4114,14,0,188,18,143,18,0,162,0,185,0,37,117,0,156,0,156,0,0,0,0,0,0,0,19,180,139,0,316,0,343,0,3,0,0,3,0,3,193,196,139,0,335,0,536,36,3,0,0,3,0,41,6,52,0,0,55,0,59,0,13,64,0,76,0,76,0,0,0,0,0,0,0,6,71,65,0,131,0,139,0,0,0,0,0,0,0,41,73,65,0,139,0,182,14,0,0,0,0,0,14,0,28,5,0,27,0,27,3,5,29,0,31,0,38,0,0,0,0,0,0,0,3,35,33,0,65,0,65,0,0,0,0,0,0,0,17,31,33,0,66,0,86,1439,151,0,0,151,5,1603,148,1359,149,0,1510,0,1653,11,355,838,0,1191,0,1204,3,0,0,3,3,0,5,156,1715,992,3,2703,0,2861,0,12,9,0,22,11,34,1605,1881,994,3,2880,14,4494
POA4115,7,0,326,18,154,6,0,158,0,174,0,21,15,0,36,0,36,0,0,0,0,0,0,0,18,171,18,0,196,0,212,0,0,0,0,0,0,0,337,177,18,0,205,0,539,118,0,0,0,0,0,122,7,82,13,0,94,0,103,0,12,13,0,25,0,25,0,0,0,0,0,0,0,7,89,24,0,114,0,125,0,0,0,0,0,0,0,126,98,24,0,114,0,242,46,0,0,0,0,0,46,4,51,8,0,58,0,58,0,16,4,0,17,0,17,0,0,0,0,0,0,0,4,65,6,0,71,0,76,0,0,0,0,0,0,0,49,65,6,0,71,0,122,1869,94,3,0,95,3,1972,206,1763,118,3,1885,5,2096,3,217,96,0,310,0,314,0,0,0,0,0,0,0,213,1981,209,3,2197,5,2414,0,0,0,0,0,6,8,2078,2076,212,3,2295,18,4391
POA4116,13,0,279,25,308,20,0,330,0,353,0,29,47,0,74,0,75,0,0,0,0,0,0,0,26,335,65,0,403,0,428,0,0,0,0,0,0,0,290,353,65,0,417,0,710,91,4,0,0,4,0,101,12,165,13,0,179,0,198,0,22,33,0,57,0,57,0,0,0,0,0,0,0,12,189,47,0,237,0,251,0,0,0,0,0,0,0,103,195,47,0,243,0,350,42,0,0,0,0,0,41,8,92,5,0,95,0,106,0,16,14,0,35,0,35,0,0,0,0,0,0,0,8,108,26,0,133,0,137,0,0,0,0,0,0,0,49,106,26,0,131,0,183,1605,128,0,0,132,0,1739,326,3300,200,3,3502,0,3828,12,385,251,0,638,0,649,0,0,0,4,4,0,4,333,3687,459,4,4148,3,4479,4,7,0,0,7,11,19,1940,3828,452,4,4287,11,6239
