POA_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
POA3060,6,495,43,547,55,869,70,995,19,335,29,385,15,511,42,563,16,1177,93,1289,27,1000,84,1116,33,712,46,786,46,544,31,624,81,316,37,430,114,179,20,316,134,87,6,226,544,6234,500,7279,7,487,42,536,33,828,87,951,8,326,30,364,4,383,22,416,24,982,76,1080,27,924,68,1026,29,647,39,714,72,539,29,641,103,350,21,473,222,231,30,486,199,85,21,311,730,5783,484,6993,13,981,85,1082,85,1699,161,1939,26,660,60,749,23,900,64,982,41,2157,174,2371,52,1927,154,2136,61,1350,81,1501,118,1084,64,1260,181,668,53,911,337,410,53,805,338,171,30,534,1272,12017,982,14274
POA3061,4,153,14,175,21,277,32,330,0,140,7,153,3,154,16,171,6,322,25,356,17,296,31,345,23,277,24,326,46,218,23,289,56,142,11,209,58,114,7,182,28,20,3,53,266,2115,197,2584,3,137,20,163,12,296,27,337,3,119,7,125,9,133,11,145,5,301,24,335,7,246,26,284,25,228,16,265,45,171,14,235,92,162,17,268,81,91,9,180,51,8,5,60,332,1893,167,2394,6,293,34,335,35,568,56,663,4,257,12,279,5,277,25,311,15,631,46,693,26,542,57,626,53,505,40,594,93,387,38,520,146,307,28,479,144,202,21,365,78,30,10,113,605,4013,367,4977
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
POA3063,0,6,0,6,0,34,6,36,0,23,0,25,0,22,3,21,5,16,0,16,0,20,3,25,0,41,5,51,3,46,4,48,3,18,0,25,5,7,5,19,6,0,0,6,16,233,22,277,0,8,0,8,0,29,0,29,0,27,3,26,0,18,0,25,0,21,0,25,0,29,0,31,0,47,8,50,0,32,5,39,3,29,0,31,6,8,0,14,3,4,0,5,15,255,19,281,0,15,0,15,0,61,6,66,4,51,3,49,0,39,4,40,5,32,7,40,0,48,3,53,0,91,11,102,4,78,13,92,9,47,5,55,12,19,5,32,3,7,0,7,33,490,41,563
POA3064,86,5092,337,5509,500,8703,567,9771,147,3326,218,3693,98,3775,230,4107,155,9344,605,10105,222,9400,508,10134,400,5289,325,6010,615,3833,215,4667,512,1739,109,2359,333,463,42,837,126,69,21,218,3200,51037,3179,57414,60,4733,346,5129,238,8292,588,9118,83,3272,179,3528,71,3612,198,3879,140,10162,594,10896,237,9002,544,9789,504,5437,305,6249,676,3663,204,4543,688,1729,118,2535,487,455,65,1008,207,70,48,321,3391,50428,3180,57000,142,9819,680,10644,744,16995,1156,18891,234,6599,398,7226,173,7389,423,7985,296,19513,1200,21003,463,18401,1049,19925,905,10726,632,12262,1288,7497,423,9204,1202,3468,227,4897,821,923,102,1849,328,140,66,539,6590,101464,6360,114413
POA3065,5,199,29,233,11,253,42,298,4,114,11,126,4,266,31,302,11,1308,112,1433,13,873,83,965,21,538,47,611,33,488,62,586,25,288,30,342,26,100,11,139,16,21,7,50,169,4435,468,5072,0,190,31,220,0,281,36,316,0,134,17,146,3,373,41,418,23,1507,107,1642,9,802,71,879,19,522,46,586,30,459,33,525,43,278,32,355,60,116,14,188,52,24,9,80,235,4685,437,5359,5,386,63,453,14,532,76,616,4,247,26,275,11,641,66,712,37,2813,224,3072,20,1669,152,1841,41,1059,101,1197,67,942,99,1108,67,565,60,697,81,218,24,324,67,48,16,135,407,9121,909,10431
POA3066,3,156,24,184,7,223,46,268,6,93,11,106,7,259,40,297,11,1590,82,1688,16,874,66,958,14,480,40,538,24,315,20,354,24,161,14,197,26,54,8,80,19,6,0,26,147,4216,342,4701,0,171,22,191,3,211,29,250,3,85,13,109,8,310,20,340,18,1559,81,1660,17,726,54,794,24,427,41,492,29,246,28,306,32,154,6,198,40,55,4,110,33,12,5,41,204,3969,298,4476,3,331,44,380,14,440,69,522,5,180,24,212,11,563,54,634,28,3150,169,3348,34,1594,119,1752,38,910,79,1030,54,560,45,661,52,323,22,394,63,109,12,189,45,16,0,67,356,8182,644,9179
POA3067,0,164,3,168,10,183,6,195,0,81,0,85,0,293,19,315,11,1562,93,1667,11,904,64,982,14,431,43,484,13,312,26,354,19,211,20,251,26,81,5,112,17,12,0,33,122,4226,285,4637,0,164,7,171,14,174,17,204,0,97,3,108,3,330,27,357,21,1511,83,1618,5,749,46,801,17,373,22,407,24,293,13,333,20,224,11,259,44,86,11,139,51,19,4,71,200,4016,243,4458,0,325,13,340,20,350,27,397,5,178,10,190,4,617,42,665,29,3072,175,3278,21,1650,117,1785,30,807,61,888,43,608,42,692,38,439,31,508,67,167,21,249,63,26,6,97,322,8244,536,9096
POA3068,7,433,11,454,26,811,39,876,4,272,5,283,6,446,35,483,22,1997,85,2103,24,1477,53,1550,31,1070,54,1152,34,875,39,951,77,627,32,734,102,303,17,416,80,68,12,153,401,8378,374,9148,3,425,11,439,12,811,27,841,7,345,13,363,10,627,27,661,27,2363,94,2485,20,1484,52,1547,15,1160,47,1225,41,920,34,999,86,794,46,924,135,344,26,505,154,72,12,233,512,9338,383,10235,9,858,25,891,40,1621,64,1720,16,620,18,647,17,1072,61,1145,46,4357,176,4582,40,2959,101,3099,43,2233,98,2373,75,1795,78,1946,162,1421,82,1658,233,642,42,922,224,134,22,385,916,17711,757,19382
POA3070,7,565,13,582,52,1214,38,1301,19,574,10,607,15,575,39,622,12,2248,82,2345,24,1840,76,1939,37,1723,65,1821,54,1153,48,1250,63,677,27,766,144,333,20,491,124,86,13,215,540,10986,423,11948,5,549,20,568,31,1255,45,1336,11,568,10,596,15,649,23,698,30,2705,88,2823,30,1967,91,2090,41,1898,62,2009,50,1281,44,1379,94,782,43,920,224,373,23,618,204,90,17,313,736,12124,475,13333,9,1113,27,1153,83,2466,83,2636,31,1148,25,1204,33,1230,60,1319,41,4955,171,5164,54,3805,162,4021,83,3622,125,3830,102,2434,96,2629,160,1456,72,1682,362,706,48,1111,327,175,29,528,1275,23113,892,25276
POA3071,7,485,11,511,37,880,39,949,16,386,8,409,8,466,29,501,18,1690,72,1776,23,1559,51,1625,36,1216,44,1294,39,809,34,882,82,464,25,564,133,213,15,362,128,62,4,193,523,8216,331,9070,0,459,10,470,23,836,21,880,7,387,17,415,8,509,9,524,20,1984,75,2077,33,1658,52,1740,41,1307,39,1392,49,894,39,975,82,574,16,675,222,238,20,485,220,67,11,299,705,8919,306,9934,8,945,17,976,64,1715,55,1828,24,779,30,825,14,972,42,1030,41,3674,143,3851,54,3215,98,3370,80,2521,80,2685,85,1702,72,1856,162,1036,35,1233,354,451,41,852,350,130,18,495,1229,17137,637,19005
POA3072,13,877,38,926,83,1548,59,1693,28,655,36,719,27,939,49,1015,43,3043,138,3219,47,2742,138,2929,92,2128,102,2321,106,1411,59,1581,158,869,56,1082,207,411,38,651,144,110,26,288,952,14724,742,16417,3,825,32,860,29,1483,67,1584,22,647,25,699,21,960,36,1014,77,3248,137,3464,65,2813,121,2997,85,2236,104,2423,130,1633,66,1829,158,1003,51,1212,318,479,37,837,283,126,41,450,1196,15451,725,17376,17,1702,69,1789,118,3028,128,3276,51,1301,63,1415,49,1897,87,2026,122,6284,273,6682,116,5559,262,5931,175,4365,202,4742,243,3041,130,3410,311,1870,113,2294,527,887,73,1484,431,240,72,740,2146,30177,1471,33790
POA3073,20,1505,96,1620,130,2242,147,2519,44,966,52,1062,51,1499,102,1654,78,4464,276,4820,90,3627,226,3939,137,2924,161,3221,198,2212,151,2551,269,1460,113,1840,377,876,86,1337,365,243,75,684,1764,22006,1489,25256,20,1395,66,1481,69,2137,130,2337,34,949,57,1032,28,1385,68,1484,83,4301,257,4640,113,3788,184,4084,157,2886,157,3200,275,2219,126,2622,356,1707,100,2167,647,977,113,1729,631,288,142,1064,2418,22025,1398,25843,37,2903,164,3105,201,4378,273,4857,73,1914,113,2096,82,2881,168,3132,168,8762,538,9460,202,7408,410,8024,293,5812,316,6424,473,4430,275,5178,628,3159,215,4003,1017,1854,195,3075,1000,535,215,1753,4183,44037,2882,51096
POA3074,15,551,38,605,46,954,51,1046,23,453,27,499,12,663,48,726,49,1546,104,1693,54,1264,72,1385,73,989,63,1126,114,910,53,1074,188,795,43,1034,245,458,31,740,141,100,15,254,960,8680,539,10174,3,475,39,515,28,905,55,988,6,470,26,498,5,575,37,615,27,1424,70,1523,54,1183,58,1290,75,970,47,1094,148,948,43,1142,278,920,46,1239,362,471,29,864,219,59,8,292,1209,8391,464,10059,18,1026,76,1121,72,1855,102,2035,25,923,46,996,20,1237,81,1334,76,2972,172,3221,102,2441,135,2679,147,1962,111,2222,261,1855,95,2219,466,1714,91,2269,607,934,57,1599,361,157,28,543,2164,17072,999,20234
POA3075,13,681,54,742,68,1265,99,1430,23,570,45,635,28,746,41,814,33,1598,126,1752,43,1569,90,1705,91,1242,101,1429,146,953,53,1147,187,759,34,983,221,439,34,688,154,102,14,270,987,9921,691,11598,8,676,60,741,36,1208,99,1343,14,520,44,574,8,678,52,737,25,1605,108,1740,54,1503,103,1655,87,1170,75,1329,160,954,48,1165,254,848,36,1133,378,439,29,845,275,77,13,367,1292,9669,662,11627,22,1354,113,1486,101,2471,199,2771,32,1084,85,1209,35,1422,98,1551,56,3201,230,3495,92,3074,194,3361,180,2409,176,2759,306,1899,95,2308,440,1604,74,2122,595,875,63,1534,427,185,25,630,2283,19585,1353,23219
POA3076,11,1065,76,1154,135,2164,147,2441,45,853,57,953,48,1058,77,1180,44,2386,175,2604,62,2540,146,2749,104,1774,115,1993,150,1447,91,1684,182,931,61,1167,156,298,112,567,65,42,80,190,997,14553,1129,16681,16,1012,58,1088,50,2096,147,2286,26,826,46,896,32,934,54,1017,46,2427,158,2640,62,2457,141,2651,123,1863,84,2064,197,1602,82,1881,226,988,79,1291,207,251,152,606,134,45,199,376,1114,14496,1198,16809,33,2078,140,2245,176,4252,290,4725,72,1677,96,1847,77,1990,128,2193,90,4815,336,5240,121,4995,286,5404,229,3639,195,4067,347,3050,173,3570,412,1915,142,2465,361,552,259,1172,199,86,287,567,2110,29050,2326,33489
POA3078,7,281,8,288,20,623,15,665,5,268,3,278,4,356,23,378,22,933,61,1019,14,863,46,925,21,799,31,851,32,655,37,726,23,435,15,467,46,165,6,221,43,29,0,76,237,5397,251,5887,3,303,4,322,14,574,25,612,3,284,10,296,3,369,18,391,12,1074,45,1130,18,948,32,1001,19,854,29,892,31,729,32,792,38,460,22,517,93,167,4,263,98,41,0,135,333,5801,217,6349,7,588,15,611,38,1198,34,1271,8,551,15,573,7,719,43,766,40,2003,108,2149,36,1805,78,1921,38,1649,56,1741,65,1389,68,1519,62,893,32,987,136,329,14,477,139,68,4,215,568,11193,474,12237
POA3079,0,349,8,360,28,849,40,912,19,461,15,496,7,505,14,526,16,1023,37,1077,22,1050,50,1112,19,1065,43,1128,34,1032,37,1094,55,734,29,815,67,336,15,412,73,80,9,162,335,7481,279,8098,5,364,13,380,14,911,28,957,7,504,6,523,6,548,13,571,16,1079,44,1138,18,1121,60,1200,21,1187,38,1241,47,1125,33,1202,88,833,27,948,116,359,15,498,197,91,19,306,538,8130,292,8960,3,716,13,735,43,1764,63,1870,29,970,25,1020,16,1059,27,1097,33,2099,83,2216,44,2167,105,2315,41,2252,79,2371,75,2157,65,2293,137,1567,60,1757,188,694,30,906,267,170,26,464,875,15609,568,17055
POA3081,6,448,32,489,53,587,63,702,17,282,17,317,22,442,37,500,47,1302,91,1436,31,980,74,1084,56,648,61,763,105,638,43,788,97,408,31,535,65,144,10,216,32,37,10,82,520,5926,473,6907,7,408,27,436,15,647,66,729,14,275,17,306,12,447,27,489,34,1341,77,1449,27,957,55,1036,39,744,53,833,103,707,36,843,89,421,23,534,97,162,7,269,114,46,4,162,542,6159,392,7094,13,855,57,928,65,1235,134,1432,31,557,33,626,34,889,69,988,79,2643,172,2890,60,1939,124,2120,87,1392,115,1601,202,1349,77,1625,181,828,58,1068,158,309,16,487,145,84,16,245,1059,12086,856,14003
POA3082,12,690,31,727,77,1423,76,1576,34,779,37,853,27,968,47,1042,45,2017,84,2145,48,1713,74,1833,64,1602,69,1734,107,1954,63,2123,163,1240,44,1441,178,362,24,570,105,46,4,160,854,12804,543,14208,4,654,39,697,53,1329,62,1440,27,735,29,794,13,903,42,958,43,1891,79,2013,46,1714,77,1834,82,1864,65,2016,147,2117,76,2338,232,1222,48,1513,278,337,30,644,195,49,13,259,1125,12815,568,14506,10,1344,64,1427,129,2751,135,3013,59,1523,68,1649,44,1869,87,2003,88,3913,165,4165,93,3429,147,3668,149,3460,136,3752,258,4066,142,4461,392,2466,96,2946,456,705,53,1212,304,98,18,417,1981,25620,1112,28712
POA3083,23,742,41,797,91,1439,74,1610,39,883,56,978,29,1473,133,1642,43,2597,195,2839,51,1848,79,1981,99,1821,76,1991,111,1477,71,1660,144,1101,58,1299,203,655,33,893,169,138,22,328,1003,14172,844,16020,6,668,47,725,40,1253,61,1347,17,825,52,891,16,1307,95,1423,40,2219,117,2379,43,1802,71,1915,75,1889,74,2038,124,1619,58,1800,181,1203,43,1432,324,717,31,1065,292,156,32,483,1158,13660,690,15511,26,1411,87,1526,128,2699,128,2959,51,1703,109,1874,48,2782,233,3061,91,4816,315,5214,94,3650,156,3901,174,3709,154,4030,238,3092,126,3456,328,2301,103,2736,530,1374,62,1963,458,297,56,812,2164,27836,1534,31529
POA3084,10,636,23,659,61,1747,43,1851,15,767,21,808,14,648,19,679,24,1377,42,1445,32,1743,58,1834,53,1760,34,1844,43,1434,48,1527,58,1114,40,1207,124,652,30,815,193,193,21,405,627,12067,380,13069,3,626,15,650,39,1700,39,1783,19,652,22,688,11,690,24,730,25,1490,52,1571,29,1947,56,2032,42,1806,44,1890,51,1558,47,1653,105,1205,67,1373,225,800,35,1051,309,212,24,547,862,12680,434,13973,9,1263,37,1309,101,3450,80,3633,37,1418,47,1500,28,1332,48,1406,50,2868,103,3020,62,3691,114,3867,91,3563,76,3732,96,2988,100,3180,158,2315,109,2586,345,1448,67,1864,496,407,45,952,1484,24747,815,27045
POA3085,6,434,0,439,33,789,24,843,14,436,22,472,11,453,34,492,21,831,44,893,21,947,31,1001,27,905,17,951,31,653,20,702,56,513,12,580,66,262,6,339,65,83,4,152,337,6305,221,6863,3,423,7,432,27,830,16,865,11,359,3,380,4,317,10,337,15,843,19,876,20,992,18,1033,29,994,26,1051,33,719,20,767,63,629,24,711,94,319,18,427,200,86,15,297,500,6508,178,7184,6,853,13,868,55,1621,39,1715,27,791,27,847,17,765,46,826,38,1670,66,1775,42,1944,48,2036,55,1902,46,1999,60,1373,36,1468,116,1139,34,1295,165,582,26,768,264,167,15,453,843,12816,397,14050
POA3087,0,285,10,293,41,514,12,561,19,234,10,258,8,220,0,228,16,603,21,642,18,656,19,698,24,549,5,572,34,432,20,483,41,339,13,392,53,210,12,276,41,34,0,79,286,4069,130,4484,3,285,9,291,23,506,16,543,4,193,3,202,9,200,8,211,12,617,25,655,11,674,14,699,33,570,20,620,23,483,15,525,45,427,18,492,90,212,7,305,63,55,6,127,319,4204,149,4669,3,571,16,584,59,1016,31,1099,24,422,18,458,17,417,7,442,25,1219,47,1292,35,1329,36,1399,55,1111,26,1194,59,919,35,1012,86,767,29,884,141,416,26,580,103,92,9,201,604,8274,276,9156
POA3088,14,799,19,832,85,1645,47,1776,35,727,25,785,24,650,22,697,33,1313,39,1377,30,1886,45,1963,44,1733,38,1819,60,1415,38,1513,95,1271,43,1409,138,619,37,792,109,103,18,227,655,12159,375,13188,0,707,14,723,50,1623,36,1711,21,684,29,734,15,564,14,583,30,1454,43,1526,31,2007,56,2091,51,1793,55,1900,72,1643,40,1751,122,1456,47,1627,215,651,34,899,246,145,50,441,851,12731,405,13989,17,1503,37,1560,135,3275,86,3487,55,1417,48,1517,35,1208,35,1275,59,2764,80,2908,57,3894,99,4050,94,3530,95,3715,128,3063,77,3266,216,2729,88,3038,353,1265,71,1693,358,248,65,670,1509,24890,785,27181
POA3089,7,348,6,361,37,774,29,846,19,462,12,495,12,423,17,450,20,655,12,686,15,745,17,781,16,880,22,918,23,783,18,828,35,463,17,522,38,175,6,221,15,28,3,50,257,5741,156,6160,3,361,11,380,25,779,26,832,21,436,8,463,4,367,5,378,11,683,18,711,13,807,13,839,18,952,27,994,39,844,23,900,32,485,26,546,49,169,12,223,40,33,6,72,251,5924,174,6345,11,718,13,739,71,1561,56,1680,42,900,17,957,21,789,22,827,31,1341,29,1401,34,1551,35,1618,34,1824,49,1910,61,1628,37,1729,73,949,45,1069,82,342,16,445,52,60,13,125,505,11665,333,12503
POA3090,0,47,5,50,9,180,3,191,4,110,0,120,3,92,0,98,0,85,5,92,3,116,3,125,0,229,6,233,0,182,4,191,6,88,3,101,9,44,5,61,26,11,0,35,67,1191,34,1292,0,30,0,30,3,150,4,153,0,104,0,104,0,104,3,106,0,81,0,84,0,129,0,137,4,227,0,228,0,182,4,188,9,97,5,107,24,39,0,59,60,4,4,74,112,1136,33,1279,0,76,5,78,5,331,9,351,4,216,0,220,4,198,6,202,3,167,5,180,7,249,5,264,8,453,7,464,3,362,11,380,17,185,8,209,33,79,10,117,84,18,7,107,176,2324,73,2575
POA3091,0,17,0,20,4,82,5,90,0,66,0,66,6,64,6,72,0,67,3,72,3,58,5,61,5,121,4,126,4,142,9,153,7,79,5,91,0,52,0,54,0,5,0,5,29,744,34,812,0,25,0,28,0,94,0,100,3,60,4,62,0,66,0,69,3,42,0,42,3,74,6,76,6,146,7,151,0,109,7,118,7,78,9,89,5,42,3,44,7,4,0,13,33,731,29,794,0,42,0,42,3,176,8,185,3,127,5,129,6,130,0,136,3,108,5,114,3,133,9,141,7,264,8,281,6,255,10,271,13,155,10,174,7,91,4,99,5,8,4,21,61,1476,63,1602
POA3093,0,79,4,88,9,240,7,255,4,126,9,128,0,87,0,95,11,174,7,188,4,207,11,220,8,266,14,292,11,216,10,233,10,211,3,231,24,115,4,145,18,30,0,42,92,1744,74,1905,0,98,4,104,3,212,4,217,5,103,0,107,0,98,3,110,9,175,3,190,0,245,12,260,10,275,4,293,11,267,10,285,14,217,3,234,24,126,11,159,59,40,11,102,137,1859,62,2056,0,174,12,191,14,449,11,469,7,222,9,233,4,191,6,197,10,352,16,378,7,452,23,483,17,540,17,584,19,479,19,513,23,426,9,466,48,239,18,303,75,66,8,150,233,3595,138,3962
POA3094,4,294,7,307,36,594,23,653,7,229,9,244,3,175,4,182,10,416,15,444,4,625,17,651,13,603,22,640,28,460,19,506,26,447,12,490,22,219,9,248,34,40,3,75,190,4100,143,4433,6,258,6,262,24,586,22,628,9,212,5,228,3,210,3,214,14,455,13,485,14,715,27,758,8,641,17,662,26,567,14,610,33,534,14,590,60,249,5,316,33,45,4,75,218,4466,133,4813,9,555,11,579,60,1179,42,1277,15,441,19,470,7,384,5,392,29,868,29,921,18,1345,42,1399,23,1243,35,1297,55,1026,38,1118,60,985,32,1078,77,470,23,570,62,81,8,148,405,8570,280,9250
POA3095,18,698,11,725,83,1836,54,1974,39,973,27,1035,27,807,19,850,37,1079,18,1143,34,1576,50,1661,30,2016,52,2093,57,1899,51,2008,67,1467,49,1585,77,540,30,654,60,75,23,157,527,12977,380,13884,11,724,17,751,44,1828,51,1923,26,922,24,979,12,699,15,733,23,1094,24,1140,22,1765,47,1835,40,2241,59,2335,47,2062,57,2166,93,1578,46,1714,102,567,30,700,100,88,24,212,518,13564,401,14484,24,1427,30,1475,125,3664,103,3896,69,1893,51,2009,36,1514,34,1583,62,2176,49,2281,59,3338,96,3491,70,4257,107,4433,103,3962,110,4172,157,3046,98,3297,184,1109,61,1356,158,163,40,366,1046,26543,783,28373
POA3096,0,49,0,51,4,120,0,126,0,60,0,61,0,78,0,80,0,101,5,112,4,86,8,93,0,126,7,124,3,149,5,149,10,69,0,81,19,37,0,56,8,9,0,17,57,879,22,955,0,39,0,38,0,104,6,109,7,70,0,77,0,63,0,62,6,100,3,111,4,95,0,102,4,136,4,145,9,132,0,144,13,71,0,83,12,36,0,51,37,0,0,43,85,845,22,955,0,82,4,89,3,224,7,231,3,131,0,134,4,137,3,144,5,202,7,221,7,181,6,195,3,260,7,270,9,278,4,296,25,143,0,166,35,71,0,108,48,12,0,57,141,1725,42,1911
POA3097,0,28,0,28,6,82,4,95,0,60,7,69,4,47,4,51,0,62,4,63,0,68,8,69,0,122,9,132,0,113,3,120,3,90,3,102,5,33,3,40,3,0,0,6,26,704,42,769,0,26,0,26,0,103,10,111,0,68,6,70,0,32,0,41,0,51,0,53,0,80,4,91,4,110,7,120,0,116,7,124,3,80,5,85,6,33,0,37,3,4,0,11,24,701,42,768,0,56,0,56,9,182,10,208,5,126,10,141,5,84,5,92,0,109,11,115,0,149,12,161,4,235,12,249,0,225,10,240,11,167,8,183,12,61,4,80,8,4,0,13,54,1400,80,1536
POA3099,0,131,5,140,22,320,13,356,10,154,0,163,4,152,0,163,10,217,5,228,0,260,16,271,0,319,12,332,4,363,19,389,6,277,13,301,15,109,5,131,5,13,3,21,86,2314,88,2485,0,117,11,130,20,273,9,307,11,144,0,154,7,130,0,139,4,203,8,216,6,286,13,303,8,387,8,403,11,377,15,415,17,279,6,302,10,96,6,116,14,16,0,25,96,2319,90,2507,0,250,18,269,43,596,23,666,18,298,0,316,7,289,4,300,11,416,13,444,10,547,24,574,8,709,14,735,15,747,39,800,24,555,23,602,24,203,17,247,21,28,0,46,185,4628,188,4993
POA3101,6,460,19,482,39,1273,41,1360,11,827,24,860,15,878,31,925,28,1509,61,1597,28,1262,48,1334,48,1470,60,1582,67,1374,76,1515,75,1046,41,1166,108,532,26,668,124,140,17,283,545,10786,444,11774,6,444,16,461,21,1333,47,1397,9,798,35,846,12,800,21,833,37,1487,51,1571,19,1429,42,1491,31,1757,71,1853,68,1515,60,1640,87,1168,44,1296,147,622,44,823,286,179,36,506,724,11534,471,12727,4,901,33,947,59,2606,88,2761,19,1628,57,1705,28,1683,48,1758,63,2994,106,3169,49,2695,88,2829,80,3222,126,3436,133,2893,135,3154,164,2214,88,2468,259,1154,77,1491,412,319,55,786,1271,22317,911,24499
POA3102,0,147,6,153,19,447,16,482,8,249,5,266,0,225,6,234,0,319,9,330,3,368,13,387,3,431,7,440,13,413,14,437,10,246,11,269,28,142,11,174,28,41,3,77,126,3027,91,3244,0,143,3,147,8,381,13,412,4,208,6,218,3,195,4,204,7,319,7,329,9,418,14,433,16,507,12,533,6,440,9,458,18,311,18,347,38,153,9,205,45,41,0,83,156,3117,105,3381,0,291,10,303,30,837,25,885,13,464,9,482,4,421,7,438,5,639,23,664,16,783,22,817,23,936,21,978,21,848,22,891,27,562,34,618,68,292,18,383,77,81,4,163,280,6147,199,6620
