POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2577,..,25,14,10,16,27,22,11,0,121,..,11,33,34,78,192,313,227,73,962,8,36,19,6,13,19,21,13,6,131,1297,761,758,819,1075,1199,1208,653,148,7915,..,18,584,975,1261,1401,1395,736,112,6480,..,115,347,192,253,251,167,47,12,1375,..,7,50,128,201,121,61,47,26,649,2623,..,..,..,..,..,..,..,..,2623,..,646,..,..,..,..,..,..,..,646,..,541,237,89,72,38,7,0,0,995,..,39,35,19,19,45,48,61,26,288,..,49,70,23,15,19,10,3,3,200,..,44,44,27,29,71,50,26,0,301,..,26,69,83,185,351,492,319,104,1632,26,45,50,27,29,38,34,23,4,274,2653,1533,1489,1564,2071,2349,2269,1260,284,15474
POA2578,..,6,4,6,0,6,11,3,0,33,..,0,0,5,15,46,94,61,18,237,3,0,0,0,4,0,0,0,0,23,150,100,82,116,139,245,338,170,47,1385,..,0,60,122,157,245,366,204,30,1182,..,8,27,34,43,63,51,23,7,256,..,0,9,22,22,27,8,11,10,104,316,..,..,..,..,..,..,..,..,316,..,91,..,..,..,..,..,..,..,91,..,74,37,5,11,9,3,0,0,141,..,5,5,0,3,9,12,11,10,51,..,7,6,0,0,4,0,6,0,20,..,5,4,6,3,6,12,6,0,45,..,5,8,3,26,70,141,86,30,368,4,10,0,5,6,6,6,5,0,46,322,201,160,212,279,432,605,335,79,2618
POA2579,..,3,3,3,3,4,10,3,0,37,..,3,6,10,15,56,53,47,11,194,4,14,3,0,4,4,8,0,0,40,414,187,211,245,268,341,313,164,18,2162,..,8,145,285,312,390,386,208,24,1771,..,34,127,84,98,78,52,12,0,484,..,0,26,31,35,21,14,8,3,146,797,..,..,..,..,..,..,..,..,797,..,137,..,..,..,..,..,..,..,137,..,135,46,26,14,9,0,0,0,237,..,7,4,4,10,17,18,23,0,87,..,19,10,5,5,5,4,0,0,61,..,5,8,5,7,11,24,6,4,74,..,4,26,17,37,92,102,85,23,398,6,16,14,3,17,17,6,11,0,94,804,376,415,471,538,642,613,353,62,4277
POA2580,..,35,64,25,42,47,39,18,8,288,..,49,139,97,194,379,504,398,183,1943,41,41,38,21,26,48,34,14,11,278,2488,1452,1778,1687,1860,1977,1784,956,330,14325,..,48,1163,1828,1934,2262,1955,938,199,10335,..,380,910,492,469,330,192,47,9,2828,..,62,239,332,348,205,110,84,47,1430,5133,..,..,..,..,..,..,..,..,5133,..,1003,..,..,..,..,..,..,..,1003,..,1068,440,172,123,62,8,0,0,1880,..,119,86,46,64,100,118,69,27,622,..,77,93,39,23,25,8,3,0,267,..,112,157,66,91,102,99,40,10,678,..,111,298,234,473,777,874,623,261,3646,73,95,93,61,64,82,74,34,16,596,5212,3067,3476,3265,3597,3948,3445,1842,572,28426
POA2581,..,0,0,0,6,0,4,0,0,12,..,0,4,5,13,21,21,17,12,89,4,0,5,3,7,3,3,0,0,27,242,91,129,155,183,158,108,53,16,1141,..,0,104,198,233,211,145,55,5,948,..,26,62,53,54,43,21,12,0,266,..,0,11,15,21,6,8,7,4,70,481,..,..,..,..,..,..,..,..,481,..,78,..,..,..,..,..,..,..,78,..,71,28,6,9,6,0,0,0,126,..,3,0,3,0,7,5,7,0,30,..,10,3,0,5,3,0,0,0,20,..,4,3,0,4,0,4,0,0,23,..,0,6,9,32,49,43,30,11,182,4,4,3,7,3,6,11,3,0,50,486,201,227,292,365,337,229,116,29,2276
POA2582,..,10,8,12,12,7,15,3,0,64,..,13,25,36,68,115,151,119,69,599,19,37,16,9,11,7,13,7,4,132,1271,689,642,889,1050,813,696,338,126,6515,..,13,455,1018,1344,1096,894,368,68,5269,..,106,349,281,281,165,76,23,0,1282,..,10,52,106,141,74,44,16,16,464,2554,..,..,..,..,..,..,..,..,2554,..,646,..,..,..,..,..,..,..,646,..,463,191,65,41,17,11,0,0,785,..,43,25,15,19,30,38,38,18,221,..,32,23,11,9,12,6,3,0,94,..,21,29,20,25,17,19,6,3,145,..,23,65,85,129,206,241,168,82,1006,23,59,32,30,27,26,31,11,9,246,2576,1418,1230,1626,2016,1647,1365,634,195,12717
POA2583,..,4,0,0,0,9,0,0,0,16,..,9,9,16,22,55,72,63,40,280,9,13,4,0,0,8,3,0,0,46,307,211,184,195,252,381,306,188,69,2091,..,4,148,212,283,496,425,200,47,1821,..,45,73,57,62,77,39,10,3,368,..,7,16,30,40,16,16,14,5,153,634,..,..,..,..,..,..,..,..,634,..,156,..,..,..,..,..,..,..,156,..,144,68,20,25,18,0,0,0,279,..,9,4,0,6,12,17,13,5,62,..,10,6,0,0,4,0,0,0,18,..,3,0,0,5,18,7,7,0,38,..,11,30,30,58,126,145,134,59,581,12,15,8,7,10,22,13,0,3,93,647,406,354,357,493,783,661,370,123,4204
POA2584,..,0,0,0,0,5,0,0,0,10,..,0,0,0,8,5,12,7,0,27,0,0,0,0,0,0,0,0,0,0,37,21,18,35,31,43,30,19,0,233,..,0,19,45,38,42,31,18,3,199,..,0,4,14,6,10,3,5,0,40,..,0,0,0,3,6,0,0,3,16,96,..,..,..,..,..,..,..,..,96,..,15,..,..,..,..,..,..,..,15,..,15,0,4,0,0,0,0,0,23,..,5,0,0,0,0,0,4,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,3,6,7,6,0,0,11,..,0,5,3,10,15,14,11,6,76,0,0,0,3,0,6,4,4,0,17,96,36,39,66,62,81,59,43,11,496
POA2585,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,3,8,6,0,12,0,0,0,0,0,0,0,0,0,0,12,9,9,10,9,16,15,5,0,84,..,0,3,16,13,13,11,5,0,68,..,6,7,6,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,5,27,..,..,..,..,..,..,..,..,27,..,12,..,..,..,..,..,..,..,12,..,12,0,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,6,12,4,0,27,0,0,0,0,0,0,0,0,0,0,27,29,18,19,26,26,33,7,4,188
POA2586,..,5,5,0,0,5,0,0,0,15,..,9,12,3,16,34,50,30,13,156,5,4,6,4,8,0,5,5,0,30,174,94,117,112,166,195,184,90,24,1165,..,4,79,127,190,234,249,124,24,1040,..,34,58,30,50,26,11,3,0,218,..,0,16,17,22,3,8,9,8,80,417,..,..,..,..,..,..,..,..,417,..,59,..,..,..,..,..,..,..,59,..,70,17,17,13,11,0,0,0,128,..,8,5,0,6,5,10,8,4,38,..,6,5,0,0,0,4,0,0,16,..,10,11,3,0,6,7,3,0,37,..,13,17,12,44,84,85,66,15,342,0,9,8,10,6,7,11,5,0,55,419,204,227,219,335,380,382,209,50,2426
POA2587,..,5,3,0,3,9,11,0,0,31,..,8,5,6,17,34,52,49,24,195,7,5,0,3,4,0,4,0,4,31,235,130,131,136,169,200,221,128,35,1386,..,0,94,160,173,235,247,145,22,1066,..,26,74,29,51,26,27,12,0,243,..,0,15,21,26,20,15,10,5,123,474,..,..,..,..,..,..,..,..,474,..,83,..,..,..,..,..,..,..,83,..,84,20,14,26,7,0,0,0,156,..,11,0,3,5,9,12,8,0,48,..,0,7,0,0,3,0,0,0,11,..,10,13,0,3,12,20,6,0,58,..,14,19,21,31,86,96,79,26,384,5,6,3,5,9,3,11,10,5,57,482,230,249,255,322,406,427,263,56,2700
POA2588,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,3,3,3,4,12,0,3,0,0,0,0,0,0,0,4,21,15,10,10,22,20,20,12,0,138,..,0,15,17,21,24,38,10,3,129,..,0,5,0,0,9,4,0,0,25,..,0,0,0,4,0,0,0,0,7,39,..,..,..,..,..,..,..,..,39,..,10,..,..,..,..,..,..,..,10,..,7,0,0,0,0,0,0,0,10,..,0,0,0,0,5,4,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,12,4,0,6,28,0,6,0,0,0,4,0,0,0,9,39,26,18,23,33,54,56,24,6,270
POA2590,..,3,10,10,5,12,5,4,0,50,..,12,29,24,36,106,131,143,78,555,9,5,4,6,0,11,19,0,0,57,509,284,283,308,395,520,563,351,110,3323,..,17,174,312,418,597,683,396,57,2654,..,83,138,77,80,79,51,19,0,530,..,18,47,73,72,32,24,19,18,300,1087,..,..,..,..,..,..,..,..,1087,..,203,..,..,..,..,..,..,..,203,..,167,66,37,35,24,4,0,0,328,..,33,11,4,14,14,24,22,4,132,..,26,5,8,4,4,0,0,0,45,..,4,19,9,13,27,24,14,3,119,..,27,50,51,81,196,245,217,111,987,9,19,11,9,8,17,33,7,0,124,1101,594,520,585,729,1003,1092,684,196,6510
POA2594,..,15,24,8,18,23,8,6,0,101,..,28,52,52,56,133,176,174,97,767,17,18,18,10,7,12,12,15,3,108,1147,642,624,664,672,743,691,424,148,5751,..,35,357,670,742,874,828,431,67,3988,..,144,338,194,138,106,48,20,0,983,..,27,115,143,147,66,23,26,24,573,2295,..,..,..,..,..,..,..,..,2295,..,439,..,..,..,..,..,..,..,439,..,401,139,44,32,32,7,0,0,654,..,49,25,16,17,35,59,30,14,245,..,38,21,15,10,7,3,0,0,105,..,41,49,20,31,48,26,14,0,229,..,55,111,105,158,256,311,248,135,1392,30,40,36,22,18,26,29,16,6,220,2322,1270,1193,1234,1291,1454,1332,774,252,11123
POA2619,..,0,9,4,0,6,5,0,0,25,..,6,22,24,43,58,48,37,11,253,3,17,17,3,0,5,7,5,0,56,983,647,472,692,917,569,266,113,29,4687,..,14,371,969,1295,907,402,149,30,4139,..,46,181,169,166,75,22,0,0,661,..,0,13,69,124,53,14,13,3,293,2019,..,..,..,..,..,..,..,..,2019,..,749,..,..,..,..,..,..,..,749,..,419,199,32,17,5,0,0,0,675,..,22,19,4,6,18,18,8,4,86,..,18,30,5,9,5,0,0,0,61,..,7,26,12,6,9,10,0,0,71,..,10,42,48,66,106,72,54,16,415,10,27,22,8,11,12,16,5,0,115,2031,1302,894,1331,1699,1191,546,227,54,9281
POA2620,..,72,101,34,43,46,34,10,0,340,..,103,332,292,326,474,367,290,133,2313,47,64,71,27,37,58,43,22,12,377,3950,2150,3607,3091,2883,2442,1686,805,257,20878,..,93,2783,3663,3331,2821,2031,798,151,15672,..,439,1603,872,714,454,194,33,0,4317,..,38,284,439,472,267,123,100,44,1775,8110,..,..,..,..,..,..,..,..,8110,..,1707,..,..,..,..,..,..,..,1707,..,1383,702,222,166,78,11,5,0,2564,..,213,183,58,79,143,153,93,35,959,..,134,253,67,42,29,23,5,0,552,..,173,339,132,111,126,74,30,6,989,..,218,745,657,768,1005,687,445,169,4690,95,135,174,64,93,97,82,43,11,805,8206,4540,7074,6188,5781,5013,3380,1537,424,42133
POA2621,..,4,5,3,0,5,3,0,0,25,..,0,9,7,20,36,42,29,7,157,4,13,13,5,7,13,7,0,0,58,672,308,357,460,532,423,251,122,22,3147,..,9,280,649,740,590,384,152,19,2829,..,51,194,133,135,95,27,10,0,651,..,5,20,38,56,36,4,5,3,180,1361,..,..,..,..,..,..,..,..,1361,..,313,..,..,..,..,..,..,..,313,..,227,94,22,12,6,0,0,0,365,..,12,12,3,6,14,17,19,14,96,..,16,21,3,4,12,3,0,0,61,..,8,4,4,4,9,10,3,0,46,..,3,23,31,53,72,77,45,9,312,14,25,12,5,12,14,17,8,7,116,1378,665,667,893,1030,846,537,241,54,6316
POA2622,..,3,0,4,3,3,3,4,0,26,..,8,14,17,31,52,76,49,14,262,6,8,0,4,0,10,4,5,7,40,277,116,153,203,274,333,280,158,30,1820,..,3,91,202,298,358,305,190,24,1472,..,26,103,79,109,108,62,16,4,506,..,3,13,33,32,16,9,10,3,119,604,..,..,..,..,..,..,..,..,604,..,96,..,..,..,..,..,..,..,96,..,84,40,15,10,12,0,0,0,164,..,4,0,0,6,8,13,7,3,45,..,0,11,6,0,0,0,0,0,26,..,3,8,8,8,13,8,14,0,57,..,9,29,36,71,110,135,77,31,503,9,14,9,8,13,18,14,10,7,96,612,247,305,396,550,646,551,320,64,3692
POA2623,..,0,0,0,4,0,0,0,0,7,..,0,0,3,6,8,14,0,0,27,8,0,3,0,0,0,0,0,0,12,53,26,44,38,41,35,27,11,0,268,..,4,33,41,31,24,25,11,0,171,..,6,30,6,19,20,3,0,0,88,..,0,10,7,11,4,3,3,0,32,107,..,..,..,..,..,..,..,..,107,..,24,..,..,..,..,..,..,..,24,..,14,7,0,3,3,0,0,0,30,..,0,0,3,0,4,3,0,0,18,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,10,0,0,0,14,..,0,3,5,16,17,21,3,0,70,8,0,4,0,0,5,0,0,0,22,116,52,86,68,82,83,56,18,0,565
POA2624,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,6,8,6,3,5,0,0,0,0,28
POA2625,..,9,8,0,0,0,0,0,0,10,..,0,4,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,14,17,17,11,12,12,9,3,0,97,..,0,0,5,17,14,10,0,0,54,..,0,8,6,6,4,0,0,0,22,..,0,0,0,3,4,0,0,0,4,22,..,..,..,..,..,..,..,..,22,..,6,..,..,..,..,..,..,..,6,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,8,13,0,4,0,0,0,0,25,..,8,7,4,6,13,3,0,0,42,0,0,0,3,0,4,0,0,0,12,22,28,29,20,44,30,12,3,0,191
POA2626,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,38,24,27,17,47,43,14,11,3,221,..,0,18,32,58,60,23,11,4,203,..,8,21,4,15,10,0,0,0,64,..,0,0,0,6,0,0,0,0,12,80,..,..,..,..,..,..,..,..,80,..,18,..,..,..,..,..,..,..,18,..,10,5,0,0,0,0,0,0,18,..,0,0,0,0,4,0,0,3,10,..,0,4,0,4,0,0,0,0,5,..,0,3,0,0,0,0,0,0,4,..,0,0,3,6,9,11,0,0,30,0,9,0,4,0,3,0,0,0,13,80,41,52,49,82,96,39,19,4,462
POA2627,..,95,101,7,6,9,4,0,0,217,..,16,37,12,11,39,43,22,6,194,8,16,11,7,3,7,6,0,0,59,358,329,368,297,347,257,158,73,28,2208,..,0,76,332,466,289,210,90,17,1471,..,40,216,102,88,75,28,4,0,557,..,3,8,33,52,28,8,4,8,143,758,..,..,..,..,..,..,..,..,758,..,229,..,..,..,..,..,..,..,229,..,101,34,6,4,3,0,0,0,157,..,11,11,0,0,6,4,10,4,52,..,41,77,16,14,3,4,0,0,157,..,192,265,26,10,21,12,4,0,533,..,31,80,39,50,92,83,42,15,429,15,31,21,9,16,19,15,0,0,129,769,681,795,560,704,539,364,160,43,4611
POA2628,..,0,5,5,0,10,0,0,0,21,..,0,3,3,10,17,25,19,9,94,0,11,5,5,3,6,0,3,0,29,174,96,105,109,153,158,107,44,18,969,..,0,75,125,171,188,143,48,12,771,..,20,55,43,42,49,25,8,0,227,..,0,10,9,29,19,6,0,4,78,360,..,..,..,..,..,..,..,..,360,..,66,..,..,..,..,..,..,..,66,..,69,32,6,6,5,4,0,0,120,..,4,5,0,0,5,5,0,4,17,..,9,4,0,0,3,0,0,0,19,..,11,7,8,3,13,3,0,0,45,..,0,9,14,34,57,58,31,11,223,4,15,9,10,3,6,3,5,0,53,360,187,202,216,289,343,243,91,34,1978
POA2629,..,0,4,0,0,3,0,0,0,6,..,0,4,0,4,3,6,9,6,33,0,0,0,0,0,10,0,0,0,12,13,14,14,18,25,45,37,24,3,197,..,0,0,14,27,44,39,40,4,160,..,4,3,10,14,10,12,6,0,62,..,0,0,4,3,5,0,0,0,10,43,..,..,..,..,..,..,..,..,43,..,13,..,..,..,..,..,..,..,13,..,5,3,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,4,0,3,6,0,0,0,14,..,0,10,3,7,19,24,15,9,86,0,0,0,0,0,5,3,0,0,11,47,27,21,31,59,90,80,55,12,420
POA2630,..,11,24,4,14,14,12,5,5,90,..,15,32,36,64,126,131,120,67,580,8,10,8,6,12,19,13,7,3,90,648,359,431,457,551,604,475,335,110,3963,..,11,274,471,558,689,544,368,77,2987,..,78,252,143,142,103,53,12,7,794,..,8,41,79,98,40,37,23,14,347,1347,..,..,..,..,..,..,..,..,1347,..,260,..,..,..,..,..,..,..,260,..,270,92,24,41,22,8,0,0,461,..,30,8,10,15,18,28,22,10,137,..,19,11,4,10,12,3,0,0,64,..,35,49,19,26,29,25,11,8,207,..,36,91,101,137,255,233,180,102,1132,18,24,30,18,18,28,29,13,3,181,1366,781,851,877,1046,1196,949,635,214,7923
POA2631,..,0,0,0,0,0,0,0,0,3,..,0,3,0,4,9,14,10,0,40,0,0,0,0,0,0,3,0,0,16,45,26,30,19,36,48,46,22,4,272,..,0,22,18,37,48,42,15,0,172,..,5,22,14,14,11,7,3,0,82,..,0,0,4,4,0,4,6,0,21,94,..,..,..,..,..,..,..,..,94,..,18,..,..,..,..,..,..,..,18,..,18,3,0,6,3,0,0,0,32,..,4,0,0,0,4,3,0,0,9,..,6,0,0,0,0,0,0,0,5,..,0,0,0,3,0,3,0,0,3,..,0,3,8,4,22,26,14,5,90,0,3,0,0,0,3,4,7,0,27,94,49,59,43,72,90,94,37,4,545
POA2632,..,3,0,0,0,0,5,0,0,13,..,9,3,11,5,27,35,22,10,125,0,0,0,0,0,5,8,0,0,15,149,87,80,105,101,120,127,60,14,829,..,5,46,84,108,150,143,80,11,620,..,25,70,43,39,17,19,6,5,221,..,5,12,16,16,8,6,5,0,68,306,..,..,..,..,..,..,..,..,306,..,56,..,..,..,..,..,..,..,56,..,42,11,3,5,7,0,0,0,73,..,4,0,0,3,0,0,0,0,10,..,6,0,3,0,0,0,0,0,11,..,4,9,3,7,4,10,0,6,42,..,11,23,23,25,53,77,43,10,256,5,4,8,0,6,11,6,0,0,34,312,157,175,189,204,244,257,135,24,1693
POA2633,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,10,12,0,4,25,0,0,0,0,0,0,0,0,0,5,27,10,7,14,12,27,26,13,0,145,..,0,5,20,13,22,28,14,0,104,..,0,0,8,7,5,0,0,0,34,..,0,3,3,5,0,3,0,0,9,43,..,..,..,..,..,..,..,..,43,..,12,..,..,..,..,..,..,..,12,..,4,3,0,0,0,0,0,0,8,..,4,0,0,0,0,4,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,6,..,0,6,0,6,24,20,8,7,56,0,0,0,0,0,0,0,0,0,6,45,17,20,31,31,58,54,29,7,289
POA2640,..,240,148,42,40,61,43,12,4,588,..,133,286,179,250,494,565,489,250,2651,47,68,42,35,31,33,30,19,3,307,3449,2208,2463,2427,2426,2423,1931,1162,416,18902,..,43,1533,2704,2657,2700,2266,1164,253,13325,..,476,1236,669,524,417,196,64,0,3593,..,61,277,438,512,230,92,73,48,1736,7062,..,..,..,..,..,..,..,..,7062,..,1521,..,..,..,..,..,..,..,1521,..,1159,406,136,113,65,8,0,0,1884,..,156,111,51,45,85,88,48,26,605,..,128,109,31,28,19,5,5,3,322,..,436,379,100,109,120,89,31,6,1272,..,246,579,419,577,887,900,685,348,4639,96,143,111,86,66,57,44,25,8,638,7155,4363,4739,4630,4634,4576,3695,2098,700,36586
POA2641,..,71,47,20,30,26,21,10,0,232,..,65,87,93,111,244,320,281,138,1342,20,26,21,9,11,22,20,5,7,144,1436,974,1037,936,904,943,957,581,200,7981,..,31,643,850,825,901,978,516,79,4824,..,248,480,266,187,137,60,33,3,1414,..,64,182,268,229,117,61,43,20,979,2813,..,..,..,..,..,..,..,..,2813,..,563,..,..,..,..,..,..,..,563,..,550,222,79,51,38,10,0,0,950,..,96,57,40,38,61,49,24,11,377,..,67,49,24,8,11,6,0,0,165,..,158,169,42,65,57,55,14,3,570,..,120,237,225,276,447,511,377,181,2376,39,44,52,30,25,36,37,10,8,293,2847,1944,2105,1823,1702,1812,1765,1019,310,15329
POA2642,..,4,10,0,0,12,0,0,0,29,..,3,5,6,19,33,43,28,12,152,4,9,3,4,0,9,10,4,0,37,548,268,227,309,330,361,237,99,27,2403,..,5,190,377,463,494,368,141,14,2058,..,31,112,79,62,60,29,0,0,372,..,3,19,46,40,23,13,7,3,161,1101,..,..,..,..,..,..,..,..,1101,..,262,..,..,..,..,..,..,..,262,..,200,68,32,22,8,0,0,0,332,..,9,4,6,5,12,18,5,5,54,..,5,13,0,4,3,3,0,0,27,..,10,16,0,5,21,8,0,0,57,..,4,12,18,49,89,91,51,20,342,12,21,8,11,5,6,11,4,4,87,1112,556,441,569,651,713,541,218,47,4850
POA2643,..,0,7,0,4,5,7,3,0,34,..,4,10,3,7,28,55,43,17,162,0,6,0,0,0,5,7,6,0,23,223,120,121,150,156,189,235,125,35,1361,..,3,95,162,165,234,296,141,37,1127,..,43,83,63,67,45,19,4,0,331,..,4,14,25,20,16,10,8,11,104,466,..,..,..,..,..,..,..,..,466,..,94,..,..,..,..,..,..,..,94,..,70,23,14,11,13,4,0,0,138,..,8,0,4,0,8,9,7,6,39,..,5,3,3,4,0,0,0,0,17,..,12,33,3,14,6,7,3,3,81,..,3,15,25,30,52,100,62,23,313,4,8,4,5,7,3,14,3,0,47,472,255,264,302,316,380,471,239,76,2765
POA2644,..,9,0,0,0,11,0,0,0,20,..,9,8,7,9,17,37,32,21,136,3,0,0,6,0,3,6,0,0,24,176,104,111,118,130,173,148,77,28,1066,..,4,83,131,155,233,192,79,8,877,..,13,55,43,31,23,22,8,0,197,..,0,14,17,22,15,7,6,5,86,374,..,..,..,..,..,..,..,..,374,..,96,..,..,..,..,..,..,..,96,..,59,32,5,3,4,0,0,0,104,..,0,4,0,0,7,9,5,3,19,..,3,5,3,0,4,0,0,0,16,..,15,4,0,6,11,3,0,0,35,..,10,19,11,29,56,80,67,21,293,9,7,6,6,5,3,15,4,0,56,376,208,219,216,254,355,324,166,36,2162
POA2645,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,5,3,9,3,16,0,3,0,0,0,0,0,0,0,3,9,16,9,7,20,38,21,14,11,138,..,0,8,10,27,40,27,8,4,120,..,3,6,8,5,7,5,0,0,31,..,0,0,5,5,0,3,4,0,16,30,..,..,..,..,..,..,..,..,30,..,4,..,..,..,..,..,..,..,4,..,13,4,3,0,0,0,0,0,29,..,0,0,0,0,0,0,0,4,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,10,..,0,0,0,6,11,8,10,4,46,0,3,0,0,0,0,0,5,0,8,30,23,25,20,31,71,50,24,12,294
