POA_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
POA7179,3,0,9,47,19,0,71,292,31,389
POA7180,0,0,0,12,9,0,24,116,14,150
POA7182,6,0,8,18,12,0,28,176,23,221
POA7183,0,0,0,0,5,0,9,31,6,39
POA7184,13,0,18,90,40,9,136,588,89,810
POA7185,0,5,5,8,5,0,19,90,22,125
POA7186,3,0,3,16,8,0,27,132,12,174
POA7187,10,0,8,12,0,0,16,97,12,122
POA7190,105,15,112,330,184,10,526,2394,191,3115
POA7209,7,0,14,32,17,0,47,286,42,376
POA7210,35,0,33,137,40,4,184,665,67,919
POA7211,9,0,9,23,10,0,38,159,26,221
POA7212,32,3,33,242,127,9,375,1044,94,1517
POA7213,0,0,0,33,9,0,45,173,33,257
POA7214,13,3,19,72,23,0,97,408,49,552
POA7215,49,11,60,478,209,12,708,2522,330,3553
POA7216,85,12,101,382,155,19,556,2340,226,3123
POA7248,260,23,285,2314,769,97,3178,9915,1141,14235
POA7249,483,89,574,2171,723,112,3004,8118,532,11648
POA7250,1235,116,1366,7812,3155,395,11360,29243,1958,42561
POA7252,31,4,40,412,172,22,609,1753,161,2526
POA7253,132,8,139,611,267,31,908,3117,275,4300
POA7254,4,4,10,66,31,8,106,306,45,460
POA7255,19,0,20,92,38,6,140,548,55,746
POA7256,32,0,33,215,85,14,305,896,139,1341
POA7257,0,0,0,6,0,0,10,38,4,50
POA7258,3,3,7,167,71,4,239,521,30,786
POA7259,0,0,0,71,34,3,106,298,27,430
POA7260,76,53,135,420,213,24,658,1901,228,2785
POA7261,8,0,4,33,9,0,43,148,17,205
POA7262,42,15,55,216,133,9,359,1065,157,1581
POA7263,9,0,10,88,43,3,134,351,40,519
POA7264,7,0,8,55,24,0,79,381,46,507
POA7265,4,0,4,33,12,0,39,132,11,185
POA7267,5,0,5,109,66,4,178,460,44,681
POA7268,7,8,12,168,57,3,231,629,86,938
POA7270,60,9,78,459,242,17,716,2771,302,3790
POA7275,59,12,66,437,165,19,621,2043,177,2840
POA7276,3,0,5,74,33,9,112,390,48,552
POA7277,116,54,169,1087,333,46,1466,3631,244,5346
POA7290,42,0,42,422,151,22,597,1250,83,1927
POA7291,8,0,13,146,48,8,207,357,16,573
POA7292,8,0,8,100,34,3,137,360,44,536
POA7300,46,7,59,689,219,45,945,2154,102,3204
POA7301,130,20,153,627,280,28,933,2763,261,3955
POA7302,23,3,26,289,110,15,415,902,98,1419
POA7303,53,3,56,429,172,21,619,1800,130,2543
POA7304,148,9,155,796,318,38,1148,3798,356,5299
POA7305,16,0,17,184,58,6,248,686,98,1036
POA7306,77,9,86,533,222,33,785,2573,332,3686
POA7307,301,24,332,1649,701,88,2441,6984,591,10014
POA7310,624,105,735,4021,1664,240,5916,16579,1307,23806
POA7315,453,47,502,2040,1033,119,3187,9247,780,13218
POA7316,135,11,144,940,416,38,1398,3572,275,5241
POA7320,409,21,433,2546,936,145,3634,9630,741,14006
POA7321,32,6,41,746,305,29,1076,2766,292,4142
POA7322,111,17,128,541,282,28,849,2341,220,3413
POA7325,202,23,222,1232,571,82,1877,5102,454,7437
POA7330,130,25,151,1001,380,59,1445,3461,513,5416
POA7331,8,0,7,76,35,4,112,356,40,507
POA7466,0,0,0,5,0,0,4,24,0,25
POA7467,20,8,28,221,68,15,301,1075,137,1512
POA7468,15,11,21,99,46,4,147,369,65,583
POA7469,9,0,9,93,31,3,130,450,67,654
POA7470,3,0,3,85,23,0,107,440,102,651
POA0800,20,0,20,652,234,7,897,4794,856,6545
POA0810,242,32,277,5842,1652,240,7732,17411,2208,27348
POA0812,93,19,114,2923,1080,176,4182,9071,1307,14558
POA0820,118,49,168,2899,826,113,3838,11420,1558,16811
POA0822,35,8,54,3437,4116,1340,8891,8673,2011,19575
POA0828,4,0,3,248,69,11,325,835,196,1353
POA0829,0,3,7,45,12,0,58,654,1204,1919
POA0830,97,12,113,3103,937,187,4226,8193,1627,14046
POA0832,40,7,51,3880,743,176,4803,7834,1146,13774
POA0834,8,0,10,288,135,15,439,931,127,1496
POA0835,18,0,16,496,166,20,682,1679,231,2596
POA0836,33,0,33,1277,392,63,1736,3704,543,5984
POA0837,3,0,4,56,18,0,80,225,98,406
POA0838,0,0,0,140,43,3,185,388,103,667
POA0839,0,0,6,66,23,4,90,253,75,420
POA0840,0,0,0,22,29,4,51,303,67,418
POA0841,0,0,0,78,33,6,110,316,95,522
POA0845,0,0,0,35,15,0,58,170,89,321
POA0846,3,0,3,28,14,0,38,158,63,259
POA0847,0,0,0,30,12,7,45,165,46,260
POA0850,34,9,39,1003,363,82,1454,3652,1033,6142
POA0852,22,3,27,1166,1334,419,2923,2674,974,6574
POA0853,3,0,3,180,17,6,201,352,68,619
POA0854,0,0,0,105,83,9,202,325,50,572
POA0860,10,0,11,341,343,108,789,1293,328,2403
POA0862,0,0,0,96,61,18,170,338,65,573
POA0870,88,11,96,3280,1006,179,4475,10416,1205,16097
POA0872,24,4,43,1916,2347,546,4811,4520,1933,11263
POA0873,44,17,69,355,108,15,485,1479,298,2259
POA0874,4,0,4,81,11,7,96,326,28,451
POA0875,7,0,11,389,155,27,574,1154,137,1867
POA0880,0,0,0,869,385,161,1418,1630,660,3704
POA0885,0,0,0,143,21,13,174,237,96,501
POA0886,0,0,0,108,54,0,164,333,88,592
POA2600,221,11,238,1139,527,51,1721,4918,470,7110
POA2601,14,3,23,187,136,9,329,6155,1044,7527
POA2602,714,98,828,5629,1576,283,7492,20191,1192,28876
POA2603,303,18,326,1583,608,35,2227,6285,308,8817
POA2604,180,98,280,1755,558,64,2369,7982,982,11329
POA2605,518,24,547,2282,634,92,3007,6645,385,10034
POA2606,204,16,225,1751,498,48,2301,7611,472,10386
POA2607,400,43,453,2437,937,101,3479,8110,497,12090
POA2609,10,0,10,86,41,0,130,621,293,1042
POA2611,623,77,702,7085,1848,292,9221,18515,1209,28945
POA2612,201,18,220,1696,741,59,2496,13785,1173,17460
POA2614,526,72,610,3510,1157,173,4836,11304,805,16948
POA2615,459,21,481,9060,2869,401,12331,23691,1278,37301
POA2617,537,27,577,5351,1996,234,7581,23576,1370,32527
POA2618,12,0,18,233,104,8,346,747,47,1140
POA2900,85,19,105,518,272,14,808,2709,207,3720
POA2902,169,21,191,2611,1220,125,3955,8286,488,12729
POA2903,108,6,106,1701,790,65,2561,4858,275,7688
POA2904,259,85,349,2302,1070,100,3468,6839,361,10667
POA2905,295,24,319,5043,1960,257,7258,14974,769,22996
POA2906,168,36,208,3229,1163,126,4516,9497,467,14472
POA2911,37,0,38,1142,193,29,1360,2146,109,3612
POA2912,33,0,33,1445,299,31,1782,5120,326,7224
POA2913,213,12,226,7917,1850,234,10006,19788,1123,30911
POA2914,70,3,72,8101,1263,217,9593,14836,1018,25448
POA2899,46,7,50,276,147,29,453,1168,218,1839
POA6798,4,0,4,218,38,7,271,711,425,1406
POA6799,6,0,11,69,31,4,105,270,89,467
POA9494,117,64,183,4161,1575,232,5969,24611,15839,46420
POA9797,0,0,0,51,12,3,62,386,419,863
