POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA2284,44,55,92,870,1087,1959,0,0,0,100,111,214,0,4,4,1093,1300,2393,0,0,0,42,42,89,34,40,78,13,18,28,13,20,33,0,3,4,27,28,56,78,94,170,110,132,244,17,17,30,36,36,71,205,338,544,142,160,308,9,10,22,2803,3444,6245,52,57,109,23,16,35,8,5,12,0,0,0,3,3,9,20,25,42,21,32,54,2713,2401,5111,21,19,45,16,27,40,2749,2445,5194,448,423,872,6143,6473,12612
POA2285,120,191,309,2231,2777,5005,0,0,0,287,303,593,45,50,89,2834,3437,6274,11,12,24,143,145,286,38,45,81,22,25,45,22,29,49,16,12,28,101,98,200,268,272,538,305,345,646,45,74,121,105,123,233,511,732,1245,372,453,827,44,29,71,7388,8967,16359,213,192,409,177,169,353,3,3,10,5,4,8,42,38,83,36,56,98,87,104,187,7567,6837,14409,59,54,112,25,21,45,7648,6915,14561,857,829,1690,16501,17370,33869
POA2286,12,19,32,293,425,721,0,0,0,48,47,103,0,0,0,369,423,791,0,0,0,0,4,6,4,12,18,0,3,3,0,5,7,0,0,0,11,13,20,24,21,46,59,56,114,4,0,10,7,16,26,92,103,196,58,80,142,0,0,0,979,1219,2200,11,12,20,0,0,0,0,0,6,0,0,0,0,0,0,6,5,13,3,5,14,1115,1024,2141,6,9,12,5,0,4,1123,1035,2159,140,120,260,2278,2407,4690
POA2287,152,237,385,2497,3025,5522,0,0,0,389,426,812,24,21,44,3521,4029,7550,12,12,19,369,338,702,41,54,97,51,59,110,27,39,71,26,19,43,151,144,293,229,272,495,351,428,786,102,104,202,88,108,198,564,816,1384,588,712,1299,18,17,30,9050,10621,19667,366,299,671,611,500,1109,5,6,13,3,0,3,85,60,144,52,75,133,140,133,280,8511,8001,16510,77,65,140,16,42,59,8603,8104,16706,1042,968,2009,19969,20876,40845
POA2289,71,104,176,1134,1322,2451,0,0,0,130,129,259,18,13,32,1934,2241,4174,3,7,14,204,220,424,12,14,31,14,11,22,11,12,19,3,0,3,43,37,79,108,107,212,153,182,334,18,17,35,27,39,62,289,421,712,266,260,525,4,6,17,4370,5040,9412,91,74,169,57,36,91,9,9,15,0,3,9,13,12,24,21,23,51,43,43,81,4845,4433,9280,50,41,92,18,32,47,4909,4501,9410,470,435,899,10012,10246,20257
POA2290,126,165,291,2199,2724,4926,0,0,0,216,262,476,0,0,0,2999,3623,6620,4,12,16,213,210,423,58,72,127,31,39,75,29,33,58,5,5,4,81,100,184,231,280,513,338,420,752,29,56,79,31,37,61,519,794,1314,395,443,834,21,26,43,7394,9129,16520,106,90,202,55,58,111,10,14,27,0,0,3,30,16,47,28,51,72,62,66,127,8227,7490,15711,86,48,129,26,34,66,8337,7570,15906,911,822,1733,16995,17921,34912
POA2291,48,63,108,877,1008,1886,0,0,0,39,58,92,0,0,0,1564,1704,3268,0,3,3,128,125,252,4,10,10,7,3,7,12,8,17,7,9,11,25,23,47,32,50,86,130,121,248,9,9,10,8,6,15,194,227,430,112,148,258,4,3,5,3139,3515,6652,37,39,71,16,18,31,15,18,31,0,0,0,6,5,11,5,14,21,14,20,34,3401,3199,6595,24,23,48,14,27,40,3436,3247,6685,338,327,664,7039,7242,14279
POA2292,26,17,46,106,133,237,0,0,0,7,11,17,0,0,0,221,236,451,0,0,0,34,47,80,4,0,3,0,0,6,4,0,7,0,0,0,3,9,8,11,16,28,19,27,47,0,0,0,0,0,0,19,25,45,17,28,41,0,0,0,451,519,969,13,12,21,19,11,21,0,0,0,0,0,0,0,4,4,8,5,10,9,6,13,680,677,1357,10,6,16,0,0,4,694,681,1376,102,69,167,1304,1317,2622
POA2293,20,15,33,151,186,332,0,0,0,18,16,33,0,0,0,242,271,514,0,0,0,14,12,26,0,3,5,0,0,0,0,0,0,0,0,0,8,12,18,11,17,25,23,21,49,0,0,0,3,3,9,21,32,56,35,51,83,0,0,0,529,622,1152,15,10,21,16,11,18,0,0,0,0,0,0,0,0,4,3,3,3,5,7,7,905,947,1858,11,9,22,10,3,14,925,973,1896,104,70,176,1608,1701,3302
POA2294,8,4,10,129,131,261,0,0,0,6,5,14,0,0,0,146,149,301,0,0,0,7,6,12,0,3,4,0,0,0,0,0,3,0,0,0,5,6,10,10,13,18,4,16,19,0,0,3,0,0,0,16,22,43,16,22,35,0,0,0,344,380,721,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,5,0,8,578,582,1165,0,9,12,4,0,3,584,592,1174,70,63,134,1017,1041,2061
POA2295,23,36,60,675,775,1450,0,0,0,47,51,93,0,0,0,766,906,1675,4,0,4,19,20,41,3,3,4,3,4,9,6,10,15,0,0,0,17,18,38,36,42,74,97,112,215,14,15,29,6,9,17,158,168,321,90,115,205,0,0,0,1940,2245,4186,18,9,19,12,8,23,0,4,8,0,0,0,0,0,0,10,14,22,10,15,24,1704,1532,3240,8,7,22,4,9,10,1721,1549,3265,260,245,500,3985,4110,8091
POA2296,9,15,27,69,78,144,0,0,0,8,10,22,0,0,0,97,126,220,0,0,0,6,9,19,0,3,5,0,0,0,0,0,0,0,0,0,3,3,6,8,12,19,7,8,13,0,5,5,3,0,8,19,17,32,23,9,34,3,4,3,254,276,531,12,8,22,4,0,3,0,0,0,0,0,0,4,0,4,7,4,15,13,4,18,639,654,1291,7,7,12,0,4,6,652,662,1311,71,44,114,1000,1026,2026
POA2297,5,14,18,69,67,132,0,0,0,3,9,13,0,0,0,97,112,209,0,0,0,5,18,24,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,3,9,10,11,3,11,0,0,3,0,0,0,6,11,22,32,33,62,0,0,0,236,266,505,12,5,14,14,10,24,0,0,0,0,0,0,5,0,5,0,4,9,3,4,11,559,553,1110,6,3,12,0,6,8,570,562,1128,66,34,103,905,899,1801
POA2298,63,70,133,531,605,1139,0,0,0,68,81,150,0,0,0,874,1112,1988,0,0,0,58,69,125,9,8,16,10,5,16,4,0,4,0,0,0,31,28,63,60,66,129,71,67,144,8,8,22,15,14,31,87,133,225,120,139,260,4,5,11,1953,2357,4309,66,55,121,111,97,210,3,4,7,0,3,6,11,6,16,10,19,31,26,29,55,2263,2088,4352,32,26,55,7,18,25,2303,2126,4431,381,491,875,4899,5243,10141
POA2299,74,90,166,597,731,1334,0,0,0,83,78,160,0,0,0,929,1064,1989,3,3,5,92,105,200,0,3,6,9,5,8,4,3,9,6,0,5,57,81,140,56,65,123,99,92,190,11,13,27,9,12,26,164,205,362,173,203,378,7,8,19,2300,2680,4983,113,82,195,417,285,707,0,0,0,4,0,4,19,17,39,8,21,32,34,41,70,2507,2294,4802,31,19,45,6,12,24,2546,2326,4870,469,443,907,5952,5949,11905
POA2300,57,75,134,565,702,1273,0,0,0,64,45,105,0,0,0,934,1081,2012,0,0,0,56,49,107,7,11,18,0,0,3,7,18,26,9,8,11,26,29,55,22,43,70,97,102,198,3,3,3,10,8,19,99,146,240,75,107,190,5,4,12,1976,2362,4336,66,52,114,53,39,91,17,12,28,0,0,0,0,3,4,19,23,50,20,31,49,3196,3139,6341,59,49,109,13,26,44,3269,3217,6486,445,370,814,5905,6150,12058
POA2302,14,23,39,79,106,184,0,0,0,14,6,14,0,0,0,110,120,231,0,0,0,0,7,14,0,5,3,0,0,0,4,0,4,0,0,0,3,7,6,5,10,8,6,16,21,0,0,0,0,0,0,14,25,39,7,13,26,3,4,5,252,319,567,9,22,36,26,19,46,0,0,0,3,0,3,5,0,5,6,4,18,10,4,16,347,279,628,4,7,7,0,0,3,349,281,635,51,27,72,718,689,1411
POA2303,43,57,100,496,597,1097,0,0,0,40,45,84,0,0,0,839,990,1826,0,4,9,207,226,429,6,14,14,0,0,0,6,6,10,5,0,4,15,22,36,17,18,36,77,87,171,4,0,8,13,6,21,100,136,233,78,83,167,4,7,7,1902,2254,4155,53,40,97,28,16,41,6,0,11,0,3,3,9,17,24,16,17,29,21,34,48,2233,2140,4375,28,31,50,4,11,17,2261,2179,4439,435,382,810,4755,4955,9710
POA2304,104,122,223,800,890,1691,0,0,0,133,155,287,0,0,0,1408,1588,2996,6,11,18,86,98,179,16,22,34,8,3,9,12,9,22,0,0,0,74,69,142,59,82,136,103,133,236,15,31,46,15,9,24,136,199,332,207,260,468,6,9,16,3082,3556,6639,61,44,102,106,70,176,10,11,19,5,4,3,10,6,11,24,42,65,37,46,79,3772,3666,7443,55,37,91,10,27,35,3840,3737,7576,508,484,999,7743,8060,15807
POA2305,64,74,140,813,979,1792,0,0,0,54,74,132,0,0,0,1348,1534,2883,3,7,12,92,99,194,7,10,18,7,8,15,7,11,12,0,0,0,22,30,58,28,37,69,123,154,270,8,16,25,19,23,39,198,251,448,161,179,341,0,0,0,2897,3416,6311,84,84,165,58,59,114,7,4,19,0,0,3,3,0,8,10,27,35,17,29,48,2942,2666,5606,31,14,48,9,26,35,2986,2702,5685,334,288,618,6449,6660,13108
POA2306,0,13,17,243,308,553,0,0,0,27,27,53,0,0,0,215,257,470,0,0,0,8,3,11,5,9,9,0,0,0,0,0,3,4,0,5,3,6,17,10,15,26,29,35,60,9,7,14,7,4,11,22,43,69,30,36,59,0,0,3,611,747,1355,7,3,8,7,4,10,0,0,0,0,0,0,0,0,0,4,12,15,7,13,22,725,763,1493,6,4,11,0,3,4,737,772,1512,247,257,506,1611,1811,3421
POA2307,23,29,53,268,346,615,0,0,0,39,62,101,0,0,0,358,424,785,3,5,9,11,14,28,0,3,3,0,3,8,0,9,11,0,0,0,27,27,52,35,35,74,54,40,97,4,6,12,4,3,7,71,97,170,66,76,146,0,3,3,962,1148,2118,20,22,45,79,33,111,0,0,3,0,5,5,15,8,22,7,4,14,19,19,34,1016,855,1873,14,3,19,6,4,7,1035,861,1897,157,127,289,2302,2239,4537
POA2308,9,11,15,24,44,73,0,0,0,4,3,7,0,0,0,89,103,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,3,0,4,0,3,7,0,0,0,0,3,0,0,9,5,4,6,16,0,0,0,135,183,317,7,8,18,8,5,17,0,0,0,0,0,0,0,0,3,3,4,7,3,3,8,251,331,579,0,3,10,0,0,0,254,333,588,186,213,399,603,760,1358
POA2311,0,0,3,137,143,280,0,0,0,0,0,7,0,0,0,81,88,166,0,0,0,0,0,4,0,0,0,3,3,8,0,0,0,0,0,0,3,6,7,0,0,4,7,14,17,0,0,0,0,0,5,13,24,30,11,12,22,0,0,0,256,299,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,175,139,309,0,0,0,0,4,4,173,141,311,23,20,42,456,460,913
POA2312,4,5,4,178,183,358,0,0,0,9,4,14,0,0,0,106,131,230,3,0,4,4,0,4,6,7,11,0,0,0,3,0,4,0,0,0,4,3,12,0,0,3,17,20,35,0,0,0,4,0,3,33,55,84,4,11,16,0,0,0,371,422,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,311,274,583,3,0,9,0,0,0,318,276,592,53,54,106,745,757,1500
POA2315,50,82,133,1297,1660,2964,0,0,0,92,105,197,0,0,0,1479,1820,3299,5,8,15,85,95,179,18,34,53,3,0,3,12,27,40,0,5,5,13,23,34,109,142,250,208,243,452,12,14,30,13,9,25,250,279,528,111,136,250,4,3,8,3718,4611,8329,70,45,108,24,27,48,7,0,9,0,0,4,6,10,20,10,20,33,16,32,51,2945,2651,5602,25,18,38,18,21,32,2985,2691,5670,474,452,931,7350,7940,15287
POA2316,6,23,33,615,694,1304,0,0,0,24,40,69,0,0,0,547,623,1173,0,3,7,3,12,14,13,19,29,4,5,7,6,13,11,0,0,0,9,10,16,51,86,135,95,112,205,6,9,21,0,0,5,120,153,273,69,67,131,0,0,0,1566,1837,3401,10,9,17,4,0,4,4,0,3,0,0,0,0,0,0,0,6,11,5,6,10,1410,1224,2642,12,4,14,0,6,13,1425,1238,2662,226,222,446,3239,3332,6577
POA2317,24,35,60,637,788,1429,0,0,0,31,32,63,0,0,0,591,738,1333,5,0,4,29,20,51,8,12,23,0,0,4,9,11,19,5,0,5,10,9,25,49,72,123,94,130,224,5,3,9,5,7,12,108,143,258,53,67,122,0,0,5,1643,2051,3691,5,8,11,0,5,6,3,4,5,0,0,0,0,0,0,10,3,16,8,3,21,1208,1144,2358,4,7,14,5,3,5,1215,1154,2372,188,197,385,3095,3461,6553
POA2318,29,57,82,1267,1411,2679,0,0,0,153,165,319,0,0,0,1236,1322,2555,4,7,13,28,29,57,10,14,20,5,4,9,25,19,42,0,0,0,18,31,43,59,67,129,140,167,306,17,25,38,13,15,23,232,283,517,186,208,389,7,0,3,3401,3753,7156,11,17,29,22,11,36,5,8,17,5,0,5,3,4,0,5,22,28,5,25,32,2950,2600,5549,20,11,40,10,16,22,2981,2633,5611,386,326,707,6842,6828,13667
POA2319,12,24,33,672,741,1413,0,0,0,56,68,125,0,0,0,562,634,1198,7,7,17,8,5,11,10,16,25,4,9,10,7,5,14,4,0,4,11,12,26,19,28,50,79,79,162,8,10,19,6,10,11,106,136,245,71,70,144,0,0,0,1644,1842,3485,5,3,6,6,6,9,3,0,3,0,0,0,0,0,6,6,7,11,6,13,16,1550,1331,2879,14,10,20,0,3,6,1565,1352,2914,226,202,424,3456,3435,6887
POA2320,63,111,173,3407,3965,7372,0,0,0,262,269,525,25,27,55,4379,4962,9344,9,14,26,61,63,125,29,54,89,13,24,42,24,25,50,6,15,21,95,123,214,138,187,325,361,452,809,68,86,144,34,42,77,546,762,1309,361,404,766,12,17,28,9833,11478,21311,121,108,225,84,62,145,10,12,22,6,9,10,58,40,102,39,67,112,104,116,222,7743,7003,14745,56,52,105,20,33,55,7820,7089,14911,1122,1026,2157,19160,20004,39163
POA2321,23,55,76,1662,1951,3613,0,0,0,123,140,262,4,5,7,2015,2275,4290,4,11,15,40,38,79,10,19,29,8,17,22,8,8,18,0,0,0,51,69,113,78,80,152,220,243,462,17,34,52,16,25,41,277,401,673,183,200,383,7,8,12,4723,5510,10234,57,50,101,44,35,80,0,8,16,0,0,0,36,29,62,19,38,54,50,61,115,4140,4019,8164,23,18,43,10,10,24,4172,4055,8229,540,465,1010,9612,10238,19857
POA2322,80,79,160,2082,2382,4467,0,0,0,186,211,399,43,40,84,2505,2777,5289,12,14,23,50,40,91,19,24,46,20,31,50,12,25,34,5,14,20,66,78,145,111,141,247,244,271,512,40,42,88,35,31,70,347,473,827,249,277,526,9,4,11,6019,6896,12913,107,85,198,92,97,190,4,0,8,0,7,9,50,50,108,23,47,70,80,101,185,4923,4522,9441,45,27,71,10,15,31,4978,4567,9541,659,528,1185,12018,12360,24373
POA2323,75,113,183,2202,2595,4802,0,0,0,207,232,436,28,26,51,2491,2945,5432,7,14,26,31,43,76,22,42,70,35,39,72,14,19,35,0,0,0,65,90,161,79,109,187,296,314,606,40,42,89,53,78,131,445,588,1034,292,361,651,9,6,14,6327,7545,13868,95,88,180,103,86,191,4,9,10,0,5,4,24,25,48,30,62,81,50,82,139,5176,4637,9813,33,36,75,19,25,49,5237,4703,9939,808,735,1538,12701,13351,26051
POA2324,65,106,170,2502,2793,5294,0,0,0,244,256,500,0,0,0,2348,2538,4884,9,15,16,56,42,103,30,30,64,15,17,28,10,20,30,0,3,3,76,66,144,81,85,165,271,296,565,19,35,54,29,39,65,460,592,1054,238,265,506,10,8,19,6389,7106,13499,43,33,74,62,34,95,3,3,6,10,8,16,16,12,27,29,49,74,52,63,119,4962,4446,9408,40,28,64,17,25,41,5020,4500,9517,1038,941,1976,12668,12780,25443
POA2325,79,141,221,2836,3367,6204,0,0,0,135,159,290,0,0,0,2253,2541,4786,0,6,6,31,27,62,51,84,133,23,27,50,13,27,41,0,5,0,77,101,173,78,105,189,359,431,793,49,64,111,55,61,121,472,641,1111,240,264,504,8,11,19,6684,7911,14592,58,58,120,19,20,34,9,3,7,6,7,13,4,9,11,31,50,81,41,65,106,6480,5847,12325,49,29,75,26,29,58,6550,5903,12459,2506,1024,3526,15949,15118,31073
POA2326,8,19,31,699,763,1466,0,0,0,60,63,118,0,0,0,691,727,1414,0,3,4,7,8,13,14,19,32,16,21,36,4,9,14,0,0,0,15,15,31,30,28,50,75,91,169,11,12,25,14,12,30,127,194,322,61,68,131,0,0,0,1840,2027,3861,11,8,15,3,3,11,0,0,0,0,0,0,0,0,0,6,19,28,6,22,29,1790,1608,3394,4,5,13,3,8,14,1802,1625,3422,269,234,504,3943,3935,7871
POA2327,20,27,46,665,830,1500,0,0,0,64,53,121,0,0,0,658,753,1414,3,0,4,8,6,15,13,16,28,8,10,16,0,4,10,3,0,4,27,29,55,15,12,30,69,108,182,11,9,20,7,8,11,129,175,302,44,61,104,3,0,3,1734,2083,3815,13,6,17,4,3,8,0,0,0,0,0,0,8,6,11,7,15,23,17,19,29,1783,1591,3369,8,9,19,4,6,7,1792,1607,3399,259,252,519,3830,3999,7830
POA2328,7,10,20,425,451,878,0,0,0,8,7,13,0,0,0,254,298,552,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,3,6,4,0,5,28,27,52,0,0,0,0,0,0,26,38,64,21,12,36,0,0,0,777,839,1610,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,9,0,4,9,368,280,649,0,4,6,3,0,3,369,286,657,106,98,198,1261,1240,2506
POA2329,0,5,5,308,364,674,0,0,0,8,15,27,0,0,0,275,274,552,0,0,0,0,0,0,0,0,0,4,3,4,0,0,3,0,0,0,6,5,9,0,3,3,26,26,49,0,0,0,9,10,14,33,37,74,11,16,28,0,0,0,688,761,1445,7,11,15,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,236,203,439,4,4,5,0,0,3,239,207,446,111,116,219,1044,1090,2138
POA2330,48,88,137,2401,2636,5035,0,0,0,123,139,268,68,67,135,2277,2343,4621,0,0,4,12,14,23,19,32,52,4,5,7,20,20,34,7,0,8,47,47,100,78,88,167,169,159,329,18,17,39,28,25,54,372,426,803,168,199,367,34,32,69,5846,6252,12094,46,35,79,31,22,54,4,0,8,0,0,0,3,3,6,21,26,50,27,31,59,3967,3550,7521,25,18,41,16,15,25,4003,3580,7584,796,630,1430,10811,10638,21445
POA2331,6,0,6,30,0,34,0,0,0,12,0,11,0,0,0,63,3,68,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,6,0,6,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,125,8,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,253,6,264,0,0,0,0,0,0,257,6,262,169,0,172,561,19,581
POA2333,38,62,97,1535,1766,3308,0,0,0,86,98,185,3,5,4,1404,1420,2821,0,0,3,11,18,27,28,39,72,6,3,11,3,0,11,10,6,17,13,17,23,27,33,61,135,128,262,7,15,13,21,20,35,155,180,329,112,106,218,7,9,15,3553,3864,7413,40,27,67,33,21,58,3,3,13,6,0,0,20,18,42,8,14,27,30,29,64,2604,2168,4774,16,10,30,3,9,18,2629,2193,4819,793,472,1267,7116,6680,13795
POA2334,4,11,16,303,301,607,0,0,0,11,17,23,0,0,0,432,453,883,0,0,0,0,3,4,0,10,16,4,4,5,0,3,4,0,0,0,9,9,12,7,8,20,22,25,40,5,6,9,10,10,15,33,50,83,28,32,61,0,0,0,868,925,1793,4,5,7,5,3,12,0,0,0,0,0,0,0,0,5,0,5,3,0,8,8,716,643,1363,8,3,18,0,0,3,727,652,1383,60,67,131,1676,1672,3349
POA2335,11,30,40,756,843,1596,0,0,0,38,33,73,0,0,0,1036,1074,2109,0,0,0,8,4,9,9,10,23,19,20,38,3,5,10,0,0,0,19,15,35,24,26,48,58,55,109,3,7,19,14,14,31,95,132,228,54,73,125,6,3,6,2139,2326,4459,9,0,15,12,8,19,0,3,3,0,3,4,4,0,3,8,12,23,8,18,27,1637,1447,3090,10,10,27,5,7,7,1657,1461,3121,213,220,436,4057,4072,8124
POA2336,11,12,21,362,382,739,0,0,0,0,5,10,0,0,0,291,298,590,0,0,0,3,0,3,0,10,10,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,31,38,67,4,4,4,0,0,0,48,49,92,16,16,32,0,0,0,762,803,1565,3,8,8,6,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,447,358,805,3,0,6,0,4,4,452,364,812,96,71,172,1332,1254,2589
POA2337,9,26,33,1101,1284,2388,0,0,0,32,38,70,0,0,0,888,928,1815,0,0,0,0,3,9,4,6,15,8,8,16,0,7,11,6,3,7,15,4,18,7,8,19,91,80,167,4,6,4,16,3,16,128,173,301,39,39,82,0,0,0,2344,2589,4939,15,8,27,13,3,14,0,0,6,0,0,0,0,0,0,6,12,18,6,12,18,1318,1144,2464,3,5,10,7,9,18,1333,1159,2490,295,239,529,4014,4047,8060
POA2338,0,0,0,211,240,449,0,0,0,4,9,8,0,0,0,121,128,253,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,13,31,0,0,8,0,0,0,20,26,46,12,10,17,0,0,0,393,422,821,3,9,11,5,8,20,0,0,3,0,0,0,0,4,3,0,5,4,0,6,6,189,179,373,0,0,3,0,0,0,188,183,371,86,83,168,687,715,1403
POA2339,0,0,0,121,116,240,0,0,0,0,0,4,0,0,0,91,78,168,0,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,3,15,0,0,0,0,0,0,11,10,25,0,3,4,0,0,0,244,221,463,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,62,147,0,0,0,0,0,0,81,69,145,50,46,100,377,341,718
POA2340,162,212,374,5552,6559,12114,0,0,0,235,260,494,86,97,181,5391,6181,11570,6,16,21,47,33,78,78,105,185,30,27,57,26,45,73,6,10,23,87,73,166,218,270,488,636,778,1414,53,62,112,55,47,103,754,974,1726,553,594,1146,21,20,36,13834,16152,29989,259,244,508,184,131,316,7,3,13,16,15,32,91,78,170,45,76,120,148,171,320,8769,7767,16534,53,47,100,18,30,50,8842,7838,16685,2166,2073,4232,25609,26828,52436
POA2341,0,3,0,203,207,408,0,0,0,5,7,9,0,0,0,149,177,332,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16,11,13,20,0,0,6,0,3,5,23,25,47,15,19,32,0,0,0,424,456,880,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,257,201,459,4,0,3,0,0,0,257,205,457,64,61,127,755,727,1478
POA2342,0,0,0,69,65,143,0,0,0,4,0,7,0,0,0,40,35,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,33,0,0,0,0,0,0,4,9,11,0,0,0,3,0,6,143,135,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,66,139,0,0,0,0,0,0,74,66,139,25,23,46,243,224,465
POA2343,5,10,8,673,741,1418,0,0,0,14,9,17,0,0,0,409,505,916,0,0,0,0,4,9,23,22,43,0,6,6,3,0,7,0,3,6,5,5,5,10,16,29,65,59,123,3,0,3,3,5,10,93,98,193,22,29,53,0,0,0,1324,1501,2827,17,6,20,0,0,4,0,0,0,11,12,25,0,0,0,7,12,16,22,25,38,691,602,1297,0,5,9,0,0,4,697,606,1305,345,309,654,2406,2452,4858
POA2344,0,0,0,91,121,209,0,0,0,5,3,5,0,0,0,75,79,159,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,16,14,34,0,0,0,0,0,0,20,14,34,5,4,15,0,0,0,217,242,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,77,180,0,0,4,0,0,0,104,78,181,19,17,36,341,330,674
POA2345,0,0,0,104,110,209,0,0,0,10,0,8,0,0,0,94,74,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,16,25,0,0,0,0,0,0,11,20,26,6,5,12,0,0,0,235,233,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,105,90,195,0,0,0,0,0,0,105,90,195,18,20,48,359,347,707
POA2346,0,4,3,402,459,858,0,0,0,6,4,13,0,0,0,281,294,573,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,9,6,6,7,63,86,148,0,4,9,0,4,4,59,62,119,27,32,60,0,0,0,851,955,1801,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,7,15,24,7,15,24,492,403,899,0,3,3,0,0,0,494,410,903,154,135,292,1515,1521,3033
