POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA3211,35,35,12,18,34,35,8,0,0,177,265,191,97,167,218,220,137,52,16,1363
POA3212,282,246,585,503,316,174,135,47,27,2315,3720,2161,3035,2892,2572,2032,1747,819,291,19269
POA3213,62,47,40,29,66,63,24,14,7,352,916,689,543,558,743,689,370,187,45,4740
POA3214,600,416,437,351,344,266,192,99,44,2749,4301,3546,3861,2829,2974,2952,2343,1242,453,24501
POA3215,263,203,216,175,191,151,120,111,52,1482,3508,2426,3335,2646,2679,2493,2442,1622,839,21990
POA3216,634,662,528,413,429,392,370,231,135,3794,10325,8518,8409,7511,7154,6475,5857,3913,1953,60115
POA3217,318,179,238,185,135,100,55,21,10,1241,5003,2530,4741,3436,1809,1366,1025,410,168,20488
POA3218,165,139,153,145,113,92,76,41,24,948,2757,1615,2530,2335,1897,1695,1240,626,239,14934
POA3219,301,238,248,230,233,204,154,106,61,1775,2952,2429,3107,2350,2546,2701,2290,1384,561,20320
POA3220,205,167,169,143,148,168,136,63,32,1231,2774,2219,2430,2114,2258,2279,1875,956,362,17267
POA3221,14,7,4,8,11,16,4,0,0,64,164,106,57,96,131,113,97,27,12,803
POA3222,262,152,109,145,116,142,157,106,45,1234,3218,1876,1871,2120,2205,2575,2736,1456,522,18579
POA3223,91,55,40,75,97,164,167,142,83,914,1004,588,627,752,1108,1762,2250,1134,314,9539
POA3224,214,93,124,98,132,101,113,96,24,995,2617,1607,1768,1766,1854,1851,1893,1298,439,15093
POA3225,55,21,20,41,38,79,106,72,22,454,621,346,277,407,534,873,1275,771,298,5402
POA3226,203,106,88,145,107,142,168,91,44,1094,3547,1609,1584,2416,2292,2333,2420,1097,424,17722
POA3227,82,50,22,48,75,73,76,33,12,471,1045,512,298,644,843,796,860,356,112,5466
POA3228,374,195,167,262,272,191,201,91,80,1833,5309,2376,2397,3860,3438,2690,2537,1151,420,24178
POA3230,48,11,17,27,32,43,46,14,10,248,460,229,254,333,361,543,613,306,102,3201
POA3231,15,12,16,14,28,23,34,7,6,155,174,121,99,114,221,358,317,138,33,1575
POA3232,10,13,18,11,21,25,33,19,12,162,129,105,172,108,130,226,271,125,56,1322
POA3233,41,12,22,25,39,44,50,23,15,271,297,154,220,228,320,410,449,218,69,2365
POA3234,3,0,0,0,4,4,5,0,0,16,38,15,17,18,35,45,54,16,0,238
POA3235,14,6,10,10,15,14,6,5,0,80,94,43,39,67,77,99,69,22,6,516
POA3236,11,0,3,10,6,13,7,0,0,50,29,17,29,26,33,57,39,16,4,250
POA3237,5,9,8,0,6,19,0,4,0,51,28,23,23,32,56,67,36,10,0,275
POA3238,0,0,3,4,3,3,0,0,0,13,36,16,15,35,43,69,24,5,4,247
POA3239,5,10,10,8,14,16,9,3,0,75,73,44,47,45,81,90,89,17,0,486
POA3240,25,11,16,18,13,14,12,10,0,119,465,256,175,322,320,322,213,82,20,2175
POA3241,61,29,32,47,28,33,30,11,7,278,521,317,402,373,378,438,375,191,77,3072
POA3242,13,4,3,4,4,13,9,4,0,54,183,73,104,125,110,140,147,52,5,939
POA3243,5,8,5,3,11,5,11,3,0,51,60,36,36,48,62,52,85,23,6,408
POA3249,47,22,31,32,47,53,29,19,4,284,624,361,289,363,468,570,459,182,44,3360
POA3250,196,117,133,108,133,115,126,88,36,1052,2176,1387,1657,1409,1489,1553,1536,1056,502,12765
POA3251,14,0,9,3,0,9,11,0,0,46,80,40,49,70,72,90,94,27,11,533
POA3254,10,9,7,7,3,8,7,0,0,51,86,41,53,44,36,55,22,14,0,351
POA3260,79,52,44,42,61,55,62,35,20,450,773,471,442,472,597,698,743,455,148,4799
POA3264,30,24,8,14,25,17,37,17,7,179,347,222,232,220,262,359,298,204,105,2249
POA3265,53,42,31,29,37,42,29,17,9,289,576,342,312,294,412,463,277,114,40,2830
POA3266,41,45,32,27,41,34,27,22,12,281,530,345,309,272,419,443,354,264,111,3047
POA3267,0,0,0,0,0,12,4,3,0,19,28,21,23,17,28,48,23,12,4,204
POA3268,32,26,29,29,16,36,20,21,14,223,422,310,259,294,328,407,296,168,66,2550
POA3269,10,7,14,5,7,8,8,0,0,59,131,63,85,79,92,96,91,27,14,678
POA3270,6,0,0,0,8,4,6,6,0,30,53,18,31,29,39,61,51,33,6,321
POA3271,5,5,4,0,8,5,4,0,0,31,29,25,18,16,29,33,28,8,3,189
POA3272,22,14,18,21,25,20,29,10,6,165,296,145,165,157,189,245,243,144,64,1648
POA3273,0,3,0,0,0,3,0,0,0,6,15,23,8,4,22,32,15,10,0,129
POA3274,7,3,5,3,0,0,4,6,0,28,49,31,18,28,25,35,42,15,3,246
POA3275,16,8,5,5,9,0,3,0,3,49,103,79,62,60,80,55,44,7,3,493
POA3276,3,12,0,0,9,11,9,0,0,44,65,60,39,45,54,80,54,12,4,413
POA3277,24,15,18,10,17,28,32,17,0,161,358,189,215,212,243,259,227,89,26,1818
POA3278,7,4,7,6,5,3,7,0,0,39,68,28,43,37,59,46,30,16,7,334
POA3279,6,10,0,6,3,0,0,0,0,25,71,57,31,26,57,30,23,12,0,307
POA3280,584,378,319,396,354,305,250,204,128,2918,5752,3706,4326,3958,4113,4290,3832,2269,1049,33295
POA3281,25,10,0,15,20,11,14,3,0,98,425,206,153,259,288,248,199,74,14,1866
POA3282,33,28,19,20,21,27,20,15,3,186,492,245,274,283,313,369,318,155,43,2492
POA3283,17,18,13,8,15,9,21,4,5,110,269,149,133,155,205,238,205,58,6,1418
POA3284,63,18,33,24,35,42,60,36,23,334,678,282,285,431,432,532,686,368,166,3860
POA3285,11,25,4,9,24,23,8,10,0,114,229,132,84,150,198,198,183,68,9,1251
POA3286,15,6,5,5,0,5,10,0,0,46,85,51,40,55,63,91,95,36,13,529
POA3287,0,7,0,0,5,7,0,4,0,23,76,62,50,45,69,76,23,19,4,424
POA3289,14,7,0,4,8,16,9,0,0,58,142,77,57,83,105,149,125,47,30,815
POA3292,0,5,0,9,0,0,11,4,0,29,11,6,13,19,23,40,62,14,4,192
POA3293,6,0,0,0,3,3,0,3,0,15,57,35,24,38,51,57,51,21,3,337
POA3294,16,3,11,12,9,6,21,11,5,94,177,77,96,115,110,131,175,68,17,966
POA3300,160,100,96,90,80,89,92,90,56,853,1768,1157,1169,1066,1189,1388,1373,939,426,10475
POA3301,20,7,10,9,20,19,16,6,0,107,236,132,114,105,196,210,206,59,6,1264
POA3302,12,0,5,8,0,4,4,0,0,33,55,34,39,43,54,60,49,27,4,365
POA3303,6,4,7,6,0,4,4,3,5,39,41,27,35,34,59,34,27,14,7,278
POA3304,55,39,28,30,48,36,58,20,21,335,466,229,260,287,331,473,458,194,79,2777
POA3305,218,127,120,153,150,161,163,84,24,1200,2082,1383,1291,1416,1808,2126,1932,937,374,13349
POA3309,0,3,0,0,0,0,4,3,0,10,27,15,0,11,20,11,16,14,0,114
POA3310,4,0,0,3,0,4,4,3,0,18,22,20,16,26,31,71,54,30,3,273
POA3311,13,12,11,11,15,34,27,19,13,155,189,143,136,110,170,321,299,226,110,1704
POA3312,13,12,7,9,15,18,16,7,3,100,186,82,92,95,146,171,165,75,8,1020
POA3314,14,4,4,7,7,7,7,3,0,53,108,50,47,72,71,82,94,30,10,564
POA3315,37,12,11,21,23,17,27,13,4,165,254,155,126,168,207,306,265,131,80,1692
POA3317,4,5,3,3,4,4,0,4,5,32,29,19,15,17,35,32,22,18,7,194
POA3318,10,13,3,8,16,14,29,9,8,110,182,77,114,119,150,209,214,110,65,1240
POA3319,6,9,5,3,18,15,3,5,0,64,56,28,33,32,56,92,67,30,3,397
POA3321,36,9,7,9,18,20,11,3,0,113,437,191,157,265,268,252,151,53,7,1781
POA3322,0,0,0,0,5,0,0,3,0,8,27,12,18,14,19,35,29,22,5,181
POA3323,0,0,0,0,3,0,0,0,0,3,12,10,12,5,12,15,12,5,6,89
POA3324,8,3,9,8,0,14,7,3,7,59,90,60,51,71,53,109,95,40,19,588
POA3325,8,0,4,4,7,5,4,0,3,35,75,28,40,41,47,97,78,43,11,460
POA3328,37,19,16,26,28,19,14,3,3,165,551,251,251,354,329,293,206,64,19,2318
POA3329,0,0,0,0,0,0,5,0,0,5,64,30,37,43,34,42,41,12,0,303
POA3330,3,0,5,0,4,4,5,0,0,21,32,26,32,28,32,22,22,8,3,205
POA3331,148,61,54,85,79,40,36,21,8,532,1745,801,881,1062,978,665,632,313,127,7204
POA3332,29,9,10,14,7,14,4,0,0,87,272,132,128,167,166,181,96,29,7,1178
POA3333,12,9,4,0,12,11,8,4,0,60,151,77,88,106,126,145,107,46,14,860
POA3334,11,10,6,11,9,11,4,3,0,65,75,66,45,57,90,95,80,30,4,542
POA3335,119,63,118,87,60,33,25,4,0,509,1490,642,1693,1088,513,406,276,79,8,6195
POA3336,283,141,182,190,99,58,24,10,0,987,5268,1837,3653,3947,1560,836,497,115,19,17732
POA3337,1072,540,552,587,466,336,257,124,27,3961,9486,5104,5925,6076,4958,4084,3370,1403,317,40723
POA3338,1025,424,608,515,346,236,158,57,27,3396,10198,4175,6658,6242,3697,2677,2249,872,293,37061
POA3340,453,219,261,243,245,202,182,85,29,1919,5324,2862,3634,3580,3240,2788,2510,1229,448,25615
POA3341,29,19,12,7,21,15,16,4,5,128,312,188,142,202,285,262,160,77,12,1640
POA3342,52,26,33,37,37,37,38,13,11,284,735,353,431,523,525,587,439,254,93,3940
POA3345,27,8,7,21,19,11,13,0,0,106,282,132,127,199,211,220,150,59,11,1391
POA3350,975,693,676,552,634,534,429,294,190,4977,12153,8281,8965,8546,8075,7719,6800,3809,1662,66010
POA3351,198,108,74,79,123,97,88,31,3,801,1807,1086,898,1106,1328,1374,1044,397,75,9115
POA3352,331,178,185,237,302,241,201,83,16,1774,3966,2137,2048,2452,2754,2579,2032,786,165,18919
POA3355,228,162,167,123,143,116,92,87,46,1164,2064,1639,1752,1246,1550,1586,1553,1137,530,13057
POA3356,330,207,196,142,176,134,133,84,44,1446,2711,1943,2323,1753,1713,1781,1775,1090,517,15606
POA3357,58,33,17,31,39,38,27,13,0,256,822,365,228,461,581,532,536,209,58,3792
POA3358,62,25,34,30,14,12,13,3,0,193,902,433,806,485,336,243,159,74,13,3451
POA3360,11,6,4,6,9,10,5,4,0,55,136,61,87,72,129,117,131,62,12,807
POA3361,12,12,0,8,11,19,11,5,4,82,103,71,50,71,90,137,80,61,29,692
POA3363,58,32,17,44,47,50,56,28,11,343,596,288,314,377,477,535,548,314,145,3594
POA3364,47,16,18,36,36,31,33,14,8,239,398,190,189,265,331,361,379,127,35,2275
POA3370,27,16,12,13,31,31,28,13,9,180,262,154,149,197,274,342,316,158,54,1906
POA3371,25,22,3,15,33,33,38,14,3,186,115,110,55,72,159,262,226,62,27,1088
POA3373,39,32,15,27,29,31,26,11,12,222,360,240,187,236,348,373,425,200,77,2446
POA3374,4,0,4,3,4,10,7,4,0,36,55,34,24,44,70,70,86,39,3,425
POA3375,0,0,0,3,3,3,0,0,0,9,55,15,11,30,37,40,24,17,3,232
POA3377,114,107,279,257,240,192,164,85,35,1473,1408,951,1260,1056,1206,1359,1291,744,321,9596
POA3378,5,0,0,4,0,3,4,0,0,16,41,17,12,19,16,17,14,0,0,136
POA3379,11,7,4,9,16,14,9,13,3,86,112,54,53,71,108,131,127,69,23,748
POA3380,119,60,80,61,73,81,87,75,70,706,958,640,782,588,714,916,882,518,221,6219
POA3381,25,15,44,15,23,36,33,18,0,209,217,112,189,136,181,250,221,79,16,1401
POA3384,12,11,3,3,11,14,7,4,0,65,92,61,43,49,92,119,82,50,12,600
POA3385,10,0,3,15,3,9,13,0,3,56,73,36,40,58,75,102,110,31,11,536
POA3387,0,3,0,4,3,6,6,3,0,25,45,24,30,37,40,52,39,19,3,289
POA3388,3,3,0,7,7,15,8,10,0,53,85,44,53,51,62,122,77,51,20,565
POA3390,19,12,8,8,8,8,7,7,8,85,185,97,76,89,118,142,138,82,27,954
POA3391,5,4,0,6,8,3,0,0,0,26,26,21,14,22,18,30,22,13,5,171
POA3392,4,7,3,5,6,13,13,8,7,66,69,46,37,48,74,116,88,61,42,581
POA3393,54,19,35,17,35,23,37,47,30,297,425,250,272,224,307,394,381,250,118,2621
POA3395,0,0,0,0,0,6,0,4,0,10,51,22,37,32,37,76,53,35,16,359
POA3396,10,8,0,10,4,8,13,5,3,61,92,48,63,66,60,117,130,73,49,698
POA3400,258,187,176,127,110,121,108,91,56,1234,2763,1730,2097,1689,1595,1842,1674,1173,570,15133
POA3401,56,58,33,40,53,60,36,18,0,354,901,564,384,502,737,761,494,207,48,4598
POA3407,8,0,0,0,4,0,0,3,4,19,74,43,27,35,67,71,57,40,10,424
POA3409,13,4,12,13,10,10,11,5,3,81,142,72,102,104,130,206,122,60,43,981
POA3412,6,0,4,7,0,0,0,4,0,21,66,18,26,33,30,40,42,40,6,301
POA3413,4,0,0,3,5,6,4,3,0,25,26,16,18,15,37,37,16,25,8,198
POA3414,21,11,13,20,9,16,21,16,8,135,238,147,160,168,208,283,262,170,81,1717
POA3415,0,0,0,0,0,0,0,0,0,0,5,8,6,0,4,11,0,0,0,34
POA3418,37,24,27,27,30,37,28,19,18,247,463,298,370,265,339,415,319,264,138,2871
POA3419,15,9,4,10,11,14,4,3,5,75,144,82,75,91,107,136,148,71,38,892
POA3420,3,0,0,0,4,0,9,5,0,21,74,22,33,40,35,37,35,13,0,289
POA3423,3,6,3,5,4,4,8,10,11,54,59,33,36,33,55,108,88,33,24,469
POA3424,7,6,3,9,7,10,14,11,13,80,110,59,57,76,70,134,132,75,37,750
POA3427,85,50,95,67,49,50,29,12,5,442,1189,541,1326,931,571,561,381,142,20,5662
POA3428,12,5,13,6,9,8,4,0,0,57,95,82,74,77,111,82,97,48,10,676
POA3429,584,352,387,358,376,305,160,108,58,2688,7423,4740,5516,5255,5325,4902,3579,1686,664,39090
POA3430,9,8,5,0,10,7,3,0,0,42,51,35,38,28,43,50,29,24,0,298
POA3431,77,43,20,34,55,37,23,17,6,312,851,538,393,539,687,649,483,219,33,4392
POA3432,0,0,0,0,0,6,3,0,0,9,27,22,5,19,42,37,33,8,0,193
POA3433,0,3,0,3,3,0,0,5,0,14,39,31,14,29,36,23,22,14,0,208
POA3434,90,60,60,51,58,65,44,33,10,471,1248,685,823,773,886,773,604,294,58,6144
POA3435,50,26,23,32,31,36,37,17,3,255,617,340,356,405,439,469,398,173,28,3225
POA3437,160,110,49,124,114,88,73,38,11,767,2651,1321,941,1730,1716,1489,1099,580,184,11711
POA3438,31,30,9,19,31,23,10,7,0,160,525,318,183,332,411,275,219,166,67,2496
POA3440,27,20,10,9,27,28,16,0,0,137,449,222,107,275,332,280,269,110,19,2063
POA3441,28,5,8,14,17,12,27,12,3,126,275,105,91,175,220,244,233,95,11,1449
POA3442,105,75,41,67,121,88,76,53,14,640,1660,822,557,1071,1404,1206,1130,564,167,8581
POA3444,147,89,88,93,121,124,107,68,32,869,1657,921,865,1197,1524,1441,1369,768,316,10058
POA3446,11,13,10,8,18,21,14,4,5,104,198,94,104,129,174,186,159,43,15,1102
POA3447,3,9,6,10,9,9,8,5,0,59,54,52,37,57,89,104,85,33,3,514
POA3448,18,3,11,11,16,8,22,11,3,103,161,62,78,107,146,160,174,70,17,975
POA3450,64,89,237,197,167,108,96,105,114,1177,958,517,696,936,970,1072,1219,807,411,7586
POA3451,101,43,49,56,67,68,63,35,9,491,1008,500,516,671,868,935,852,375,95,5820
POA3453,27,21,19,20,22,30,23,13,6,181,297,182,154,201,259,329,276,132,26,1856
POA3458,32,17,14,17,44,41,37,29,23,254,324,146,158,249,342,453,417,199,56,2344
POA3460,31,18,23,31,24,47,60,17,8,259,319,161,260,277,372,550,495,254,124,2812
POA3461,81,34,40,51,72,84,77,40,6,485,604,318,319,508,794,839,841,312,68,4603
POA3462,14,17,16,13,20,21,26,10,5,142,177,91,90,115,176,228,237,97,17,1228
POA3463,16,11,23,24,26,53,39,18,9,219,266,170,185,196,337,547,541,271,70,2583
POA3464,26,11,19,15,14,10,11,9,0,115,227,123,116,126,156,177,191,73,14,1203
POA3465,183,92,76,83,130,112,116,96,49,937,1498,940,947,841,1226,1450,1649,1120,431,10102
POA3467,32,9,9,18,13,15,24,13,5,138,217,114,122,118,172,169,265,127,49,1353
POA3468,0,0,0,0,4,3,9,3,0,19,30,23,14,30,32,52,55,28,7,271
POA3469,6,5,4,3,14,12,11,8,0,63,30,21,12,17,48,54,51,34,15,282
POA3472,25,13,16,18,11,18,12,14,0,127,197,110,98,109,191,284,278,183,41,1491
POA3475,3,0,0,3,7,16,9,0,0,38,47,8,23,27,41,75,92,34,9,356
POA3477,17,5,6,4,18,21,14,8,0,93,129,55,52,76,112,178,152,65,5,824
POA3478,41,26,22,23,36,36,33,25,28,270,343,226,251,193,334,384,423,303,127,2584
POA3480,32,26,15,16,22,30,15,11,16,183,283,174,155,157,214,299,261,175,92,1810
POA3482,3,6,4,3,13,8,9,0,4,50,28,21,13,17,25,45,24,18,3,194
POA3483,8,7,7,3,13,12,11,15,4,80,148,83,102,82,121,118,124,73,31,882
POA3485,4,6,3,5,5,3,0,0,5,31,29,32,7,18,36,61,62,25,17,287
POA3487,0,0,0,0,0,0,3,3,0,6,9,10,6,11,14,19,12,4,0,85
POA3488,0,4,0,0,0,0,0,5,0,9,13,7,11,9,14,15,15,5,0,89
POA3489,0,0,0,0,0,0,0,0,0,0,19,3,6,6,3,6,14,3,0,60
POA3490,24,9,21,12,17,36,18,16,12,165,161,109,135,119,133,203,217,129,81,1287
POA3491,0,7,0,0,0,6,8,3,0,24,27,19,10,12,17,25,18,11,4,143
POA3494,17,8,19,16,9,13,4,3,0,89,106,55,114,102,68,116,62,18,3,644
POA3496,109,95,80,79,84,107,78,43,11,686,1197,737,773,765,845,962,681,347,155,6462
POA3498,153,74,84,85,91,66,81,42,33,709,1155,724,731,702,840,742,636,346,102,5978
POA3500,737,448,488,443,414,389,321,204,165,3609,6266,4036,5074,4093,4086,4165,3629,2221,1002,34572
POA3501,41,15,8,29,24,18,11,9,4,159,500,230,173,303,323,310,203,80,30,2152
POA3505,126,57,74,77,86,83,49,41,10,603,989,502,552,545,682,726,571,302,132,5001
POA3506,0,0,0,0,0,0,0,0,0,0,6,4,6,3,10,5,0,3,5,42
POA3507,3,4,7,0,3,8,13,0,0,38,29,22,13,15,22,28,37,12,3,181
POA3509,7,0,0,10,5,6,6,4,0,38,40,10,19,23,30,49,32,18,4,225
POA3512,7,4,3,5,3,11,3,5,0,41,77,26,29,44,39,64,55,30,10,374
POA3515,48,12,14,33,18,13,12,9,0,159,639,244,419,381,234,270,223,82,14,2506
POA3516,6,6,3,5,7,12,15,4,5,63,109,87,77,69,86,122,104,58,16,728
POA3517,25,16,16,17,18,34,32,17,21,196,223,127,115,144,189,255,239,127,87,1506
POA3518,26,22,9,21,27,33,36,22,8,204,156,97,98,85,183,284,253,136,37,1329
POA3520,4,0,0,0,6,10,3,0,0,23,16,16,8,11,20,42,27,18,3,161
POA3521,11,6,15,7,12,8,15,6,7,87,158,82,85,84,131,101,81,39,15,776
POA3522,8,5,4,6,7,9,8,4,0,51,45,34,28,34,54,65,55,22,10,347
POA3523,91,48,45,51,95,95,68,53,21,567,468,248,276,339,555,742,732,461,138,3959
POA3525,14,18,10,14,21,28,18,26,20,169,186,115,100,91,182,233,257,134,68,1366
POA3527,8,5,5,8,8,17,6,13,19,89,93,48,67,43,96,145,121,85,42,740
POA3529,0,5,0,0,0,4,0,0,0,9,28,16,13,8,13,19,16,3,0,116
POA3530,0,4,0,0,0,0,3,0,0,7,9,14,3,9,24,35,23,7,0,124
POA3531,0,5,0,0,4,0,0,0,0,9,36,22,21,14,33,31,25,8,8,198
POA3533,5,8,17,0,7,8,14,3,3,65,119,72,73,68,87,130,111,55,34,749
POA3537,25,20,10,13,20,38,29,20,34,209,176,94,69,93,122,164,172,112,89,1091
POA3540,4,11,7,5,10,8,0,4,0,49,22,35,14,12,37,62,49,29,9,269
POA3542,11,0,0,0,12,0,3,0,0,26,24,10,4,10,21,27,27,11,4,138
POA3544,4,9,3,0,0,7,0,7,0,30,48,35,24,26,17,47,40,16,8,261
POA3546,3,0,0,0,0,4,0,0,0,7,56,29,25,33,48,73,49,25,12,350
POA3549,123,78,104,108,64,63,61,25,26,652,754,389,719,660,412,488,381,144,77,4024
POA3550,660,482,483,377,445,423,280,249,187,3586,6720,5543,5857,4688,4995,5222,4655,2741,1416,41837
POA3551,634,326,267,366,349,345,226,110,37,2660,8307,4066,3972,4944,4712,4295,3521,1469,330,35616
POA3555,365,214,266,187,186,194,179,154,136,1881,3541,2191,2946,2502,2269,2497,2477,1791,840,21054
POA3556,272,143,175,136,129,147,122,68,37,1229,2640,1715,1984,1560,1598,1839,1649,790,317,14092
POA3557,16,11,17,10,12,10,3,6,6,91,174,94,102,101,112,135,79,41,8,846
POA3558,23,12,15,19,20,12,6,20,3,130,149,72,99,82,127,159,137,114,31,970
POA3559,17,8,13,14,6,17,16,9,0,100,93,51,51,49,66,105,89,58,11,573
POA3561,72,42,27,45,51,62,61,48,19,427,724,464,371,438,553,712,641,422,175,4500
POA3562,5,5,0,4,4,6,5,0,0,29,47,23,30,29,30,48,34,15,0,256
POA3563,14,17,9,3,12,16,12,11,6,100,157,100,76,77,100,138,119,58,26,851
POA3564,278,169,162,150,219,208,187,134,110,1617,2897,1892,1843,1762,2217,2423,2158,1341,546,17079
POA3565,0,0,6,0,4,5,0,0,0,15,36,18,9,9,26,20,12,11,3,144
POA3566,10,7,3,8,12,16,8,6,0,70,99,53,47,60,76,95,87,45,8,570
POA3567,10,6,8,8,3,10,0,7,3,55,111,73,57,55,99,111,88,74,10,678
POA3568,48,22,11,36,29,34,53,24,17,274,432,238,238,281,365,415,513,333,135,2950
POA3570,28,8,9,15,22,39,23,13,4,161,143,73,53,89,129,163,126,50,11,837
POA3571,4,4,0,5,0,3,3,0,4,23,52,29,38,32,37,38,46,25,12,309
POA3572,0,0,0,3,3,4,0,0,0,10,22,18,13,18,24,24,19,6,0,144
POA3573,10,0,3,13,6,0,9,0,0,41,68,29,31,48,44,53,55,8,0,336
POA3575,20,8,5,15,13,24,9,4,0,98,158,76,74,101,106,143,116,47,24,845
POA3576,0,0,0,0,0,0,0,0,0,0,9,0,8,6,4,6,19,0,0,52
POA3579,112,46,46,73,61,86,87,40,35,586,909,484,489,546,618,830,846,490,243,5455
POA3580,16,10,11,16,17,15,17,12,6,120,161,84,76,110,134,192,203,124,14,1098
POA3581,0,0,0,0,3,0,0,3,0,6,16,12,7,12,24,35,19,18,0,143
POA3583,8,3,0,5,7,6,0,0,0,29,21,26,12,11,33,25,11,11,3,153
POA3584,25,18,13,14,19,21,13,10,4,137,218,141,125,116,137,176,134,88,17,1152
POA3585,275,124,161,123,96,125,99,63,44,1110,2220,1282,1683,1366,1178,1370,1148,840,424,11511
POA3586,18,11,16,8,12,19,4,0,0,88,163,88,67,102,108,154,79,27,6,794
POA3588,18,5,9,3,3,7,9,3,3,60,70,46,44,44,39,59,55,27,11,395
POA3589,22,4,9,13,8,3,6,3,0,68,68,38,56,47,41,50,34,16,3,353
POA3590,18,10,9,6,10,6,4,0,0,63,66,31,38,42,36,67,35,12,0,327
POA3591,3,4,4,10,0,4,3,0,0,28,27,20,14,17,23,26,31,3,0,161
POA3594,17,4,5,10,12,10,4,3,0,65,68,45,91,46,75,91,64,31,10,521
POA3595,21,13,12,10,16,20,6,4,0,102,124,57,84,72,87,110,73,44,19,670
POA3596,0,0,0,0,5,0,0,0,0,5,17,18,3,7,19,18,17,3,6,108
POA3597,6,8,6,4,6,4,4,3,0,41,75,41,81,60,61,61,49,23,7,458
POA3599,4,0,0,4,0,15,13,0,0,36,25,13,19,14,16,35,31,5,6,164
POA3607,0,8,7,0,5,9,0,0,0,29,23,26,15,19,28,25,17,3,3,159
POA3608,46,32,20,28,31,54,44,40,35,330,415,220,259,293,297,480,506,253,99,2822
POA3610,14,17,88,62,52,31,25,16,3,308,207,139,205,159,260,255,243,99,28,1595
POA3612,31,15,21,12,31,50,33,18,4,215,220,118,141,129,266,371,323,178,61,1807
POA3614,15,8,4,10,23,13,12,0,0,85,212,90,97,127,145,129,95,30,0,925
POA3616,88,60,66,70,78,72,53,52,17,556,996,544,683,598,727,787,689,436,143,5603
POA3617,0,0,4,4,3,0,6,0,0,17,28,20,10,17,31,30,25,7,0,168
POA3618,7,6,12,5,8,13,14,5,0,70,97,69,72,70,97,119,98,41,17,680
POA3620,137,74,61,70,81,99,93,58,27,700,1443,912,818,850,1024,1135,1087,750,334,8353
POA3621,40,32,18,13,26,27,23,12,8,199,510,267,270,242,303,308,298,160,80,2438
POA3622,22,9,13,5,4,8,9,3,0,73,114,55,58,68,64,92,76,18,3,548
POA3623,9,5,0,9,3,11,14,4,6,61,140,74,98,84,106,144,135,83,20,884
POA3624,18,7,3,7,3,12,0,4,0,54,107,68,68,59,59,87,68,43,11,570
POA3629,221,136,150,132,156,152,129,96,38,1210,1620,1115,1192,1023,1208,1271,1171,678,250,9528
POA3630,749,471,505,439,352,362,262,181,93,3414,6172,3903,4720,3783,3659,3628,3227,2129,928,32149
POA3631,242,148,112,132,134,134,88,89,20,1099,3263,1686,1649,2009,1906,1803,1317,697,263,14593
POA3633,5,6,3,7,3,8,7,0,0,39,117,81,61,76,104,93,64,22,0,618
POA3634,45,32,13,25,32,31,27,14,5,224,389,220,161,232,281,288,221,80,19,1891
POA3635,12,7,12,10,3,7,19,3,6,79,81,63,70,47,79,94,72,38,5,549
POA3636,119,51,75,66,88,79,63,42,24,607,876,527,580,515,661,807,719,459,222,5366
POA3637,25,5,6,11,9,9,4,0,0,69,150,70,65,72,94,90,67,17,11,636
POA3638,37,18,12,15,13,25,19,7,4,150,363,269,212,213,250,343,304,174,83,2211
POA3639,9,0,0,4,0,5,5,4,0,27,49,36,39,36,60,115,97,41,6,479
POA3640,27,15,10,16,21,8,9,8,0,114,198,136,133,140,133,130,111,37,12,1030
POA3641,31,16,10,9,25,20,11,6,4,132,263,131,133,142,178,175,163,58,20,1263
POA3644,190,93,122,96,100,110,127,67,40,945,1554,882,1015,1005,1103,1242,1422,868,315,9406
POA3646,13,6,6,3,9,4,0,0,3,44,104,57,41,62,95,105,88,38,13,603
POA3647,0,5,0,0,0,0,0,0,0,5,0,32,7,3,7,0,0,0,0,49
POA3649,3,5,8,5,7,12,10,0,0,50,79,54,57,42,61,86,55,31,15,480
POA3658,125,77,70,81,86,85,54,26,12,616,1159,700,800,739,882,906,655,321,89,6251
POA3659,3,3,0,4,5,12,3,11,0,41,110,85,60,67,113,143,109,47,17,751
POA3660,155,100,105,102,109,119,100,40,28,858,1156,917,879,789,993,1210,1090,568,233,7835
POA3662,20,34,17,11,5,0,0,0,0,87,272,289,267,187,75,16,0,0,0,1106
POA3663,6,0,0,5,5,3,7,0,0,26,21,17,15,16,19,39,33,15,0,175
POA3664,8,7,5,4,9,6,7,0,0,46,187,103,87,134,155,181,179,89,26,1141
POA3665,12,0,4,0,5,4,5,0,0,30,64,37,21,36,66,60,74,34,5,397
POA3666,91,48,51,54,69,102,109,56,23,603,696,422,418,497,557,843,976,506,228,5143
POA3669,27,18,8,16,26,32,38,20,10,195,197,92,90,122,177,287,299,154,66,1484
POA3670,13,0,3,3,12,7,16,0,0,54,81,47,52,55,79,135,110,25,6,590
