POA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA2251,66,34,30,0,10,0,133,19,8,5,0,0,0,34,33,4,21,0,3,0,66,13,0,16,3,8,0,52,35,11,24,4,11,0,88,44,38,33,8,14,0,134,48,48,36,14,17,0,159,50,70,39,10,27,0,206,46,70,49,15,17,0,196,63,118,57,15,26,0,284,46,120,46,17,18,0,242,88,217,95,28,25,0,456,46,150,33,17,7,0,256,33,111,27,9,5,0,186,100,301,89,33,17,4,542,151,402,91,21,19,0,689,52,132,42,3,6,0,237,40,73,35,4,3,0,161,78,99,63,15,11,0,261,1062,2018,825,228,229,11,4377
POA2256,25,3,10,0,3,0,52,6,3,4,0,3,0,15,13,3,9,4,9,0,31,5,4,3,6,7,0,18,15,3,9,0,8,0,36,19,15,12,0,4,0,49,26,10,10,3,9,0,64,14,25,15,9,4,0,68,33,26,18,13,9,0,102,26,38,26,9,9,0,109,26,35,10,11,8,0,91,54,69,19,11,7,0,162,30,43,13,6,3,0,100,23,34,6,0,4,0,70,52,75,16,7,16,0,166,57,84,25,6,9,0,191,28,19,6,0,4,0,54,22,19,0,0,0,0,45,18,32,15,0,10,0,80,505,549,229,99,113,11,1515
POA2257,35,25,19,3,15,0,98,16,9,9,0,0,0,31,20,9,16,0,4,0,47,19,7,7,0,0,0,39,26,15,8,8,5,0,67,25,23,29,0,17,3,94,32,31,24,7,18,0,111,39,38,28,17,18,0,144,26,49,38,20,15,0,156,55,72,32,9,19,0,185,38,76,25,23,9,0,179,79,152,44,18,21,0,306,42,78,21,7,8,0,150,43,104,15,6,4,0,181,90,180,33,17,15,0,331,121,204,38,25,13,0,403,47,64,23,0,6,0,144,31,49,17,5,0,0,97,58,55,20,10,19,0,166,850,1235,453,179,202,12,2933
POA2258,8,9,3,0,0,0,21,5,0,0,0,0,0,6,3,0,8,0,0,0,11,3,0,0,0,0,0,9,8,13,5,0,0,0,22,10,12,6,0,3,0,29,12,8,15,3,0,0,35,16,19,0,3,0,0,45,13,6,15,4,5,0,42,19,17,8,8,3,0,51,4,21,9,5,7,0,40,26,32,12,3,5,0,67,7,21,3,0,3,0,41,10,19,8,5,0,0,39,14,25,10,7,4,0,65,17,49,17,3,4,0,88,7,20,9,0,0,0,39,7,13,8,0,3,0,29,14,16,9,0,3,0,39,197,295,135,36,47,4,713
POA2259,89,34,37,10,23,0,199,16,10,12,9,3,0,51,40,17,25,0,15,0,110,45,13,19,10,14,3,105,68,28,38,19,20,6,180,90,65,63,22,30,0,272,104,93,76,29,37,3,338,147,153,90,36,49,3,478,148,212,101,43,46,4,561,173,327,142,64,63,7,772,131,267,110,32,41,5,590,257,445,171,61,51,0,985,102,284,82,24,30,0,521,78,200,46,16,9,0,347,191,411,137,33,33,7,815,191,332,143,46,27,0,736,73,97,39,10,7,0,222,34,58,26,11,0,0,127,129,170,84,48,38,8,474,2113,3220,1443,522,534,56,7892
POA2260,51,34,20,6,3,0,114,10,0,3,3,3,0,24,15,4,14,5,4,0,40,23,8,6,0,4,0,37,18,9,13,0,6,3,55,18,18,23,0,8,0,67,33,27,32,9,5,0,115,41,38,32,5,3,0,123,36,60,27,16,12,0,141,35,61,34,7,12,0,148,28,55,25,4,5,0,123,68,147,61,18,17,4,311,32,66,24,12,11,0,139,27,80,28,9,9,0,154,67,204,57,20,12,0,356,109,374,96,21,11,0,621,68,178,57,10,0,0,316,55,112,27,4,5,0,207,44,72,35,12,8,0,176,780,1546,610,151,149,11,3251
POA2261,77,44,44,9,26,0,185,24,7,20,4,6,0,60,42,15,17,11,6,0,92,31,22,17,3,7,0,83,52,24,33,7,19,0,139,87,45,43,15,22,0,217,83,67,55,18,26,4,258,92,122,85,37,49,3,383,100,156,74,33,56,0,418,117,222,101,48,45,4,537,89,213,59,30,27,0,429,190,399,121,60,39,0,808,105,242,35,21,23,0,431,99,142,40,13,9,3,307,182,367,95,46,30,0,716,173,344,100,19,18,3,657,67,100,39,13,3,0,227,30,59,20,4,4,0,118,94,128,55,28,31,0,338,1719,2711,1065,429,450,33,6416
POA2262,29,18,4,8,0,0,60,13,4,4,0,0,0,19,14,0,5,3,7,0,34,13,4,3,6,6,0,33,26,11,8,12,9,0,63,34,20,21,10,15,0,106,54,41,22,18,22,0,162,56,63,27,26,19,0,193,65,86,46,19,23,0,247,80,140,45,28,28,0,314,69,112,26,22,11,0,250,92,155,35,22,17,0,333,57,79,20,8,3,0,168,21,37,11,11,0,0,78,32,51,31,6,6,0,140,26,46,16,3,5,3,98,7,15,4,0,3,0,32,3,9,5,0,0,0,20,42,48,20,5,17,3,132,733,935,359,218,210,19,2477
POA2263,32,9,5,3,4,3,61,14,3,0,0,4,0,28,21,9,8,5,3,0,34,23,0,0,0,5,3,38,29,8,8,6,16,0,68,36,29,14,11,17,3,107,41,24,21,13,21,0,116,47,52,37,19,25,3,185,55,80,25,26,23,6,206,86,98,42,18,20,0,262,59,82,21,19,11,0,191,90,147,29,16,14,0,298,36,69,19,4,4,0,135,23,41,10,5,5,0,84,53,78,23,8,0,0,163,33,57,14,6,8,0,115,14,16,7,0,3,0,41,11,7,3,0,0,0,22,44,43,16,8,9,0,132,740,850,323,158,184,25,2278
POA2264,23,9,3,5,5,0,49,9,4,8,0,0,0,18,11,0,5,0,6,0,28,12,0,4,0,5,0,25,20,6,7,0,6,0,44,21,13,18,6,4,5,57,21,18,13,3,8,0,68,46,29,18,3,21,0,120,38,39,16,3,10,0,112,48,62,21,13,13,0,160,28,51,21,4,0,0,107,66,67,33,13,5,0,184,20,38,5,4,5,0,78,11,30,14,3,0,0,53,44,67,23,7,3,0,147,35,51,20,8,3,0,121,12,22,10,0,0,0,52,9,11,11,0,0,0,26,26,35,17,9,7,0,89,506,558,274,84,104,15,1533
POA2265,9,12,9,0,0,0,32,0,0,0,0,0,0,0,3,3,0,0,0,0,14,3,5,0,0,0,0,8,9,3,12,0,4,0,29,7,8,4,0,4,0,27,6,16,11,3,3,0,42,20,8,13,0,4,0,44,11,34,10,0,4,0,65,17,31,14,7,3,0,73,21,38,9,3,6,0,79,36,76,19,7,8,0,148,22,48,6,3,4,3,92,18,17,3,0,0,0,41,34,62,6,0,0,0,109,18,54,17,4,4,0,99,8,12,10,0,0,0,24,5,10,10,0,0,0,24,20,20,14,5,6,0,59,277,452,160,42,56,6,995
POA2267,3,0,6,0,0,0,9,8,0,0,0,0,0,4,3,0,0,0,0,0,3,3,0,0,0,0,0,4,4,0,0,0,0,0,7,4,6,0,0,0,0,13,6,3,0,0,4,0,14,4,6,0,0,4,0,17,10,5,3,5,0,0,27,10,13,5,0,3,0,29,12,11,0,0,0,0,24,16,7,8,5,0,0,29,3,8,0,0,0,0,17,9,7,0,0,0,0,16,10,12,3,3,0,0,24,13,15,8,0,0,0,34,5,4,0,0,0,0,10,0,9,0,0,0,0,9,5,11,7,0,5,0,23,131,106,48,25,14,6,322
POA2278,4,3,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,5,0,0,0,5,3,3,4,0,3,0,9,0,3,5,0,0,0,8,7,7,12,0,5,0,30,11,16,0,3,0,0,33,11,15,3,5,3,0,33,11,26,11,4,0,0,57,10,20,0,4,0,0,37,22,23,14,3,3,0,63,3,12,5,0,0,0,23,4,7,0,5,0,0,19,13,15,3,3,0,0,35,5,12,4,0,0,0,25,0,3,0,0,0,0,7,0,3,3,0,0,0,6,7,8,5,0,3,0,24,115,174,86,28,24,6,423
POA2280,48,21,28,7,3,0,111,6,7,12,3,3,3,38,20,11,12,0,9,0,52,16,13,15,3,8,0,55,24,22,16,6,8,0,74,26,27,26,10,15,0,107,40,48,33,4,14,3,140,59,69,44,25,24,0,215,44,79,42,20,23,5,205,68,88,41,25,18,6,244,50,104,30,15,10,0,216,95,215,58,30,10,0,415,55,107,32,15,10,0,213,33,70,11,0,0,0,126,95,218,42,26,12,4,392,75,197,57,15,12,0,360,24,67,35,8,3,0,138,18,51,21,0,4,0,93,42,54,24,16,6,0,151,852,1467,592,223,193,16,3339
POA2281,31,16,12,3,3,0,66,5,8,8,0,0,0,19,25,3,8,0,0,0,45,15,4,4,0,0,0,28,18,7,10,5,3,0,45,21,13,13,3,10,0,60,32,15,10,4,8,0,67,25,27,24,0,4,0,82,28,26,16,14,11,0,89,36,54,17,15,9,0,129,12,41,14,4,3,0,84,43,72,35,11,3,0,170,25,58,9,0,5,0,90,22,36,5,3,0,0,64,38,110,27,11,3,0,181,44,105,34,11,8,0,204,22,46,15,5,3,0,89,14,17,3,0,0,0,40,40,44,19,11,15,0,134,501,699,282,101,90,6,1676
POA2282,19,12,17,4,9,0,68,7,0,4,0,0,0,12,11,4,11,0,0,0,32,11,8,8,0,3,0,28,18,15,12,0,0,0,44,25,17,19,0,5,0,67,15,34,17,11,9,0,87,29,34,19,0,12,0,92,20,39,29,7,5,0,102,22,56,17,4,0,0,106,24,40,27,4,0,0,98,39,112,52,12,13,0,225,12,66,13,0,0,0,94,24,63,9,5,3,0,103,51,125,37,6,6,0,225,36,158,40,12,4,0,249,16,51,22,5,0,0,94,17,41,9,0,3,0,72,36,44,23,10,8,0,115,437,914,380,93,84,3,1914
POA2283,58,15,16,6,12,0,104,15,5,3,0,0,0,24,22,8,9,6,4,0,51,18,5,14,3,7,0,49,30,14,15,4,7,0,69,32,21,25,12,12,3,108,55,42,31,18,13,0,158,68,52,33,18,20,0,192,62,75,43,18,15,0,210,73,113,58,19,23,0,285,65,117,26,12,19,0,235,92,155,51,24,14,0,340,45,75,17,7,6,0,145,19,45,16,3,4,0,84,61,110,30,14,12,0,217,65,93,42,7,6,0,215,27,26,17,0,0,4,77,17,31,14,3,0,0,66,57,57,31,11,11,0,164,887,1055,483,175,189,8,2794
POA2284,14,7,13,5,3,0,37,4,0,3,0,3,0,16,8,0,8,0,0,0,22,12,4,0,3,7,0,19,8,9,9,0,5,0,34,17,12,13,12,9,0,60,29,13,13,8,4,0,72,38,23,17,9,20,0,111,31,45,16,5,7,0,111,39,59,26,9,16,0,162,29,61,10,11,6,0,123,61,78,32,12,9,0,194,22,62,11,3,4,0,99,25,42,10,0,0,0,72,51,63,21,3,4,0,148,41,84,24,6,4,0,154,13,17,8,0,5,0,43,9,12,0,0,0,0,21,28,31,6,10,7,3,85,482,640,238,109,100,15,1586
POA2285,40,33,30,5,8,3,121,15,6,3,0,4,0,27,25,11,13,3,12,0,61,24,8,3,3,7,0,53,23,27,30,6,11,4,107,32,54,36,10,18,0,149,62,69,51,20,22,3,226,77,138,51,28,33,0,329,87,145,56,34,15,0,329,135,233,84,50,34,0,541,121,230,49,32,14,0,441,170,360,89,29,29,8,678,94,201,45,16,6,4,362,46,147,11,10,4,0,230,121,292,56,10,15,0,499,68,171,56,12,7,0,320,30,43,19,3,7,0,102,22,27,4,3,0,0,51,54,97,36,12,11,0,204,1243,2279,714,297,263,29,4832
POA2286,8,7,6,3,0,0,19,0,0,0,0,0,0,0,3,0,0,3,0,0,15,10,4,4,0,3,0,16,4,0,4,0,4,0,21,3,3,5,0,3,0,17,15,7,12,0,6,0,39,17,18,11,6,6,0,52,20,26,4,13,6,0,55,15,48,12,6,3,0,87,19,32,9,9,0,0,75,27,59,11,7,5,0,113,14,27,4,4,0,0,52,3,21,8,3,0,0,36,15,23,7,0,0,0,44,14,9,11,0,0,0,38,6,0,0,0,0,0,5,0,0,0,0,0,0,3,8,10,7,0,3,0,32,201,302,110,57,44,3,718
POA2287,43,35,24,0,13,3,124,3,4,13,0,5,0,31,23,9,18,3,13,0,64,26,13,12,0,4,0,62,38,21,30,12,16,0,116,47,46,45,13,22,4,179,57,60,54,25,16,4,211,66,123,66,40,41,0,339,75,150,55,24,27,3,335,130,239,77,40,35,0,526,98,218,53,23,20,0,422,197,323,104,29,29,6,685,87,188,53,19,9,4,362,63,145,20,12,6,0,236,87,248,69,26,18,0,453,92,234,59,16,12,0,409,31,61,23,4,4,0,116,12,26,11,3,3,0,50,60,90,48,13,18,4,235,1254,2237,830,298,302,34,4958
POA2289,31,13,18,4,4,0,66,5,6,6,0,0,0,20,13,8,7,5,5,0,37,13,10,4,3,4,0,38,22,16,5,0,8,0,55,21,24,11,5,11,0,73,21,26,16,5,9,0,71,24,58,35,14,9,0,134,28,57,21,17,10,0,131,28,79,31,14,6,0,168,27,83,22,7,3,0,151,65,155,39,18,11,8,296,41,113,14,12,4,0,185,39,86,11,5,8,0,149,75,201,34,13,12,0,333,64,221,47,16,3,0,352,21,78,15,5,6,0,123,8,30,6,0,3,0,45,33,53,18,10,10,0,120,578,1307,373,141,132,18,2546
POA2290,51,27,31,8,17,3,134,18,12,6,4,4,0,36,29,19,14,4,7,0,80,15,16,17,6,5,0,52,33,32,21,3,9,0,100,29,41,36,6,21,0,136,52,57,28,10,27,0,177,57,104,61,29,30,0,277,78,103,56,27,22,0,287,85,146,50,32,26,5,345,79,167,37,23,16,0,323,160,290,87,38,22,0,594,63,162,23,12,3,6,269,53,83,25,11,3,0,176,106,263,34,12,8,0,430,98,260,62,16,11,0,451,28,92,21,4,3,0,145,19,73,16,0,0,0,105,42,89,27,15,34,0,197,1095,2040,644,253,268,16,4320
POA2291,28,25,13,0,0,0,68,3,3,3,0,0,0,9,8,5,0,0,0,0,15,7,5,0,0,0,0,13,5,9,3,0,3,0,24,7,11,12,0,3,0,35,17,14,11,4,0,0,37,14,15,13,0,0,0,45,22,16,8,6,4,0,55,21,23,9,5,4,0,61,11,13,10,0,3,0,40,44,69,21,8,10,0,147,12,30,7,4,6,0,61,9,34,6,4,0,0,46,23,71,15,3,5,0,114,55,159,44,15,0,0,277,24,78,35,4,0,0,149,27,129,35,0,0,0,185,27,42,21,3,5,0,96,356,750,271,61,51,6,1491
POA2292,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,6,6,3,3,0,0,0,9,6,4,3,0,4,0,19,4,4,0,0,0,0,9,5,9,3,0,0,0,18,0,10,3,0,0,0,18,10,13,0,0,0,0,18,14,17,3,6,0,0,42,7,3,0,0,0,0,13,4,6,0,5,0,0,13,10,15,8,3,4,0,32,13,10,3,0,0,0,25,3,0,0,0,0,0,9,8,0,0,0,0,0,3,0,0,0,0,6,0,3,79,116,23,20,22,0,263
POA2293,7,0,0,0,0,0,8,4,0,0,0,0,0,5,8,0,0,0,0,0,7,0,0,0,0,0,0,4,5,0,0,0,0,0,4,3,0,3,0,4,0,10,7,4,0,0,0,0,14,16,0,4,0,0,0,23,5,9,0,0,0,0,11,7,6,5,4,0,0,21,6,6,0,0,0,0,19,23,20,4,4,0,0,52,7,10,0,0,0,0,17,4,13,0,0,0,0,19,11,16,0,0,0,0,33,16,15,6,3,5,0,40,4,9,3,0,0,0,10,5,3,0,0,0,0,10,6,5,0,0,0,0,14,138,124,27,19,16,6,319
POA2294,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,3,0,0,8,3,8,0,0,0,0,12,4,5,4,4,0,0,17,3,0,0,0,4,0,15,9,4,0,3,3,0,19,9,12,4,0,3,0,31,5,12,0,0,0,0,13,0,0,0,0,0,0,8,6,6,0,0,0,0,13,11,9,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,5,0,0,0,0,13,73,83,21,11,12,0,202
POA2295,14,0,10,0,4,0,31,0,3,0,0,0,0,4,10,4,0,0,0,0,12,3,9,0,0,0,0,12,10,4,3,0,0,0,27,11,3,7,4,0,0,19,9,12,3,0,0,0,24,12,14,9,0,0,0,39,7,14,9,3,0,0,36,19,20,13,3,5,0,59,4,24,5,0,0,0,33,27,58,11,0,4,0,99,10,32,7,0,0,0,60,9,32,6,3,0,0,51,36,64,8,7,6,0,113,31,63,8,5,4,0,108,3,24,11,0,0,0,42,4,8,3,0,0,0,19,12,13,8,5,3,0,42,243,397,128,32,27,3,829
POA2296,7,0,0,0,3,0,7,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,6,4,0,0,0,0,0,3,0,8,0,0,0,0,17,4,9,0,0,0,0,18,0,3,0,0,4,0,10,3,3,0,0,0,0,14,7,4,0,0,5,0,13,17,11,0,0,0,0,27,10,9,0,0,0,0,15,9,5,0,0,0,0,15,10,17,3,4,0,0,26,8,9,0,5,3,0,26,0,5,0,0,0,0,7,0,0,0,0,0,0,4,6,3,0,0,0,0,6,80,81,16,18,14,6,212
POA2297,3,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,0,0,5,4,0,0,0,0,0,8,3,5,0,6,0,0,8,5,6,7,0,0,0,17,9,7,0,3,0,0,23,6,14,5,0,3,0,23,5,0,0,0,0,0,12,11,13,0,0,0,0,21,5,11,0,0,0,0,18,3,8,0,0,0,0,14,0,16,0,0,0,0,20,7,15,0,0,0,0,25,4,4,0,0,0,0,9,0,0,0,0,0,0,3,4,0,0,0,0,0,5,72,97,26,16,10,5,225
POA2298,9,7,9,0,0,0,28,0,0,0,0,0,0,6,8,0,3,0,0,0,10,3,0,0,0,5,0,8,10,8,0,3,0,0,28,9,12,9,4,5,0,34,9,17,3,5,8,3,43,20,24,15,6,11,0,72,23,17,4,4,3,3,48,39,29,13,11,5,0,102,25,34,3,5,0,0,79,43,50,9,7,7,0,119,27,28,14,0,0,0,76,12,20,3,0,0,0,38,28,64,6,3,0,0,103,34,43,7,5,3,0,91,7,6,5,0,0,0,30,3,6,0,0,0,0,13,9,19,3,0,9,0,46,329,388,105,66,61,6,960
POA2299,18,13,7,0,3,0,44,3,0,4,0,0,0,5,0,0,3,0,6,0,11,0,0,0,0,0,0,8,3,9,4,0,0,0,10,7,11,5,0,7,0,33,11,15,5,4,5,0,45,23,23,8,4,8,0,69,10,27,18,7,9,0,64,20,46,7,10,3,0,89,26,30,6,4,0,0,74,37,68,17,11,5,0,139,22,21,11,5,4,0,53,13,26,5,4,5,0,50,32,63,11,3,6,0,113,19,56,13,0,0,0,90,6,21,8,0,6,0,41,4,8,0,0,0,0,18,11,19,4,0,0,0,45,266,449,135,51,74,17,1000
POA2300,15,6,9,0,0,0,29,6,0,0,0,0,0,6,5,4,0,0,0,0,10,6,0,0,0,5,0,13,6,5,3,0,3,0,12,10,3,0,0,0,0,15,16,4,0,0,0,0,19,15,11,0,0,0,0,27,16,9,0,5,4,0,38,17,11,9,0,3,0,43,10,16,0,0,0,0,32,43,16,8,0,8,0,80,11,13,8,0,3,0,30,22,6,3,3,0,0,38,14,21,11,0,3,0,56,50,41,14,14,3,0,122,32,29,14,5,3,0,81,32,44,19,0,0,0,101,16,16,10,0,3,0,42,343,268,118,35,47,4,810
POA2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,0,5,4,0,0,0,0,0,4,4,0,0,0,0,0,10,8,0,0,0,0,0,9,3,0,0,0,0,0,3,5,0,0,0,0,0,5,3,0,0,0,0,0,4,4,0,0,0,0,0,8,7,0,0,0,0,0,10,0,6,0,0,0,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,3,45,16,3,0,5,0,75
POA2303,18,5,9,0,0,0,31,5,0,5,0,4,0,13,3,5,3,0,0,0,14,5,4,5,3,0,0,18,3,4,5,0,3,0,15,9,10,0,0,6,0,17,5,5,5,3,0,0,29,7,11,7,3,0,0,30,3,12,9,0,0,0,32,14,14,0,0,0,0,38,11,12,9,4,0,0,38,15,42,16,5,3,0,76,8,28,3,4,4,0,41,9,16,0,0,0,0,18,24,38,3,0,0,0,79,30,67,10,0,0,0,114,16,47,9,3,6,0,79,7,38,7,0,0,0,57,15,25,3,0,0,0,50,206,376,117,43,38,5,781
POA2304,18,15,5,0,0,0,45,0,4,0,0,0,0,10,5,3,6,0,0,0,18,11,11,0,0,0,0,22,16,13,9,4,5,0,45,17,9,13,4,9,0,48,27,31,8,11,7,0,89,39,34,10,10,10,0,108,41,61,15,12,13,0,146,52,56,17,20,14,0,158,43,64,14,10,10,0,144,75,103,25,21,10,0,230,51,71,5,0,5,0,146,26,27,4,3,0,0,60,64,91,8,4,0,0,177,38,65,10,3,6,0,122,14,24,0,0,0,0,42,0,6,0,0,0,0,12,21,15,15,4,7,0,61,570,697,170,118,106,9,1666
POA2305,20,18,14,6,7,0,55,0,0,3,5,0,0,10,8,8,3,0,3,0,22,4,4,0,0,0,0,12,13,11,8,5,4,0,30,11,13,9,0,5,0,40,16,28,19,3,8,0,67,20,27,19,3,7,0,85,16,36,18,4,4,0,73,22,42,22,8,9,3,108,22,26,10,6,0,0,67,37,79,27,10,8,0,157,11,39,7,3,7,0,69,17,47,8,0,3,0,77,31,115,21,14,0,0,182,34,132,37,9,4,0,214,19,64,22,3,0,3,107,6,41,12,0,0,0,64,27,19,12,4,11,0,71,310,746,274,91,79,14,1509
POA2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,5,4,0,0,14,4,9,0,0,0,0,15,9,5,0,0,0,0,14,3,7,0,3,0,0,15,0,3,4,0,0,0,8,3,3,0,3,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,44,38,14,14,3,0,111
POA2307,4,0,3,0,0,0,7,0,0,0,0,0,0,6,3,0,0,0,0,0,8,3,0,0,0,0,0,5,11,5,6,0,0,0,17,6,4,3,0,9,0,33,4,10,5,0,5,0,21,21,14,0,3,3,0,40,11,20,5,3,3,0,47,23,42,9,3,4,4,87,22,27,3,5,3,0,57,14,27,4,4,6,0,51,4,9,3,0,0,0,11,0,10,0,0,0,0,6,5,6,3,0,0,0,13,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,4,0,0,22,150,180,50,37,37,7,469
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,9,3,0,0,0,0,0,11,0,9,0,0,0,0,10,5,4,0,0,0,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,4,3,9,0,0,0,0,9,0,3,0,0,0,0,4,0,4,0,0,0,0,4,6,3,0,0,0,0,11,26,47,4,8,5,0,92
POA2312,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,4,6,0,4,5,0,0,17,3,7,5,0,0,0,12,7,11,3,0,4,0,20,3,3,0,0,0,0,17,4,6,4,0,0,0,11,10,11,3,0,0,0,23,0,5,0,0,0,0,7,4,0,0,0,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,3,4,0,5,0,0,0,11,0,0,5,0,0,0,7,0,3,0,0,0,0,3,5,0,0,0,0,0,5,3,9,0,0,0,0,15,59,63,35,7,7,0,174
