POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3090,28,0,0,0,0,28,7,0,0,0,0,7,3,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,8,30,0,0,0,0,30,23,0,0,0,0,23,43,0,0,0,0,43,33,0,0,0,0,33,70,0,0,0,0,70,90,0,0,0,0,91,30,0,0,0,0,30,372,0,0,0,0,372
POA3091,18,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,6,0,0,0,0,6,14,0,0,0,0,14,27,0,0,0,0,27,22,0,0,0,0,22,28,0,0,0,0,28,56,0,0,0,0,56,31,0,0,0,0,31,216,0,0,0,0,215
POA3093,15,3,0,0,0,17,4,0,0,0,0,4,7,3,0,0,0,14,7,4,0,0,0,9,10,3,0,0,0,11,38,9,6,0,0,51,35,28,0,0,0,71,78,31,0,0,0,112,53,6,3,0,0,63,78,11,0,0,0,84,92,4,0,0,0,97,26,7,0,0,0,34,450,111,20,0,0,575
POA3094,64,6,0,0,0,70,14,7,0,0,0,18,23,0,0,0,0,24,35,3,0,0,0,37,51,0,0,0,0,50,119,19,0,0,0,136,140,23,3,0,0,170,252,44,0,0,0,299,224,22,0,0,0,250,213,7,0,0,0,223,109,8,0,0,0,112,76,9,0,0,0,86,1315,144,8,0,3,1473
POA3095,222,0,11,0,0,233,64,0,3,0,0,68,59,0,0,0,0,66,94,4,6,0,0,93,123,5,3,0,0,130,343,23,15,0,0,374,383,12,35,0,0,427,703,39,42,0,0,788,620,23,25,0,0,671,735,21,5,0,0,760,460,5,7,0,0,471,257,6,5,0,0,271,4052,141,163,0,0,4354
POA3096,9,0,0,0,0,9,7,0,0,0,0,7,4,0,0,0,0,4,9,0,0,0,0,9,14,0,0,0,0,14,25,0,0,0,0,25,27,0,0,0,0,27,64,0,0,0,0,64,58,0,0,0,0,58,49,0,0,0,0,49,25,0,0,0,0,25,21,0,0,0,0,24,310,0,0,0,0,312
POA3097,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,17,0,0,0,0,17,33,0,0,0,0,33,25,0,0,0,0,25,45,0,0,0,0,45,58,0,0,0,0,58,9,0,0,0,0,9,202,0,0,0,0,202
POA3099,38,0,0,0,0,38,18,0,0,0,0,18,9,0,0,0,0,10,22,0,0,0,0,22,35,0,0,0,0,35,73,0,0,0,0,73,125,0,0,0,0,125,173,0,0,0,0,173,114,0,0,0,0,116,104,0,0,0,0,101,70,0,0,0,0,69,47,0,0,0,0,47,825,3,0,0,0,826
POA3101,117,31,26,0,0,177,19,13,8,0,0,30,16,9,8,0,0,28,23,11,11,0,0,46,17,15,16,0,0,41,54,42,30,0,0,131,59,30,67,0,0,152,119,64,136,0,0,314,72,62,73,0,0,209,160,94,60,0,0,311,765,156,45,0,0,965,158,37,19,0,0,220,1568,549,497,0,0,2628
POA3102,49,15,0,0,0,66,10,3,0,0,0,13,8,0,0,0,0,8,8,3,0,0,0,9,14,4,4,0,0,17,33,7,5,0,0,46,25,5,9,0,0,35,61,16,16,0,0,90,35,14,7,0,0,58,88,25,5,0,0,123,226,25,3,0,0,260,39,9,3,0,0,52,586,140,52,0,0,779
POA3103,104,28,12,0,0,145,18,7,0,0,0,27,8,3,0,0,0,11,9,3,8,0,0,21,8,3,0,0,0,15,66,27,12,0,0,102,36,27,24,0,0,92,93,53,30,0,0,179,65,33,10,0,0,101,121,51,9,0,0,177,504,74,4,0,0,583,99,16,13,0,0,133,1140,318,123,0,0,1587
POA3104,176,19,4,0,0,204,18,4,0,0,0,22,16,3,0,0,0,19,22,4,0,0,0,28,31,10,0,0,0,34,102,16,3,0,0,119,97,9,10,0,0,121,181,31,19,0,0,228,122,22,5,0,0,146,283,46,7,0,0,334,753,54,0,0,0,808,202,20,7,0,0,221,1990,240,61,7,0,2287
POA3105,75,5,5,0,0,83,14,0,0,0,0,16,7,5,0,0,0,10,16,0,5,0,0,19,27,6,3,0,0,38,60,14,11,0,0,84,65,28,29,0,0,121,121,23,37,0,0,179,108,23,17,0,0,150,169,30,9,0,0,208,185,36,10,0,0,226,60,10,0,0,0,70,906,186,126,0,0,1214
POA3106,118,24,0,0,0,146,15,4,0,0,0,20,18,3,0,0,0,25,35,9,0,0,0,45,36,8,0,0,0,42,107,20,12,0,0,138,88,30,12,0,0,127,201,55,10,0,0,269,127,47,4,0,0,184,286,68,7,0,0,361,443,58,0,0,0,496,139,31,3,0,0,172,1610,357,54,0,0,2016
POA3107,80,21,0,0,0,95,25,0,0,0,0,24,11,0,0,0,0,16,24,7,0,0,0,32,33,4,0,0,0,35,97,21,0,0,0,115,105,33,0,0,0,147,204,62,5,0,0,266,141,43,9,0,0,192,240,59,5,0,0,306,247,37,0,0,0,283,104,21,4,0,0,128,1310,320,22,0,0,1649
POA3108,122,36,37,0,0,195,22,6,4,0,0,32,25,3,5,0,0,32,28,9,16,0,0,52,29,15,16,0,0,63,90,39,106,0,0,231,84,47,132,0,0,268,202,108,174,0,0,490,134,99,52,0,0,287,242,125,33,0,0,404,338,82,15,0,0,436,120,41,35,0,0,193,1435,620,633,0,0,2682
POA3109,154,57,19,0,0,224,39,10,7,0,0,51,30,9,5,0,0,44,33,12,10,0,0,57,48,13,16,0,0,84,160,55,55,0,0,269,134,74,112,0,4,314,288,153,115,0,0,550,216,133,46,0,0,401,447,149,35,0,0,624,490,95,17,0,0,600,161,57,31,0,0,246,2204,813,458,0,0,3483
POA3111,76,12,0,0,0,83,24,4,0,0,0,26,18,0,0,0,0,23,23,0,0,0,0,23,38,3,0,0,0,42,105,7,8,0,0,119,102,14,5,0,0,121,226,22,12,0,0,260,144,18,6,0,0,172,250,12,4,0,0,262,306,13,0,0,0,325,113,8,4,0,0,127,1431,114,38,0,0,1581
POA3113,78,0,0,0,0,79,16,0,0,0,0,16,17,0,0,0,0,17,29,0,0,0,0,29,42,0,0,0,0,42,109,0,0,0,0,114,111,0,0,0,0,110,247,0,0,0,0,247,177,0,0,0,0,177,206,0,0,0,0,206,223,0,0,0,0,223,95,0,0,0,0,93,1344,0,0,0,0,1352
POA3114,41,0,0,0,0,41,11,0,0,0,0,11,6,0,0,0,0,6,14,0,0,0,0,14,9,0,0,0,0,9,30,0,0,0,0,30,39,0,0,0,0,39,40,0,0,0,0,43,52,0,0,0,0,52,87,0,0,0,0,87,159,0,0,0,0,158,58,0,0,0,0,58,537,0,0,0,0,535
POA3115,39,0,0,0,0,39,14,0,0,0,0,14,9,0,0,0,0,9,13,0,0,0,0,13,16,0,0,0,0,16,55,0,0,0,0,50,47,0,0,0,0,46,93,0,0,0,0,93,71,0,0,0,0,71,88,0,0,0,0,94,117,0,0,0,0,117,41,0,0,0,0,41,597,0,0,0,0,602
POA3116,74,0,0,0,0,74,27,0,0,0,0,27,17,0,0,0,0,17,36,0,0,0,0,38,47,0,0,0,0,48,156,5,0,0,0,164,221,7,0,0,0,230,472,4,0,0,0,480,371,0,0,0,0,373,251,0,0,0,0,251,93,0,0,0,0,96,121,0,0,0,0,121,1890,21,0,0,3,1911
POA3121,45,61,37,0,0,141,9,14,18,0,0,37,16,6,21,0,0,41,4,14,27,0,0,45,6,33,41,0,0,86,41,85,213,0,0,340,46,83,329,0,0,459,77,164,418,3,0,655,72,122,198,0,0,392,116,270,166,0,0,554,251,347,95,0,0,694,28,81,75,0,0,184,712,1279,1639,9,0,3638
POA3122,62,27,47,0,0,137,7,8,11,0,0,22,9,4,11,0,0,27,3,0,20,0,0,26,7,0,26,0,0,38,31,21,153,0,0,209,24,15,263,0,0,312,54,44,317,0,0,414,53,32,120,0,0,207,78,71,102,0,0,252,387,176,57,0,0,619,87,32,46,0,0,160,801,436,1180,0,0,2422
POA3123,52,21,18,0,0,97,3,0,5,0,0,14,5,5,7,0,0,13,12,6,20,0,0,34,10,11,19,0,0,41,45,20,97,0,0,160,26,16,143,0,0,184,58,32,171,0,0,261,33,28,87,0,0,149,83,45,64,0,0,192,341,140,41,0,0,518,51,24,26,0,0,106,720,346,691,0,0,1767
POA3124,154,28,7,0,0,196,27,5,5,0,0,45,15,7,0,0,0,24,22,7,4,0,0,35,26,10,14,0,0,49,64,26,20,0,0,117,56,24,32,0,0,117,134,61,62,0,0,257,91,51,33,0,0,182,208,77,20,0,0,308,690,106,17,4,0,813,126,23,19,0,0,172,1619,434,245,5,3,2308
POA3125,83,15,6,0,0,110,32,0,0,0,0,35,9,0,0,0,0,9,20,5,0,0,0,26,20,9,0,0,0,31,61,23,24,0,0,109,66,29,22,0,0,123,106,61,38,0,0,202,112,70,9,0,0,196,204,75,6,0,0,285,201,45,7,0,0,258,70,22,5,0,0,97,992,358,127,0,0,1478
POA3126,49,14,0,0,0,61,8,0,0,0,0,9,6,0,0,0,0,5,5,6,3,0,0,6,12,0,0,0,0,11,28,8,7,0,0,43,23,8,3,0,0,33,54,12,3,0,0,67,32,17,6,0,0,59,73,27,10,0,0,110,294,49,11,0,0,351,65,11,0,0,0,80,630,154,51,5,0,838
POA3127,148,33,3,0,0,182,19,7,0,0,0,30,20,0,4,0,0,30,13,9,5,0,0,27,39,13,8,0,0,59,78,41,22,0,0,138,82,31,27,0,0,143,153,77,52,0,0,285,115,76,26,0,0,217,257,64,17,0,0,337,609,77,15,0,0,708,116,34,17,0,0,169,1648,450,193,3,0,2305
POA3128,77,28,28,0,0,141,24,9,6,0,0,43,13,8,3,0,0,22,27,17,10,0,0,45,20,16,14,0,0,57,71,39,99,0,0,211,78,53,130,0,0,260,152,111,118,0,0,383,118,58,30,0,0,202,194,75,32,0,0,295,282,45,14,0,0,346,99,39,36,0,0,169,1160,479,529,0,0,2170
POA3129,103,42,0,0,0,147,21,18,0,0,0,39,26,10,0,0,0,33,29,15,3,0,0,53,38,17,0,0,0,53,95,49,10,0,0,159,100,58,11,0,0,163,185,112,12,0,0,317,145,71,7,0,0,226,257,104,7,0,0,364,335,77,5,0,0,416,84,28,5,0,0,117,1409,606,67,0,0,2086
POA3130,233,38,7,0,0,282,43,17,0,0,0,67,46,5,7,0,0,53,77,14,4,0,0,96,103,19,9,0,0,131,269,53,73,0,0,396,265,61,76,0,0,402,491,105,52,0,0,645,367,106,19,0,0,494,638,106,18,0,0,768,604,51,9,0,0,662,215,30,10,0,0,258,3358,608,280,0,0,4250
POA3131,147,35,0,0,0,191,34,8,0,0,0,42,40,13,0,0,0,48,52,10,4,0,0,64,59,21,11,0,0,89,192,57,20,0,0,263,235,75,23,0,0,330,392,123,13,0,0,530,303,105,0,0,0,409,395,71,4,0,0,464,269,30,6,0,0,300,138,39,4,0,0,180,2257,583,72,0,0,2918
POA3132,105,40,0,0,0,147,29,8,0,0,0,42,25,10,0,0,0,37,42,8,0,0,0,46,45,15,4,0,0,68,116,64,22,0,0,214,154,84,23,0,0,262,279,142,16,0,0,439,191,107,6,0,0,297,312,90,4,0,0,403,213,35,0,0,0,250,80,35,9,0,0,124,1581,639,93,0,0,2320
POA3133,192,16,0,0,0,206,34,7,0,0,0,38,35,5,0,0,0,44,52,7,0,0,0,59,57,13,0,0,0,68,171,29,4,0,0,200,192,32,14,0,0,234,411,87,9,0,0,505,350,62,5,0,0,418,504,24,0,0,0,533,358,15,0,0,0,376,163,21,0,0,0,184,2516,312,36,0,0,2861
POA3134,226,3,8,0,0,247,80,0,3,0,0,85,77,0,4,0,0,80,106,3,8,0,0,118,120,13,14,0,0,149,389,17,54,0,0,464,476,32,76,0,0,583,874,48,72,0,0,989,642,19,15,0,0,684,642,23,16,0,0,682,379,3,9,0,0,396,291,7,14,0,0,309,4307,171,298,0,5,4785
POA3135,126,5,0,0,0,135,56,0,0,0,0,56,51,0,0,0,0,51,70,3,0,0,0,75,86,5,0,0,0,88,246,18,4,0,0,259,379,32,4,0,0,418,645,41,3,0,0,693,447,24,0,0,0,474,401,13,0,0,0,412,212,7,0,0,0,216,142,10,0,0,0,153,2856,159,14,0,0,3032
POA3136,313,22,6,0,0,347,109,6,4,0,0,126,100,8,0,0,0,107,160,10,8,0,0,177,232,20,10,0,0,271,670,68,56,0,0,790,833,113,70,0,0,1017,1513,137,23,0,4,1675,1055,77,8,0,0,1141,801,27,4,0,0,836,368,9,8,0,0,379,328,21,3,0,0,355,6488,525,202,0,5,7223
POA3137,103,13,0,0,0,117,45,0,0,0,0,48,44,8,3,0,0,52,54,3,0,0,0,56,91,0,0,0,0,98,250,19,0,0,0,268,313,29,0,0,0,347,609,64,0,0,0,676,339,26,0,0,0,370,171,7,0,0,0,179,100,8,0,0,0,109,144,8,0,0,0,155,2273,190,13,0,0,2476
POA3138,141,0,0,0,0,148,56,0,0,0,0,55,36,0,0,0,0,36,93,4,0,0,0,93,118,0,0,0,0,125,350,20,0,0,0,374,517,19,0,0,0,533,963,44,3,0,0,1005,601,15,0,0,0,621,348,7,0,0,0,353,165,0,0,0,0,169,197,8,0,0,0,202,3589,122,4,0,0,3718
POA3139,125,0,0,0,0,125,47,0,0,0,0,47,47,0,0,0,0,47,82,0,0,0,0,82,108,0,0,0,0,108,329,0,0,0,0,329,455,0,0,0,0,458,683,0,0,0,0,683,298,0,0,0,0,298,194,0,0,0,0,195,114,0,0,0,0,114,189,0,0,0,0,187,2669,0,0,0,0,2675
POA3140,118,12,0,0,0,125,34,9,0,0,0,52,39,9,0,0,0,49,56,5,0,0,0,70,84,16,0,0,0,106,262,43,0,0,5,300,400,83,0,0,0,480,636,75,0,0,0,710,386,20,0,0,0,406,284,8,0,0,0,288,136,4,0,0,0,134,175,10,0,0,0,191,2618,294,4,4,3,2916
POA3141,26,21,87,0,0,138,0,6,8,0,0,16,0,8,15,0,0,17,4,3,24,0,0,27,4,7,38,0,0,54,14,22,239,0,0,278,7,10,290,0,0,307,16,35,402,0,0,451,14,31,151,0,0,198,24,64,166,0,0,254,123,162,146,0,0,434,23,35,85,0,0,147,254,404,1657,0,6,2313
POA3142,48,19,36,0,0,99,4,0,11,0,0,15,5,5,4,0,0,10,0,3,13,0,0,8,9,3,12,0,0,24,20,14,38,0,0,71,9,11,53,0,0,76,20,24,94,0,0,139,11,15,39,0,0,66,28,29,74,0,0,133,287,98,92,0,0,477,61,23,37,0,0,118,506,230,497,0,0,1239
POA3143,22,11,16,0,3,50,5,0,7,0,0,13,0,4,3,0,0,10,3,3,13,0,0,17,3,10,14,0,0,22,14,8,56,0,0,79,19,16,93,0,0,120,19,17,102,0,0,135,24,12,68,0,0,94,38,26,59,0,0,117,153,72,46,0,0,265,32,23,20,0,0,74,318,188,496,0,3,1005
POA3144,49,23,17,0,0,87,16,4,4,0,0,21,3,8,7,0,0,20,4,5,10,0,0,19,11,4,12,0,0,20,18,6,40,6,0,67,18,5,37,5,0,70,53,20,64,0,0,134,29,13,28,0,0,79,79,37,27,0,0,145,362,74,31,3,0,471,61,20,8,0,0,98,703,217,288,17,0,1224
POA3145,120,39,16,5,0,173,23,5,11,0,0,37,18,4,3,0,0,30,22,10,13,0,0,44,26,10,15,0,0,55,86,44,58,4,0,188,94,41,54,6,0,201,177,104,78,3,3,361,99,71,40,0,0,211,243,128,24,0,0,391,717,127,12,0,0,854,154,39,17,0,0,208,1775,619,338,16,3,2750
POA3146,162,30,32,0,0,218,19,8,4,0,0,30,18,0,9,0,0,23,35,6,11,0,0,53,37,9,22,0,0,67,92,42,75,0,0,206,78,28,107,0,0,218,188,74,182,0,0,445,153,69,81,0,0,303,253,90,75,0,0,419,872,143,54,0,0,1070,150,29,29,0,0,204,2047,529,680,0,0,3262
POA3147,88,13,8,0,0,104,21,4,6,0,0,28,14,3,5,0,0,23,23,6,0,0,0,35,26,4,0,0,0,27,89,14,12,0,0,117,69,21,13,0,0,108,147,48,47,3,0,248,130,33,30,0,0,195,226,49,31,0,0,312,399,50,19,0,0,472,99,11,13,0,0,121,1329,255,193,6,0,1782
POA3148,52,12,3,0,0,72,8,3,3,0,0,12,3,0,4,0,0,10,15,3,3,0,0,28,15,6,3,0,0,27,34,20,36,0,0,85,50,23,58,0,0,135,96,67,47,0,0,213,75,92,24,0,0,193,118,67,28,0,0,211,88,37,3,0,0,136,48,24,10,0,0,82,605,357,229,0,0,1198
POA3149,224,23,46,0,0,293,36,3,8,0,0,55,39,4,10,0,0,53,47,11,9,0,0,63,63,4,25,0,0,94,172,29,46,0,0,253,163,35,65,0,0,256,340,70,134,0,0,542,236,52,123,0,0,409,504,101,151,0,0,756,714,81,63,0,0,860,230,27,42,0,0,297,2759,447,720,0,0,3932
POA3150,471,35,17,0,0,527,90,12,3,0,0,104,80,9,4,0,0,88,109,13,10,0,0,131,113,15,13,0,0,136,323,28,32,0,0,380,400,40,53,0,0,486,716,78,92,0,0,883,530,62,44,0,0,638,973,103,45,0,0,1114,1217,66,25,0,0,1305,410,53,23,0,0,487,5435,498,355,0,0,6288
POA3151,51,16,3,0,0,72,17,0,0,0,0,20,14,0,4,0,0,22,19,9,0,0,0,31,35,3,3,0,0,43,61,13,25,0,0,107,60,27,36,0,0,125,125,32,16,0,0,167,90,18,5,0,0,115,160,24,0,0,0,186,117,13,0,0,0,131,66,16,5,0,0,84,819,184,109,0,0,1111
POA3152,260,18,5,0,0,280,65,10,4,0,0,77,65,11,3,0,0,80,93,8,0,0,0,103,112,6,3,0,0,128,338,37,19,0,0,396,384,56,17,0,0,466,743,118,15,0,0,871,551,70,4,0,0,618,674,48,0,0,0,729,366,32,0,0,0,401,240,26,3,0,0,271,3902,444,76,0,0,4416
POA3153,112,31,11,0,0,150,40,10,0,0,0,47,49,4,4,0,0,56,63,18,8,0,0,88,75,31,7,0,0,118,296,106,35,0,0,436,397,145,55,0,0,600,612,170,37,0,0,821,354,74,16,0,0,445,199,42,0,0,0,249,88,24,0,0,0,110,126,31,9,0,0,162,2420,696,175,0,0,3288
POA3154,38,0,0,0,0,38,11,0,0,0,0,11,14,0,0,0,0,14,30,0,0,0,0,30,27,0,0,0,0,28,72,0,0,0,0,75,129,4,0,0,0,129,214,3,0,0,0,217,123,0,0,0,0,124,58,7,0,0,0,61,29,0,0,0,0,29,41,0,0,0,0,44,782,19,0,0,0,794
POA3155,124,36,0,0,0,165,48,8,0,0,0,61,43,13,0,0,0,59,68,28,0,0,0,98,123,28,5,0,0,158,357,89,22,0,0,467,419,182,28,0,0,626,724,260,21,0,0,1005,416,83,0,0,0,496,207,42,0,0,0,247,99,23,0,0,0,122,162,37,8,0,0,209,2795,826,88,0,5,3715
POA3156,283,14,5,0,0,301,87,4,0,0,0,94,81,5,0,0,0,90,145,7,6,0,0,153,210,17,0,0,0,228,673,46,16,0,0,738,794,76,20,0,0,893,1372,86,20,4,0,1483,845,54,3,0,0,901,628,19,0,0,0,649,351,10,0,0,0,360,314,13,0,0,0,328,5781,348,76,8,0,6209
POA3158,61,0,0,0,0,61,32,0,0,0,0,32,26,0,0,0,0,26,35,0,0,0,0,35,46,0,0,0,0,46,156,0,0,0,0,158,180,0,0,0,0,178,305,0,3,0,0,307,190,0,0,0,0,188,126,0,0,0,0,126,50,0,0,0,0,50,81,0,0,0,0,86,1285,3,3,0,0,1290
POA3159,23,0,0,0,0,23,7,0,0,0,0,7,14,0,0,0,0,14,9,0,0,0,0,9,16,0,0,0,0,16,57,0,0,0,0,57,64,0,0,0,0,64,110,0,0,0,0,112,76,0,0,0,0,76,42,0,0,0,0,42,31,0,0,0,0,31,38,0,0,0,0,38,495,0,0,0,0,498
POA3160,95,0,0,0,0,95,31,0,0,0,0,31,22,0,0,0,0,22,57,0,0,0,0,58,62,0,0,0,0,61,247,3,0,0,0,245,269,3,0,0,0,275,423,0,0,0,0,422,233,0,0,0,0,234,149,0,0,0,0,149,85,0,0,0,0,85,82,0,0,0,0,80,1754,9,0,0,0,1769
POA3161,80,22,24,0,0,123,15,10,4,0,0,30,5,9,4,0,0,17,12,11,6,0,0,28,9,10,3,0,0,20,41,26,54,0,0,118,24,35,103,0,0,153,67,53,152,0,0,269,48,55,55,0,0,161,74,81,50,0,0,210,315,104,28,0,0,453,104,47,30,0,0,170,796,456,504,0,0,1752
POA3162,89,48,4,0,0,134,19,7,4,0,0,28,10,9,4,0,0,30,19,11,6,0,0,37,25,7,11,0,0,37,61,43,32,0,0,139,64,41,38,0,0,141,143,89,70,0,0,303,96,87,23,0,0,209,198,162,18,0,0,383,429,131,14,0,0,577,115,59,12,0,0,182,1266,692,242,5,0,2210
POA3163,107,62,35,0,0,210,20,19,14,0,0,54,21,19,17,0,0,55,34,27,23,0,0,84,52,33,57,0,0,142,140,98,227,0,0,467,117,116,290,3,0,527,219,237,370,3,0,831,151,193,115,7,0,464,277,211,64,0,0,558,405,139,36,0,0,577,106,65,65,0,0,237,1651,1226,1313,13,0,4203
POA3165,168,28,22,0,0,218,53,8,3,0,0,60,39,3,4,0,0,51,68,10,14,0,0,84,73,18,14,0,0,103,206,46,77,0,0,326,193,30,100,0,0,321,410,103,166,0,0,684,333,89,77,0,0,493,592,143,97,0,0,840,580,134,61,0,0,773,195,45,40,0,0,282,2909,652,678,3,0,4251
POA3166,134,24,11,0,0,168,25,7,3,0,0,34,37,3,4,0,0,40,53,11,3,0,0,63,58,13,16,0,0,85,163,55,59,0,0,280,170,61,95,0,0,321,322,129,105,0,0,558,275,89,32,0,0,398,361,97,28,0,0,483,297,36,7,0,0,343,141,29,19,0,0,188,2030,548,384,0,4,2968
POA3167,70,5,5,0,0,74,16,0,0,0,0,16,16,0,0,0,0,16,27,3,0,0,0,25,25,5,0,0,0,37,75,6,10,0,0,97,106,7,22,0,0,139,194,28,14,0,0,236,153,28,8,0,0,183,207,31,3,0,0,240,117,6,0,0,0,122,80,3,0,0,0,82,1086,130,62,0,0,1280
POA3168,28,27,10,0,0,70,11,6,3,0,0,19,12,4,0,0,0,19,13,13,7,0,0,38,20,14,10,0,0,40,40,40,72,0,0,152,41,76,75,0,0,190,103,129,66,0,0,305,88,93,20,0,0,194,68,46,14,0,0,127,50,20,4,0,0,73,44,39,12,0,0,91,511,502,299,0,0,1315
POA3169,89,21,3,0,0,117,26,6,0,0,0,28,22,6,3,0,0,36,43,16,7,0,0,63,47,14,8,0,0,65,129,44,36,0,0,205,168,90,51,0,0,307,274,148,16,0,0,440,198,81,4,0,0,281,196,40,0,0,0,239,86,20,3,0,0,109,96,34,4,0,0,143,1380,518,136,0,0,2036
POA3170,121,21,0,0,0,144,39,0,0,0,0,38,21,6,0,0,0,27,48,3,0,0,0,50,82,18,0,0,0,94,182,39,0,0,0,222,209,48,0,0,0,257,349,120,5,0,0,472,285,94,0,0,0,382,376,56,0,0,0,430,194,34,0,0,0,227,162,19,0,0,0,181,2064,449,9,0,0,2521
POA3171,122,14,4,0,0,144,30,4,3,0,0,35,25,9,0,0,0,37,37,8,0,0,0,49,57,13,11,0,0,83,148,48,17,0,0,213,132,74,8,0,0,214,250,107,7,0,0,373,121,49,5,0,0,177,115,24,0,0,0,140,63,3,4,0,0,75,88,24,7,0,0,119,1195,386,69,0,0,1650
POA3172,198,24,0,0,0,218,49,13,5,0,0,60,44,5,0,0,0,52,70,15,4,0,0,85,81,12,0,0,0,95,267,32,5,0,0,307,329,54,8,0,0,389,481,75,14,0,0,576,281,41,0,0,0,323,286,16,0,0,0,304,154,12,4,0,0,175,185,19,3,0,0,206,2415,319,46,0,0,2783
POA3173,209,12,0,0,0,219,49,9,0,0,0,58,49,5,0,0,0,53,84,11,0,0,0,93,122,14,0,0,0,136,322,21,3,0,0,353,392,61,14,0,0,463,796,90,16,0,0,900,597,68,3,0,0,675,626,27,0,0,0,662,320,14,5,0,0,331,290,15,0,0,0,311,3858,354,39,0,3,4252
POA3174,212,24,28,0,0,261,64,6,15,0,0,81,52,0,8,0,0,63,92,13,29,0,0,130,130,29,48,0,0,202,427,86,120,0,0,637,520,127,130,0,0,777,699,169,104,0,0,963,318,36,19,0,0,376,164,19,16,0,0,197,114,9,8,0,0,131,239,35,34,0,0,308,3016,540,563,0,7,4129
POA3175,206,35,13,0,0,254,74,26,6,0,0,102,65,18,8,0,0,90,130,34,21,0,0,184,140,54,53,0,0,245,430,237,113,0,0,789,565,271,43,3,0,879,873,200,20,0,0,1089,367,40,6,0,0,414,234,40,3,0,0,276,127,29,9,0,0,170,280,75,22,0,0,378,3497,1057,317,8,0,4880
POA3177,48,3,0,0,0,55,24,0,0,0,0,25,29,4,0,0,0,30,54,15,0,0,0,65,48,12,0,0,0,61,191,55,0,0,0,246,242,80,0,0,0,323,213,43,0,0,0,256,33,8,0,0,0,42,33,3,0,0,0,36,21,8,0,0,0,29,73,16,0,0,0,93,1012,246,4,0,0,1260
POA3178,274,4,0,0,0,279,88,4,0,0,0,93,75,4,0,0,0,79,148,3,3,0,0,148,167,9,5,0,0,176,491,15,8,0,0,519,574,35,14,0,0,624,1012,33,3,0,0,1055,744,17,0,0,0,772,714,15,0,0,0,730,302,5,0,0,0,307,348,10,0,0,0,356,4941,154,37,0,0,5133
