POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA2232,15,42,10,10,0,0,0,0,85,6,11,7,10,6,0,0,0,41,3,31,51,61,74,104,121,104,558,29,84,74,80,86,104,121,104,681,1956,2205,2314,2172,1759,1260,792,255,12718,63,81,81,64,68,50,65,63,531,2046,2375,2469,2319,1911,1413,986,422,13937,3,4,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,4,10,17,10,9,8,3,60,7,10,9,16,10,9,8,3,76,1839,2361,2544,2406,1913,1584,1180,421,14250,57,81,83,57,44,68,88,176,660,1904,2455,2639,2480,1972,1663,1278,605,14986,19,49,13,12,0,0,0,0,99,6,13,9,14,8,0,0,0,45,8,34,64,77,83,114,132,112,617,37,99,83,97,94,114,132,112,759,3790,4567,4854,4579,3671,2841,1975,675,26966,119,163,165,121,114,117,154,235,1188,3944,4831,5110,4801,3877,3072,2258,1025,28924
POA2233,0,7,17,6,0,0,0,0,34,0,6,8,3,0,0,0,0,25,0,19,50,67,62,107,138,67,511,5,32,69,79,64,107,138,67,569,1859,1241,1858,1931,1530,1250,733,154,10546,32,31,43,36,35,39,52,42,310,1893,1296,1967,2036,1635,1402,923,266,11427,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,5,0,0,0,5,11,11,4,4,34,0,0,7,8,11,11,4,4,44,1756,1397,2179,2133,1672,1518,899,269,11825,22,28,31,31,28,37,90,169,431,1784,1424,2217,2176,1704,1558,989,444,12303,0,7,16,5,6,0,0,0,40,0,6,14,7,0,0,0,0,29,0,22,46,70,71,115,146,72,542,5,34,77,87,75,115,146,72,616,3613,2632,4035,4065,3196,2767,1633,428,22372,49,54,72,65,65,81,135,212,741,3677,2727,4184,4214,3337,2958,1916,707,23727
POA2234,6,7,8,5,0,0,0,0,26,4,3,4,6,3,0,0,0,16,0,18,47,39,65,93,75,31,369,0,29,58,51,75,93,75,31,413,2126,1457,1622,1868,2114,1662,544,124,11524,46,20,39,41,33,19,18,20,231,2180,1512,1718,1963,2221,1773,635,173,12170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,7,8,12,0,4,39,4,5,8,7,10,12,0,4,43,1928,1504,1861,2177,2460,1644,635,261,12470,28,32,35,39,30,17,27,46,256,1961,1537,1899,2218,2502,1674,664,304,12770,6,10,12,5,4,0,0,0,29,4,3,0,6,3,0,0,0,25,5,18,51,49,75,104,74,31,408,11,34,65,59,82,104,74,31,456,4063,2960,3480,4047,4579,3307,1178,386,23994,71,50,73,79,63,40,44,60,492,4141,3049,3616,4185,4725,3451,1299,479,24944
POA2250,10,7,9,4,5,0,0,0,36,9,20,16,6,9,0,0,0,60,11,71,96,146,225,300,263,208,1325,32,99,118,159,229,300,263,208,1421,3938,4031,4154,4066,3841,2915,1699,501,25149,198,236,189,197,188,167,151,163,1486,4165,4369,4457,4426,4263,3393,2118,879,28055,0,3,0,0,0,0,0,0,11,6,0,0,0,4,0,0,0,6,3,7,18,38,45,27,19,25,184,11,6,16,41,52,27,19,25,204,3900,4214,4384,4463,4449,3666,2325,1143,28538,170,199,203,194,183,190,247,394,1783,4078,4417,4604,4699,4688,3878,2602,1561,30525,13,10,9,6,5,0,0,0,42,10,20,15,7,8,0,0,0,68,12,75,110,191,267,334,289,235,1517,36,111,135,205,282,334,289,235,1619,7840,8247,8537,8525,8289,6585,4027,1641,53692,366,431,391,389,371,351,399,557,3270,8241,8788,9066,9117,8942,7267,4713,2431,58575
POA2251,0,0,0,3,0,0,0,0,10,0,0,3,9,0,0,0,0,16,7,34,37,69,74,166,196,95,678,12,41,37,73,80,166,196,95,699,1796,1243,1698,1990,2013,1777,1030,264,11813,42,46,64,77,70,69,76,84,537,1852,1335,1803,2141,2168,2005,1301,443,13053,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,18,19,12,15,13,76,0,6,5,18,19,12,15,13,79,1722,1330,1938,2288,2409,2244,1371,566,13866,48,50,71,50,60,90,117,154,640,1767,1381,2016,2350,2481,2350,1498,731,14574,0,0,0,3,0,0,0,0,10,0,0,3,9,0,0,0,0,16,7,39,38,82,92,173,209,106,753,12,42,39,96,96,173,209,106,777,3517,2570,3638,4277,4423,4021,2396,827,25679,91,98,136,128,130,161,191,238,1170,3621,2715,3814,4493,4652,4356,2797,1173,27627
POA2256,4,4,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,3,4,8,9,32,52,79,92,59,351,4,19,15,33,55,79,92,59,359,705,720,806,920,988,831,570,142,5694,50,62,39,45,54,58,41,22,372,766,805,861,1000,1096,967,708,225,6433,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,8,15,15,8,3,48,4,0,0,8,10,15,8,3,54,660,784,896,972,1139,1140,779,375,6750,59,58,39,51,47,75,63,41,436,722,847,942,1032,1204,1226,848,427,7240,4,7,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,3,3,13,15,41,71,93,106,66,395,6,24,15,46,71,93,106,66,414,1370,1504,1704,1896,2130,1970,1351,518,12443,105,123,83,96,97,129,102,64,811,1486,1650,1807,2030,2295,2192,1555,653,13669
POA2257,3,9,0,0,0,0,0,0,10,0,3,7,4,4,0,0,0,10,6,20,25,65,88,180,167,103,647,6,26,32,67,89,180,167,103,671,1387,1173,1557,1734,1749,1717,1055,221,10602,94,90,72,101,92,100,87,44,687,1487,1294,1670,1907,1934,1996,1312,372,11957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,16,15,12,16,76,0,5,3,13,19,15,12,16,84,1263,1265,1869,1837,2196,2241,1327,516,12510,70,72,101,87,96,126,137,116,811,1333,1339,1973,1934,2311,2389,1476,646,13404,3,9,0,0,0,0,0,0,17,0,4,7,4,3,0,0,0,16,3,25,30,79,107,197,173,116,721,10,33,38,82,107,197,173,116,754,2650,2436,3420,3572,3952,3957,2391,741,23113,163,164,176,188,189,225,225,167,1495,2820,2633,3642,3838,4244,4384,2789,1015,25363
POA2258,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,9,3,10,12,16,19,22,14,8,97,9,12,12,19,20,22,14,8,111,350,258,289,316,363,226,98,22,1923,26,11,14,18,11,4,0,3,97,375,281,320,360,395,249,117,33,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,4,0,0,13,3,0,0,6,5,4,0,0,13,292,294,324,369,387,251,119,35,2066,19,6,19,15,13,6,7,8,91,310,297,338,389,399,264,126,43,2174,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,9,4,10,8,22,21,23,17,10,113,9,11,17,27,22,23,17,10,127,644,544,618,688,752,477,215,57,3992,41,22,29,38,23,14,7,9,186,689,578,660,748,795,517,239,75,4302
POA2259,5,6,13,6,5,0,0,0,42,4,3,10,5,4,0,0,0,30,16,84,79,142,229,339,271,158,1309,23,95,104,157,233,339,271,158,1383,4011,3306,3467,3722,3415,2800,1785,388,22895,206,205,226,222,166,179,219,140,1564,4241,3608,3800,4102,3809,3320,2276,687,25840,0,3,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,11,5,9,13,40,33,42,13,9,170,5,17,20,40,35,42,13,9,187,3820,3598,3870,4187,3902,3566,2217,704,25874,202,206,184,175,162,240,262,279,1697,4028,3821,4068,4405,4098,3851,2493,986,27752,5,9,19,6,3,0,0,0,45,4,12,10,9,4,0,0,0,35,17,95,95,182,264,378,283,166,1480,28,118,124,196,272,378,283,166,1563,7835,6905,7335,7906,7311,6371,4008,1092,48767,403,415,414,392,320,420,481,418,3262,8266,7432,7870,8500,7909,7168,4772,1678,53591
POA2260,0,0,4,3,5,0,0,0,12,0,5,4,0,0,0,0,0,16,4,22,30,45,53,108,102,49,413,7,27,36,48,56,108,102,49,441,1491,1092,1429,1657,1478,1281,667,129,9218,60,72,78,66,73,59,41,21,471,1565,1191,1542,1776,1605,1452,810,200,10130,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,11,8,11,8,0,42,4,3,6,10,8,11,8,0,43,1429,1167,1624,1818,1654,1552,795,238,10272,52,60,77,60,62,69,55,33,466,1476,1232,1708,1884,1723,1634,856,274,10788,3,0,8,3,5,0,0,0,16,0,5,4,0,0,0,0,0,16,0,25,35,52,59,120,106,49,457,9,30,44,60,63,120,106,49,485,2915,2260,3053,3476,3131,2830,1458,367,19490,111,134,157,124,134,131,99,52,941,3037,2417,3248,3659,3332,3082,1663,467,20916
POA2261,5,4,5,5,4,0,0,0,16,0,4,7,6,3,0,0,0,25,10,46,66,111,122,306,241,158,1056,14,51,78,122,124,306,241,158,1095,2863,2855,2964,2911,3050,2668,1364,363,19043,170,157,180,153,150,167,133,130,1246,3046,3066,3219,3185,3323,3149,1741,650,21378,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,4,7,3,20,27,29,9,13,110,9,3,6,21,29,29,9,13,122,2675,3132,3193,3315,3653,3366,1911,874,22121,144,188,188,152,158,177,257,303,1563,2820,3324,3384,3496,3836,3569,2181,1195,23808,9,4,5,5,4,0,0,0,23,3,3,7,11,0,0,0,0,25,17,46,71,131,150,332,253,168,1164,21,57,81,147,149,332,253,168,1216,5535,5991,6153,6229,6703,6037,3278,1242,41165,309,342,363,307,302,347,395,441,2808,5870,6391,6600,6678,7161,6720,3917,1851,45189
POA2262,0,0,4,0,0,0,0,0,8,0,4,5,0,0,0,0,0,6,3,26,22,49,55,109,111,56,428,4,31,31,49,59,109,111,56,444,1233,1273,1007,1136,1181,891,541,113,7378,70,84,71,70,60,38,51,12,460,1312,1392,1111,1254,1292,1037,700,184,8276,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,10,9,11,8,0,50,0,3,8,16,7,11,8,0,53,1154,1385,1158,1312,1311,1136,713,237,8400,73,73,67,60,54,61,67,27,475,1220,1457,1235,1389,1371,1201,785,267,8930,0,0,4,0,0,0,0,0,6,0,4,5,3,0,0,0,0,9,5,27,32,60,66,118,117,57,481,6,34,39,59,65,118,117,57,496,2385,2663,2167,2451,2487,2027,1250,351,15777,141,153,138,127,110,96,121,47,933,2532,2846,2350,2637,2660,2239,1484,451,17207
POA2263,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,7,11,28,21,46,73,162,123,98,559,10,28,24,53,74,162,123,98,573,1236,1290,1180,1252,1387,1275,705,192,8520,89,100,89,106,94,81,84,44,693,1339,1424,1294,1408,1557,1512,914,333,9783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,18,10,10,0,63,0,6,9,8,18,10,10,0,64,1203,1415,1242,1325,1591,1547,1048,492,9869,89,109,82,84,78,74,120,81,726,1304,1530,1332,1420,1684,1636,1181,578,10652,0,0,4,0,0,0,0,0,5,0,3,0,3,0,0,0,0,11,7,32,25,59,88,168,130,103,620,12,41,29,63,93,168,130,103,636,2443,2710,2420,2578,2977,2821,1758,682,18382,180,210,180,196,166,163,207,128,1419,2639,2953,2625,2833,3237,3153,2089,910,20435
POA2264,0,0,0,5,0,0,0,0,4,0,4,0,5,3,0,0,0,13,4,13,17,36,51,103,100,60,379,6,15,19,44,53,103,100,60,396,854,751,744,832,930,891,612,181,5790,42,51,50,40,42,39,30,19,313,901,817,812,911,1020,1033,741,256,6506,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,5,6,10,8,0,44,0,3,3,5,6,10,8,0,48,815,853,776,875,1091,1053,835,325,6619,43,47,40,44,37,62,52,35,360,860,908,820,924,1134,1129,892,364,7028,0,0,3,5,0,0,0,0,10,0,9,0,5,3,0,0,0,16,0,17,18,38,58,114,107,60,422,6,21,19,52,63,114,107,60,447,1665,1602,1519,1708,2020,1951,1443,506,12413,88,96,94,81,78,105,82,49,675,1760,1726,1634,1834,2159,2167,1635,620,13526
POA2265,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,13,20,18,23,14,22,122,6,13,9,18,19,23,14,22,133,418,459,379,371,352,343,225,81,2635,14,17,7,14,11,17,19,13,107,431,489,399,401,377,387,260,121,2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,4,0,0,15,3,0,3,4,3,4,0,0,21,379,471,402,390,443,411,272,191,2965,22,12,15,10,11,24,33,34,144,403,487,414,404,459,434,306,228,3130,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,13,12,25,20,30,22,21,138,7,11,16,25,22,30,22,21,151,798,932,778,763,800,748,500,278,5595,35,27,19,21,22,38,47,44,251,835,975,814,807,841,813,568,344,5998
POA2267,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,5,15,15,28,23,7,98,0,5,5,15,17,28,23,7,101,109,87,142,136,188,240,127,26,1054,11,8,7,13,11,14,11,4,76,116,96,157,159,217,281,161,41,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,3,0,3,0,0,7,106,127,140,147,251,259,132,39,1202,8,9,3,3,12,18,13,6,66,113,137,144,159,265,274,144,41,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,5,18,13,30,27,7,102,0,5,5,18,16,30,27,7,105,216,210,282,282,437,500,256,70,2254,20,15,11,13,24,27,23,3,138,234,231,302,319,482,560,304,79,2501
POA2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,13,18,0,3,48,0,4,3,4,13,18,0,3,48,175,165,164,155,168,128,31,4,982,3,0,0,3,3,4,4,0,16,180,170,172,160,177,155,32,8,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,3,0,4,0,0,0,7,146,162,162,166,195,132,28,11,1003,5,4,3,3,4,6,0,0,27,149,163,173,167,196,135,36,11,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,13,19,3,3,61,0,4,8,7,13,19,3,3,61,322,324,332,319,361,264,56,11,1981,9,6,0,7,8,15,5,0,45,325,335,343,333,378,296,62,15,2089
POA2280,0,5,0,0,0,0,0,0,6,3,7,7,9,3,0,0,0,30,5,25,39,76,82,174,152,99,656,10,38,47,84,84,174,152,99,681,1542,1256,1395,1564,1630,1448,786,212,9830,52,44,55,47,55,69,51,34,414,1609,1339,1498,1695,1769,1697,989,346,10931,0,0,6,0,0,0,0,0,8,0,0,4,0,3,0,0,0,11,0,4,8,14,26,8,4,9,63,0,4,12,13,27,8,4,9,75,1422,1270,1540,1789,1819,1737,1036,400,11016,43,60,40,47,47,61,70,66,436,1462,1332,1595,1852,1898,1805,1114,473,11531,3,4,3,0,0,0,0,0,12,9,7,8,8,4,0,0,0,38,5,34,48,87,106,179,153,101,715,17,41,57,102,115,179,153,101,762,2962,2521,2934,3352,3450,3188,1823,618,20847,93,104,98,97,99,136,121,101,854,3068,2670,3087,3550,3668,3501,2098,820,22461
POA2281,0,0,0,3,0,0,0,0,11,0,0,0,5,3,0,0,0,8,0,13,19,47,40,107,103,64,389,0,19,20,52,48,107,103,64,407,751,526,737,932,1046,977,502,93,5572,37,23,39,22,35,51,37,24,265,794,566,797,1008,1123,1133,642,180,6242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,4,4,5,31,4,0,9,6,11,4,4,5,34,679,569,826,964,1207,1109,673,275,6300,34,20,30,25,39,45,49,42,283,713,596,862,997,1255,1160,722,318,6622,0,0,3,3,0,0,0,0,6,0,0,0,5,3,0,0,0,11,3,14,18,51,50,106,106,69,418,6,17,23,60,53,106,106,69,443,1430,1100,1562,1895,2250,2090,1173,365,11868,71,44,69,47,75,95,82,62,550,1511,1161,1662,2000,2379,2291,1364,494,12859
POA2282,0,6,10,4,7,0,0,0,21,0,0,0,10,3,0,0,0,23,7,13,34,53,57,108,72,55,388,12,19,38,62,65,108,72,55,433,903,569,848,986,892,811,516,89,5609,28,21,25,29,28,22,25,7,188,943,615,915,1077,981,936,614,153,6230,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,4,8,0,0,29,0,7,0,5,5,8,0,0,34,883,618,1019,1118,1112,1109,744,277,6881,20,22,9,27,29,36,29,17,196,907,639,1031,1150,1147,1156,775,299,7110,6,7,10,4,7,0,0,0,26,0,0,3,10,4,0,0,0,18,7,15,34,59,59,109,72,56,416,11,19,46,70,71,109,72,56,463,1780,1189,1863,2098,2003,1921,1260,369,12490,55,41,37,55,54,60,55,27,389,1848,1255,1948,2229,2131,2093,1389,450,13342
POA2283,0,0,0,4,0,0,0,0,12,0,11,0,3,0,0,0,0,15,4,27,40,68,114,206,129,93,679,9,38,42,70,121,206,129,93,703,1344,1106,1067,1333,1492,1449,822,177,8792,64,65,62,60,70,63,38,32,461,1416,1207,1173,1461,1680,1721,984,310,9956,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,4,0,4,8,14,21,12,3,5,72,4,10,11,21,21,12,3,5,83,1204,1179,1201,1507,1747,1784,1000,379,10001,51,57,59,53,59,77,59,55,474,1259,1244,1266,1576,1826,1871,1069,436,10556,4,0,0,4,0,0,0,0,13,0,14,3,5,0,0,0,0,22,5,30,44,77,139,217,131,100,751,12,47,49,89,143,217,131,100,786,2550,2284,2268,2840,3233,3234,1824,560,18793,111,125,121,112,133,143,101,90,935,2668,2449,2447,3039,3507,3592,2054,746,20511
POA2284,0,0,4,0,3,0,0,0,12,0,8,3,0,0,0,0,0,14,0,19,31,35,38,79,66,31,296,8,26,39,35,42,79,66,31,319,654,725,679,686,734,529,269,67,4340,24,33,52,38,28,38,52,38,309,684,792,767,766,801,639,386,139,4966,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,3,7,6,8,3,5,41,3,6,7,6,12,8,3,5,46,664,763,732,752,831,685,406,199,5042,29,29,33,27,29,47,73,84,348,690,801,771,792,873,741,484,289,5440,5,0,4,0,0,0,0,0,18,0,5,3,3,0,0,0,0,21,0,20,34,37,43,86,64,41,333,7,30,41,46,48,86,64,41,364,1321,1493,1406,1440,1560,1210,683,269,9379,54,65,85,67,61,82,125,121,662,1380,1589,1541,1553,1675,1378,872,425,10409
POA2285,5,7,7,5,6,0,0,0,27,0,8,6,8,0,0,0,0,24,9,55,68,93,101,162,111,56,654,16,69,82,103,105,162,111,56,708,1977,2259,2232,1878,1535,1109,601,146,11738,65,88,88,71,48,42,73,37,514,2057,2423,2407,2053,1693,1316,786,235,12963,0,7,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,0,6,14,19,23,16,0,7,84,4,18,18,22,23,16,0,7,99,1971,2436,2446,2029,1721,1501,834,378,13305,67,91,71,55,45,62,85,54,524,2036,2541,2531,2103,1783,1579,921,430,13932,6,10,9,8,6,0,0,0,40,0,14,8,3,0,0,0,0,31,13,68,88,109,114,178,113,58,743,18,88,104,124,125,178,113,58,809,3950,4693,4678,3905,3260,2610,1434,520,25045,132,181,155,127,92,105,157,85,1035,4093,4962,4943,4153,3473,2895,1699,669,26887
POA2286,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,11,12,13,30,12,9,84,5,6,9,14,13,30,12,9,95,263,333,239,241,254,195,101,11,1638,13,15,16,10,9,11,5,0,82,278,354,265,263,273,240,118,24,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,14,0,0,0,3,3,7,0,0,18,292,345,290,282,262,259,126,28,1875,15,8,13,9,8,10,3,3,69,305,356,299,297,275,269,131,26,1960,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,9,15,14,33,13,9,100,5,5,17,17,14,33,13,9,106,548,679,526,525,517,450,226,45,3511,26,22,23,17,17,24,12,4,150,578,708,562,556,549,510,253,55,3768
POA2287,3,30,20,14,3,0,0,0,79,3,19,11,13,11,0,0,0,59,12,65,78,113,109,138,145,87,750,19,116,108,142,129,138,145,87,890,2779,2739,2457,2175,1835,1467,766,227,14446,107,134,107,91,79,62,45,48,663,2904,2988,2675,2405,2042,1663,954,363,15995,3,9,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,12,4,10,24,34,25,16,6,4,129,12,16,26,48,30,16,6,4,149,2671,2868,2737,2389,2101,1815,1076,571,16229,112,110,108,66,62,75,77,97,711,2787,2996,2878,2502,2190,1904,1158,665,17086,7,39,23,18,3,0,0,0,92,5,21,12,20,14,0,0,0,70,20,76,100,152,137,151,152,91,874,31,134,133,189,150,151,152,91,1037,5445,5603,5201,4565,3937,3282,1843,793,30672,213,247,217,157,140,139,125,139,1371,5695,5982,5554,4909,4229,3567,2115,1027,33083
POA2289,7,32,44,24,11,0,0,0,112,4,7,6,11,8,0,0,0,34,4,28,56,63,52,70,83,64,420,13,66,111,94,68,70,83,64,566,1289,1169,1259,1180,974,659,409,136,7084,38,57,36,44,31,16,26,22,268,1343,1294,1402,1321,1076,752,512,222,7928,4,10,6,0,0,0,0,0,16,0,3,0,0,0,0,0,0,5,0,4,10,18,11,6,4,3,55,4,14,20,21,11,6,4,3,82,1203,1268,1441,1301,1068,800,637,270,7982,41,35,31,27,28,30,31,28,261,1243,1317,1493,1353,1105,833,677,298,8324,11,33,56,27,11,0,0,0,135,3,10,14,11,8,0,0,0,43,4,39,64,79,62,72,87,64,482,13,78,134,120,81,72,87,64,652,2497,2437,2695,2485,2040,1458,1046,404,15067,78,92,72,75,57,48,53,49,531,2589,2609,2898,2680,2181,1583,1188,521,16253
