POA_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
POA7052,68,4,141,1449,2054,959,524,1148,183,6316
POA7053,37,6,114,747,1087,506,219,396,91,3054
POA7054,70,13,146,1674,2470,1215,715,1186,268,7517
POA7055,0,0,5,89,133,58,40,79,13,415
POA7109,57,20,138,1467,2470,1234,907,1436,589,8089
POA7112,21,0,40,541,872,431,302,537,208,2886
POA7113,42,47,96,167,295,188,99,222,160,1129
POA7116,11,3,23,314,569,350,256,416,149,2057
POA7117,12,6,27,142,218,122,85,187,53,811
POA7119,3,0,3,6,3,7,6,7,0,34
POA7120,23,5,40,273,422,208,171,423,139,1639
POA7139,0,0,0,3,0,0,0,0,0,7
POA7140,115,24,216,1695,2479,1212,1037,2744,753,9919
POA7150,10,3,40,545,844,455,315,404,161,2723
POA7155,12,0,16,168,243,151,85,104,40,795
POA7162,0,5,4,108,182,105,81,72,24,569
POA7163,4,0,5,43,110,63,42,47,31,333
POA7170,16,0,46,1044,1596,696,417,794,134,4680
POA7171,28,5,65,658,942,417,265,712,143,3136
POA7172,90,18,150,697,1053,457,355,879,203,3643
POA7173,30,7,70,1230,1844,899,590,1200,480,6246
POA7174,0,0,0,17,36,47,23,28,9,162
POA7175,0,0,0,29,47,28,22,28,9,154
POA7176,0,0,4,26,40,22,17,22,13,149
POA7177,6,5,9,60,105,64,42,89,19,374
POA7178,4,3,14,46,89,33,45,51,30,288
POA7179,0,0,9,49,121,59,60,71,20,389
POA7180,0,0,0,18,38,16,20,36,14,150
POA7182,5,0,8,41,57,27,27,46,28,221
POA7183,0,0,0,12,11,9,9,7,6,39
POA7184,5,0,18,119,231,99,101,163,88,810
POA7185,0,5,5,8,36,14,25,21,21,125
POA7186,0,0,3,31,48,27,21,31,10,174
POA7187,0,0,8,20,36,20,21,20,15,122
POA7190,62,13,112,482,799,490,371,773,204,3115
POA7209,4,0,14,53,106,60,31,86,38,376
POA7210,19,0,33,123,218,116,137,271,66,919
POA7211,0,0,9,29,49,39,21,58,25,221
POA7212,18,3,33,300,402,248,170,303,90,1517
POA7213,0,0,0,34,55,27,31,72,34,257
POA7214,9,3,19,63,127,79,72,157,56,552
POA7215,23,7,60,542,944,543,420,766,335,3553
POA7216,54,11,101,454,779,450,409,793,238,3123
POA7248,163,20,285,2473,3269,1317,1036,4978,1162,14235
POA7249,314,81,574,2298,3310,1341,942,3208,547,11648
POA7250,709,124,1366,8744,12349,5421,3446,10601,2000,42561
POA7252,14,12,40,422,738,434,309,447,172,2526
POA7253,80,15,139,669,993,554,463,1321,302,4300
POA7254,3,4,10,60,140,59,63,96,44,460
POA7255,11,0,20,143,189,138,83,144,53,746
POA7256,22,0,33,239,360,183,126,285,144,1341
POA7257,0,0,0,8,13,4,9,20,4,50
POA7258,3,3,7,147,267,117,91,136,28,786
POA7259,0,0,0,85,127,69,45,83,27,430
POA7260,42,51,135,526,683,362,337,650,229,2785
POA7261,0,0,4,38,52,42,22,34,18,205
POA7262,26,9,55,281,431,205,140,367,159,1581
POA7263,0,0,10,86,122,79,59,137,41,519
POA7264,7,0,8,83,109,71,67,132,51,507
POA7265,0,0,4,39,42,24,24,45,9,185
POA7267,0,0,5,125,201,94,93,126,40,681
POA7268,3,8,12,176,269,154,112,148,86,938
POA7270,34,5,78,576,1001,516,495,881,322,3790
POA7275,15,7,66,495,912,463,308,480,178,2840
POA7276,3,5,5,116,167,62,62,98,49,552
POA7277,54,53,169,1028,1560,788,568,1145,250,5346
POA7290,23,0,42,356,566,266,186,476,85,1927
POA7291,4,0,13,119,170,84,61,120,15,573
POA7292,0,0,8,125,148,65,69,96,41,536
POA7300,25,10,59,637,935,409,295,822,99,3204
POA7301,85,16,153,716,1018,532,383,1040,267,3955
POA7302,10,3,26,248,399,169,173,337,99,1419
POA7303,24,6,56,510,668,356,299,571,137,2543
POA7304,86,10,155,965,1399,729,664,1189,353,5299
POA7305,0,0,17,155,246,140,116,271,100,1036
POA7306,37,9,86,616,960,535,426,817,336,3686
POA7307,191,34,332,1813,2611,1373,1060,2550,603,10014
POA7310,352,109,735,4293,6255,3023,2177,6707,1350,23806
POA7315,268,56,502,2343,3600,1805,1318,3333,821,13218
POA7316,94,4,144,957,1467,747,607,1182,282,5241
POA7320,246,27,433,2578,3837,1663,1331,3819,776,14006
POA7321,18,6,41,710,1071,634,512,914,302,4142
POA7322,69,18,128,595,839,460,376,907,235,3413
POA7325,102,25,222,1279,2009,1101,853,1737,452,7437
POA7330,79,23,151,972,1263,729,573,1363,521,5416
POA7331,0,0,7,82,149,70,70,102,40,507
POA7466,0,0,0,3,3,0,9,11,0,25
POA7467,13,8,28,247,374,164,162,444,128,1512
POA7468,4,11,21,90,150,79,68,139,60,583
POA7469,4,0,9,95,141,88,81,168,76,654
POA7470,0,0,3,88,145,67,80,174,99,651
POA0800,13,0,20,1571,1533,404,196,1972,870,6545
POA0810,141,31,277,5554,7632,2927,1893,7088,2265,27348
POA0812,50,18,114,2823,3913,1661,1096,3732,1336,14558
POA0820,66,49,168,4020,4850,1590,852,3929,1577,16811
POA0822,21,5,54,4461,5179,2453,1510,3952,2018,19575
POA0828,0,0,3,236,269,124,95,425,198,1353
POA0829,0,0,7,171,139,25,26,344,1208,1919
POA0830,70,12,113,2646,3978,1389,984,3395,1643,14046
POA0832,25,8,51,2837,4020,1391,947,3430,1158,13774
POA0834,3,0,10,337,473,211,117,232,130,1496
POA0835,13,0,16,514,775,330,251,483,230,2596
POA0836,13,0,33,1153,1879,801,536,1064,552,5984
POA0837,0,0,4,73,92,48,29,62,98,406
POA0838,0,0,0,111,185,96,59,111,106,667
POA0839,0,0,6,93,84,32,32,106,75,420
POA0840,0,0,0,35,85,56,72,99,72,418
POA0841,0,0,0,92,119,58,52,102,91,522
POA0845,0,0,0,42,74,19,24,70,89,321
POA0846,3,0,3,38,47,17,29,66,63,259
POA0847,0,0,0,67,48,21,14,62,50,260
POA0850,20,8,39,1246,1517,601,359,1370,1042,6142
POA0852,9,3,27,1712,1461,544,686,1195,975,6574
POA0853,3,0,3,122,196,66,39,116,68,619
POA0854,0,0,0,102,150,43,115,120,52,572
POA0860,6,0,11,540,628,283,82,538,334,2403
POA0862,0,0,0,128,104,49,50,168,68,573
POA0870,46,4,96,3605,4473,1613,1055,4132,1226,16097
POA0872,24,6,43,2668,2740,1468,413,1980,1998,11263
POA0873,42,19,69,494,484,206,133,647,297,2259
POA0874,4,0,4,89,125,38,28,140,34,451
POA0875,9,0,11,414,508,164,107,538,136,1867
POA0880,3,0,0,718,936,441,345,604,667,3704
POA0885,0,0,0,90,173,61,32,60,90,501
POA0886,0,0,0,129,161,60,36,114,87,592
POA2600,80,16,238,1713,2497,1050,450,923,471,7110
POA2601,4,0,23,2229,2014,326,114,1801,1043,7527
POA2602,330,102,828,7132,10423,3870,1614,4614,1228,28876
POA2603,184,17,326,2295,3074,1166,553,1428,311,8817
POA2604,96,99,280,2899,3989,1218,506,1722,995,11329
POA2605,305,17,547,2199,3468,1550,686,1760,369,10034
POA2606,75,14,225,2435,3260,1142,613,2440,500,10386
POA2607,153,47,453,2659,4095,1718,943,2181,488,12090
POA2609,3,0,10,163,213,75,49,258,286,1042
POA2611,292,80,702,6328,9920,4176,2168,5117,1231,28945
POA2612,77,17,220,4872,6316,1544,586,2941,1193,17460
POA2614,222,79,610,3664,5812,2512,1210,2925,827,16948
POA2615,214,21,481,8234,12342,5066,2883,7454,1307,37301
POA2617,282,30,577,7471,10141,3737,1944,7825,1414,32527
POA2618,7,0,18,267,362,180,122,158,48,1140
POA2900,42,21,105,890,1191,393,189,857,193,3720
POA2902,77,23,191,2700,4400,1836,1074,2215,498,12729
POA2903,41,6,106,1653,2584,1088,678,1383,299,7688
POA2904,115,91,349,2253,3620,1612,851,1942,390,10667
POA2905,151,25,319,5134,7547,2970,1729,4823,790,22996
POA2906,94,33,208,3460,4572,1824,1057,3076,483,14472
POA2911,12,4,38,795,1232,437,248,795,106,3612
POA2912,19,0,33,1652,1976,692,416,2149,342,7224
POA2913,91,10,226,6907,9867,3766,2167,7043,1159,30911
POA2914,26,4,72,5607,8029,3135,1792,5854,1030,25448
POA2899,15,7,50,312,558,279,192,290,216,1839
POA6798,0,0,4,198,275,116,79,309,423,1406
POA6799,5,0,11,71,85,22,19,176,89,467
POA9494,72,68,183,7115,7277,2726,2021,11377,15910,46420
POA9797,0,0,0,51,49,21,20,309,419,863
