POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA2563,0,7,8,86,0,101,0,0,0,11,0,11,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,94,0,113,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,12,0,12,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,0,23,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,5,0,27,0,0,0,0,28,28,54,14,11,169,28,276
POA2564,435,375,220,1935,43,3008,0,51,21,534,13,619,400,9,11,11,0,431,49,9,4,10,0,72,49,8,11,26,0,94,644,220,147,1583,54,2648,443,4,46,5,0,498,25,4,0,12,0,41,111,24,12,120,0,267,73,16,7,35,0,131,16,9,0,3,0,28,1093,14,0,0,4,1111,88,62,21,423,3,597,79,31,10,69,0,189,15,0,0,0,0,15,218,47,12,37,5,319,18,0,0,0,0,18,30,9,4,51,0,94,89,20,8,10,0,127,39,25,6,9,0,79,73,3,0,9,0,85,33,6,0,5,3,47,486,43,11,18,5,563,113,42,56,350,6,567,51,0,0,0,0,51,9,0,9,8,0,26,99,3,0,21,0,123,28,0,0,0,0,28,256,4,8,0,0,268,16,0,0,23,0,39,4082,208,104,111,17,4522,205,13,3,45,949,1215,8130,749,440,3780,1097,14196
POA2565,921,739,491,3498,42,5691,15,48,35,486,3,587,1634,27,50,33,7,1751,238,45,26,86,0,395,77,26,12,47,0,162,1430,493,340,2694,52,5009,1437,42,121,20,4,1624,61,3,11,19,0,94,218,47,28,230,7,530,167,57,21,134,3,382,66,0,3,11,0,80,2818,29,19,21,9,2896,284,102,61,829,19,1295,516,146,83,463,0,1208,85,0,4,0,0,89,417,144,70,135,0,766,133,23,17,31,0,204,98,39,25,103,0,265,261,36,10,22,0,329,128,30,19,9,0,186,117,12,15,44,0,188,78,9,4,15,0,106,622,57,27,17,3,726,263,94,71,631,8,1067,231,34,11,29,4,309,76,11,10,7,0,104,258,9,12,25,0,304,68,5,4,8,0,85,371,17,25,17,3,433,43,13,0,29,0,85,9847,403,323,367,46,10986,376,28,15,54,1259,1732,20394,1696,1201,6878,1427,31596
POA2566,932,752,573,4127,51,6435,0,95,38,781,9,923,605,12,23,19,9,668,133,18,19,59,0,229,78,32,18,41,0,169,1348,525,356,3445,50,5724,1091,42,74,17,0,1224,76,4,7,18,0,105,191,53,35,271,4,554,144,35,23,69,0,271,52,8,3,11,0,74,1792,28,16,14,3,1853,262,106,63,971,7,1409,262,79,31,246,6,624,27,0,8,0,0,35,500,111,37,147,6,801,57,6,15,9,0,87,126,54,29,111,0,320,212,39,32,24,3,310,100,28,18,18,0,164,131,8,10,30,0,179,26,8,0,8,0,42,707,80,61,17,5,870,296,141,82,768,4,1291,93,32,9,24,0,158,113,0,12,13,0,138,216,8,16,21,5,266,54,3,0,0,0,57,204,14,9,11,3,241,37,12,13,30,0,92,7717,396,250,299,38,8700,317,12,21,96,1425,1871,15307,1650,1107,8130,1607,27801
POA2567,445,1859,1279,11667,67,15317,10,125,56,1295,14,1500,664,36,68,72,4,844,306,60,31,190,8,595,172,83,62,178,7,502,2251,1461,1018,8925,57,13712,503,44,110,35,3,695,80,28,16,78,0,202,317,129,71,769,6,1292,226,90,68,330,0,714,80,31,14,35,0,160,791,52,19,42,5,909,593,286,188,2613,5,3685,942,394,157,1396,6,2895,27,0,7,5,0,39,302,129,43,206,3,683,103,40,10,51,0,204,328,148,72,478,3,1029,129,27,24,34,0,214,157,93,59,51,0,360,223,60,49,129,5,466,102,14,21,36,0,173,235,47,10,4,5,301,609,317,242,2060,15,3243,209,45,22,71,0,347,165,39,32,18,3,257,236,39,18,42,5,340,116,15,13,9,0,153,164,11,25,11,0,211,67,38,26,84,0,215,3687,573,429,787,18,5494,174,25,17,166,1018,1400,11892,3671,2434,21738,1208,40943
POA2568,11,62,31,386,0,490,0,0,0,16,0,16,10,0,3,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,62,51,28,322,7,470,0,0,0,0,0,0,0,0,0,3,0,3,10,9,3,20,0,42,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,19,12,3,116,0,150,23,7,8,25,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,13,0,30,0,0,0,0,0,0,3,4,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,70,0,100,6,0,3,9,0,18,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,16,29,12,4,18,0,63,0,0,0,5,176,181,186,97,55,732,184,1254
POA2569,5,62,38,507,0,612,0,0,0,56,0,56,0,0,0,4,0,4,13,3,0,3,0,19,16,4,0,9,0,29,89,60,33,346,3,531,6,0,5,0,0,11,0,0,0,0,0,0,12,3,7,38,0,60,0,7,0,7,0,14,0,0,0,5,0,5,5,0,0,3,0,8,25,11,11,99,4,150,18,8,4,14,0,44,0,0,0,0,0,0,11,6,0,11,0,28,7,0,0,9,0,16,13,0,0,10,0,23,6,0,0,0,0,6,3,0,4,0,0,7,4,5,0,0,0,9,3,0,0,0,0,3,0,3,0,0,0,3,21,12,4,66,0,103,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,66,17,7,40,0,130,0,0,0,0,59,59,269,110,59,871,74,1383
POA2570,784,2565,1718,17559,251,22877,10,78,65,1967,17,2137,780,34,55,112,8,989,337,84,64,247,5,737,253,106,55,234,6,654,3425,2038,1478,13737,166,20844,706,69,112,42,9,938,131,25,8,107,0,271,470,187,129,1125,16,1927,253,108,63,312,5,741,109,33,13,86,0,241,2032,77,46,30,6,2191,893,417,276,3906,26,5518,1308,592,270,2076,19,4265,52,3,11,0,0,66,326,145,53,256,3,783,137,41,22,60,0,260,622,231,142,1006,11,2012,204,67,41,39,0,351,184,109,69,96,0,458,249,62,53,184,4,552,105,15,20,50,0,190,320,82,41,27,5,475,774,449,316,3241,24,4804,305,68,42,72,0,487,226,49,23,27,0,325,344,33,31,74,5,487,51,8,5,6,0,70,242,18,28,22,5,315,121,39,27,143,0,330,7474,847,550,1144,54,10069,295,36,26,266,2106,2729,19620,5095,3384,32924,2634,63657
POA2571,74,605,438,4572,21,5710,0,36,19,396,4,455,82,0,16,18,0,116,63,16,4,39,0,122,80,32,18,72,0,202,868,514,396,3746,30,5554,29,0,13,3,0,45,14,9,3,24,0,50,124,44,36,265,0,469,28,7,0,59,0,94,25,10,3,14,0,52,40,16,7,9,0,72,189,102,93,1050,10,1444,165,94,35,336,4,634,0,0,0,0,0,0,39,15,6,23,0,83,21,7,3,20,0,51,93,33,18,134,0,278,23,18,3,10,0,54,45,33,16,23,0,117,44,10,11,27,0,92,19,3,0,12,0,34,4,0,4,4,0,12,248,113,77,895,5,1338,44,4,13,18,0,79,50,15,10,3,0,78,28,7,3,15,0,53,10,0,0,0,0,10,23,4,7,0,0,34,37,16,11,25,0,89,419,119,85,204,3,830,22,5,3,59,562,651,2345,1068,763,8350,641,13167
POA2572,36,237,173,1940,18,2404,0,12,9,201,0,222,22,5,0,11,0,38,22,5,0,24,0,51,27,14,4,21,0,66,340,195,134,1497,24,2190,22,0,8,4,0,34,12,0,8,17,0,37,47,16,8,119,0,190,27,5,4,30,0,66,5,0,0,3,0,8,9,0,0,5,0,14,66,41,38,398,6,549,53,22,14,100,0,189,0,0,0,0,0,0,71,11,10,26,0,118,7,0,0,0,0,7,45,12,5,73,0,135,0,0,0,4,0,4,16,7,15,10,0,48,12,4,3,12,0,31,8,0,0,3,0,11,0,4,0,0,0,4,74,54,44,324,0,496,3,0,0,3,0,6,7,0,4,0,0,11,8,0,0,3,0,11,0,0,0,0,0,0,0,0,5,0,0,5,17,5,0,14,0,36,188,49,29,119,3,388,8,10,3,37,343,401,926,410,300,3454,396,5486
POA2573,45,242,190,2063,13,2553,0,22,19,339,0,380,41,4,3,14,0,62,19,5,0,16,0,40,35,17,3,42,0,97,334,233,183,1593,15,2358,30,0,13,3,0,46,13,0,0,10,0,23,52,24,12,146,0,234,17,16,0,17,0,50,14,5,0,8,0,27,12,3,7,0,0,22,61,43,35,482,0,621,64,30,0,85,3,182,10,0,0,0,0,10,50,10,3,9,0,72,3,4,0,3,0,10,24,12,9,41,0,86,23,0,6,0,0,29,10,5,4,7,0,26,16,9,3,20,0,48,6,0,0,10,0,16,7,0,3,0,0,10,74,31,40,382,7,534,13,6,0,3,0,22,14,7,3,0,0,24,11,0,0,10,0,21,7,0,0,0,0,7,0,0,0,0,0,0,18,4,3,21,0,46,245,72,52,99,0,468,7,6,0,25,207,245,1019,466,335,3713,242,5775
POA2574,41,250,154,2193,22,2660,0,14,0,294,10,318,31,4,0,11,3,49,39,3,8,9,0,59,50,7,13,31,0,101,377,231,166,1568,17,2359,7,4,0,5,0,16,5,0,3,4,0,12,62,21,11,132,0,226,25,10,5,15,0,55,27,5,0,7,0,39,26,0,0,0,0,26,73,40,27,432,4,576,77,37,10,140,0,264,0,0,0,0,0,0,20,10,0,9,0,39,7,4,0,18,0,29,76,14,12,115,3,220,17,8,7,0,0,32,14,22,0,5,0,41,21,6,0,14,0,41,5,0,4,0,0,9,3,0,0,0,0,3,93,37,32,341,0,503,19,5,0,4,0,28,6,4,0,0,0,10,14,0,0,6,0,20,5,5,0,0,0,10,13,0,0,0,0,13,12,4,7,15,0,38,169,43,33,81,4,330,8,7,5,23,219,262,1058,459,291,3854,276,5938
POA2575,124,746,570,5557,42,7039,5,8,20,537,3,573,125,9,13,21,0,168,45,18,9,28,0,100,126,53,26,100,9,314,1377,768,541,4948,65,7699,95,17,23,0,0,135,63,13,15,40,0,131,168,68,59,409,6,710,77,17,15,76,0,185,46,12,3,32,0,93,205,11,0,7,0,223,303,187,89,1670,25,2274,189,77,25,283,9,583,18,4,0,0,0,22,31,3,8,33,0,75,33,10,3,13,0,59,59,27,16,82,5,189,15,9,0,11,0,35,50,28,36,24,0,138,98,18,16,44,3,179,28,9,3,14,0,54,9,0,0,0,0,9,358,199,141,1460,13,2171,20,3,0,6,0,29,31,15,8,3,4,61,46,3,4,6,0,59,7,0,3,0,0,10,18,5,0,0,0,23,39,15,12,51,0,117,984,150,134,239,10,1517,46,0,6,89,642,783,3936,1408,1015,10699,792,17850
POA2576,87,638,425,3500,90,4740,3,9,3,135,3,153,118,3,12,19,3,155,38,4,15,18,0,75,118,47,22,39,3,229,1462,696,459,3862,79,6558,35,0,4,0,3,42,72,21,10,68,0,171,183,41,41,308,0,573,71,14,14,43,9,151,46,8,3,7,0,64,110,0,10,0,0,120,323,164,96,1630,28,2241,171,79,23,207,0,480,30,3,3,0,0,36,30,10,3,34,0,77,21,6,0,0,0,27,29,4,10,21,0,64,8,0,4,5,0,17,50,10,13,23,0,96,70,14,5,28,0,117,34,8,9,9,0,60,7,0,0,0,0,7,376,180,113,1347,25,2041,28,0,0,5,0,33,60,10,7,4,0,81,39,6,3,10,0,58,9,0,4,0,0,13,14,0,6,3,0,23,60,11,11,50,3,135,715,136,108,234,10,1203,34,3,0,50,648,735,3495,1239,819,7786,856,14195
POA2577,92,725,522,5118,54,6511,0,20,11,357,0,388,149,7,16,22,0,194,37,9,10,14,0,70,111,41,32,87,0,271,1385,702,484,4758,58,7387,130,8,22,0,0,160,41,7,0,39,0,87,216,58,54,327,4,659,58,9,10,38,0,115,44,11,4,21,0,80,68,0,3,5,0,76,298,139,101,1685,19,2242,221,62,29,179,0,491,13,0,5,0,0,18,20,13,10,30,0,73,18,3,0,3,0,24,49,6,4,24,0,83,44,11,6,15,0,76,53,25,23,25,3,129,71,9,8,22,0,110,25,3,8,12,0,48,4,0,0,3,0,7,401,218,144,1395,13,2171,8,0,0,3,0,11,55,10,8,8,0,81,38,4,6,16,0,64,16,0,7,0,0,23,23,0,0,0,0,23,61,16,6,56,0,139,715,139,109,235,12,1210,34,8,0,101,903,1046,3495,1282,921,9989,1027,16714
POA2578,27,141,103,768,5,1044,0,0,0,34,0,34,10,0,0,3,0,13,12,0,8,0,0,20,33,6,4,9,0,52,368,127,86,738,29,1348,8,0,0,0,0,8,7,0,0,12,0,19,56,9,14,54,3,136,9,0,0,8,0,17,11,0,0,3,0,14,11,0,0,0,0,11,79,27,18,263,8,395,36,11,8,38,0,93,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,0,0,4,0,14,0,0,6,0,0,6,3,12,0,0,0,15,12,3,0,4,0,19,9,0,0,0,0,9,5,0,0,0,0,5,76,38,28,316,7,465,5,0,0,0,0,5,10,0,0,0,0,10,4,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,14,0,41,125,50,21,43,0,239,5,0,0,10,85,100,734,238,174,1568,131,2845
POA2579,18,170,144,1613,11,1956,0,5,7,131,0,143,13,3,0,3,0,19,14,0,0,3,0,17,36,3,7,20,0,66,320,146,147,1244,29,1886,22,0,9,0,0,31,11,6,5,14,0,36,58,10,10,115,7,200,11,9,0,14,4,38,15,3,0,0,0,18,12,0,3,4,0,19,62,41,32,429,10,574,49,13,11,54,3,130,0,0,0,0,0,0,18,11,0,0,0,29,11,0,3,0,0,14,34,4,3,21,0,62,5,0,3,4,0,12,11,7,0,0,0,18,12,0,5,4,0,21,7,0,0,0,0,7,3,0,0,0,0,3,84,49,29,375,4,541,8,0,0,0,0,8,5,3,0,0,0,8,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,9,0,24,167,37,28,56,10,298,10,0,0,35,314,359,835,299,242,2904,371,4651
POA2580,117,860,631,11265,151,13024,4,33,35,1276,5,1353,261,6,18,83,4,372,37,3,4,20,0,64,141,39,36,122,4,342,1254,823,611,10254,165,13107,209,8,34,10,0,261,52,13,5,65,5,140,178,82,56,760,15,1091,108,45,10,63,7,233,30,13,3,19,0,65,236,10,7,3,0,256,272,208,114,3546,38,4178,165,78,34,259,4,540,51,0,6,0,0,57,57,10,3,23,5,98,14,6,0,0,0,20,54,22,14,105,0,195,55,16,18,4,0,93,62,34,22,33,0,151,67,28,6,49,0,150,24,4,3,22,0,53,17,8,0,0,0,25,333,228,157,2505,12,3235,28,6,5,0,0,39,37,4,12,15,0,68,61,0,11,31,0,103,12,3,0,4,0,19,22,9,5,0,0,36,47,31,15,101,0,194,1194,198,126,304,22,1844,63,13,17,238,2302,2633,4286,1630,1135,21917,2660,31628
POA2581,0,75,63,947,7,1092,0,6,0,67,0,73,0,0,0,8,0,8,4,0,0,4,0,8,20,11,6,20,0,57,128,66,71,797,5,1067,10,0,3,0,0,13,5,5,0,6,0,16,18,10,3,53,0,84,6,0,0,12,0,18,0,0,0,3,0,3,0,0,0,0,0,0,24,20,14,329,0,387,7,6,6,35,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,16,0,28,4,0,0,0,0,4,0,8,3,0,0,11,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,27,18,190,3,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,9,0,18,44,19,9,38,0,110,0,0,0,16,192,208,263,159,118,1753,209,2502
POA2582,74,572,460,5045,48,6199,0,16,15,444,4,479,50,3,10,27,0,90,44,4,12,37,0,97,95,41,39,81,0,256,799,470,403,4142,59,5873,33,7,7,0,0,47,12,4,14,29,0,59,138,47,47,383,4,619,26,6,3,11,0,46,16,4,6,15,0,41,35,11,6,3,0,55,171,130,77,1512,20,1910,58,33,11,166,0,268,8,4,3,3,0,18,4,3,0,4,0,11,7,0,0,4,0,11,24,16,0,42,0,82,15,14,6,12,0,47,40,21,17,14,0,92,44,14,11,38,0,107,13,7,6,11,0,37,17,0,0,3,0,20,191,125,92,1213,9,1630,5,0,3,3,0,11,27,8,0,6,0,41,20,0,6,21,0,47,11,5,0,0,0,16,22,0,3,0,0,25,34,5,4,55,0,98,407,122,82,176,3,790,21,3,8,90,605,727,1868,957,758,9387,726,13696
POA2583,24,84,81,1793,32,2014,0,14,3,129,0,146,12,0,0,18,0,30,9,0,0,0,0,9,22,19,4,19,0,64,198,86,76,1577,22,1959,3,0,0,3,0,6,4,0,0,12,0,16,33,15,3,109,0,160,10,5,9,7,0,31,6,0,0,0,0,6,5,0,0,3,0,8,50,13,23,677,12,775,17,4,5,32,0,58,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,8,4,0,8,0,20,8,3,0,3,0,14,4,0,0,6,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,38,30,19,430,0,517,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,11,0,31,53,10,21,34,0,118,5,0,0,58,301,364,419,171,151,3514,355,4610
POA2584,0,18,12,213,5,248,0,3,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,31,17,13,169,0,230,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,54,0,76,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,62,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,43,43,57,35,23,380,53,548
POA2585,0,4,7,68,0,79,0,0,0,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,68,0,79,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,36,0,44,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,5,37,42,11,12,15,149,43,230
POA2586,11,53,55,1034,24,1177,0,0,0,84,0,84,17,0,0,3,0,20,9,0,0,4,0,13,8,10,0,3,0,21,113,44,42,976,21,1196,4,0,0,0,0,4,4,0,0,6,0,10,17,0,9,68,0,94,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12,470,3,505,7,3,0,18,0,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,4,4,0,0,11,6,0,5,5,0,16,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,28,10,10,255,0,303,3,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,15,47,5,6,20,0,78,5,0,0,38,329,372,241,82,89,2092,366,2870
POA2587,7,48,44,1198,17,1314,0,5,3,175,0,183,9,0,0,7,0,16,0,0,0,0,0,0,4,3,3,8,0,18,91,56,54,1032,20,1253,7,0,6,0,0,13,5,0,0,10,0,15,12,5,4,72,3,96,3,0,0,4,0,7,0,0,0,4,0,4,9,0,0,0,0,9,27,22,12,365,0,426,15,9,0,24,0,48,0,0,0,0,0,0,8,6,3,0,0,17,0,0,0,0,0,0,4,4,0,7,0,15,0,0,0,0,0,0,6,0,3,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,10,14,232,0,280,7,0,3,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,0,19,53,9,6,24,0,92,4,3,0,23,168,198,256,100,97,2269,209,2931
POA2588,0,10,11,113,3,137,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,100,0,121,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,44,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,6,17,23,21,11,12,233,20,297
POA2590,17,171,81,2796,52,3117,3,14,7,457,7,488,26,0,4,3,0,33,0,0,0,0,0,0,26,5,8,25,0,64,246,155,95,2640,45,3181,39,0,5,0,0,44,5,0,0,15,0,20,38,19,12,237,4,310,0,3,0,3,0,6,4,0,0,0,0,4,8,0,0,0,0,8,48,27,20,896,11,1002,9,5,0,59,0,73,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,6,0,0,3,0,9,10,6,0,0,5,21,5,8,0,0,0,13,12,0,4,14,0,30,0,0,0,9,0,9,7,3,0,0,0,10,68,35,20,566,10,699,3,0,0,0,0,3,3,4,0,0,0,7,10,0,0,3,0,13,9,3,0,0,0,12,7,0,0,0,0,7,12,0,0,13,0,25,113,28,10,75,6,232,7,0,3,79,380,469,579,301,159,5613,499,7151
