POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2528,8,163,536,4288,1821,345,73,128,7372,7,49,225,75,0,0,0,10,360,0,51,262,191,32,10,0,7,551,7,94,485,266,38,10,0,19,914,4,146,452,113,7,0,3,21,741,0,4,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,20,4,154,477,112,11,0,3,21,783,7,109,220,14,0,0,0,13,364,0,0,3,0,0,0,0,5,14,27,514,1722,4684,1864,358,76,187,9443
POA2529,4,36,309,2670,3919,812,115,65,7930,0,31,345,363,18,0,0,22,780,0,57,185,648,121,7,0,15,1041,0,87,529,1017,145,8,0,34,1826,0,67,118,52,13,0,0,9,261,0,3,45,44,0,0,0,0,95,0,25,66,9,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,3,9,15,11,5,0,0,45,0,101,241,117,24,6,0,10,501,0,4,6,9,4,0,0,0,20,0,0,5,3,0,0,0,0,13,11,228,1093,3810,4084,825,115,111,10287
POA2530,15,55,482,5314,4174,785,163,104,11085,9,67,329,362,31,0,0,21,825,0,56,126,249,15,0,5,5,450,11,128,458,612,44,3,0,23,1279,0,45,121,9,0,0,0,9,179,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,3,5,0,0,28,0,49,143,14,4,5,0,9,223,0,0,0,3,0,0,0,0,3,0,3,5,8,0,0,0,0,15,25,231,1082,5948,4219,794,167,136,12603
POA2533,8,33,254,1863,2011,486,98,33,4786,0,4,116,118,13,4,0,3,250,0,18,200,427,51,3,0,4,705,0,23,312,545,62,7,0,8,964,9,20,104,49,11,0,0,6,195,0,6,78,49,0,0,0,0,142,0,70,163,59,6,0,5,9,310,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,24,10,104,356,166,22,0,5,15,670,0,7,14,6,3,0,0,0,37,0,0,3,3,0,0,0,4,13,22,166,939,2577,2098,493,104,64,6464
POA2534,0,16,109,633,731,173,38,21,1720,0,31,58,38,11,0,0,3,139,0,4,38,67,15,0,0,0,128,0,37,98,103,28,0,0,3,270,0,10,31,5,3,0,0,0,48,0,4,24,8,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,63,11,3,0,0,0,87,0,3,3,0,0,0,0,0,18,0,0,3,0,0,0,0,0,4,0,72,277,749,761,173,41,26,2099
POA2535,4,33,309,1036,948,212,60,34,2636,0,19,158,73,0,0,0,7,248,0,8,81,33,0,0,0,0,124,0,29,233,102,4,0,0,7,375,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,19,0,3,4,10,4,0,0,3,27,4,47,124,20,6,0,0,11,216,0,11,31,10,0,0,0,3,55,14,126,707,1174,965,209,62,54,3305
POA2536,20,104,629,2766,2087,424,100,92,6216,0,15,173,179,7,3,0,12,388,0,26,133,155,25,3,0,13,355,0,46,305,332,37,4,0,27,747,0,71,370,193,13,9,0,11,668,0,0,21,3,0,0,0,0,26,0,0,19,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,14,0,71,411,205,13,9,0,11,726,7,40,46,10,3,0,0,5,115,0,7,12,9,0,0,0,4,29,32,256,1401,3317,2140,438,107,134,7833
POA2537,15,107,714,2089,1386,272,55,76,4716,0,18,143,99,6,0,0,13,278,0,22,43,59,3,0,3,9,130,0,35,187,160,10,0,3,15,406,0,6,35,14,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,9,34,20,0,0,0,0,60,13,37,38,12,0,0,0,6,119,0,7,7,3,0,0,0,0,20,31,191,979,2280,1402,272,60,101,5322
POA2538,10,23,97,322,294,75,17,11,856,0,6,8,0,0,0,0,0,18,0,0,4,0,3,0,0,0,10,0,9,13,3,4,0,0,0,30,0,10,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,20,0,6,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,9,53,124,328,305,75,17,10,925
POA2539,20,97,848,3381,2433,432,80,109,7398,3,25,110,114,11,0,0,8,261,0,26,96,118,15,0,0,5,266,3,47,204,235,24,0,0,14,527,5,20,51,37,4,0,4,3,120,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,16,5,21,61,44,4,0,0,4,143,6,31,209,53,3,0,0,13,312,0,6,16,9,4,0,0,3,33,25,201,1334,3722,2470,440,88,140,8411
POA2540,43,253,1905,6963,5951,1188,278,219,16797,4,41,537,341,42,3,3,18,993,0,0,94,76,4,4,0,0,181,5,37,630,418,48,7,3,17,1170,8,31,101,88,12,0,0,11,247,0,0,0,0,0,0,0,0,6,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,22,14,5,0,3,3,52,8,40,126,105,19,4,3,11,315,8,99,114,31,13,0,0,13,270,0,32,29,6,3,0,0,64,141,60,453,2804,7521,6035,1206,287,324,18694
POA2541,11,124,803,4250,3106,520,101,125,9038,0,137,680,228,19,0,5,34,1104,0,72,114,57,3,0,0,3,246,0,207,794,284,25,4,5,45,1348,5,103,142,51,5,0,0,11,309,0,0,10,13,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,4,0,0,0,28,5,103,163,66,8,0,0,14,364,0,0,8,0,0,0,0,0,21,0,4,5,0,3,0,0,7,14,18,442,1770,4607,3140,524,97,186,10785
POA2545,4,24,64,205,100,15,0,9,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,31,67,205,101,17,0,9,433
POA2546,14,111,623,1669,854,175,41,64,3558,0,13,77,75,0,0,0,5,178,0,24,52,35,6,0,0,0,124,3,34,135,117,7,0,0,7,303,3,27,106,37,14,0,0,5,193,0,5,13,10,0,0,0,0,33,0,0,5,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,36,120,53,14,0,0,9,240,8,39,90,8,3,0,0,10,151,0,8,4,3,0,0,0,0,20,36,230,975,1852,873,175,45,85,4270
POA2548,14,73,191,1277,800,144,32,22,2542,0,18,148,105,5,0,0,3,279,0,22,112,135,22,0,0,0,285,0,38,256,235,28,0,0,8,568,4,39,296,99,0,0,0,16,452,0,0,16,5,0,0,0,0,28,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,37,317,108,0,3,0,10,487,3,3,3,0,0,0,0,0,13,0,3,5,14,3,0,0,6,35,22,160,773,1625,842,145,36,52,3642
POA2549,4,46,259,597,376,91,17,10,1404,0,0,65,17,0,0,0,3,82,0,0,20,21,0,0,0,0,47,0,5,84,34,0,0,0,3,127,3,4,8,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,12,3,0,0,0,0,27,0,8,0,0,0,0,0,0,12,0,3,5,0,0,0,0,0,3,6,66,362,633,384,90,17,15,1574
POA2550,79,227,942,2779,1642,303,88,114,6171,0,51,146,33,0,0,0,7,243,0,5,56,25,5,0,0,0,93,0,56,203,55,9,0,0,8,334,3,23,34,7,0,0,0,6,78,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,24,46,7,4,0,0,6,85,19,33,15,10,5,0,0,3,91,4,0,0,4,6,0,0,3,15,104,342,1212,2857,1662,307,90,137,6700
POA2551,4,32,155,615,313,51,19,21,1208,5,19,60,29,0,0,0,6,119,0,0,34,12,0,0,0,0,44,5,23,86,46,0,0,0,6,169,0,4,37,0,0,0,0,0,40,0,3,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,3,0,0,0,0,49,6,22,34,4,3,0,0,0,64,0,0,7,0,0,0,0,0,8,7,75,323,676,321,50,18,32,1501
POA2555,0,0,3,23,18,5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,18,5,0,0,51
POA2556,0,7,28,167,305,91,56,15,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,167,310,95,56,15,689
POA2557,6,54,142,938,3869,607,122,63,5807,0,0,7,11,25,0,0,0,42,0,3,6,36,45,4,0,0,97,0,6,13,44,69,3,0,0,132,0,4,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,0,0,0,22,0,10,11,4,7,0,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,13,6,74,172,984,3952,615,121,63,5991
POA2558,0,20,62,1701,1143,233,71,35,3268,0,0,39,116,4,0,0,8,161,0,0,8,57,16,0,0,0,81,0,0,48,166,18,0,0,8,249,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,16,0,6,12,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,126,1871,1163,233,72,38,3535
POA2559,0,3,33,102,228,43,5,11,424,0,0,25,46,8,0,0,0,80,0,0,10,201,68,0,4,10,290,0,0,28,246,75,0,4,12,372,0,6,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,6,26,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,85,348,307,49,11,21,826
POA2560,33,161,1005,9902,7923,1993,514,305,21834,18,34,503,663,70,7,5,36,1343,9,227,652,761,117,25,3,45,1831,24,261,1153,1426,189,33,5,85,3175,33,132,482,48,7,0,0,13,722,0,17,268,146,0,0,0,11,443,4,128,900,218,0,0,0,15,1279,0,28,119,31,0,0,0,0,180,0,32,94,24,13,0,5,5,188,42,339,1868,469,28,4,3,54,2802,0,0,9,5,0,0,0,0,11,0,9,12,7,0,0,0,9,29,98,768,4040,11806,8146,2030,519,446,27861
POA2563,0,0,3,33,29,8,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,23,8,5,0,82
POA2564,6,21,171,2033,793,149,39,52,3262,0,28,321,245,12,0,0,13,628,0,27,221,317,90,11,0,13,674,0,60,541,564,99,9,0,24,1300,0,0,20,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,10,0,0,0,0,36,4,3,40,15,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,85,749,2608,891,159,36,79,4623
POA2565,17,76,321,2343,3508,940,196,85,7477,3,11,376,391,30,5,0,12,831,3,20,308,467,171,11,3,14,1002,7,30,681,853,200,19,4,28,1832,0,9,18,66,0,0,0,0,105,0,0,31,18,0,0,0,0,51,0,3,203,54,0,0,0,4,265,0,0,0,0,0,0,0,0,0,0,13,21,8,5,3,0,4,63,3,32,279,148,5,11,3,8,482,0,0,0,0,0,0,0,0,4,0,4,8,3,5,0,0,0,25,21,146,1292,3357,3718,960,202,126,9825
POA2566,4,38,264,3769,2549,612,172,100,7508,0,8,201,227,18,3,5,3,465,0,32,212,108,43,6,0,13,417,0,40,412,341,57,8,4,19,882,0,3,93,26,0,0,0,5,129,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,12,4,3,0,3,82,0,17,139,43,4,0,0,8,219,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,102,814,4148,2614,629,181,127,8615
POA2567,16,73,162,2875,6901,1676,283,101,12088,0,13,51,144,18,5,0,3,233,0,24,26,96,49,9,0,0,201,0,36,77,240,62,13,3,4,437,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,6,6,0,4,3,0,25,0,5,20,15,0,5,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,119,260,3134,6977,1692,285,112,12584
POA2568,4,0,91,76,110,49,21,5,356,0,0,32,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,132,87,106,49,21,8,401
POA2569,0,6,19,105,192,50,27,5,411,0,0,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,113,195,50,28,5,427
POA2570,17,282,605,3780,10794,2065,472,171,18188,6,102,258,139,90,4,4,15,624,0,139,214,279,305,54,4,17,1002,9,235,473,418,399,57,7,33,1628,0,34,132,32,14,0,0,9,220,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,24,14,0,20,7,3,0,65,0,68,151,32,34,7,3,6,297,8,33,27,8,0,0,0,4,82,0,9,15,14,9,4,0,3,53,36,626,1271,4247,11238,2136,483,223,20245
POA2571,5,50,175,1054,1937,566,164,49,4004,0,13,36,18,0,0,0,0,65,0,0,4,22,0,0,0,0,28,0,13,37,41,3,0,0,3,94,0,22,29,0,0,0,0,0,52,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,13,0,25,40,0,3,0,0,0,71,3,8,9,0,0,0,0,0,24,0,0,0,5,3,0,0,0,7,6,96,265,1098,1946,576,174,51,4205
POA2572,6,40,146,508,787,167,47,26,1725,0,24,80,47,0,0,0,4,160,0,0,0,0,0,0,0,0,0,0,29,80,47,4,0,0,4,164,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,7,69,226,556,797,165,48,28,1902
POA2573,0,18,101,732,776,143,39,19,1836,0,6,74,42,13,0,0,3,146,0,0,6,7,3,0,0,0,17,0,6,82,49,16,0,0,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,17,0,3,0,3,9,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,196,788,798,145,39,23,2023
POA2574,0,20,126,578,733,234,80,25,1805,0,0,48,43,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,48,43,0,0,0,0,98,0,0,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,11,0,0,21,8,0,3,0,0,27,10,26,3,0,0,0,3,8,47,0,0,0,0,0,0,0,0,8,15,47,198,629,742,241,83,36,1983
POA2575,17,97,450,2319,2444,517,134,75,6057,3,21,106,20,0,0,0,4,153,0,0,23,12,0,0,0,0,37,3,21,137,30,0,0,0,4,192,3,35,99,11,4,0,0,4,159,0,3,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,3,0,6,0,23,3,45,117,18,11,0,6,4,196,5,15,9,10,0,0,0,0,40,0,0,3,3,4,0,0,3,19,28,177,719,2376,2459,521,136,89,6505
POA2576,10,63,346,1574,2081,566,141,41,4822,0,41,253,165,25,0,0,13,495,0,6,77,175,19,0,0,0,271,0,43,337,339,43,0,0,13,771,0,27,52,16,3,0,0,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,0,0,22,0,34,57,21,10,6,0,7,133,0,0,3,10,0,0,0,0,13,0,3,5,4,4,0,0,0,10,8,143,736,1946,2136,575,145,66,5749
POA2577,14,113,503,2208,2228,505,166,69,5811,0,40,144,72,3,4,0,7,271,0,0,16,17,0,0,0,0,41,0,40,161,91,7,3,0,12,310,0,29,53,17,0,0,0,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,31,60,17,5,3,0,3,116,4,24,41,9,10,4,0,6,96,0,5,0,3,0,0,0,0,8,23,208,767,2332,2248,511,173,85,6344
POA2578,0,20,122,483,423,83,14,11,1167,0,8,3,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,17,0,5,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,5,0,0,0,0,21,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,32,139,492,428,83,22,11,1209
POA2579,10,53,186,556,622,169,42,28,1670,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,3,15,59,192,560,622,169,44,28,1687
POA2580,30,213,1154,4634,3404,679,206,146,10469,10,131,342,318,46,0,0,16,864,0,3,109,45,8,0,0,0,170,10,137,450,357,52,6,0,20,1031,0,77,175,15,6,0,0,8,283,0,29,34,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,0,0,21,0,106,218,20,4,0,0,9,360,7,36,24,13,7,0,3,7,96,0,6,5,9,0,0,0,10,27,52,493,1852,5038,3469,681,206,186,11981
POA2581,5,20,104,315,280,76,22,9,835,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,14,6,25,109,324,291,79,31,9,862
POA2582,12,59,346,1600,1796,480,130,44,4463,0,6,117,51,0,0,0,0,179,0,0,12,3,0,0,0,0,15,0,6,130,55,0,0,0,4,194,3,28,27,13,0,0,0,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,29,26,11,0,0,0,8,86,0,0,5,3,7,0,0,0,14,0,3,3,5,0,0,6,12,22,22,95,509,1671,1808,484,136,62,4774
POA2583,11,48,215,772,553,116,23,40,1774,0,3,29,12,0,0,0,4,48,0,0,0,0,5,0,0,0,6,0,3,25,12,4,0,0,4,53,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,8,11,58,248,791,560,119,24,43,1855
POA2584,0,4,26,99,55,14,3,0,211,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,104,55,14,3,0,218
POA2585,0,6,14,26,24,0,3,0,77,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,26,24,0,3,0,81
