POA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3153,5,0,5,26,5,7,0,0,0,41,0,0,0,0,5,0,0,0,0,11,6,18,33,153,62,34,23,8,0,331,0,0,0,13,8,11,16,11,29,80,0,0,0,0,4,0,0,0,0,13,0,3,4,9,16,14,24,21,8,104,4,9,12,27,16,13,9,3,0,100,0,5,8,45,14,17,15,9,4,117,0,9,13,155,40,38,20,7,0,290,0,0,0,30,5,12,0,0,0,46,0,6,13,45,15,10,0,0,0,90,0,0,0,3,6,3,0,0,0,13,0,7,9,33,9,8,9,0,0,79,6,4,9,63,41,42,20,3,0,184,0,0,0,0,0,4,6,3,5,11,0,0,0,13,0,4,0,0,0,12,0,16,26,159,60,57,71,69,52,514,37,100,75,250,104,79,61,55,46,799,1293,2405,2176,6765,2614,2374,1903,1139,612,21276
POA3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,3,0,19,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,0,0,0,25,4,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,0,6,0,0,5,0,0,0,0,3,5,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,3,6,21,3,64,8,12,11,34,18,22,18,15,10,153,256,612,499,1123,658,574,435,225,115,4500
POA3155,0,10,8,38,3,0,3,0,0,68,0,0,0,8,5,3,0,0,0,11,0,14,16,111,38,21,11,0,0,215,0,0,0,15,8,14,18,9,5,63,0,0,0,6,0,0,0,0,0,9,0,0,0,12,14,18,37,20,12,117,0,5,9,42,15,9,14,0,3,98,0,0,0,36,22,13,22,11,3,103,0,16,41,179,47,20,45,27,8,383,0,0,4,15,4,4,0,0,0,29,4,12,12,46,18,3,3,0,0,93,0,0,0,5,4,3,0,0,0,15,0,8,5,26,8,6,5,0,0,59,0,5,3,58,28,19,15,4,0,135,0,0,0,3,3,6,6,7,5,28,0,0,5,7,4,0,3,0,0,23,4,17,21,171,78,83,89,72,29,555,49,96,93,306,102,96,103,72,27,942,1439,2597,2405,7356,2978,2649,2356,1365,517,23660
POA3156,0,0,4,28,3,4,8,0,0,49,0,0,0,3,7,3,0,0,0,16,0,11,25,112,69,40,26,8,0,291,0,5,0,32,11,33,41,4,5,138,0,0,0,0,4,3,3,0,0,17,0,0,0,23,18,36,50,20,3,156,0,18,29,41,25,15,18,5,6,151,3,12,17,84,64,44,41,9,9,279,0,20,44,251,92,81,54,24,3,570,0,5,4,29,9,9,3,0,0,51,0,3,12,40,26,6,0,0,0,83,0,0,0,4,5,3,5,5,0,29,0,16,12,44,22,20,13,7,4,134,0,3,6,46,47,28,23,5,0,155,0,0,0,0,3,13,10,9,3,38,0,0,0,11,4,3,0,0,0,20,3,21,41,235,119,178,152,104,41,892,58,105,112,306,135,169,133,112,57,1190,2130,4575,4726,10081,5521,5126,3675,1980,670,38484
POA3158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,8,4,8,5,4,0,0,23,0,0,0,3,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,5,0,0,31,0,0,0,7,4,0,0,0,0,14,0,6,3,17,18,0,6,0,0,40,0,0,0,4,5,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,8,5,13,5,7,0,0,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,7,0,0,0,7,0,0,0,0,0,5,0,5,4,46,27,32,13,10,0,143,4,18,17,44,15,24,27,9,3,152,396,918,779,1712,1044,971,721,222,56,6818
POA3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,3,0,0,14,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,4,3,3,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,11,9,3,0,52,4,21,25,21,21,11,5,4,0,116,149,360,329,603,415,357,262,106,20,2593
POA3160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,6,6,0,22,0,0,0,7,0,5,8,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,16,8,9,3,55,0,0,0,0,0,0,0,0,0,6,0,0,4,17,12,8,3,0,0,52,0,0,4,7,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,7,8,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,3,21,6,11,10,9,0,62,0,4,0,4,4,0,0,0,0,10,0,0,0,0,5,5,0,0,0,9,0,0,0,3,0,0,4,0,0,8,0,5,9,50,30,36,24,21,4,176,10,17,31,70,35,32,32,8,5,238,493,1184,1075,2332,1371,1238,926,343,73,9024
POA3161,0,0,0,9,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,5,0,3,6,69,7,5,8,0,0,98,0,0,0,10,9,10,80,24,94,224,0,0,0,0,0,0,0,0,0,0,0,0,5,13,5,5,9,3,0,50,0,7,7,22,3,0,0,8,0,47,0,14,40,182,117,115,90,54,34,638,0,0,8,33,3,5,7,0,0,57,0,0,5,26,0,3,0,0,0,40,0,0,5,28,0,0,0,0,0,28,0,0,0,3,0,3,0,0,0,11,3,33,17,84,33,20,24,0,0,220,0,0,16,44,11,6,4,4,0,88,0,0,0,8,0,0,0,0,0,8,0,0,5,9,4,0,7,0,0,27,11,36,50,410,157,161,324,184,100,1437,25,50,77,231,57,38,103,56,74,708,872,1786,2158,5299,1882,1650,1799,878,580,16903
POA3162,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,10,7,61,14,6,7,0,0,97,0,0,0,14,5,12,91,56,91,277,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,6,15,11,8,71,0,10,6,10,9,3,6,4,3,53,3,27,67,261,226,216,139,73,16,1033,0,0,0,30,10,12,8,10,14,82,0,0,0,13,0,0,0,0,0,19,0,8,0,17,7,0,3,0,0,34,0,0,0,11,0,3,0,0,0,14,9,20,18,50,14,17,16,3,3,155,0,0,13,27,9,9,9,4,0,74,0,0,0,0,0,5,3,0,0,9,0,0,0,3,7,11,8,5,0,41,10,51,43,433,292,307,442,225,156,1963,22,47,50,193,75,56,70,66,22,598,954,2174,1999,4668,2439,2030,2078,1079,649,18075
POA3163,0,0,5,39,4,4,0,0,0,49,0,0,0,7,3,0,0,0,0,11,0,15,28,168,35,30,15,7,0,298,0,0,0,30,10,22,66,22,15,180,0,0,0,0,0,0,0,0,0,3,0,0,3,28,9,21,17,9,4,102,0,11,24,89,11,4,12,0,0,160,0,8,35,122,74,66,32,27,13,374,4,6,20,145,38,43,38,23,8,315,0,3,6,65,11,0,0,0,0,84,3,0,10,98,16,12,5,0,0,155,0,0,0,26,0,5,0,0,0,39,10,23,16,60,18,23,13,9,0,175,3,8,50,155,54,22,19,5,0,319,0,0,0,9,9,6,4,0,0,22,0,0,0,16,0,4,0,3,0,30,8,45,84,579,270,281,348,239,119,1991,18,68,110,377,108,74,97,74,35,965,1614,3116,3733,12223,3949,3342,2593,1529,718,32810
POA3165,0,4,5,10,0,0,0,0,0,15,0,0,0,0,4,3,0,0,0,8,5,3,0,68,25,19,10,0,0,135,0,0,0,24,20,23,48,18,0,140,0,0,0,0,0,0,0,0,0,4,0,3,0,26,23,17,20,4,5,103,3,11,18,34,16,17,8,0,0,108,0,34,54,176,166,95,60,27,9,625,0,4,4,94,46,50,41,21,9,267,0,0,0,39,5,4,0,0,0,51,0,10,6,37,12,5,0,0,0,66,0,3,4,15,12,11,4,7,3,50,5,23,13,43,26,8,12,0,0,142,0,18,28,100,75,24,22,3,3,279,0,0,0,3,7,0,0,4,0,15,0,0,0,13,3,9,6,0,0,32,17,148,136,653,489,317,303,191,67,2335,26,109,80,191,112,93,91,50,37,793,1709,4442,3493,7782,4718,3373,2387,1422,830,30159
POA3166,0,0,5,35,0,3,3,0,0,50,0,0,0,3,5,3,0,0,0,14,3,6,22,144,24,26,22,3,0,256,0,0,0,22,7,9,26,11,8,94,0,0,0,0,0,4,4,0,0,11,0,0,0,7,13,12,12,12,3,66,0,3,35,53,22,14,12,0,3,140,0,0,13,57,17,6,18,5,0,116,0,7,32,208,33,48,40,29,14,416,0,0,11,47,6,0,0,0,0,70,6,5,8,61,5,9,4,0,0,100,0,0,0,6,6,10,0,0,0,22,3,9,12,23,16,8,5,4,0,82,5,9,35,114,55,50,32,18,0,308,0,0,0,8,5,0,5,0,0,16,0,0,3,9,0,3,0,0,0,23,12,22,53,337,106,115,119,79,44,885,37,85,121,316,98,72,64,48,24,856,1283,2539,3235,7973,3379,2643,1773,1230,699,24753
POA3167,0,0,5,20,3,0,11,0,0,34,0,0,0,0,0,0,0,0,0,3,0,3,4,42,15,39,19,3,0,130,0,0,0,10,6,10,10,4,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,4,4,26,0,3,12,13,3,4,4,0,0,41,0,0,0,10,20,7,8,0,0,51,0,8,4,76,12,25,37,8,6,185,0,0,0,18,0,0,0,0,0,26,0,0,0,6,5,0,0,0,0,23,0,0,0,0,3,3,5,0,0,18,0,8,4,0,6,4,0,0,0,18,0,3,21,66,33,37,31,8,0,196,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,24,24,152,85,96,117,71,20,590,23,36,26,105,38,46,37,22,18,350,553,1082,1011,2904,1235,1197,981,616,271,9851
POA3168,5,10,46,100,5,4,0,0,0,167,0,0,3,0,0,0,0,0,0,7,4,16,48,234,52,16,17,0,0,390,0,0,0,10,0,4,13,8,8,42,0,0,6,0,0,0,0,0,0,5,0,3,3,0,0,5,3,4,8,31,0,6,93,67,17,3,5,0,0,193,0,0,17,29,9,7,4,3,0,68,6,19,215,481,53,49,46,20,17,907,0,4,12,95,3,3,6,0,0,116,0,0,18,43,10,6,0,0,0,82,0,0,0,9,0,0,0,0,0,13,3,13,24,21,9,0,4,3,0,70,3,17,126,192,58,59,43,6,4,507,0,0,0,4,0,0,0,0,0,5,0,0,14,16,0,0,0,0,0,36,0,30,219,352,58,67,47,35,31,837,40,62,401,717,80,72,54,52,54,1528,816,1119,5961,9126,1454,1226,927,732,525,21880
POA3169,0,9,18,56,8,8,5,0,0,107,0,0,0,0,0,0,0,0,0,4,0,18,41,153,77,71,74,15,7,455,0,0,4,13,12,13,29,7,0,71,0,0,0,0,4,3,0,0,0,15,0,0,0,3,3,0,7,10,0,27,3,3,10,42,9,4,0,3,0,79,7,4,3,14,6,8,4,5,0,50,0,6,48,209,55,69,119,35,15,568,0,4,0,77,3,6,3,0,0,88,0,4,10,62,16,14,6,0,0,116,0,0,0,8,9,14,16,12,6,58,7,9,6,29,3,4,0,0,0,54,0,20,47,204,162,191,160,49,11,846,0,0,0,4,0,0,0,0,0,4,0,0,4,7,0,0,0,0,0,12,20,67,66,324,179,199,205,131,48,1243,34,57,134,263,78,74,77,66,23,802,1112,1875,2520,6870,2344,2165,2020,1339,575,20820
POA3170,0,14,19,86,16,8,5,0,0,151,0,0,0,0,0,0,0,0,0,0,3,13,21,91,27,36,14,4,0,206,0,0,0,17,7,27,27,10,5,98,0,0,0,3,0,3,0,0,0,10,0,0,0,3,8,3,19,15,10,56,0,13,24,37,22,6,13,5,0,118,0,5,7,19,10,11,9,3,3,70,3,30,96,374,157,154,112,51,24,999,0,8,4,28,8,0,3,0,6,56,0,4,7,37,13,4,0,0,0,66,0,0,0,14,6,6,19,10,7,59,3,8,5,16,3,3,0,0,0,36,0,4,27,172,158,123,82,15,8,591,0,0,0,0,0,7,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,29,51,173,120,108,135,109,47,793,25,57,58,188,86,60,63,76,37,650,1090,2428,2190,5600,2599,2073,1965,1420,519,19889
POA3171,0,25,27,100,19,3,0,0,0,180,0,0,0,0,0,0,0,0,0,0,5,11,29,168,43,44,17,5,9,324,0,0,0,0,0,7,10,9,3,32,0,0,0,5,0,6,5,0,0,19,0,0,0,0,3,0,0,4,3,13,0,5,4,33,8,3,5,3,0,68,0,0,0,4,12,7,6,3,0,28,0,12,36,170,30,25,39,17,8,339,0,0,4,39,0,3,0,0,0,53,0,80,133,176,46,19,15,0,0,473,0,0,0,4,4,5,7,3,0,32,0,5,4,14,4,0,0,0,0,26,15,107,334,1235,937,990,687,237,100,4645,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,9,3,25,47,181,94,97,83,80,43,669,59,83,135,389,117,98,69,63,41,1052,1178,2036,2953,7521,2524,2332,1821,1197,614,22174
POA3172,0,8,19,26,5,7,4,0,0,63,0,0,0,3,7,0,0,0,0,8,0,21,25,95,42,29,18,5,0,236,0,0,0,7,9,3,18,0,0,46,0,0,0,5,8,4,0,0,0,20,0,0,5,8,19,19,25,20,11,105,0,0,4,5,4,8,6,0,0,30,0,0,15,10,27,16,4,9,4,97,0,3,3,84,26,52,56,32,7,282,0,0,0,15,4,0,0,0,0,21,0,7,14,120,36,10,9,0,0,186,0,0,0,8,19,21,14,13,0,73,0,11,6,8,4,3,6,3,0,43,5,47,121,769,615,678,314,85,57,2690,0,0,0,3,0,0,4,0,0,15,0,0,4,3,0,3,0,0,0,10,0,11,33,196,122,135,89,111,35,727,38,62,75,199,81,92,67,76,26,724,1094,2847,2955,5864,3098,3004,2424,1422,552,23261
POA3173,0,18,24,80,14,3,6,5,0,147,0,0,0,0,0,0,0,0,0,0,0,12,52,185,95,78,40,11,0,478,0,0,0,7,7,30,26,8,5,78,0,5,3,19,10,10,10,0,0,66,0,0,3,9,8,12,13,17,0,65,0,8,8,29,13,13,8,0,0,89,0,9,23,30,35,14,16,7,5,139,0,24,73,344,184,179,187,108,32,1134,0,3,3,50,0,6,3,0,0,71,0,5,3,146,13,12,3,0,0,183,0,8,8,87,98,79,35,22,10,349,0,13,9,18,3,0,3,0,0,50,10,32,110,768,625,634,293,69,35,2575,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,15,3,54,76,306,201,203,173,82,32,1134,50,112,89,253,91,74,82,48,20,830,1868,4030,3865,8988,3843,3188,2507,1276,456,30018
POA3174,15,47,47,292,39,26,17,8,0,489,0,0,0,4,3,0,0,0,0,11,5,48,91,376,128,103,54,13,4,826,0,0,0,17,10,46,68,30,21,189,0,0,0,13,18,15,7,0,0,53,0,0,0,6,4,18,24,21,5,79,0,0,11,30,8,9,7,3,0,70,0,0,5,29,15,9,22,8,0,87,14,50,122,736,178,174,165,107,32,1578,0,0,0,22,4,4,4,0,0,30,5,45,107,198,26,11,10,5,0,406,0,0,5,22,38,33,39,20,0,174,0,6,3,24,3,0,3,4,0,43,16,109,285,1310,800,738,347,115,59,3777,0,0,0,0,0,0,5,0,0,12,0,6,5,24,0,5,0,0,0,34,19,74,140,638,312,365,320,191,98,2146,128,187,232,680,205,224,160,133,53,2000,2488,4034,4953,13081,4524,4194,3401,2145,868,39693
POA3175,36,289,302,742,101,41,18,4,0,1526,0,0,5,7,0,0,0,0,0,11,3,51,74,363,136,134,58,19,3,850,0,0,5,40,24,58,83,45,22,283,0,3,12,36,29,38,21,6,3,150,0,0,0,0,15,11,33,45,20,128,0,13,15,25,16,13,16,0,0,101,0,8,6,33,22,19,43,25,6,162,20,107,259,1441,413,348,276,150,59,3072,0,0,0,40,3,5,4,3,0,59,0,4,24,103,29,6,6,0,0,169,4,5,7,42,56,61,37,16,3,230,3,5,9,25,8,10,4,0,0,56,0,19,64,412,233,229,131,33,16,1137,0,0,0,3,4,7,0,4,3,17,0,0,3,18,7,0,0,0,0,32,13,124,240,1079,533,536,452,314,110,3404,243,423,434,1436,451,399,289,186,79,3943,3467,6213,6464,17533,6032,5326,4447,2828,1233,53545
POA3177,10,76,56,196,20,12,3,0,0,379,0,0,0,0,0,0,0,0,0,6,0,19,24,82,42,20,24,8,0,235,0,0,4,10,5,23,17,6,10,75,0,4,9,10,7,15,3,0,0,53,0,0,0,0,0,18,14,16,10,52,0,3,8,4,0,6,6,0,0,21,0,4,5,10,12,3,3,0,3,30,4,19,51,336,57,51,45,8,5,567,0,0,0,6,0,0,0,0,0,6,0,0,4,16,6,0,0,0,0,22,0,0,0,6,12,13,9,5,6,39,0,0,4,3,0,0,0,0,0,16,0,6,7,73,33,49,28,10,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,32,76,255,129,109,105,60,23,798,90,125,112,333,102,86,65,44,17,967,896,1429,1437,4066,1287,1156,889,522,200,11889
POA3178,0,10,3,36,9,18,5,3,0,78,0,0,0,3,7,5,0,0,0,14,3,13,16,79,54,80,46,9,3,310,0,3,0,29,32,43,47,3,8,163,0,0,0,8,0,3,4,0,0,12,0,0,3,13,13,36,34,17,0,121,0,11,22,49,32,44,39,5,0,204,0,11,29,55,63,60,44,14,4,286,3,16,88,321,207,276,190,63,18,1180,0,0,0,36,6,10,16,5,0,71,0,3,7,41,15,8,4,0,0,83,0,0,0,3,14,18,8,7,0,60,5,11,7,23,11,11,6,0,0,77,0,4,20,66,89,107,46,14,7,352,0,3,0,6,4,5,8,4,0,27,0,0,0,3,4,0,0,0,0,15,0,19,51,196,189,225,136,123,34,973,25,84,85,185,86,72,71,64,22,688,1594,4028,4575,7958,5010,5126,3073,1661,554,33571
POA3179,0,0,0,12,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,14,16,5,0,3,0,46,0,0,0,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,18,0,10,17,14,20,6,8,5,0,75,0,0,9,10,10,4,14,0,0,52,0,10,41,72,56,55,24,11,5,273,0,0,0,4,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,8,0,0,3,11,27,30,4,0,0,76,0,0,0,0,0,0,5,0,5,6,0,0,0,0,0,4,0,0,0,6,0,3,12,31,21,24,21,18,3,135,7,21,22,57,21,11,17,13,9,176,285,768,833,1608,885,746,603,272,64,6066
POA3180,0,5,0,11,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,35,35,17,13,4,0,108,0,0,0,0,0,4,7,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,0,30,0,6,21,12,17,4,5,0,0,68,0,3,8,17,13,11,9,8,3,64,0,8,15,67,34,41,10,3,6,183,0,0,0,12,0,0,0,4,0,11,0,0,0,9,4,4,0,0,0,22,0,0,0,5,0,0,4,0,0,7,0,0,0,0,0,0,0,3,0,8,0,0,3,18,20,20,4,0,0,73,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,6,0,0,0,7,0,6,15,41,25,27,17,22,11,156,6,14,18,59,18,17,22,48,12,215,394,885,919,2062,992,900,806,563,129,7645
POA3181,0,0,4,18,0,0,0,0,0,26,0,0,0,3,7,0,3,0,0,8,0,0,6,87,6,8,0,0,0,117,0,0,0,22,9,7,15,10,15,75,0,0,0,0,0,0,0,0,0,0,0,0,3,61,17,19,4,9,0,120,0,5,3,50,5,5,3,4,0,83,0,3,18,97,10,17,18,3,0,166,0,0,6,51,10,8,13,3,0,84,0,0,0,24,0,0,0,0,0,26,0,0,7,55,8,0,4,0,0,73,0,0,0,11,4,5,0,5,0,23,4,4,30,110,19,21,17,7,0,208,0,0,10,57,15,15,7,3,0,103,0,0,0,11,0,0,0,0,0,23,0,0,0,13,0,0,4,0,0,25,9,8,47,465,89,69,63,98,96,939,21,35,109,418,121,90,70,88,82,1029,695,834,2038,9669,2090,1634,1217,909,555,19636
POA3182,0,0,4,21,0,0,0,0,0,27,0,0,0,11,5,0,0,0,0,20,0,6,12,100,22,14,6,3,0,169,0,0,0,25,12,25,47,14,3,127,0,0,0,0,0,0,0,0,0,5,0,0,9,91,22,29,14,9,0,166,0,3,0,39,13,4,0,0,0,66,0,0,13,101,31,12,16,0,0,171,0,0,6,33,3,7,7,4,0,58,0,0,0,22,4,0,0,0,0,32,0,0,3,51,3,9,3,0,0,68,0,0,4,38,8,5,3,0,0,62,6,19,22,150,30,32,28,8,0,283,0,3,14,55,17,10,7,0,0,103,0,0,4,26,7,7,0,0,0,46,0,0,4,16,6,5,3,0,0,35,6,14,51,833,142,121,103,94,35,1393,28,59,129,796,266,236,133,81,8,1737,654,1014,1864,10733,3063,2619,1624,679,184,22438
POA3183,0,0,8,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,4,75,16,10,8,0,0,121,0,0,0,26,7,19,31,12,17,109,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,10,10,0,0,94,0,0,3,24,7,5,0,0,0,47,0,6,15,114,49,34,23,8,0,240,0,0,0,20,7,3,6,0,0,39,0,0,0,17,3,5,0,0,0,32,0,0,7,48,4,0,0,0,0,63,0,0,0,9,5,0,0,0,0,19,15,39,33,151,51,36,27,13,0,358,0,0,8,27,6,9,0,0,0,54,0,0,0,15,8,4,0,0,0,22,0,0,0,16,3,0,0,0,0,27,8,55,79,539,120,108,165,108,63,1252,48,60,98,429,108,75,74,32,20,929,988,1761,1924,7658,2145,1565,1159,535,225,17964
POA3184,0,0,0,9,0,0,0,0,0,11,0,0,0,0,5,5,4,0,0,10,0,3,7,34,5,3,0,3,0,54,0,3,0,32,13,13,20,5,0,87,0,0,0,0,0,0,0,0,0,0,0,0,4,45,22,9,13,6,5,103,0,3,0,18,4,0,5,0,0,36,0,0,4,69,30,9,12,5,0,129,0,0,0,17,4,5,4,0,0,30,0,6,0,10,0,0,0,0,0,12,0,6,6,18,6,3,5,0,0,39,0,0,0,15,4,8,0,0,0,22,3,17,20,93,23,20,6,0,0,187,0,4,5,14,10,0,4,0,0,40,0,0,0,6,5,3,6,0,0,23,0,0,0,5,3,0,4,0,0,14,0,22,12,364,121,59,61,59,20,717,40,70,53,400,131,95,46,30,15,884,697,1279,1244,6143,2401,1779,1042,425,147,15153
POA3185,0,0,0,11,0,0,0,0,0,16,0,0,0,5,0,0,4,0,0,6,0,3,4,45,11,3,8,0,0,72,0,0,0,12,0,11,37,19,22,104,0,0,0,0,0,0,0,0,0,0,0,0,4,20,11,7,7,4,4,59,0,4,0,22,0,4,0,0,0,39,6,8,3,93,31,31,37,18,9,231,0,0,0,18,4,8,5,7,0,40,0,3,0,13,5,0,0,0,0,17,0,5,9,24,6,0,0,0,0,39,0,0,0,8,4,3,3,0,0,11,4,11,13,56,22,18,3,0,0,141,0,7,5,17,9,3,8,0,0,50,0,0,0,0,0,0,0,0,0,7,0,0,0,8,5,5,0,0,0,17,0,38,36,239,117,110,134,80,36,804,16,42,42,153,45,42,48,23,20,426,714,1570,1485,4309,1827,1464,1158,606,288,13433
