POA_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
POA7171,39,1427,775,370,1806,0.8,1522,2.4
POA7172,41,1517,693,350,1702,0.8,1362,2.4
POA7173,43,1300,733,330,1706,0.8,1383,2.4
POA7174,45,1159,588,225,1233,1,1162,2.6
POA7175,48,1343,778,260,1949,0.8,1300,2.2
POA7176,40,1300,590,0,1649,1,1562,2.9
POA7177,47,1083,620,310,1602,0.9,1267,2.4
POA7178,56,1083,497,295,1215,0.7,766,2
POA7179,58,1417,554,270,1100,0.8,919,2
POA7180,59,1116,430,210,919,0.8,782,2
POA7182,57,975,527,200,1187,0.7,912,1.9
POA7183,60,1066,408,295,850,0.6,687,2
POA7184,56,997,501,230,1234,0.8,795,2
POA7185,60,1500,641,250,1562,0.7,1274,1.9
POA7186,58,1300,505,330,1339,0.8,1024,2.1
POA7187,61,1183,493,115,1100,0.8,1010,1.8
POA7190,59,1083,551,245,1260,0.8,975,2.1
POA7209,57,867,539,200,1196,0.7,903,2
POA7210,51,867,509,215,1190,0.7,852,2.1
POA7211,47,813,654,200,1458,0.8,1192,2.3
POA7212,50,1300,668,273,1635,0.7,1320,2.3
POA7213,49,650,475,190,1160,0.8,836,2.1
POA7214,53,691,462,173,1105,0.8,775,2.1
POA7215,52,1083,565,250,1226,0.8,931,2.1
POA7216,57,1083,491,245,1139,0.7,847,2
POA7248,33,1100,586,260,1364,0.9,1121,2.4
POA7249,38,1300,736,300,1769,0.8,1349,2.3
POA7250,41,1300,746,285,1861,0.8,1400,2.3
POA7252,49,1440,708,290,1885,0.8,1619,2.5
POA7253,47,953,489,220,1180,0.7,911,2.2
POA7254,47,1300,583,250,1460,0.8,1283,2.4
POA7255,57,867,697,140,1616,0.7,1095,2
POA7256,45,1083,845,190,1719,0.7,1330,2.1
POA7257,51,0,421,85,1042,0.8,725,2
POA7258,48,1933,1018,250,2660,0.7,2358,2.7
POA7259,46,1300,707,225,1653,0.9,1433,2.5
POA7260,47,1083,559,210,1356,0.8,1041,2.3
POA7261,53,650,474,240,1034,0.7,846,2.2
POA7262,51,1300,720,250,1677,0.7,1224,2.2
POA7263,47,867,515,203,1281,0.8,1006,2.3
POA7264,54,703,456,180,1105,0.8,778,2.1
POA7265,48,492,488,226,1031,0.7,927,2.1
POA7267,46,1399,697,240,1815,0.8,1687,2.6
POA7268,46,1270,686,250,1721,0.8,1410,2.5
POA7270,55,1086,509,250,1230,0.8,960,2.2
POA7275,50,1300,611,295,1520,0.8,1304,2.4
POA7276,46,1221,689,235,1738,0.8,1380,2.3
POA7277,44,1517,756,350,1954,0.8,1649,2.6
POA7290,39,1356,771,250,1888,0.8,1483,2.5
POA7291,39,1517,783,278,2071,0.8,1701,2.6
POA7292,42,1250,836,200,1914,0.8,1757,2.7
POA7300,41,1364,762,280,1827,0.8,1504,2.5
POA7301,47,1300,665,260,1547,0.8,1229,2.3
POA7302,40,1220,705,220,1602,0.8,1247,2.5
POA7303,47,1213,605,250,1423,0.8,1148,2.3
POA7304,49,1170,561,240,1416,0.8,1074,2.3
POA7305,45,1000,562,250,1382,0.8,1111,2.5
POA7306,50,1300,601,208,1464,0.8,1182,2.3
POA7307,49,1318,641,260,1523,0.8,1240,2.3
POA7310,43,1213,636,250,1515,0.8,1194,2.3
POA7315,48,1220,613,246,1479,0.8,1136,2.3
POA7316,46,1300,681,250,1742,0.8,1362,2.4
POA7320,40,1090,654,240,1558,0.8,1187,2.3
POA7321,46,1213,647,230,1666,0.8,1341,2.4
POA7322,48,1192,602,240,1463,0.8,1100,2.2
POA7325,47,1226,608,230,1552,0.8,1152,2.3
POA7330,40,1083,679,220,1626,0.8,1292,2.4
POA7331,51,1350,742,225,1762,0.7,1351,2.1
POA7466,59,417,417,46,900,0.9,875,2.2
POA7467,47,574,509,150,1371,0.7,851,2
POA7468,40,1083,722,195,1908,0.7,1347,2
POA7469,50,606,503,160,1233,0.7,949,2
POA7470,48,600,524,150,1285,0.7,962,1.9
POA0800,33,1781,1236,450,2403,1,2151,2
POA0810,34,2058,1058,345,2455,0.9,2199,2.7
POA0812,37,1998,979,360,2299,0.9,2046,2.8
POA0820,35,2037,1271,400,2732,0.9,2308,2.4
POA0822,30,2000,298,80,833,1.4,1347,3.8
POA0828,33,2600,1007,370,2468,1.1,2250,2.9
POA0829,31,1213,1302,230,1958,1.3,1412,2
POA0830,33,1950,1056,370,2328,0.9,2027,2.7
POA0832,30,2167,1206,420,2579,0.9,2352,2.9
POA0834,43,2500,1167,460,3005,0.9,2678,2.9
POA0835,43,2388,1118,400,2774,0.9,2560,2.9
POA0836,39,2300,1158,400,2840,1,2593,3
POA0837,43,2229,736,275,1774,1,1419,2.5
POA0838,38,2167,1048,300,2447,1,2183,2.8
POA0839,31,1772,943,340,1713,1,1426,1.9
POA0840,60,1300,469,200,1015,1,806,1.9
POA0841,47,1900,839,268,2200,0.9,1550,2.4
POA0845,45,1520,542,150,1337,0.8,900,2
POA0846,52,1333,583,200,1281,1,992,2.2
POA0847,36,1083,459,120,1375,1,1125,2.5
POA0850,33,1625,1040,330,2284,1,2027,2.7
POA0852,28,1517,314,80,756,1.6,1331,4
POA0853,29,0,1513,260,2929,0.9,2865,3.1
POA0854,32,1117,393,33,1017,1.4,1301,3.5
POA0860,33,1114,671,180,1433,1,1677,2.7
POA0862,28,0,775,150,866,1.1,1375,3.1
POA0870,34,1741,1154,390,2507,0.9,2174,2.6
POA0872,29,498,340,75,781,1.4,1213,3.6
POA0873,40,2303,854,250,2188,1,1783,2.6
POA0874,35,2167,1519,340,3374,0.9,2221,2.2
POA0875,33,1733,1042,328,2276,0.9,2032,2.7
POA0880,32,1733,833,95,2425,1.1,2406,3.3
POA0885,34,1083,1844,80,3718,1,3333,2.8
POA0886,34,1400,1268,65,2329,1,2090,2.3
POA2600,45,2819,1641,540,4035,0.8,3016,2.2
POA2601,22,1950,525,550,2895,1.1,2232,1.7
POA2602,36,2167,1257,436,3124,0.9,2337,2.4
POA2603,41,2500,1596,481,4094,0.9,2991,2.3
POA2604,37,2150,1585,500,3395,0.9,2434,2
POA2605,41,2650,1333,490,3631,0.8,2894,2.6
POA2606,34,1800,1258,430,2684,1,2156,2.2
POA2607,42,2383,1225,440,3109,0.8,2418,2.5
POA2609,47,2800,823,322,1850,0.9,1116,1.9
POA2611,36,2167,1301,450,3069,0.8,2482,2.6
POA2612,30,1987,1425,490,3320,1,2371,2
POA2614,39,2102,1157,418,2843,0.8,2250,2.5
POA2615,36,2000,1106,420,2620,0.8,2262,2.7
POA2617,32,1950,1074,440,2534,0.9,2177,2.4
POA2618,44,2899,1125,449,3125,0.8,2878,3
POA2900,36,1625,1196,450,2343,0.9,1860,1.9
POA2902,41,2000,1070,400,2630,0.7,2207,2.6
POA2903,39,2100,1128,400,2710,0.8,2311,2.6
POA2904,41,2167,1209,462,2994,0.7,2577,2.7
POA2905,37,2000,1125,430,2639,0.8,2311,2.7
POA2906,37,2000,1166,410,2785,0.8,2410,2.7
POA2911,34,2400,1394,460,3235,0.9,2807,2.8
POA2912,31,1801,1048,450,2395,1,2208,2.6
POA2913,34,2000,1180,460,2737,0.8,2429,2.8
POA2914,31,2167,1244,480,2998,0.9,2841,3.1
POA2899,50,1300,736,240,1630,0.8,1184,2.1
POA6798,38,1300,1233,150,2659,1,2109,2.5
POA6799,40,1972,741,231,1678,1.1,2519,3.8
POA9494,0,0,0,0,0,0,0,0
POA9797,40,1733,1887,0,2249,0.8,2250,1.9
