POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3121,26,11,21,0,62,8,7,18,0,23,11,9,13,4,35,5,5,26,4,48,48,19,40,9,112,36,8,53,4,101,126,26,70,9,233,84,42,80,22,235,98,42,64,16,214,140,51,56,26,272,102,64,66,7,243,154,62,48,19,289,432,166,101,38,734,468,153,38,31,692,473,180,37,28,723,385,156,16,13,565,1326,1015,77,22,2450,102,98,62,5,273,20,14,18,3,55,4064,2128,910,255,7363
POA3122,23,9,22,0,60,13,3,5,6,26,6,0,6,5,13,3,0,18,0,21,20,6,10,5,41,20,3,23,5,55,63,18,22,6,110,54,19,30,13,108,115,27,32,10,189,157,34,28,15,236,107,31,36,13,185,114,53,30,11,210,322,102,60,23,501,294,112,30,11,451,253,140,38,8,436,194,99,9,5,308,678,1184,78,12,1955,74,182,54,4,306,16,20,7,5,43,2526,2045,527,161,5260
POA3123,22,9,28,0,63,6,3,9,0,18,8,0,13,0,21,3,5,14,0,28,22,5,14,4,41,14,4,20,0,40,35,10,17,7,72,42,14,19,7,80,70,20,31,4,124,99,44,36,5,180,72,37,20,9,137,97,35,29,6,153,225,106,60,14,401,170,89,16,15,291,172,111,31,5,315,113,81,6,3,210,435,936,59,0,1422,59,93,32,0,190,14,13,0,0,29,1685,1617,438,83,3807
POA3124,55,19,37,3,110,20,7,7,4,34,7,3,15,3,29,5,3,19,0,29,28,7,33,4,77,30,13,19,9,72,109,20,31,3,164,82,19,39,6,149,128,42,47,5,224,146,56,58,11,268,98,58,43,5,199,125,63,42,6,235,264,163,77,11,512,210,160,48,8,421,175,198,41,8,420,115,164,13,3,295,508,1685,67,8,2266,71,197,51,0,316,19,23,9,0,51,2194,2900,682,92,5875
POA3125,45,7,20,0,77,23,3,17,3,44,17,3,9,3,30,10,5,26,0,37,35,7,29,4,79,42,12,36,6,91,124,12,43,4,177,79,35,49,10,166,94,50,41,3,192,107,72,42,13,229,84,76,32,9,197,74,50,24,7,158,132,137,60,12,351,112,163,32,16,320,81,151,28,6,261,48,115,8,0,175,156,538,27,4,728,49,86,38,0,171,12,7,12,0,26,1310,1531,572,110,3519
POA3126,26,7,33,0,62,3,0,0,0,8,0,4,3,0,11,0,0,3,0,8,12,4,7,0,19,6,9,7,0,25,19,11,18,0,49,27,10,16,0,51,41,23,13,0,70,69,13,26,4,114,35,15,11,0,66,39,17,21,3,78,89,58,27,0,174,63,51,13,0,127,61,59,12,0,131,76,45,4,0,121,226,645,34,5,907,37,88,18,0,139,13,11,3,0,23,828,1070,266,22,2183
POA3127,44,13,26,0,83,7,0,8,0,20,15,4,13,0,26,6,0,10,0,22,31,3,18,0,54,32,13,23,0,69,72,17,22,4,116,91,24,32,9,152,108,43,36,4,183,138,42,36,6,229,88,58,38,8,191,101,51,38,5,206,229,170,73,14,477,210,153,37,4,408,152,177,38,0,371,113,168,21,7,307,381,1467,67,8,1927,50,173,51,0,274,16,4,4,0,27,1879,2587,606,74,5150
POA3128,134,21,76,12,238,43,9,10,5,71,43,9,27,0,79,28,9,24,0,56,84,18,55,0,161,63,28,61,0,151,175,59,56,13,298,169,65,60,17,318,171,98,75,19,361,210,110,69,26,414,134,106,57,22,313,139,95,61,5,298,295,226,94,21,637,166,207,44,7,421,134,188,20,3,348,59,154,14,3,231,194,691,33,4,920,89,120,50,0,262,39,13,7,3,63,2359,2224,889,177,5648
POA3129,77,20,50,0,151,23,0,7,0,38,22,14,19,4,55,14,5,16,3,30,37,16,27,0,75,26,16,51,6,96,145,42,42,7,231,129,52,50,9,248,121,65,84,12,287,136,96,64,16,312,74,86,56,6,216,119,96,47,0,270,164,270,80,17,529,112,221,53,9,393,105,262,31,11,408,77,188,11,0,274,174,809,39,4,1034,51,137,45,0,235,14,14,10,0,34,1610,2416,773,113,4911
POA3130,116,20,41,5,182,39,6,15,0,53,22,10,19,5,57,15,3,19,0,41,88,16,31,3,135,58,21,55,5,133,259,43,70,9,373,195,82,70,11,369,252,116,121,17,510,278,135,100,21,541,137,185,90,4,416,184,179,88,11,455,352,443,163,16,973,264,470,66,8,819,199,506,50,8,757,137,401,17,0,558,373,1636,56,5,2067,78,258,81,4,417,37,21,6,3,64,3065,4567,1168,135,8930
POA3131,115,9,21,4,147,23,4,8,6,40,24,5,4,0,32,20,7,17,0,42,73,9,27,6,112,35,30,35,0,103,215,33,48,5,306,153,66,86,15,323,155,99,105,13,368,175,136,89,22,413,84,111,79,13,293,132,146,76,6,361,248,371,103,12,733,197,353,44,9,603,121,370,27,0,526,92,255,11,6,362,214,836,42,5,1100,76,156,52,3,292,30,15,4,0,53,2171,3009,901,128,6201
POA3132,57,14,18,3,90,22,0,0,0,24,16,9,13,0,33,3,0,9,0,16,35,8,13,3,55,30,11,25,4,62,127,25,37,0,190,116,36,50,0,200,127,54,67,3,254,178,84,70,11,340,68,93,31,10,206,92,103,52,3,249,187,256,63,19,525,160,247,34,6,452,140,313,23,4,475,110,211,14,5,337,197,727,38,3,959,50,93,48,0,194,12,8,7,0,33,1733,2290,614,74,4708
POA3133,109,14,38,0,164,34,0,7,0,44,25,7,16,3,52,15,4,18,0,34,79,16,21,5,127,40,23,50,0,115,226,45,35,0,310,188,65,77,3,339,208,98,81,8,401,255,139,63,8,467,119,117,63,5,306,126,146,53,8,333,231,419,86,8,742,168,382,62,9,617,111,417,41,0,571,68,281,14,4,366,197,942,38,4,1178,63,204,43,3,316,30,12,8,4,59,2294,3347,819,73,6533
POA3134,100,11,37,0,160,38,8,8,0,54,24,0,12,3,35,10,11,33,0,54,90,27,43,0,153,56,22,59,4,144,252,54,92,11,408,223,101,117,8,453,274,135,123,16,546,295,179,153,9,639,185,175,106,7,469,177,204,74,5,460,423,506,148,15,1095,337,562,71,9,975,264,569,57,3,894,190,414,21,4,630,388,1339,60,4,1785,109,278,102,7,497,41,34,23,5,96,3470,4628,1334,117,9554
POA3135,50,14,18,0,84,14,0,7,0,23,12,6,6,0,24,5,0,14,0,28,41,5,27,5,86,20,13,38,0,75,142,40,54,8,239,127,36,67,4,231,161,69,92,0,328,172,121,90,9,388,99,125,70,10,309,100,129,46,11,284,231,347,102,12,687,175,350,43,5,572,150,381,31,5,561,109,273,16,0,398,213,790,28,4,1038,46,130,62,4,234,17,18,8,0,52,1890,2856,812,75,5634
POA3136,111,23,38,3,176,44,3,5,0,57,16,3,22,0,46,21,5,33,0,60,100,14,71,3,196,79,22,129,5,239,407,69,137,10,622,364,107,204,9,692,404,171,220,21,812,427,264,214,18,923,244,278,150,20,687,250,338,160,6,753,603,827,262,22,1725,480,810,127,19,1430,330,723,71,10,1129,224,514,30,3,769,428,1349,78,10,1859,132,318,152,0,613,71,39,20,0,132,4728,5903,2125,161,12918
POA3137,32,8,4,0,44,17,0,6,0,23,8,9,10,0,19,9,3,12,4,20,21,0,36,0,57,23,9,36,0,73,147,25,52,4,232,130,25,89,3,252,110,39,82,4,234,129,89,66,4,284,77,115,60,7,260,94,137,52,3,282,190,273,78,10,557,175,295,32,7,510,115,222,23,0,364,56,169,16,0,236,85,292,23,0,392,39,128,45,0,213,27,15,10,0,53,1485,1845,714,59,4096
POA3138,50,4,13,0,64,17,0,0,0,22,16,6,10,0,27,12,5,23,0,34,39,8,32,0,86,36,16,63,0,114,205,29,75,12,313,158,49,104,13,323,171,82,117,7,380,194,158,104,11,460,105,166,96,0,367,108,183,61,0,354,323,506,125,13,964,220,461,64,8,751,177,396,33,4,608,107,289,15,4,412,160,574,29,3,770,68,206,72,5,353,28,18,11,0,69,2200,3149,1046,79,6475
POA3139,26,9,6,0,45,10,3,3,0,23,14,0,0,0,13,5,6,13,0,17,37,7,25,0,66,29,4,34,0,72,134,24,49,3,201,117,24,53,0,199,121,68,50,3,250,127,105,69,4,310,97,144,38,8,283,107,156,28,3,293,227,356,50,3,641,176,303,28,6,509,108,196,15,6,333,49,114,4,0,169,91,263,7,0,362,45,142,41,6,235,35,32,13,0,78,1570,1942,537,42,4091
POA3140,27,3,11,0,46,18,7,5,0,24,6,3,11,0,20,4,0,15,0,21,40,3,25,3,71,35,3,37,0,79,175,20,62,7,266,152,29,71,12,260,177,55,71,4,309,180,107,75,7,365,86,113,57,0,259,110,128,43,5,280,267,360,103,11,736,185,313,42,6,547,141,283,27,0,461,78,181,9,0,276,107,427,14,0,549,50,147,63,4,260,42,12,11,0,68,1883,2198,744,59,4889
POA3141,32,6,32,3,78,8,0,3,0,18,5,0,13,4,21,7,4,15,0,27,32,0,24,11,63,25,9,31,4,70,72,12,31,8,122,64,17,50,14,146,122,29,52,17,215,119,30,46,27,223,122,26,26,13,186,136,33,26,17,211,391,90,61,19,562,424,65,30,25,541,351,90,25,14,479,326,67,8,6,416,1152,572,71,17,1804,146,112,49,8,311,31,10,15,0,51,3578,1175,592,212,5553
POA3142,28,11,21,0,65,7,0,5,0,12,4,0,3,0,13,6,0,4,3,14,12,0,8,0,22,9,3,8,3,25,26,9,12,0,43,26,15,23,0,64,55,13,36,0,104,67,23,22,0,110,40,25,12,3,86,83,28,16,0,121,168,62,36,6,276,155,52,25,7,237,132,44,16,0,197,91,47,9,3,150,736,672,75,7,1487,64,126,38,0,229,20,15,9,0,43,1740,1140,374,53,3308
POA3143,17,6,9,0,30,5,4,3,0,13,3,0,9,0,14,4,0,5,0,9,13,6,3,7,27,7,0,11,0,30,30,0,17,0,52,27,10,19,3,60,45,8,24,4,80,52,12,24,0,93,35,18,21,3,77,61,19,19,0,103,137,32,38,6,211,136,40,11,3,195,105,58,19,4,189,83,41,3,4,126,380,504,54,7,941,36,49,19,5,111,12,0,0,0,15,1194,804,310,56,2366
POA3144,5,9,4,0,19,4,0,0,0,11,4,0,5,0,9,0,0,8,0,11,10,4,10,0,20,11,3,5,5,16,44,3,17,3,60,33,0,24,5,63,42,10,24,4,80,56,14,24,7,98,31,18,18,9,77,55,24,21,4,105,132,54,36,8,227,117,53,15,3,189,123,70,24,3,224,70,48,9,0,126,391,819,54,5,1271,34,116,32,0,184,20,18,3,0,38,1191,1258,339,49,2836
POA3145,39,13,23,3,78,16,0,8,0,20,11,0,10,0,20,5,3,11,6,20,43,7,23,7,76,29,6,28,8,68,122,10,27,9,167,103,16,33,11,166,112,36,43,8,205,167,49,55,10,281,106,49,47,7,211,118,68,46,11,231,279,163,98,19,557,236,219,34,7,494,150,241,36,7,432,113,173,19,4,306,481,1723,89,11,2310,65,172,49,0,293,24,11,7,0,47,2216,2967,686,115,5981
POA3146,44,21,32,0,97,21,6,9,4,37,16,11,19,3,41,11,0,22,0,31,24,5,20,0,48,35,13,21,0,66,100,18,22,5,143,91,24,44,9,172,136,38,58,10,241,158,74,62,16,313,99,64,46,9,218,151,87,57,8,303,315,201,100,23,636,258,192,29,10,486,219,259,44,12,538,186,228,18,6,437,548,2158,106,11,2821,79,220,57,3,363,18,30,4,3,58,2504,3636,765,131,7039
POA3147,38,3,30,0,80,7,5,5,0,21,14,6,15,0,36,7,3,14,0,29,35,8,23,0,64,20,10,23,0,48,92,9,31,3,141,70,22,61,3,155,81,52,59,0,195,100,51,39,10,197,56,54,35,4,150,58,56,27,0,143,132,151,74,9,366,93,173,29,5,295,95,182,25,5,305,72,164,12,0,244,236,1040,46,5,1326,34,103,41,0,182,12,13,5,0,30,1254,2110,588,58,4006
POA3148,29,7,13,0,47,9,0,7,0,12,3,0,8,0,20,0,0,4,0,9,39,0,10,0,54,20,3,24,0,50,73,13,27,0,122,48,23,39,3,111,53,33,40,3,126,65,46,32,9,152,41,57,28,4,128,49,49,24,0,129,129,129,38,10,308,88,122,22,4,237,94,124,18,5,240,57,99,5,4,168,123,311,23,16,463,29,67,32,0,125,16,15,7,0,33,965,1110,401,67,2540
POA3149,151,33,47,9,242,49,11,17,0,78,33,14,28,4,75,19,11,35,3,66,122,25,45,0,183,56,44,67,3,173,314,52,65,11,443,199,81,116,10,400,279,155,117,14,564,317,201,128,20,661,160,186,80,18,448,171,216,83,13,481,329,540,163,21,1053,239,520,86,13,860,186,592,57,9,846,124,401,29,3,555,349,1689,76,9,2118,113,333,87,5,544,39,39,10,0,88,3257,5139,1322,164,9879
POA3150,385,61,166,13,621,105,21,45,6,175,65,41,53,4,161,35,36,69,5,139,236,52,79,5,368,164,68,105,8,339,661,131,143,12,944,492,207,193,20,909,571,299,213,29,1106,545,422,199,27,1197,282,389,156,18,838,339,430,152,22,933,589,1040,237,35,1900,373,931,123,17,1447,317,943,74,10,1346,173,681,43,6,896,546,2611,106,9,3275,195,575,138,5,905,95,56,20,0,176,6155,8990,2307,242,17690
POA3151,55,12,24,0,83,24,5,0,0,34,9,3,14,0,22,5,5,9,0,18,48,3,15,0,67,38,17,17,0,75,148,18,19,0,189,91,41,30,9,164,103,65,36,3,208,106,83,44,7,240,54,73,33,4,163,56,68,27,0,155,121,208,62,10,403,68,135,22,8,232,65,144,17,5,228,27,94,9,0,131,70,313,15,0,393,36,81,28,0,141,17,7,8,0,36,1128,1355,441,51,2982
POA3152,150,27,47,3,231,52,7,14,0,76,29,17,18,0,64,25,11,32,0,67,105,20,42,0,165,85,30,73,3,190,388,65,84,5,548,257,95,102,7,467,309,194,119,7,633,336,270,127,9,741,190,245,121,9,566,212,274,90,10,587,368,637,177,14,1197,257,644,75,11,985,197,610,41,10,858,114,401,28,0,544,250,1229,37,5,1528,98,262,78,0,444,42,29,11,0,81,3463,5078,1312,118,9969
POA3153,56,6,23,0,82,19,6,4,0,29,15,7,9,0,36,11,3,23,0,38,53,11,34,3,103,44,17,61,0,117,219,34,93,3,345,123,69,104,8,303,154,82,150,10,401,175,167,131,19,492,126,162,85,10,383,124,154,74,13,365,315,456,100,18,879,203,400,66,6,672,155,309,35,8,505,95,166,17,0,281,119,332,16,7,467,62,138,80,7,281,40,14,10,3,73,2097,2524,1109,109,5840
POA3154,6,0,3,0,13,8,0,0,0,7,0,0,0,0,3,0,0,0,0,0,10,0,3,0,16,6,4,5,0,16,40,6,18,4,70,41,5,19,0,64,40,15,23,5,75,36,31,23,0,90,18,33,14,0,66,14,35,9,0,60,57,92,22,0,174,58,103,9,4,171,41,74,3,0,120,19,44,4,0,66,34,120,5,0,159,7,42,8,0,64,4,6,0,0,8,450,610,178,12,1251
POA3155,63,3,14,0,81,11,5,8,0,29,11,7,8,0,30,11,4,30,6,51,70,3,58,3,133,42,12,63,0,120,230,48,91,9,379,170,45,143,14,368,184,96,156,14,453,228,159,106,21,525,149,178,113,9,441,148,230,89,6,476,357,476,106,19,958,229,420,62,11,725,187,320,26,9,541,105,205,23,5,335,153,338,27,0,520,76,151,75,9,304,56,24,15,4,93,2478,2720,1224,119,6538
POA3156,107,13,32,0,152,46,8,9,0,62,17,4,16,0,38,15,10,32,0,52,89,6,50,0,145,71,21,82,3,176,366,39,122,5,533,278,73,156,15,509,295,140,200,12,643,316,224,184,16,744,187,261,142,17,606,192,276,115,13,592,500,793,189,18,1502,364,762,73,11,1215,269,691,66,4,1036,159,467,23,4,649,305,1155,63,9,1527,114,327,117,8,566,37,32,21,0,90,3712,5306,1696,140,10847
POA3158,4,0,0,0,5,0,0,0,0,0,6,0,0,0,6,0,0,4,0,4,20,0,11,0,27,12,0,12,0,25,33,0,22,7,67,48,10,29,0,84,50,36,31,0,108,74,28,23,3,128,32,45,32,0,109,34,50,17,0,102,88,149,33,0,270,67,163,21,0,249,61,143,15,0,219,37,86,4,0,127,89,209,12,0,308,14,64,29,0,109,3,11,0,0,17,685,986,298,14,1984
POA3159,8,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,7,4,0,7,0,11,18,0,8,0,24,18,5,8,0,32,14,7,12,0,27,26,17,14,0,59,18,8,4,0,29,16,12,3,0,32,30,60,13,0,99,20,55,3,0,83,23,55,3,0,75,14,35,0,0,48,28,102,6,0,135,14,24,8,0,38,0,4,4,0,10,254,385,89,3,730
POA3160,13,0,9,0,27,5,0,0,0,6,8,0,6,0,4,0,0,11,0,9,16,3,6,0,21,16,5,14,0,35,64,3,29,5,99,57,12,40,0,108,73,28,40,5,136,72,52,46,6,175,50,47,30,4,127,53,58,29,0,136,119,184,54,6,364,106,183,25,4,323,85,166,23,0,269,59,111,7,0,182,106,310,8,0,423,34,78,26,0,141,6,4,0,0,12,928,1255,391,25,2598
POA3161,37,15,17,4,70,13,6,9,0,22,9,0,7,3,21,7,0,4,0,10,26,5,15,5,53,22,8,16,0,46,72,9,23,0,100,59,23,23,3,115,82,28,45,5,167,121,52,32,4,204,67,38,21,3,126,103,42,27,10,178,236,130,75,10,448,213,119,15,11,361,172,116,16,4,317,120,106,9,6,238,471,953,40,3,1467,75,128,43,0,245,38,30,11,0,82,1938,1805,450,71,4266
POA3162,42,13,20,0,73,9,8,5,0,19,12,3,9,0,27,11,0,9,0,20,33,5,10,6,48,20,5,19,3,54,135,13,30,0,178,80,15,41,8,134,113,43,51,7,216,134,64,47,4,245,78,58,41,5,178,96,68,33,3,200,221,185,84,9,493,168,191,25,5,386,175,210,25,6,414,104,171,12,0,283,352,1144,56,4,1564,55,140,46,3,246,37,28,10,0,68,1874,2352,563,64,4857
POA3163,72,19,37,3,134,26,0,8,3,44,17,5,5,0,33,10,3,16,3,32,68,15,26,3,117,38,16,42,4,99,217,24,49,8,300,140,56,90,17,304,216,75,96,22,413,267,118,97,21,504,185,118,77,16,390,227,148,60,17,454,538,397,123,33,1084,411,346,45,25,832,338,361,46,10,749,209,284,14,3,515,581,1471,69,17,2134,129,184,65,8,391,45,23,10,0,79,3746,3667,983,211,8606
POA3165,92,25,23,3,142,31,4,11,0,45,18,7,25,0,47,10,6,23,0,41,62,20,33,4,121,49,17,60,5,124,245,38,62,5,345,163,62,118,13,353,195,102,115,14,422,220,147,127,7,502,100,150,117,4,377,120,170,75,4,375,245,470,171,21,910,224,485,70,3,790,169,521,60,8,754,140,415,23,3,585,339,1677,87,11,2115,64,233,82,3,383,38,21,11,0,74,2524,4575,1275,119,8496
POA3166,69,12,22,7,109,29,5,3,0,41,15,6,13,0,34,12,3,17,0,31,77,13,24,4,111,49,13,56,7,122,200,37,61,9,310,147,57,65,20,286,118,91,110,12,324,176,127,86,22,415,138,127,89,15,369,133,128,71,8,347,305,361,116,26,805,238,338,59,15,653,195,322,48,4,568,111,283,19,9,417,315,980,34,10,1338,76,147,64,5,290,31,12,9,0,51,2436,3059,951,182,6632
POA3167,45,5,15,3,73,18,3,3,0,21,6,5,8,4,15,6,3,4,0,14,29,6,19,0,55,27,10,6,0,43,130,12,23,0,164,62,20,37,6,118,81,57,37,4,183,72,55,50,6,185,42,57,19,4,127,54,80,37,4,177,104,187,55,16,357,61,159,13,4,235,57,160,21,0,243,33,134,8,0,177,81,359,12,0,447,27,67,24,0,127,17,7,6,0,35,961,1390,385,54,2780
POA3168,85,13,21,19,134,29,0,11,3,43,24,3,14,4,43,14,0,9,3,31,57,10,16,10,95,43,15,42,10,109,124,38,48,14,224,115,48,70,18,245,117,105,55,26,305,159,116,62,29,364,105,109,47,19,284,97,123,40,15,271,279,203,53,38,570,164,156,22,18,356,115,147,7,11,281,63,104,11,5,175,102,161,16,3,284,51,74,28,5,156,17,8,7,4,43,1768,1426,567,246,4009
POA3169,90,24,26,7,151,19,10,9,0,39,18,6,16,0,42,21,12,28,0,54,79,14,38,0,132,56,22,45,3,131,299,59,65,0,423,159,86,105,20,362,128,165,100,16,411,189,161,94,18,461,86,189,74,14,365,111,175,59,14,360,210,386,95,28,709,121,307,51,15,494,111,229,22,8,369,60,175,12,0,246,88,366,23,0,478,46,136,56,5,244,42,21,10,0,78,1944,2529,921,145,5541
POA3170,84,16,20,3,120,31,5,4,0,40,24,11,14,3,48,8,4,6,0,26,76,8,25,0,107,29,17,40,0,90,260,44,33,0,336,158,75,62,9,311,153,100,95,10,357,167,144,79,18,399,84,137,59,6,285,87,168,54,4,308,187,392,94,15,682,148,357,57,6,571,99,322,26,8,460,61,213,10,5,290,148,610,41,7,804,69,158,47,3,279,32,20,7,3,65,1905,2796,788,106,5593
POA3171,110,37,50,12,208,16,13,8,0,39,13,13,25,0,52,20,11,55,0,85,73,39,57,4,172,55,39,46,8,148,293,89,77,14,470,140,159,135,24,450,131,210,103,25,465,179,227,120,23,549,110,220,76,20,426,115,203,44,13,380,185,349,103,23,670,94,226,45,16,382,60,173,18,15,264,30,99,7,4,140,54,168,19,9,245,67,147,57,11,283,30,24,22,3,79,1776,2441,1068,216,5495
POA3172,90,31,45,3,170,16,3,8,0,36,8,16,31,0,59,11,17,30,4,59,78,20,44,6,143,65,28,61,0,155,267,68,85,6,430,184,90,101,13,387,181,166,111,12,464,177,201,104,17,493,99,172,76,12,366,107,214,78,4,401,207,474,119,12,804,125,379,73,5,584,88,288,48,9,438,58,227,21,4,312,91,520,23,4,639,54,192,59,7,314,42,25,8,0,82,1961,3137,1118,113,6323
POA3173,136,29,36,9,208,37,4,16,3,59,27,10,21,0,59,14,17,37,0,67,87,24,52,4,163,51,46,51,0,149,317,93,79,4,494,169,119,128,5,418,163,212,129,15,517,206,266,154,21,644,126,329,105,3,570,120,292,76,15,496,234,720,135,18,1108,150,579,79,6,823,139,488,39,3,668,82,316,24,0,418,127,736,39,4,905,58,253,64,0,380,37,29,21,0,84,2254,4559,1288,126,8230
POA3174,138,50,72,7,274,31,0,16,3,53,28,18,42,0,88,24,22,55,0,108,118,50,107,11,290,63,70,110,5,253,449,154,180,12,792,272,233,240,30,769,212,351,200,42,804,299,479,223,34,1033,200,420,141,28,778,216,395,102,37,751,429,724,203,37,1391,254,464,93,25,837,121,315,54,12,501,81,173,24,0,283,88,262,29,4,388,140,246,95,9,490,58,49,38,9,143,3219,4473,2010,315,10023
POA3175,158,74,88,4,327,43,13,18,0,81,31,25,47,5,110,37,32,83,4,160,192,77,119,6,390,84,137,172,9,399,606,249,216,22,1095,369,352,293,36,1045,338,517,285,37,1175,381,608,234,37,1266,215,487,154,27,886,219,467,130,25,846,453,901,207,43,1618,243,617,104,17,977,161,445,52,12,677,94,230,26,8,358,107,393,44,12,563,143,343,167,12,668,97,78,54,4,230,3988,6059,2508,300,12856
POA3177,20,11,21,4,56,5,3,5,0,12,4,11,17,0,31,7,7,16,0,33,27,19,35,0,78,27,34,40,3,102,123,55,48,5,227,84,93,86,10,265,69,137,79,4,283,71,153,68,15,307,38,121,49,3,206,60,99,25,6,185,100,184,50,11,342,42,121,26,7,194,28,48,14,4,95,10,29,6,0,42,12,53,0,0,65,28,79,52,3,168,21,15,17,0,56,775,1251,646,79,2757
POA3178,111,7,23,5,137,41,3,8,0,46,21,15,12,0,47,23,6,22,0,52,87,19,40,0,144,67,30,54,7,154,338,43,60,3,448,243,69,78,8,404,274,147,126,14,559,288,203,125,16,627,149,205,84,3,445,169,282,72,11,534,354,722,146,14,1237,314,694,99,3,1110,216,686,48,5,961,133,471,42,3,648,257,1343,59,4,1663,82,305,75,0,470,45,25,15,3,88,3206,5286,1183,108,9779
POA3179,23,5,6,0,31,7,0,0,0,7,0,0,4,0,4,0,0,4,0,10,23,0,12,0,37,7,5,12,0,28,53,19,16,5,88,46,17,25,0,89,36,30,32,3,104,55,42,20,0,121,41,32,19,3,92,36,57,18,0,118,70,116,30,3,220,40,130,18,4,195,34,105,8,0,152,14,84,0,0,98,31,171,10,0,211,10,54,18,0,76,11,8,0,0,24,532,896,263,22,1716
POA3180,29,4,5,0,39,12,0,0,0,12,7,5,0,0,12,11,0,3,0,14,16,3,15,0,35,12,7,12,0,37,97,11,25,0,130,65,24,35,4,127,75,41,41,7,165,76,62,43,4,180,31,72,26,0,135,50,50,20,9,127,84,161,31,3,282,77,156,19,0,244,53,133,11,5,195,32,79,5,0,122,54,178,10,4,241,27,51,27,0,104,21,5,9,0,26,826,1042,340,32,2244
POA3181,16,4,9,3,28,12,3,5,0,19,5,3,8,0,22,7,0,3,0,15,27,0,11,4,46,27,5,21,0,62,89,5,20,3,120,50,13,30,10,103,73,18,49,16,153,122,37,31,16,206,96,23,34,12,161,105,18,33,9,174,293,93,58,19,463,299,71,16,23,405,282,93,21,9,406,229,67,10,4,310,750,609,44,12,1424,70,75,30,5,181,14,6,7,0,32,2574,1150,441,150,4324
POA3182,30,11,4,0,42,5,4,3,0,15,0,0,4,0,12,10,0,10,0,16,27,3,24,0,53,19,5,28,4,49,57,3,32,0,97,74,13,44,8,139,125,16,48,8,201,145,35,49,14,238,120,34,50,3,206,165,39,28,9,244,430,101,56,18,604,384,114,14,15,528,324,88,16,4,442,268,82,10,3,357,638,506,53,15,1214,120,77,36,0,233,18,4,0,0,25,2954,1151,511,116,4728
