POA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
POA3012,428,105,521,181,22,1530,995,2145,373,70,816,373,130,148,2164,63,1613,16687,724,23955,17,14,4,0,17,5,0,5,11,7,9,125,1363,1540,1420,2363,504,208,1145,615,218,269,2606,171,2140,16992,2105,27023,3,4,0,0,0,0,0,0,0,0,0,21,0,26,32,20,11,0,27,22,4,9,25,0,25,105,3,207,30,26,11,0,27,22,4,9,25,0,29,123,0,232,1364,2036,486,125,1073,577,201,249,2488,169,1873,13045,592,20785,22,14,0,77,48,6,0,5,17,3,66,108,1177,1423,1420,2073,504,208,1144,605,211,261,2533,168,1970,13271,1773,22444
POA3013,197,57,247,83,13,709,662,1363,268,10,386,250,79,86,1401,59,999,9752,393,14323,13,13,0,0,6,0,6,0,9,0,10,53,504,600,887,1450,353,66,528,371,110,131,1608,115,1254,9882,909,15636,0,0,0,0,0,0,0,0,0,0,0,27,0,28,29,11,10,0,19,16,5,3,26,4,20,73,3,164,32,10,10,0,19,21,5,3,26,4,20,104,6,198,843,1232,330,70,507,346,99,118,1526,113,1131,7274,311,11985,10,6,5,0,0,3,0,0,3,0,3,22,417,466,883,1251,347,66,528,367,109,129,1555,115,1155,7400,733,12644
POA3015,195,75,302,80,23,816,842,1453,315,11,452,360,88,118,1407,64,1091,11914,495,17120,7,15,0,0,3,5,0,0,7,0,4,84,581,698,1086,1543,382,121,602,478,127,162,1607,143,1401,12077,1097,18634,6,3,0,0,0,0,0,0,0,0,5,34,0,47,37,16,14,0,14,18,8,7,27,7,28,128,14,251,36,21,14,0,14,27,3,7,26,7,30,169,14,299,1050,1271,362,97,573,441,117,149,1495,128,1202,8518,395,13751,8,6,3,22,5,6,0,0,4,11,24,28,478,566,1087,1297,383,121,596,468,124,157,1528,143,1258,8715,886,14620
POA3016,191,52,299,74,12,747,1015,1223,426,14,428,456,92,130,1028,74,935,9981,459,14699,11,8,3,0,3,0,0,0,11,0,9,70,480,577,1257,1301,505,83,551,604,123,192,1225,124,1243,10128,952,16025,0,6,0,0,0,0,0,0,3,0,7,37,0,49,57,18,31,9,23,39,3,16,19,6,38,133,6,295,62,25,31,9,23,42,3,14,22,6,37,169,6,345,1182,1084,469,71,516,551,111,167,1149,118,1073,7591,400,12393,11,0,0,0,4,8,0,3,3,0,11,32,410,478,1257,1110,504,83,547,601,116,187,1180,124,1118,7796,811,13216
POA3018,194,65,277,103,9,818,878,1020,342,13,489,445,94,134,936,71,818,7928,425,12108,8,4,4,0,0,6,0,0,5,0,11,59,540,634,1161,1131,442,56,637,586,137,196,1143,133,1103,8092,980,13556,6,0,0,0,0,0,0,0,4,0,6,17,0,27,53,24,27,8,33,30,0,6,24,9,30,100,5,239,54,24,29,8,33,30,0,10,31,9,38,119,5,264,1090,988,401,53,598,546,128,187,1067,127,973,5995,354,10415,18,6,3,0,4,3,6,0,10,4,4,23,426,491,1161,1015,437,56,636,587,134,196,1103,133,1014,6131,790,11172
POA3019,183,43,209,60,12,606,341,641,94,10,411,147,46,63,487,41,465,6109,278,8383,9,7,3,0,3,4,0,4,5,0,5,64,603,696,536,760,141,35,557,243,74,112,670,81,683,6229,895,9682,0,0,0,0,0,0,0,0,0,0,0,11,0,10,18,8,5,0,12,9,4,5,7,7,3,21,5,53,18,8,5,0,12,9,4,5,7,7,3,29,5,62,511,657,139,35,531,230,71,101,639,79,619,4934,238,7517,8,12,0,0,8,3,5,5,6,0,0,57,512,591,536,671,141,35,552,246,74,109,648,81,624,5013,753,8171
POA3020,921,278,1198,399,70,3609,1825,2780,527,36,1873,822,241,280,2019,215,2072,27231,1236,37716,37,34,11,0,25,11,5,5,28,4,20,252,2678,3050,3001,3268,848,356,2738,1453,480,527,2975,496,3288,27882,3978,44372,0,0,0,0,0,0,0,0,0,0,0,32,7,38,70,24,18,6,53,45,13,15,54,16,40,88,6,278,68,23,18,6,53,45,13,15,54,16,40,121,17,313,2891,2762,805,343,2647,1370,457,499,2797,476,3014,21709,1082,34266,45,26,17,8,30,13,6,3,28,3,10,242,2182,2535,3000,2810,839,356,2729,1432,473,524,2876,495,3059,22071,3282,37114
POA3021,1132,337,1659,525,78,4610,2410,3133,742,39,2585,1113,319,336,2108,206,2421,33279,1539,45716,40,37,8,0,24,15,13,11,26,7,18,339,4326,4788,3890,3795,1169,344,3788,1885,642,638,3264,548,4096,34142,5943,55112,5,0,0,0,0,0,0,0,0,0,0,15,3,27,56,25,21,6,51,50,4,15,36,14,34,94,5,251,58,29,21,4,50,49,7,18,36,11,33,111,13,272,3757,3141,1110,281,3651,1779,600,605,3006,525,3658,26349,1333,41363,68,36,25,64,78,38,18,9,88,11,122,362,3507,4120,3887,3211,1159,347,3777,1870,627,638,3131,547,3813,26816,4848,45758
POA3022,96,20,137,25,3,284,142,186,38,10,98,55,13,31,188,11,161,1824,67,2576,0,0,0,0,0,0,0,0,0,0,0,18,285,305,249,221,57,67,155,96,24,47,286,33,293,1866,365,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,7,11,0,18,6,0,0,0,4,3,0,0,0,0,7,11,0,18,243,186,56,65,149,92,25,46,274,30,264,1424,51,2334,0,6,0,0,0,5,0,4,4,0,0,24,235,266,249,195,55,65,158,97,25,47,279,33,270,1450,291,2625
POA3023,887,251,1324,446,84,3657,2409,4263,754,34,2821,1113,354,335,2597,227,3098,42663,1795,57829,31,41,9,3,26,14,7,12,35,10,35,377,5147,5663,3427,4759,1055,255,3671,1630,567,546,3516,492,4455,43480,7025,67146,4,9,0,5,4,0,0,5,4,0,9,41,0,58,79,25,28,11,62,62,9,22,46,18,53,171,9,392,83,33,27,9,63,61,8,24,54,18,54,212,8,448,3303,3845,1006,236,3545,1526,523,509,3231,470,3863,31338,1434,47548,41,36,9,7,38,18,13,11,28,5,16,236,4517,4878,3426,3914,1044,255,3649,1605,553,538,3308,489,3937,31790,5953,52875
POA3024,552,93,702,183,22,1603,1156,2358,327,11,1228,491,128,218,2014,89,1651,22742,788,30541,14,13,0,0,8,0,0,0,13,0,7,157,1658,1857,1562,2657,456,91,1519,702,197,340,2578,186,2361,23081,2476,34004,4,0,0,0,0,0,0,0,5,0,4,29,0,45,66,25,25,10,44,47,11,22,50,7,66,137,5,339,70,31,30,10,48,47,11,22,58,9,67,168,6,385,1472,2113,410,79,1449,635,177,307,2331,171,1854,15375,582,23121,14,12,0,5,8,3,0,0,11,6,13,118,1156,1316,1556,2156,445,91,1502,685,187,333,2395,182,1932,15668,1745,24825
POA3025,292,110,363,115,29,1221,604,832,211,34,457,293,75,97,730,47,545,7731,364,10946,12,9,3,0,8,10,0,0,8,0,4,62,708,801,1012,977,322,233,758,548,188,194,1021,154,916,7909,1098,12962,0,0,0,0,0,0,0,0,0,0,0,14,0,16,16,9,8,0,8,10,11,9,12,0,13,33,3,97,16,13,8,0,8,10,11,9,12,0,14,48,5,110,954,821,301,192,742,523,169,178,989,141,812,5706,288,9569,39,5,11,36,7,12,8,3,4,7,5,47,528,659,1013,837,322,233,758,545,187,192,1004,154,833,5798,815,10339
POA3026,78,7,153,62,9,357,155,485,69,3,277,103,33,31,242,17,374,6295,196,7925,0,9,0,0,0,0,0,0,6,0,0,59,420,487,226,529,95,16,336,138,45,49,316,28,529,6419,621,8770,0,0,0,0,0,0,0,0,0,0,0,6,0,8,8,3,0,0,5,5,6,0,0,0,3,16,3,33,10,3,0,0,5,5,6,0,0,0,3,19,3,39,219,394,83,16,326,124,41,48,292,28,423,4342,133,5944,0,3,0,0,0,0,0,0,0,0,0,40,296,351,226,396,87,16,331,128,40,49,295,28,429,4405,436,6330
POA3027,58,12,91,48,0,224,181,408,67,0,263,97,23,17,299,10,382,7133,157,8669,0,3,0,0,3,0,0,4,0,0,4,64,476,554,216,435,78,0,291,121,29,26,353,24,479,7238,639,9448,0,0,0,0,0,0,0,0,0,0,3,18,0,25,7,4,0,0,4,8,0,0,0,0,3,20,0,43,8,7,0,0,6,8,0,0,0,0,6,43,0,66,209,337,75,0,291,106,25,25,313,21,385,5193,120,6665,0,3,0,0,0,0,0,0,0,0,0,63,355,424,215,346,78,0,291,118,29,30,314,21,391,5291,478,7150
POA3028,572,153,729,181,121,2089,1605,2034,493,13,1285,668,164,262,1892,135,1623,16661,794,24529,20,25,11,5,16,10,0,7,16,4,15,128,1360,1573,2250,2340,671,177,1722,988,274,409,2479,286,2364,16966,2278,28191,0,3,0,0,0,0,0,0,4,0,4,36,5,54,63,23,26,6,45,46,7,16,52,13,65,154,16,363,63,28,26,6,45,45,7,16,53,13,65,192,19,417,2162,1977,633,162,1659,919,259,384,2296,268,2089,12833,759,21701,15,11,8,0,11,11,0,0,10,3,10,99,1098,1248,2245,2016,665,177,1716,971,269,410,2361,286,2169,13122,1873,23368
POA3029,1197,280,1849,623,106,4638,3981,6849,1105,61,4708,1870,460,579,4387,271,4852,91467,2823,115971,45,66,21,0,52,22,8,12,33,8,37,849,8227,9286,5192,7580,1434,216,5636,2537,685,897,5620,560,6746,92946,11157,129888,5,5,6,0,3,3,0,0,4,0,6,79,7,104,253,94,92,10,165,154,34,71,133,25,133,374,26,1008,259,105,94,10,168,154,34,71,139,22,142,449,32,1110,4864,5899,1318,203,5391,2310,595,803,5110,524,5565,63461,2117,87828,50,39,7,0,43,24,7,6,27,0,24,670,6137,6961,5176,6043,1418,216,5602,2488,642,879,5277,554,5729,64580,8282,95904
POA3030,1755,360,2204,752,149,5616,4765,7591,1446,54,4343,2138,464,735,6254,344,5732,79561,2721,107022,53,46,17,7,36,17,3,11,46,3,48,677,5684,6566,6296,8445,1939,495,5371,2899,718,1169,8062,716,7983,80996,8555,119201,30,17,4,0,3,6,0,0,24,4,23,190,10,278,271,131,111,18,179,178,31,67,190,44,183,502,32,1288,292,146,112,17,182,184,28,67,216,47,212,694,45,1567,5913,6821,1781,454,5102,2656,649,1070,7352,652,6709,55931,2154,83943,64,44,22,22,44,25,5,13,66,10,54,372,4250,4827,6270,7012,1913,494,5323,2863,679,1146,7637,702,6975,56997,6444,90342
POA3031,275,59,342,87,17,900,717,1519,292,14,431,285,82,114,1779,49,1167,10727,410,15884,11,13,4,0,5,6,0,4,6,0,3,80,872,988,964,1647,375,101,619,419,144,183,2059,104,1514,10889,1294,17772,5,4,0,0,0,0,0,0,3,0,0,23,0,34,16,9,17,6,14,15,5,8,27,6,14,82,5,154,15,10,17,6,14,15,5,8,23,6,19,105,7,187,938,1498,351,93,595,399,138,172,2005,99,1391,8600,367,14201,10,4,0,0,8,5,0,0,4,0,7,56,747,825,965,1514,374,101,615,419,137,184,2040,104,1410,8765,1113,15209
POA3032,349,91,463,146,24,1237,1187,2098,532,22,779,583,120,146,2230,77,1772,19207,736,27160,18,9,5,0,19,6,0,3,21,7,18,134,1282,1485,1539,2256,651,122,1007,787,182,220,2596,167,2250,19489,2045,29874,0,7,0,0,0,0,0,0,7,0,3,46,0,62,40,18,30,4,18,33,6,9,33,4,25,133,10,261,39,26,30,4,18,36,6,9,32,4,25,174,7,323,1479,1994,610,99,973,738,169,206,2473,157,2040,15403,647,23753,23,9,4,23,12,8,0,3,27,4,13,81,1066,1217,1537,2025,645,122,1000,782,177,216,2534,168,2082,15655,1730,25290
POA3033,274,112,438,129,14,1232,939,1019,335,14,591,435,80,118,792,75,810,9056,468,13287,25,9,5,0,9,9,0,0,8,0,3,83,439,568,1339,1145,470,205,857,682,172,187,1073,190,1248,9273,920,15078,5,0,0,0,0,0,0,0,0,0,0,11,0,16,41,9,27,6,25,36,8,13,22,10,21,68,7,193,43,12,27,6,25,36,8,13,20,10,26,80,7,208,1271,992,438,192,804,630,157,171,1009,174,1114,6912,411,11777,23,14,5,3,20,11,4,6,10,3,7,47,341,449,1337,1014,470,205,855,674,167,186,1037,189,1149,7040,758,12435
POA3034,434,116,546,136,16,1375,803,745,237,18,531,360,77,93,574,54,665,7164,395,10546,14,6,3,0,8,7,0,4,7,5,10,53,374,470,1323,890,385,299,821,680,137,194,1014,171,1215,7355,786,12388,0,5,0,0,0,0,0,0,0,0,0,7,0,5,16,5,8,3,16,18,3,4,11,3,11,46,0,110,16,14,8,3,16,18,3,4,11,3,11,53,0,119,1274,758,367,280,796,641,134,182,961,164,1134,5593,349,9895,30,5,11,15,12,21,5,3,11,0,23,37,309,403,1324,774,390,301,820,675,137,191,989,171,1172,5684,664,10411
POA3036,70,34,103,46,10,371,479,423,193,10,242,230,43,62,286,27,313,3523,216,5392,5,8,0,0,5,6,0,0,7,0,0,28,167,213,592,465,229,46,313,315,58,86,357,60,418,3596,386,5974,0,0,0,0,0,0,0,0,0,0,0,3,0,8,23,7,16,3,12,24,0,6,12,10,9,39,3,110,23,7,16,3,12,24,0,6,12,10,9,42,6,116,563,382,207,47,296,284,56,82,337,52,370,2780,191,4757,0,5,5,0,0,3,0,0,0,0,7,9,131,151,592,393,229,46,310,313,58,86,346,61,382,2833,324,5023
POA3037,878,229,1246,334,42,3181,2278,3713,667,34,2180,930,252,293,2385,170,2673,32974,1541,46025,18,21,3,5,26,11,4,0,16,0,12,276,1826,2193,3300,4121,943,413,2950,1468,465,515,3283,400,3926,33585,3413,51402,0,0,0,0,0,0,0,0,0,0,0,21,0,32,57,18,23,7,41,30,8,17,32,13,35,122,14,286,57,18,23,7,44,30,12,16,33,13,37,150,14,320,3217,3352,903,399,2878,1416,432,490,3067,381,3494,24954,1261,39187,21,12,3,8,18,8,4,3,11,4,10,157,1374,1599,3293,3382,930,413,2941,1457,451,505,3109,396,3540,25259,2650,41108
POA3038,412,144,708,228,31,1938,1660,1726,554,22,1381,790,166,180,1238,106,1514,16147,796,23694,20,16,3,0,15,5,0,0,19,0,3,128,880,1072,2290,1977,725,153,1829,1149,280,331,1669,243,2230,16503,1707,26703,0,0,0,0,0,0,0,0,0,0,0,11,0,15,62,14,20,0,41,39,9,11,17,6,36,71,3,210,62,14,20,0,39,38,9,11,17,6,36,84,3,222,2199,1697,696,146,1775,1090,263,308,1577,231,2037,13184,709,21767,24,11,4,0,19,13,6,5,13,0,10,70,710,841,2290,1725,722,150,1831,1139,276,331,1606,240,2077,13334,1424,22827
POA3039,253,83,331,97,11,894,829,1219,376,14,434,370,89,116,1330,55,1024,10087,456,14769,17,3,0,0,3,0,6,0,10,0,7,64,453,556,1173,1334,490,135,614,575,147,196,1594,139,1364,10245,921,16224,0,0,0,0,0,0,0,0,0,0,3,18,0,21,31,16,18,13,16,34,12,9,39,9,26,81,6,189,31,18,17,11,18,33,9,12,40,5,28,96,6,210,1127,1192,464,126,579,532,132,176,1529,127,1254,8201,392,13283,18,8,4,4,8,5,3,4,8,0,6,35,408,476,1173,1212,487,135,607,569,142,190,1572,139,1291,8334,807,13976
POA3040,292,101,445,107,19,1221,1440,2072,597,20,718,698,128,204,1742,91,1624,16874,803,24540,4,9,3,3,0,6,3,0,11,0,7,102,818,965,1847,2216,736,167,896,946,185,298,2047,198,2078,17088,1647,26722,0,3,0,0,0,0,0,0,0,0,5,25,0,29,56,18,26,3,26,48,9,11,29,8,28,133,6,285,56,18,32,3,26,48,9,11,29,8,28,154,8,315,1774,1929,706,163,870,877,177,276,1950,184,1916,13422,702,21492,19,6,0,0,7,7,0,3,9,0,3,65,721,822,1842,1956,737,167,894,937,183,294,1993,193,1956,13640,1427,22629
POA3041,147,48,193,78,7,587,789,895,338,17,394,360,68,94,830,68,782,8278,450,12103,8,10,0,0,5,8,0,0,5,0,6,60,330,422,1013,985,390,80,494,468,102,144,980,121,980,8412,793,13111,0,4,0,0,0,0,0,0,0,0,0,16,0,16,40,17,19,5,17,32,7,7,16,7,16,59,8,168,40,22,19,5,17,32,7,7,16,8,16,71,8,185,961,809,357,74,462,425,91,133,921,109,869,6376,377,10268,11,0,5,0,3,5,0,0,0,0,3,39,269,322,1007,836,382,80,487,464,103,138,936,114,890,6483,652,10781
POA3042,232,87,334,134,32,1135,1076,1221,376,18,662,477,105,158,1046,81,916,10164,528,15041,8,10,0,0,6,4,3,3,7,0,9,81,467,585,1482,1367,525,94,892,696,177,240,1281,171,1264,10375,1029,16763,0,0,0,0,0,0,0,0,0,0,4,12,0,15,50,19,23,0,30,41,6,12,21,9,25,87,7,219,50,17,23,0,30,41,6,12,20,9,26,97,7,233,1432,1170,492,89,851,642,169,224,1215,159,1116,7820,451,13146,10,5,5,4,12,9,0,4,8,4,4,50,405,484,1483,1187,520,94,889,688,179,240,1249,171,1152,7963,865,13866
POA3043,358,104,500,142,33,1415,1274,1333,400,27,858,563,118,208,1078,89,1042,10357,567,15714,12,11,7,0,12,10,0,5,3,3,12,99,636,784,1790,1535,559,152,1200,872,208,323,1442,195,1552,10597,1238,17912,0,5,0,0,0,0,0,0,0,0,0,6,0,10,60,19,26,6,39,40,8,18,33,10,27,81,8,238,60,25,26,6,43,40,8,15,33,10,27,87,8,248,1702,1307,525,146,1140,815,186,295,1348,182,1393,8011,478,14010,21,7,6,5,22,12,7,4,4,6,8,54,552,662,1790,1336,559,152,1198,869,204,319,1389,195,1434,8153,1043,14920
POA3044,471,152,644,203,32,1851,1376,2157,454,27,859,585,128,183,1978,114,1692,17801,801,25672,11,18,0,0,11,3,0,5,9,6,12,140,974,1180,2050,2395,646,282,1242,973,225,323,2464,265,2346,18146,1802,28701,5,0,0,0,0,0,0,0,6,0,9,12,0,25,51,22,18,8,23,34,3,19,22,9,32,101,8,231,47,23,18,8,23,34,3,19,28,9,36,111,12,258,1972,2060,611,272,1192,918,215,294,2332,251,2089,13724,702,22412,26,9,3,3,14,11,3,6,10,5,8,65,807,925,2047,2090,637,285,1231,967,222,317,2370,269,2129,13898,1522,23595
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,11,48,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,8,44,55
POA3046,778,236,980,278,42,2749,1784,2330,503,35,1248,756,166,258,2176,117,1842,22753,942,31690,65,19,15,41,43,36,7,13,72,14,34,186,1980,2337,2808,2680,809,399,1867,1346,340,466,3020,364,2858,23212,2968,36772,3,4,0,0,0,0,0,0,5,0,5,46,0,55,67,22,29,10,35,50,13,18,40,8,33,116,11,299,71,25,29,10,35,52,13,18,38,8,34,157,14,356,2641,2279,751,321,1749,1220,302,422,2795,331,2532,17656,806,28008,94,19,27,68,72,67,16,20,112,14,80,131,1571,1942,2799,2327,808,399,1859,1331,332,466,2943,362,2642,17949,2390,30306
POA3047,626,124,765,202,33,2031,893,1244,196,18,853,366,116,146,941,73,875,12530,633,17142,14,17,0,3,9,10,4,5,15,0,13,149,2103,2302,1558,1588,345,132,1405,721,237,313,1583,203,1646,12886,2769,21478,0,0,0,0,0,0,0,0,0,0,0,4,0,6,27,10,14,0,27,18,6,8,19,8,17,41,5,129,24,10,14,0,27,18,6,8,19,8,17,50,5,130,1503,1299,322,125,1357,683,214,291,1485,187,1458,9121,533,14872,22,13,3,5,11,9,5,6,26,5,13,123,1675,1863,1559,1326,338,132,1396,710,227,307,1532,200,1487,9288,2212,16866
POA3048,560,130,773,211,42,1987,823,1107,175,24,856,327,127,117,831,65,854,10355,604,14649,20,26,6,3,12,7,0,4,19,0,20,121,1262,1447,1412,1417,321,138,1399,662,260,256,1405,198,1645,10683,1910,18081,0,0,0,0,0,0,0,0,0,4,0,0,5,8,29,13,6,0,17,17,6,10,8,3,21,32,4,92,29,14,6,0,17,17,6,10,8,3,17,34,7,97,1364,1173,306,134,1361,634,245,232,1332,190,1485,7596,509,13111,20,15,5,0,14,4,3,3,15,3,14,74,921,1053,1412,1202,315,138,1392,655,256,250,1360,198,1518,7701,1437,14261
POA3049,215,45,267,77,5,717,673,729,205,12,376,287,63,103,573,43,557,5732,339,8597,3,7,0,0,4,0,0,0,9,0,3,44,425,499,910,844,281,101,545,405,115,165,797,81,835,5854,771,9812,0,0,0,0,0,0,0,0,0,0,0,7,0,4,21,9,17,0,18,16,0,6,15,3,15,40,4,111,21,11,17,0,18,16,0,6,19,3,16,50,4,115,873,718,266,98,524,386,110,155,747,73,749,4450,287,7645,8,6,0,0,0,8,0,3,10,3,3,37,336,394,909,738,284,101,545,405,107,163,778,82,768,4534,622,8156
POA3051,142,36,191,45,14,494,440,1114,176,4,285,188,51,61,1505,45,910,9236,282,13138,3,10,0,0,5,0,0,0,0,0,5,63,1238,1323,575,1203,208,39,383,264,78,107,1649,86,1107,9344,1531,14953,0,0,0,0,0,0,0,0,0,0,0,14,0,16,10,6,8,0,9,8,3,7,12,0,10,39,0,88,15,6,8,0,9,8,3,7,17,0,10,53,5,106,560,1115,203,40,367,251,71,92,1608,78,1034,7875,228,11969,10,4,4,0,3,0,0,3,12,0,0,52,1070,1149,575,1129,211,40,380,259,74,102,1635,86,1051,7975,1301,13220
POA3052,87,42,122,23,4,304,197,640,113,3,115,91,31,27,827,23,457,4513,134,6533,3,3,5,0,4,0,0,0,0,0,0,30,426,462,314,672,159,62,172,167,57,50,921,65,578,4557,562,7297,0,0,0,0,0,0,0,0,0,0,0,9,0,11,7,10,8,3,3,4,0,0,12,6,7,17,0,48,7,10,8,3,3,4,0,0,14,6,7,24,0,60,304,639,146,61,162,161,56,47,897,53,558,4112,130,6329,0,0,0,0,3,3,0,0,0,0,5,20,389,422,314,646,159,62,168,165,56,50,910,61,565,4156,521,6810
POA3053,211,56,217,36,12,587,377,1081,185,10,240,194,36,69,1435,42,844,10757,252,14428,0,10,0,0,4,0,0,0,10,0,10,71,928,1028,552,1166,246,125,329,307,71,96,1657,97,1070,10864,1197,16034,0,0,0,0,0,0,0,0,0,0,0,14,6,21,12,7,11,7,12,16,9,3,8,5,11,40,4,93,12,6,11,7,12,16,9,3,8,5,15,56,9,111,526,1108,233,90,299,277,57,91,1627,87,994,10041,238,14055,11,7,8,29,16,13,3,4,13,4,25,71,870,1008,548,1118,245,125,329,310,67,96,1648,94,1036,10162,1117,15177
POA3054,56,16,105,22,3,240,408,760,209,10,143,193,43,59,896,32,583,4887,227,7633,4,4,0,0,0,4,0,0,6,0,0,28,267,315,476,786,230,34,169,231,55,72,959,44,693,4938,500,8186,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,4,8,0,0,12,0,9,8,0,10,33,0,69,5,8,8,0,0,12,0,9,8,0,10,40,0,82,457,724,217,27,167,219,51,63,933,42,637,4150,207,6948,8,3,4,0,0,6,0,0,4,0,3,19,235,268,476,738,229,34,169,230,53,72,944,44,651,4209,438,7293
