POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA2798,708,1939,9,23,0,0,9,23,9,6,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,3,3,3,3,4,10,734,1989,59,..,797,1989
POA2799,1483,3750,68,84,7,12,72,94,17,27,0,0,0,0,0,0,0,0,17,27,4,4,0,0,0,0,3,14,9,16,3,11,1591,3910,146,..,1732,3910
POA2800,15483,40955,1358,2148,204,338,1562,2479,510,753,34,60,0,0,0,0,18,33,560,837,23,31,3,11,0,4,76,189,109,227,58,120,17761,44622,1590,..,19349,44622
POA2803,106,250,13,20,0,4,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,268,39,..,159,268
POA2804,1024,2397,29,45,0,9,28,51,12,16,0,0,0,0,0,0,0,0,12,16,3,6,0,0,0,3,0,5,3,16,0,3,1074,2486,157,..,1229,2486
POA2805,160,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,369,32,..,197,369
POA2806,312,722,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,724,47,..,357,724
POA2807,176,371,17,25,0,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,397,53,..,246,397
POA2808,91,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,186,55,..,150,186
POA2809,83,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,188,9,..,90,188
POA2810,1224,2693,33,46,0,0,35,51,46,59,0,0,0,0,0,0,0,0,46,59,3,4,0,0,0,0,3,11,8,12,3,3,1320,2817,209,..,1526,2817
POA2817,127,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,4,8,0,0,136,306,32,..,166,306
POA2818,299,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,300,777,16,..,322,777
POA2820,2242,5430,98,164,0,3,100,167,50,73,0,0,0,0,0,0,0,3,51,77,0,3,4,4,10,6,22,46,39,68,14,26,2441,5772,416,..,2853,5772
POA2821,1545,3967,82,109,0,4,85,114,21,28,0,0,0,0,0,0,0,0,21,28,0,0,0,0,0,3,3,12,3,13,6,20,1664,4142,217,..,1881,4142
POA2822,139,348,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,9,147,367,31,..,173,367
POA2823,438,1086,0,0,0,0,0,0,26,32,0,0,0,0,0,0,0,0,26,32,9,18,0,0,0,0,0,0,9,18,3,8,473,1139,73,..,547,1139
POA2824,709,1704,50,64,4,6,44,70,14,20,0,0,0,0,0,0,0,0,14,20,0,4,0,0,0,0,0,4,3,7,10,15,782,1808,172,..,955,1808
POA2825,769,1895,51,69,5,5,47,71,6,3,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,0,3,6,5,18,16,38,849,2032,234,..,1080,2032
POA2826,63,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,65,165,0,..,68,165
POA2827,1269,3019,35,54,0,0,35,54,47,70,0,0,0,0,0,0,0,0,51,71,10,18,0,0,0,0,4,10,12,25,0,3,1372,3174,247,..,1623,3174
POA2828,286,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,291,680,37,..,333,680
POA2829,947,2368,26,45,0,6,22,47,44,60,0,0,0,0,0,0,0,0,44,60,0,0,0,0,0,0,5,13,5,13,3,10,1024,2499,217,..,1243,2499
POA2830,13346,36131,1335,2325,65,117,1401,2441,1078,1742,8,20,0,0,0,0,18,37,1106,1798,22,36,3,11,0,0,26,62,53,106,45,91,15961,40580,1117,..,17076,40580
POA2831,575,1563,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6,4,3,0,0,0,0,0,0,4,3,9,22,591,1592,114,..,705,1592
POA2832,454,1189,20,27,0,0,20,27,14,16,0,0,0,0,0,0,0,0,14,16,0,3,0,0,72,123,0,0,73,131,4,20,564,1374,121,..,688,1374
POA2833,178,436,7,13,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,0,5,11,0,6,192,467,75,..,273,467
POA2834,458,1056,33,43,0,0,33,43,13,16,0,0,0,0,0,0,0,5,13,19,24,36,0,4,125,212,10,27,163,279,81,131,743,1525,147,..,891,1525
POA2835,1179,2870,39,69,3,6,44,74,67,89,0,0,0,0,0,0,0,0,67,89,8,15,4,3,0,0,7,24,20,41,8,18,1314,3085,510,..,1826,3085
POA2836,189,553,13,16,0,0,13,16,3,4,0,0,0,0,0,0,0,0,3,4,4,7,0,0,0,0,0,0,4,7,64,122,271,697,81,..,351,697
POA2838,77,184,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,80,188,21,..,105,188
POA2839,324,787,35,59,0,0,35,59,3,6,0,0,0,3,0,0,0,5,3,7,0,0,0,7,0,0,3,5,5,12,5,14,371,882,99,..,468,882
POA2840,729,1873,9,10,0,3,10,9,15,17,0,0,0,0,0,0,0,0,15,17,0,11,0,3,0,0,0,0,7,10,25,59,787,1972,336,..,1121,1972
POA2842,265,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,8,14,0,0,275,647,82,..,362,647
POA2843,411,1000,15,17,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,424,1023,93,..,519,1023
POA2844,509,1144,12,15,0,0,12,15,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,3,9,6,15,523,1180,115,..,644,1180
POA2845,699,1805,16,19,14,18,27,35,4,6,0,0,0,0,0,0,0,0,4,6,5,3,0,0,0,0,12,38,13,39,4,8,744,1896,77,..,824,1896
POA2846,106,211,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,108,218,97,..,205,218
POA2847,926,2183,6,14,0,0,6,14,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,13,11,13,11,3,6,949,2225,122,..,1071,2225
POA2848,683,1340,18,18,0,0,18,18,11,12,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,5,4,5,4,0,0,714,1374,126,..,844,1374
POA2849,620,1439,7,12,0,0,7,12,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,6,640,1463,167,..,807,1463
POA2850,6316,16387,537,919,22,43,558,957,38,58,10,12,0,0,0,0,0,0,47,65,30,37,52,89,0,3,13,27,93,155,13,30,7033,17591,1345,..,8378,17591
POA2852,1313,3309,23,46,0,0,23,46,22,30,0,0,0,0,0,0,0,0,22,30,3,5,4,4,0,0,9,8,15,20,3,6,1377,3398,184,..,1560,3398
POA2864,301,736,0,6,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,6,3,5,7,0,4,306,749,38,..,348,749
POA2865,331,845,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,7,7,7,7,0,0,349,870,64,..,411,870
POA2866,951,2422,22,34,9,9,27,43,29,30,0,5,0,0,0,0,0,3,26,38,4,3,0,0,0,0,109,294,115,300,3,7,1124,2810,143,..,1272,2810
POA2867,214,556,0,6,0,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,222,569,56,..,277,569
POA2868,202,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,209,520,23,..,232,520
POA2869,525,1215,16,23,0,0,16,23,7,10,0,0,0,0,0,0,0,0,7,10,5,6,0,0,0,0,3,8,9,13,8,21,571,1281,104,..,670,1281
POA2870,4033,10264,152,273,17,13,168,292,270,372,6,12,0,0,0,0,3,7,282,391,12,11,8,9,0,0,9,21,22,43,27,62,4533,11046,612,..,5143,11046
POA2871,3063,7546,151,237,9,18,156,256,158,196,0,3,0,0,0,0,4,0,162,201,15,27,19,24,0,0,17,37,44,81,11,19,3434,8097,425,..,3860,8097
POA2873,211,455,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,3,8,223,476,31,..,250,476
POA2874,125,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,10,133,295,5,..,135,295
POA2875,299,690,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,8,17,313,715,55,..,364,715
POA2876,156,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,406,57,..,210,406
POA2877,1214,2997,32,43,0,5,37,46,11,18,0,0,0,0,0,0,0,0,11,18,4,4,0,0,0,4,0,4,8,16,4,15,1275,3092,303,..,1580,3092
POA2878,87,198,4,7,0,3,3,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,98,217,36,..,131,217
POA2879,217,451,8,5,0,0,8,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,27,234,495,119,..,354,495
POA2880,7050,15599,158,231,17,26,177,265,184,230,0,0,0,0,0,0,0,0,186,235,11,29,3,14,0,0,4,6,15,46,44,93,7467,16242,1542,..,9015,16242
POA2898,126,292,0,3,22,46,28,49,0,0,0,0,0,0,0,0,11,14,11,13,0,0,0,0,0,0,0,0,0,0,0,0,161,354,38,..,200,354
POA3000,7,28,0,0,48,93,48,93,33,74,206,377,1963,3399,19351,32949,0,0,21559,36798,0,0,0,0,0,0,10,18,10,18,126,205,21750,37142,10259,..,32013,37142
POA3002,77,177,134,295,407,957,538,1250,227,357,623,950,308,549,599,999,0,0,1762,2857,0,0,0,0,0,0,3,15,3,15,9,10,2396,4305,857,..,3255,4305
POA3003,46,122,245,561,475,1110,718,1666,458,818,166,336,1116,1937,1317,2397,0,5,3066,5484,0,0,0,0,0,0,21,42,21,42,7,4,3853,7328,1113,..,4968,7328
POA3004,6,6,0,4,5,18,7,18,122,211,272,467,516,929,4783,8342,0,0,5694,9944,0,0,0,0,0,0,0,4,0,4,25,31,5728,10009,1914,..,7641,10009
POA3006,3,3,13,31,144,296,158,323,0,0,276,536,905,1544,10530,18596,0,0,11712,20683,0,0,0,0,0,0,9,13,9,13,43,99,11920,21126,4738,..,16660,21126
POA3008,41,90,0,0,108,293,108,293,0,0,3,11,1015,1837,6353,11674,0,0,7376,13518,0,0,5,0,0,0,0,0,5,0,20,23,7540,13927,2425,..,9965,13927
POA3011,3724,9416,453,928,998,2271,1445,3198,1179,2268,792,1388,1192,1909,1018,1668,10,24,4200,7252,0,0,0,0,0,0,69,143,69,143,16,23,9450,20035,2229,..,11680,20035
POA3012,5798,15846,1057,1943,1748,4295,2803,6246,1070,1736,574,945,224,369,0,0,20,43,1892,3088,0,0,0,0,0,0,41,104,41,104,16,25,10550,25296,1222,..,11768,25296
POA3013,4346,11542,330,617,650,1565,981,2186,272,430,236,360,45,69,104,163,0,16,661,1042,0,0,0,0,0,0,74,131,74,131,5,0,6060,14904,563,..,6629,14904
POA3015,4373,12026,671,1342,1364,3528,2042,4872,396,680,39,59,21,36,0,0,0,0,452,774,0,0,0,0,0,0,31,54,30,55,4,9,6897,17730,626,..,7525,17730
POA3016,3321,9330,764,1465,1159,2979,1926,4443,395,604,134,222,164,267,150,230,4,3,839,1327,0,0,0,0,0,0,7,24,7,24,19,30,6118,15157,782,..,6897,15157
POA3018,3573,9026,780,1363,802,1844,1578,3210,209,318,63,78,143,220,0,0,3,0,423,617,0,0,0,0,0,0,15,26,15,26,3,5,5591,12884,502,..,6091,12884
POA3019,1604,4773,775,1617,881,2459,1654,4070,26,58,57,131,43,82,0,0,0,8,131,285,0,3,8,15,0,0,10,22,21,34,4,8,3412,9172,311,..,3722,9172
POA3020,11614,33065,1130,2683,1329,3719,2459,6399,911,1703,50,78,22,38,91,145,24,55,1098,2012,0,0,0,0,6,6,18,35,16,38,18,38,15211,41558,1493,..,16707,41558
POA3021,14505,42629,1198,2787,949,2623,2151,5405,1168,2652,30,42,13,20,0,0,18,46,1227,2763,0,0,0,0,0,0,27,79,31,78,21,65,17935,50951,1308,..,19243,50951
POA3022,876,2255,111,235,120,265,229,500,3,7,0,0,0,0,0,0,0,0,7,11,0,0,29,39,0,0,0,0,29,39,0,0,1143,2802,98,..,1238,2802
POA3023,17430,56654,848,1982,1053,2908,1894,4893,35,60,62,105,246,436,0,0,9,21,353,622,0,0,0,0,0,0,4,12,4,12,12,21,19696,62202,1056,..,20753,62202
POA3024,10022,31242,345,910,104,252,451,1161,7,21,0,0,0,0,0,0,9,11,10,32,0,0,0,0,0,0,0,4,0,4,3,10,10489,32448,625,..,11120,32448
POA3025,3233,8598,489,1057,796,2085,1280,3138,117,171,34,78,4,10,0,0,0,0,159,265,0,0,0,0,0,0,10,18,9,20,4,18,4697,12031,380,..,5079,12031
POA3026,2245,8220,19,40,54,106,70,143,0,0,0,0,0,0,0,0,0,0,0,0,3,8,38,54,0,0,0,0,45,60,0,0,2368,8424,62,..,2425,8424
POA3027,2507,8334,41,142,115,294,156,441,0,0,0,0,154,273,0,0,0,3,155,281,0,0,0,0,0,0,0,0,0,0,3,7,2823,9072,229,..,3054,9072
POA3028,9016,23450,717,1463,344,857,1062,2319,356,691,0,0,64,92,0,0,10,27,431,811,0,0,0,0,0,0,11,16,11,16,7,15,10524,26611,726,..,11250,26611
POA3029,33516,111241,2721,7750,717,1903,3435,9654,935,1788,0,0,41,48,0,0,12,19,985,1847,0,0,0,0,0,0,0,11,0,11,32,103,37971,122859,2197,..,40167,122859
POA3030,33400,101868,2697,5751,1673,4154,4370,9904,569,1052,23,41,290,447,0,0,12,10,892,1544,33,46,3,3,0,0,3,12,40,57,13,19,38707,113398,3101,..,41811,113398
POA3031,1491,3935,1131,2339,2114,4861,3238,7199,327,510,822,1248,807,1345,1111,2175,0,3,3075,5276,0,0,0,0,0,0,33,51,33,51,8,13,7842,16479,1149,..,8994,16479
POA3032,4607,13238,806,1873,2241,5591,3050,7464,975,1658,1308,2332,1690,2888,404,636,8,17,4387,7536,0,0,0,0,0,0,22,43,22,43,13,32,12080,28304,1656,..,13738,28304
POA3033,4390,11941,390,835,614,1499,1003,2335,48,89,0,0,0,0,0,0,0,3,46,95,0,0,0,0,0,0,11,24,11,24,4,0,5447,14390,349,..,5800,14390
POA3034,3449,9083,288,597,708,1857,996,2453,15,35,0,0,0,0,0,0,0,0,21,38,0,0,0,0,0,0,16,31,16,31,0,0,4491,11606,269,..,4765,11606
POA3036,1877,5339,229,319,48,118,274,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2156,5784,143,..,2293,5784
POA3037,12656,41633,1780,4297,1058,2889,2841,7189,222,354,74,120,0,0,0,0,3,5,298,484,0,0,0,0,0,0,0,5,0,5,5,13,15793,49328,582,..,16380,49328
POA3038,7902,23320,711,1636,267,769,976,2407,41,98,0,0,0,0,0,0,5,4,48,107,0,0,0,0,0,0,3,19,3,19,3,5,8933,25854,368,..,9300,25854
POA3039,3064,8557,497,1069,576,1413,1076,2482,646,1063,554,817,1329,2078,167,249,0,0,2697,4206,0,0,0,0,0,0,17,46,17,46,0,6,6862,15300,996,..,7855,15300
POA3040,5318,15653,560,1129,1552,3554,2112,4682,1615,2941,308,464,1040,1577,41,57,4,6,3002,5039,0,0,0,0,0,0,25,61,25,61,9,23,10466,25459,1341,..,11807,25459
POA3041,3092,9052,362,775,523,1335,891,2108,351,622,147,223,320,513,0,0,0,0,814,1365,0,0,0,0,0,0,14,31,14,31,6,8,4811,12558,445,..,5258,12558
POA3042,4495,11708,994,1826,1041,2491,2030,4317,58,115,5,17,55,65,0,0,6,9,129,204,0,0,0,0,0,0,14,25,14,25,5,10,6668,16259,579,..,7248,16259
POA3043,5270,14108,1228,2193,295,698,1523,2892,27,55,33,33,0,0,0,0,0,5,60,92,0,0,0,0,0,0,0,3,0,3,4,11,6857,17105,456,..,7317,17105
POA3044,6471,17999,1606,2928,2297,5422,3899,8352,286,503,117,181,124,168,0,0,4,7,523,864,0,0,0,0,0,0,25,49,25,49,11,19,10928,27281,1006,..,11932,27281
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA3046,8140,22120,1361,2777,3108,7621,4466,10397,787,1575,99,197,11,14,0,0,10,44,911,1832,0,0,0,0,0,0,20,30,20,30,14,26,13545,34408,1344,..,14884,34408
POA3047,4855,15093,259,509,603,1656,865,2162,730,1962,0,0,63,173,0,0,4,3,791,2137,0,0,0,0,0,0,3,6,3,6,20,49,6533,19445,672,..,7205,19445
POA3048,4442,14547,616,1648,175,549,787,2196,40,112,0,0,0,0,0,0,4,15,47,123,0,0,0,0,0,0,0,0,0,0,7,18,5283,16886,360,..,5644,16886
POA3049,2941,8119,219,415,348,776,569,1191,10,21,0,0,0,0,0,0,9,19,20,32,0,0,0,0,0,0,3,7,5,0,0,0,3535,9353,173,..,3704,9353
POA3051,272,687,634,1434,1107,2730,1741,4160,451,898,952,1725,1469,2546,1551,2925,3,5,4430,8101,0,0,0,0,0,0,39,64,39,64,8,11,6486,13036,1587,..,8072,13036
POA3052,48,150,143,357,628,1692,775,2055,145,266,237,396,440,730,502,894,0,0,1320,2286,0,0,0,0,0,0,4,10,4,10,5,13,2148,4509,566,..,2715,4509
POA3053,93,188,442,888,740,1958,1186,2842,199,379,634,1073,1356,2250,3396,5858,0,0,5583,9560,0,0,0,0,0,0,38,85,38,85,16,22,6915,12694,2911,..,9831,12694
POA3054,279,738,1760,4050,590,1491,2352,5539,190,337,469,752,127,211,0,0,4,5,788,1303,0,0,0,0,0,0,44,115,45,116,5,14,3461,7713,535,..,3994,7713
POA3055,2513,6826,556,1128,776,1734,1334,2858,1746,2726,287,441,603,949,90,128,5,12,2730,4264,0,0,0,0,0,0,31,74,31,74,9,15,6612,14040,1023,..,7631,14040
POA3056,3892,10076,1757,3605,1472,3262,3235,6870,930,1533,749,1234,1855,2911,245,374,10,22,3782,6072,0,0,0,0,0,0,138,320,138,320,13,21,11056,23358,1599,..,12656,23358
POA3057,1439,3714,659,1311,987,2319,1640,3633,367,566,179,312,1961,3120,706,1080,0,5,3216,5076,0,0,0,0,0,0,41,94,41,94,10,15,6351,12530,891,..,7242,12530
POA3058,8984,24316,1148,2321,1937,4390,3087,6708,355,610,246,432,485,791,86,170,8,29,1187,2033,0,4,0,0,0,0,27,57,26,64,22,45,13302,33166,1200,..,14502,33166
POA3059,6141,20088,111,306,89,206,192,510,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,23,6346,20616,250,..,6594,20616
POA3060,3934,11477,296,660,431,1166,726,1824,23,41,0,0,0,0,0,0,5,5,24,55,0,0,0,0,0,0,14,30,14,30,6,21,4704,13409,462,..,5169,13409
POA3061,1357,4282,49,95,38,115,88,210,42,73,0,0,0,0,0,0,3,5,44,73,46,43,63,68,0,0,0,0,105,119,3,4,1594,4686,99,..,1688,4686
POA3062,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,..,3,4
POA3063,166,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,533,24,..,189,533
POA3064,29684,102099,1196,3289,1325,3410,2517,6695,225,562,0,4,63,114,0,0,14,25,301,702,0,0,0,0,0,6,4,7,3,16,21,63,32529,109575,1842,..,34370,109575
POA3065,145,359,651,1392,1014,2380,1667,3768,408,692,636,1046,738,1250,936,1993,0,9,2711,4994,0,0,0,0,0,0,34,64,34,64,12,13,4565,9196,1057,..,5620,9196
POA3066,259,624,523,1041,626,1369,1151,2412,191,303,574,999,1052,1645,1235,2310,15,31,3062,5281,0,0,0,0,0,0,17,37,17,37,3,8,4489,8366,859,..,5357,8366
POA3067,449,1149,616,1375,432,1053,1050,2423,193,338,323,552,645,1059,1602,2555,0,0,2764,4504,0,0,0,0,0,0,133,260,133,260,7,7,4403,8334,1005,..,5408,8334
POA3068,1413,3823,2732,6269,1288,3268,4021,9533,971,1658,902,1464,779,1362,0,0,4,10,2660,4496,0,0,0,0,0,0,42,96,46,100,12,30,8148,17978,1032,..,9183,17978
POA3070,5023,13783,1468,3431,1332,2839,2801,6269,798,1181,478,732,948,1520,105,119,10,15,2333,3565,0,0,0,0,0,0,65,133,65,133,14,26,10237,23774,1039,..,11280,23774
POA3071,4111,11107,729,1478,1143,2357,1872,3831,1641,2430,178,260,137,236,0,0,3,3,1957,2926,0,0,0,0,0,0,52,117,52,117,3,6,7996,17986,909,..,8907,17986
POA3072,7600,20456,1910,3966,1492,3422,3397,7387,408,622,356,629,1467,2403,260,399,9,33,2498,4078,0,0,0,0,0,0,134,261,138,260,12,19,13645,32206,1457,..,15106,32206
POA3073,12804,33444,3928,7149,2656,5947,6582,13094,677,1202,101,156,0,0,0,6,17,28,786,1393,0,0,0,0,0,0,76,164,73,164,13,16,20261,48112,1946,..,22212,48112
POA3074,6192,16938,365,718,335,791,699,1512,442,992,0,0,0,0,0,0,5,12,445,995,0,0,0,0,0,0,3,20,3,20,10,19,7347,19484,545,..,7890,19484
POA3075,7016,20089,157,379,230,534,384,913,491,1070,0,0,0,0,0,0,4,11,493,1077,0,0,0,0,0,0,5,11,5,11,5,11,7905,22101,464,..,8362,22101
POA3076,8687,26423,1041,2466,780,2149,1816,4617,0,3,189,294,0,0,0,0,0,4,188,297,0,0,0,0,0,0,0,0,5,4,6,12,10704,31361,572,..,11275,31361
POA3078,2364,6674,373,772,772,1736,1147,2510,999,1415,149,241,306,498,0,0,0,0,1456,2152,0,0,0,0,0,0,11,24,11,24,3,0,4987,11360,523,..,5505,11360
POA3079,3820,10879,500,891,705,1715,1208,2604,895,1520,126,217,428,707,155,229,0,0,1593,2670,0,0,0,0,0,0,12,17,12,17,15,23,6641,16199,798,..,7434,16199
POA3081,3428,8570,1009,1958,968,2272,1979,4230,114,216,19,40,19,30,0,0,9,6,161,290,0,0,0,0,0,0,4,3,4,3,4,12,5570,13112,665,..,6233,13112
POA3082,8819,24779,678,1678,303,736,981,2411,31,74,16,28,197,354,0,0,6,23,256,477,0,0,0,0,0,0,0,6,0,6,3,5,10057,27671,418,..,10479,27671
POA3083,8503,23657,515,1051,1188,2845,1699,3898,317,628,321,528,416,650,79,134,4,4,1139,1936,0,0,0,0,0,0,0,0,0,0,10,19,11354,29516,1210,..,12567,29516
POA3084,7239,20285,706,1238,632,1547,1339,2786,724,1335,225,374,418,664,145,234,3,11,1514,2614,0,0,0,0,0,0,18,35,18,35,9,12,10112,25740,980,..,11091,25740
POA3085,4122,11174,567,994,350,798,910,1792,16,39,97,134,0,0,0,0,9,13,122,188,0,0,0,0,0,0,8,13,8,13,5,13,5172,13173,385,..,5553,13173
POA3087,3159,8291,197,322,93,232,294,555,15,28,8,9,0,0,0,0,9,12,22,49,0,0,0,0,0,0,0,4,0,4,0,0,3478,8893,197,..,3676,8893
POA3088,8524,23272,799,1353,491,1033,1290,2387,117,210,57,81,39,55,0,0,5,5,221,354,0,0,0,0,0,0,0,10,0,10,3,7,10049,26023,546,..,10588,26023
POA3089,3921,11619,109,195,120,271,227,466,4,4,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,5,4158,12099,131,..,4288,12099
POA3090,735,2376,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,740,2386,36,..,779,2386
POA3091,486,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,1525,36,..,521,1525
POA3093,1107,3058,193,300,116,237,308,541,50,75,0,0,0,0,0,0,0,7,57,81,0,0,0,0,0,0,0,0,0,0,0,4,1468,3681,89,..,1558,3681
POA3094,3088,8119,306,506,115,281,417,793,22,39,9,15,0,0,0,0,5,5,36,54,0,0,0,0,0,0,0,0,0,0,8,9,3543,8976,192,..,3738,8976
POA3095,8643,25390,159,282,264,610,427,892,476,873,37,50,32,44,0,0,10,13,551,986,0,0,0,0,0,0,4,10,4,10,6,15,9631,27292,440,..,10070,27292
POA3096,604,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,609,1809,26,..,631,1809
POA3097,452,1349,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,456,1358,43,..,497,1358
POA3099,1666,4709,19,27,9,14,30,47,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,1702,4770,120,..,1822,4770
POA3101,4577,13493,974,2085,1155,2826,2137,4909,872,1553,827,1414,597,1135,29,43,0,5,2324,4140,0,0,0,0,0,0,22,46,22,46,9,20,9069,22614,1223,..,10296,22614
POA3102,1563,4759,328,669,188,471,516,1140,215,390,51,81,16,16,0,0,0,4,273,497,0,0,0,0,0,0,0,3,0,3,0,0,2357,6405,222,..,2578,6405
POA3103,3507,10186,1097,2187,413,1106,1514,3295,423,736,119,215,295,499,0,0,0,0,844,1444,0,0,0,0,0,0,7,19,7,19,11,17,5877,14966,768,..,6649,14966
