POA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
POA4154,431,695,213,14,196,183,37,61,634,44,628,5537,282,8105,33,42,13,0,17,16,3,13,35,0,52,441,20,631,45,36,32,3,27,25,3,9,47,0,43,417,18,612,12,3,6,0,4,14,0,7,8,0,15,120,6,166,16,3,3,0,6,10,3,0,3,3,14,97,7,145,4,11,3,0,4,0,0,3,7,0,13,101,8,135,7,9,3,3,9,8,4,0,3,0,19,146,3,192,0,5,0,0,0,0,0,0,4,0,9,266,7,288,11,12,4,0,20,9,4,0,4,0,8,193,3,253,8,16,7,0,4,0,0,0,21,0,8,143,0,196,16,34,19,0,10,7,4,0,22,0,18,399,18,508,157,169,87,12,112,92,19,30,148,13,192,2318,78,3130,3,0,0,0,6,4,0,0,0,0,0,25,182,210,591,859,304,21,313,279,55,98,784,49,828,7879,536,11449,..,..,..,..
POA4155,92,91,41,0,30,48,8,14,75,5,103,762,38,1141,4,0,0,0,0,4,0,3,8,0,3,28,0,45,11,3,3,3,5,0,0,0,9,0,7,34,0,62,5,0,7,0,0,0,0,0,0,0,0,16,0,26,3,0,0,0,3,4,0,0,0,0,5,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,19,0,32,3,3,4,0,4,0,0,0,0,0,7,20,4,40,3,0,0,0,4,4,0,0,0,0,4,18,0,25,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,3,16,0,24,28,18,13,3,27,18,0,4,22,0,34,167,11,287,0,0,0,0,0,0,0,0,0,0,0,3,41,43,122,109,52,5,53,67,8,17,95,6,136,930,88,1475,..,..,..,..
POA4156,128,175,43,7,45,58,6,28,157,9,159,1436,79,2123,14,13,3,0,17,9,0,3,4,0,9,98,6,150,16,10,9,0,9,12,4,3,11,0,7,100,4,150,3,8,4,0,0,0,0,0,0,0,0,39,0,55,8,0,0,0,4,15,0,0,4,0,3,37,3,63,3,0,0,0,3,0,0,0,5,0,5,16,0,31,6,4,0,0,3,0,0,0,3,0,7,78,4,101,4,0,7,5,12,3,0,0,0,3,16,226,0,272,13,5,0,4,20,10,0,0,6,0,12,167,4,230,0,4,5,0,0,3,0,0,0,0,8,42,0,60,4,3,5,0,0,0,3,0,4,0,4,69,0,90,74,51,27,10,70,55,8,9,38,8,74,865,30,1205,3,0,0,0,0,0,0,0,0,0,0,0,51,59,207,220,75,14,121,113,10,30,197,16,242,2303,161,3388,..,..,..,..
POA4157,1423,1571,500,81,729,634,156,301,1829,158,1593,8534,520,14749,105,125,45,9,74,56,17,30,92,5,84,752,42,1225,184,80,65,12,85,86,12,42,93,24,144,482,32,999,40,14,16,4,23,18,4,0,23,0,36,165,10,303,39,16,11,3,31,25,7,9,14,6,31,129,5,245,7,5,4,0,5,3,4,0,0,0,11,36,4,64,29,18,16,0,37,19,4,0,14,8,30,284,16,405,0,4,3,0,6,5,3,0,0,0,11,176,0,212,10,13,0,0,16,7,4,0,9,3,15,206,8,266,32,17,7,0,14,13,0,3,15,0,29,139,5,227,30,27,11,0,15,15,5,4,24,3,22,223,15,333,469,319,172,27,310,244,52,103,286,54,424,2601,131,4287,30,17,7,5,15,13,0,7,11,3,8,52,629,736,1919,1908,687,113,1059,886,214,411,2130,213,2030,11189,1273,19771,..,..,..,..
POA4158,281,323,101,9,143,124,22,74,376,27,289,1665,135,2947,31,28,10,4,18,11,0,6,18,0,26,120,10,221,48,18,17,0,17,20,0,13,30,0,29,137,8,270,10,4,6,0,7,4,0,3,6,0,7,46,6,81,10,0,3,0,4,0,0,4,7,0,6,22,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,7,0,0,0,0,0,0,5,0,6,37,0,54,0,0,0,0,0,0,0,0,0,0,0,29,0,35,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,5,0,0,3,0,5,29,0,38,0,0,0,0,3,3,0,0,4,0,4,32,0,48,101,63,39,6,50,41,3,24,70,13,82,464,26,801,11,0,0,0,0,4,0,0,3,0,0,11,109,133,386,389,143,14,195,168,27,98,450,33,368,2134,267,3877,..,..,..,..
POA4159,1065,1089,431,124,531,552,108,273,1224,145,1173,6463,387,11065,94,74,26,4,59,34,8,15,59,13,53,476,31,797,172,65,53,30,84,90,20,35,87,17,138,522,42,1026,63,21,21,37,26,40,11,18,36,9,73,158,13,362,30,11,7,16,18,13,0,5,19,7,24,77,7,171,4,0,0,0,0,0,0,0,5,0,0,27,0,36,13,13,8,0,19,16,0,4,5,4,27,133,0,211,3,6,3,0,11,3,0,0,0,0,9,125,0,165,3,0,0,0,14,4,0,0,0,4,5,130,7,157,17,19,9,9,6,3,3,3,16,0,21,70,3,136,21,16,10,0,10,11,0,3,20,0,32,226,3,322,409,223,129,105,247,228,45,76,246,51,389,1944,106,3368,11,9,4,0,5,12,3,4,12,0,5,23,330,382,1480,1317,567,230,780,790,154,361,1477,201,1572,8428,817,14816,..,..,..,..
POA4160,1196,1336,532,67,565,607,105,247,1341,135,1250,8247,451,13576,122,81,38,3,46,50,7,11,58,7,105,630,29,1017,289,171,94,25,113,116,26,62,140,29,194,1011,73,1886,49,21,25,7,24,28,0,9,13,3,32,208,10,361,38,11,16,3,19,23,3,7,13,0,28,176,9,278,3,4,0,0,0,0,0,0,4,0,4,37,0,55,17,24,6,0,9,7,0,6,9,0,29,152,5,231,6,6,8,0,5,0,0,0,3,0,14,168,4,205,11,3,3,3,20,14,0,0,3,0,12,91,4,143,16,11,6,0,7,7,0,3,14,0,9,105,3,173,30,39,20,3,16,15,0,0,34,3,47,457,17,642,589,370,212,40,266,256,47,97,294,57,464,3043,147,4986,12,7,0,0,8,7,0,4,4,0,11,30,421,479,1796,1715,745,114,838,877,154,347,1641,199,1725,11325,1018,19044,..,..,..,..
POA4161,1157,1400,426,82,635,555,109,268,1502,111,1226,7375,549,12698,97,95,29,4,69,50,7,25,90,12,84,603,32,1000,139,53,50,15,67,68,11,31,83,19,79,412,28,811,28,11,12,3,15,28,0,10,17,3,21,142,13,253,30,8,10,5,14,13,4,5,21,3,23,132,8,217,3,0,0,0,6,0,0,0,4,0,5,45,0,61,15,25,4,0,24,11,0,4,17,0,19,204,10,301,5,3,0,0,0,0,0,0,0,0,12,99,4,124,4,10,0,0,8,3,0,3,3,0,7,119,0,147,6,9,7,0,3,5,0,0,14,0,9,75,4,112,14,11,11,3,11,6,0,4,21,3,15,129,6,202,340,220,114,35,221,181,32,86,265,47,271,1954,104,3229,21,5,8,0,3,6,0,13,10,3,9,41,456,538,1515,1626,549,114,862,745,147,366,1774,159,1508,9375,1108,16472,..,..,..,..
POA4163,1471,1008,541,187,635,777,119,343,1293,153,1202,5712,423,10647,128,90,49,6,54,69,5,24,80,17,74,560,30,967,289,149,101,31,108,144,25,73,156,31,202,864,53,1675,70,25,13,7,31,43,7,18,32,12,36,213,9,393,51,6,18,12,33,33,9,10,18,3,25,124,0,239,3,5,0,0,9,0,4,0,3,0,8,35,4,60,31,13,13,0,20,11,4,8,10,0,13,186,11,268,13,6,12,5,12,9,7,0,3,6,22,212,0,273,13,6,0,0,21,6,3,0,8,0,7,104,0,155,25,10,9,0,9,13,3,0,18,8,19,120,6,195,38,21,11,0,18,19,5,0,26,0,35,282,12,429,647,335,215,69,312,351,67,132,354,81,459,2702,132,4639,39,16,8,11,18,17,7,6,18,0,13,71,407,564,2158,1363,767,255,964,1140,189,481,1667,233,1678,8481,958,15850,..,..,..,..
POA4164,1017,1347,362,80,472,455,103,206,1381,119,1243,8751,542,13825,79,92,46,4,45,35,10,15,70,10,64,713,45,1079,181,123,63,21,71,72,12,31,127,13,136,1016,64,1663,54,20,21,38,33,50,11,6,37,19,66,170,12,343,26,3,9,0,15,13,3,4,8,4,19,125,4,192,7,0,0,0,0,0,0,0,0,0,0,59,0,73,15,16,5,0,15,9,6,0,20,3,22,209,3,294,4,3,3,0,0,4,0,0,9,0,11,120,5,156,9,9,7,0,25,10,0,3,6,4,23,241,7,316,12,15,5,3,9,11,0,0,20,0,18,139,7,195,36,44,13,0,16,18,4,3,28,0,36,448,13,607,423,333,170,63,221,215,44,58,331,54,403,3232,151,4927,13,7,9,6,3,9,0,3,11,4,10,44,423,514,1449,1685,540,147,694,678,145,269,1719,169,1654,12030,1114,19263,..,..,..,..
POA4165,2971,3082,1087,291,1289,1420,268,632,3243,308,3050,17879,1177,30229,197,209,90,19,110,80,16,43,187,21,189,1207,88,2088,525,270,184,45,220,280,41,110,270,62,326,1498,101,3004,109,25,34,21,55,69,8,23,47,15,61,335,12,636,56,15,30,15,36,51,11,12,26,10,44,187,9,356,3,8,4,0,4,7,0,5,6,5,9,54,0,85,21,25,15,0,24,11,6,5,21,6,25,290,0,398,12,3,8,0,4,4,0,6,4,0,12,122,0,166,14,9,5,0,31,17,0,0,3,3,11,145,5,210,41,23,13,4,14,15,0,8,33,0,42,184,5,299,63,56,29,3,31,32,5,16,65,4,55,610,16,882,1050,648,401,112,524,555,97,221,662,126,760,4634,244,8126,42,12,19,4,27,28,5,17,14,7,17,73,962,1136,4057,3742,1511,401,1842,2004,371,865,3924,433,3832,22584,2389,39491,..,..,..,..
POA4169,572,991,306,62,248,311,73,104,1262,72,839,5986,321,9725,41,61,25,5,22,29,4,9,83,6,66,414,32,692,53,66,21,10,24,35,8,8,73,5,60,530,27,800,24,21,13,6,6,15,4,3,20,3,25,259,13,361,39,11,19,3,25,34,15,3,29,7,28,311,18,446,6,11,3,0,3,3,0,0,13,0,24,205,12,267,24,23,8,0,20,8,6,0,14,0,36,427,14,550,15,20,16,5,17,5,4,0,9,6,20,474,12,587,0,13,0,0,10,9,0,0,9,0,14,357,4,413,22,25,6,0,8,6,7,0,46,0,30,647,12,780,12,10,4,0,8,7,0,4,24,0,21,213,4,295,240,255,128,30,137,150,43,34,324,25,335,3836,143,5187,11,6,0,0,3,12,0,7,7,4,6,34,900,967,823,1258,438,93,391,471,115,144,1595,94,1183,9855,1366,15882,..,..,..,..
POA4170,1008,1723,454,106,497,465,123,218,2235,92,1634,13595,643,20310,68,105,40,0,42,33,13,19,103,8,90,804,45,1222,70,98,41,12,35,36,9,14,127,8,123,934,29,1391,40,35,19,6,18,22,6,4,45,5,24,404,21,576,35,13,13,7,19,23,5,5,20,9,33,269,14,387,8,10,0,0,4,3,0,0,16,0,21,131,9,189,32,32,17,5,40,20,6,8,30,4,44,438,8,598,11,11,4,0,5,5,0,0,14,0,32,443,9,525,4,17,3,0,30,4,0,0,16,0,13,451,13,545,22,40,11,3,10,6,3,3,52,0,55,513,14,681,13,40,13,0,10,6,4,8,29,3,35,336,11,461,295,405,161,41,202,163,39,48,454,37,476,4718,164,6575,12,4,6,0,9,8,0,0,14,3,5,65,1045,1152,1315,2134,622,148,712,640,161,274,2702,129,2114,18375,1851,28030,..,..,..,..
POA4171,609,967,325,61,244,338,57,131,1090,76,844,8364,386,12205,52,51,22,4,16,25,8,0,45,3,51,460,16,690,93,89,39,17,32,43,12,13,95,10,101,867,37,1281,25,17,11,0,5,5,3,0,14,0,20,293,5,386,18,8,9,0,8,15,3,0,7,6,25,204,3,276,5,0,3,0,4,0,0,0,9,0,5,89,5,119,10,18,12,0,10,8,4,0,13,0,16,214,0,274,4,4,0,0,0,5,0,6,11,0,9,176,0,205,0,7,0,3,7,4,0,0,4,0,5,133,0,161,14,25,4,0,7,12,0,0,33,0,24,361,5,467,15,16,11,0,7,6,0,3,18,4,16,217,5,287,225,241,110,28,93,117,28,25,251,27,277,3012,84,4143,9,5,0,0,0,3,0,0,4,0,6,34,486,534,846,1215,434,87,340,462,91,161,1338,104,1123,11409,954,16886,..,..,..,..
POA4172,213,328,85,11,120,93,23,48,390,17,317,2181,111,3399,26,35,6,0,18,5,4,0,29,0,22,193,5,305,18,22,15,0,11,15,0,9,26,0,23,130,10,230,6,6,3,0,3,3,4,0,11,0,5,97,4,131,11,0,0,0,6,9,0,0,4,0,10,48,0,65,0,0,0,0,0,0,0,0,6,0,0,18,0,27,8,12,5,0,15,5,0,0,6,0,17,99,7,149,0,3,0,0,0,0,0,0,3,0,6,118,0,132,0,0,0,0,12,5,0,0,3,0,0,66,3,88,3,8,0,0,0,0,0,0,5,0,6,94,6,110,3,10,0,0,7,0,0,0,4,0,9,64,3,91,78,97,27,0,66,45,14,10,96,6,104,924,29,1341,8,3,0,0,5,4,0,5,7,0,0,19,173,210,295,424,112,11,188,133,32,68,486,24,421,3128,313,4946,..,..,..,..
POA4173,566,642,191,21,268,229,37,109,740,47,577,3679,203,6112,55,57,15,0,53,32,8,8,44,6,41,326,29,578,63,32,18,3,30,29,4,15,30,7,26,164,12,340,21,8,8,0,9,8,0,5,9,4,17,137,3,199,17,3,6,3,12,9,7,3,14,4,12,97,0,152,4,3,0,0,0,0,0,0,9,0,6,33,5,47,11,12,9,0,22,10,0,0,14,4,31,166,10,258,8,0,0,0,0,3,0,0,3,0,4,103,3,124,3,8,5,0,11,9,3,0,4,0,9,139,4,173,14,7,3,0,3,4,0,0,14,0,15,70,0,110,11,8,3,3,5,5,0,3,8,0,9,61,0,94,198,148,68,17,150,107,24,34,141,25,172,1299,64,2079,11,5,0,0,6,4,0,3,3,3,3,16,237,265,777,791,256,39,422,338,63,150,885,75,749,4991,504,8463,..,..,..,..
POA4174,154,217,54,4,92,69,19,46,250,19,198,1256,62,2041,19,29,3,0,9,13,0,7,15,0,15,133,9,218,9,7,0,0,5,0,0,0,12,3,11,67,8,114,5,3,0,0,0,0,0,4,8,0,4,26,6,37,0,0,0,0,0,0,0,4,3,0,0,21,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,8,5,0,0,0,3,3,0,0,0,0,0,72,0,89,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,4,0,0,3,5,0,0,0,0,0,54,6,70,3,0,3,0,0,0,0,0,0,0,4,27,6,46,0,0,0,0,6,0,0,0,3,0,3,41,0,56,41,53,14,9,37,26,4,11,42,4,40,468,29,699,0,0,0,0,3,0,0,0,4,0,0,4,91,96,198,267,65,12,133,90,26,56,299,25,239,1725,185,2843,..,..,..,..
POA4178,1918,1884,715,149,931,952,195,501,2356,188,1942,11636,704,19592,185,190,49,12,99,78,16,33,136,23,170,1116,66,1835,235,132,94,23,111,115,18,54,163,20,178,832,56,1565,62,26,16,9,26,32,6,7,42,10,44,286,15,463,49,12,9,7,21,27,10,10,28,9,29,179,8,295,0,4,0,0,4,4,0,0,5,0,0,58,4,76,33,30,9,0,31,18,3,3,18,9,60,449,30,640,6,4,9,0,9,6,3,0,8,0,14,239,8,290,18,18,3,0,15,10,0,0,6,4,12,197,9,270,22,15,3,0,15,15,0,5,22,4,33,230,9,328,21,23,8,0,12,16,0,5,25,0,24,253,9,371,626,450,203,54,343,310,45,133,465,79,575,3842,207,6136,37,11,3,3,8,21,3,11,20,4,17,77,991,1157,2577,2352,927,207,1279,1284,244,644,2844,268,2538,15562,1905,26887,..,..,..,..
POA4179,1463,1429,598,112,613,729,121,324,1558,157,1446,9165,522,15195,101,99,45,4,44,59,6,18,67,13,86,701,29,1102,184,86,78,21,63,82,16,44,106,23,134,834,36,1396,36,14,15,4,18,21,4,5,24,0,40,255,10,377,24,6,16,6,3,14,6,0,12,5,14,119,4,186,7,4,5,0,10,3,0,0,4,0,9,50,0,74,18,24,9,0,20,10,3,4,12,6,20,206,14,295,3,3,0,0,5,3,0,0,6,0,10,140,7,178,5,8,0,0,14,4,0,5,5,0,7,119,5,164,18,16,3,4,12,3,0,4,20,0,29,208,8,287,13,18,12,0,11,13,3,3,24,0,32,264,15,378,406,283,180,49,199,217,36,77,289,50,384,2906,119,4428,28,12,5,0,8,12,0,9,5,0,3,30,518,603,1905,1727,789,162,821,963,162,408,1849,209,1835,12106,1155,20222,..,..,..,..
POA4183,199,156,90,11,99,115,21,68,165,19,148,893,57,1624,5,0,0,0,0,0,0,0,6,0,0,27,0,42,7,8,6,0,5,5,0,0,16,0,11,54,0,98,4,0,6,0,7,3,0,0,0,0,3,16,0,30,4,0,0,0,4,3,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,5,0,0,0,0,0,0,0,0,31,0,36,3,0,0,0,0,0,0,0,6,0,5,7,0,21,32,17,12,3,15,8,0,9,20,4,24,173,3,265,11,5,7,0,3,3,0,6,9,4,4,35,213,267,238,172,102,14,122,133,27,81,198,26,171,1094,262,2156,..,..,..,..
POA4184,1188,669,348,45,473,527,120,401,1103,142,904,2239,215,5598,127,70,40,4,61,69,8,41,85,18,79,266,21,619,198,69,52,8,85,97,20,63,97,23,112,218,17,661,51,9,21,4,22,16,3,11,15,10,22,114,13,232,22,9,7,0,15,15,0,9,12,10,16,42,0,96,3,0,0,0,0,9,0,0,0,0,10,9,0,20,15,12,4,4,9,0,0,3,7,0,9,94,3,149,3,0,3,0,5,3,0,0,0,0,0,22,0,27,0,0,0,0,0,0,0,0,3,0,0,7,0,11,16,9,4,0,3,4,0,7,12,0,13,45,7,100,18,3,9,0,8,13,0,3,22,3,18,33,4,97,455,184,130,22,213,228,43,130,255,62,281,859,64,2017,68,27,21,4,22,33,9,23,47,12,40,92,630,866,1709,882,501,66,703,783,176,554,1404,217,1223,3190,907,8481,..,..,..,..
POA4205,610,590,155,111,324,282,92,170,688,78,563,1904,261,4151,78,53,30,14,39,49,14,24,48,13,56,293,32,551,147,47,33,31,75,61,23,54,67,18,74,140,55,498,40,14,10,5,16,23,10,9,16,6,23,52,15,149,17,7,4,12,11,8,0,5,18,6,21,30,11,84,0,0,0,0,0,0,0,0,0,0,0,8,0,10,17,4,4,21,11,12,6,9,14,5,21,83,4,147,22,6,0,21,17,15,9,0,22,5,22,38,3,97,4,0,0,0,5,0,0,0,0,0,0,41,6,62,10,5,7,0,6,4,0,0,8,0,8,28,3,57,8,3,0,4,3,9,0,0,9,0,10,37,6,73,353,143,96,115,177,189,65,101,197,45,234,743,135,1736,22,16,13,5,17,13,7,3,15,9,10,14,370,448,990,752,263,231,520,484,159,281,898,132,809,2660,764,6333,..,..,..,..
POA4207,4642,5843,1339,236,2308,1833,484,1188,6518,485,4838,27885,2100,48304,599,652,190,35,429,265,67,155,505,83,422,3623,221,5990,722,317,235,51,320,311,78,188,393,86,405,1232,97,3016,163,70,58,15,85,94,15,38,63,22,114,330,25,766,138,39,32,11,71,57,18,26,67,17,114,475,20,838,32,23,10,3,14,16,6,6,27,0,26,228,9,334,78,71,31,11,98,32,13,6,49,5,105,1050,52,1453,9,14,13,0,17,7,0,3,11,3,31,438,3,535,27,27,7,0,47,16,10,8,20,8,52,940,20,1124,45,29,17,0,37,8,5,15,53,3,44,339,11,512,62,51,27,6,47,30,11,9,51,8,67,599,26,877,1884,1295,603,130,1171,845,209,443,1234,235,1379,9244,491,15436,108,66,29,14,63,50,14,29,50,20,36,231,4250,4740,6633,7199,1969,384,3544,2726,710,1666,7802,736,6255,37358,6840,68477,..,..,..,..
