POA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
POA2865,0,0,0,0,0,0,0,0,0,0,23,72,34,87,64,48,61,22,6,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2866,0,0,0,0,0,0,0,0,0,0,84,232,174,269,156,163,146,86,30,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2867,0,0,0,0,0,0,0,0,0,0,23,51,24,57,24,41,35,19,5,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2868,0,0,0,0,0,0,0,0,0,0,18,33,26,46,23,37,26,21,6,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2869,0,0,0,0,0,0,0,0,0,0,42,75,57,105,81,110,95,49,20,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2870,0,0,0,0,0,0,0,0,0,0,391,789,663,1154,585,666,526,301,98,5178,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,12,0,43,0,0,6,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7
POA2871,0,0,0,0,0,0,0,0,0,0,233,559,470,795,420,502,474,299,87,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,11,5,4,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2873,0,0,0,0,0,0,0,0,0,0,15,24,21,42,30,45,40,14,9,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2874,0,0,0,0,0,0,0,0,0,0,8,21,8,24,23,29,24,15,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2875,0,0,0,0,0,0,0,0,0,0,14,59,36,63,44,67,64,20,17,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2876,0,0,0,0,0,0,0,0,0,0,20,42,22,43,33,23,31,10,8,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2877,0,0,0,0,0,0,0,0,0,0,114,232,161,309,158,220,182,90,35,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2878,0,0,0,0,0,0,0,0,0,0,3,6,14,26,14,16,15,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2879,0,0,0,0,0,0,0,0,0,0,4,31,21,32,25,39,46,21,5,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2880,0,0,0,0,0,0,0,0,0,0,458,926,884,1721,893,1137,983,459,164,7624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,8,18,21,13,0,78,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6,0,0,5,0,0,0,0,0,0,4,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,31,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5
POA2898,0,0,0,0,0,0,0,0,0,0,11,16,9,51,15,32,20,11,5,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3000,0,0,0,10,0,0,0,0,0,17,260,187,1084,2601,534,365,231,85,16,5355,0,0,23,37,0,0,0,0,0,58,0,0,0,4,0,0,0,0,0,10,0,0,0,76,4,3,0,0,0,94,0,0,30,24,0,0,0,0,0,61,0,0,7,30,6,6,0,0,0,54,0,0,4,44,0,0,0,0,0,53,4,33,1433,1486,95,73,44,7,0,3182,0,0,0,3,0,4,0,0,0,10,0,0,5,12,0,3,0,0,0,31,0,4,61,172,48,41,20,8,0,360,0,0,10,13,0,0,0,0,0,28,0,0,17,66,9,7,3,0,0,103,0,0,9,33,4,3,4,8,0,57,0,0,0,5,4,3,3,0,0,23,0,4,101,196,14,17,11,4,0,346,34,51,364,1434,33,3,6,0,0,1927,0,9,456,350,24,3,12,3,0,854,0,0,3,74,12,0,0,4,0,99
POA3002,0,0,0,0,0,0,0,0,0,0,54,66,122,602,156,211,218,129,26,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,6,0,0,4,24,0,3,4,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,51,12,26,12,9,0,119,0,0,0,3,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,9,0,0,0,3,0,0,3,0,0,9,0,0,0,3,0,7,3,0,0,10,0,0,0,13,0,0,5,0,0,20,0,0,0,13,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,9
POA3003,0,0,0,0,0,0,0,0,0,0,95,119,277,877,217,137,61,22,3,1815,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,7,5,0,0,0,0,15,0,0,0,7,5,0,0,0,0,10,0,10,105,183,19,15,8,7,0,348,0,0,0,0,0,0,6,0,0,6,0,0,0,7,0,0,0,0,0,4,0,3,6,66,31,12,5,4,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,26,0,0,4,14,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,6,0,0,12,32,4,3,0,0,0,55,12,14,30,237,10,0,0,0,0,304,0,0,14,26,0,0,0,0,0,35,0,0,3,18,0,0,0,0,0,20
POA3004,0,0,0,0,0,0,0,0,0,0,139,131,216,943,326,266,276,189,35,2535,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,8,65,3,0,0,0,0,85,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,3,4,0,0,17,0,0,4,9,4,0,4,0,0,21,0,18,49,163,22,14,13,3,3,292,0,0,0,3,0,3,0,0,0,10,0,0,0,11,0,0,4,0,0,16,3,3,4,112,28,46,28,17,8,251,0,0,0,6,0,0,0,0,0,3,0,0,3,33,4,0,0,0,0,38,0,0,0,15,4,0,5,9,0,44,0,0,0,0,0,0,3,0,0,8,4,3,6,17,4,4,4,3,0,53,3,17,16,170,23,12,5,0,0,247,0,0,14,36,3,0,0,0,0,56,0,0,0,43,6,3,3,0,0,61
POA3006,5,3,5,12,4,0,0,0,0,24,300,185,605,2059,429,290,178,94,21,4157,0,0,8,13,0,0,0,0,0,22,0,0,0,10,0,0,0,0,0,8,0,0,4,91,0,0,0,0,0,98,0,0,3,6,0,0,0,0,0,11,0,0,4,18,6,6,0,0,0,33,0,4,6,34,0,4,0,0,0,46,0,14,211,451,22,38,27,11,0,780,0,0,0,6,5,0,0,0,0,16,0,0,0,10,0,0,0,5,0,19,0,0,23,206,72,52,34,9,10,401,0,0,0,14,4,0,4,0,0,22,0,0,7,57,0,0,0,0,0,66,5,0,7,26,0,9,9,0,0,52,0,0,0,11,0,4,4,0,0,24,0,11,29,81,11,10,12,0,0,145,20,27,130,937,35,10,12,0,0,1180,5,5,74,161,7,4,6,0,0,253,0,0,4,113,13,3,0,4,0,139
POA3008,0,0,0,3,0,0,0,0,0,8,259,119,255,1022,359,331,186,55,14,2597,0,0,0,13,0,0,0,0,0,17,0,0,0,6,3,0,0,0,0,8,0,0,0,70,0,0,3,0,0,72,0,0,3,3,0,0,0,0,0,5,6,0,0,17,0,6,0,0,0,25,0,0,0,8,4,0,0,0,0,9,0,12,238,516,36,37,20,8,0,866,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,3,0,0,13,0,0,9,75,35,30,27,10,0,184,0,0,0,7,0,0,0,0,0,8,0,0,0,23,0,7,0,0,0,30,0,0,3,18,5,5,9,0,0,41,0,0,0,4,0,0,3,0,0,19,0,4,8,65,6,5,5,4,0,92,54,65,55,1061,30,15,9,0,0,1281,0,0,18,44,5,4,5,0,0,73,0,0,6,62,5,0,0,0,0,78
POA3011,0,0,0,7,0,3,3,0,0,13,556,688,761,2785,710,459,242,83,28,6311,0,4,9,61,11,0,0,0,0,90,0,0,0,6,0,0,8,6,0,29,0,0,0,22,0,0,0,0,0,25,0,0,4,0,4,6,5,0,0,20,0,0,0,24,3,5,0,0,0,32,0,0,0,8,4,6,3,3,0,21,0,4,9,81,40,30,23,8,11,201,0,0,0,3,0,10,6,8,4,32,0,0,0,0,0,0,3,0,0,16,0,5,9,132,61,57,17,7,4,297,0,0,0,7,6,0,3,0,0,18,0,0,0,8,3,0,0,0,0,12,0,0,0,19,3,4,0,3,0,32,0,0,0,0,4,12,11,31,18,76,0,4,4,27,4,5,3,0,0,43,9,26,61,404,27,8,6,3,0,537,0,0,7,42,4,3,0,5,0,60,0,0,0,19,4,4,0,0,0,28
POA3012,0,0,0,20,3,0,0,0,0,24,823,1332,906,2971,898,526,249,104,50,7861,0,4,4,61,7,0,4,0,0,81,0,0,0,6,3,5,7,3,6,32,0,0,0,26,4,0,0,0,0,31,0,0,0,0,8,4,0,0,0,11,0,0,3,17,5,3,0,0,0,31,0,0,0,13,10,7,8,3,0,42,0,5,11,94,17,31,21,7,6,195,0,0,0,4,6,8,10,17,7,50,0,0,0,12,0,4,5,0,0,18,4,20,10,150,62,44,22,9,3,324,0,0,0,4,0,0,0,0,0,18,0,0,0,25,5,3,0,0,0,31,0,0,0,12,0,9,7,7,0,45,0,0,0,0,6,18,13,41,17,93,0,0,0,39,7,4,0,0,0,46,7,19,89,529,22,15,13,0,0,692,0,6,3,34,6,0,6,0,0,49,0,0,0,21,0,0,0,0,0,30
POA3013,0,0,0,0,0,0,0,0,0,0,521,901,617,1849,807,507,233,62,40,5531,0,0,0,5,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,8,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,3,5,0,0,4,0,0,0,15,0,3,0,0,0,25,0,0,0,3,5,3,0,0,0,15,0,0,0,15,9,0,0,0,0,34,0,0,0,4,0,6,0,0,4,18,0,0,0,4,0,0,4,0,0,8,0,11,9,139,87,42,15,3,0,319,0,0,0,3,5,0,0,0,0,12,0,0,0,8,0,0,3,0,0,13,0,0,0,14,0,6,0,3,0,25,0,0,0,6,5,18,14,46,26,117,0,4,0,3,5,0,0,0,0,8,0,0,8,52,6,4,0,0,5,75,0,0,0,12,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,5
POA3015,0,0,0,0,0,0,0,0,0,0,743,1179,748,1931,980,698,322,109,43,6751,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,13,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,9,8,3,0,0,0,11,0,0,0,9,8,0,0,0,0,18,0,3,3,15,4,8,10,5,0,39,0,0,0,4,3,3,11,4,6,26,0,0,0,5,5,0,0,0,5,10,0,13,9,133,78,61,35,12,11,351,0,0,0,7,0,0,0,0,0,3,0,0,0,12,3,3,0,0,0,22,0,6,9,12,12,8,5,5,0,45,0,0,0,0,5,13,16,33,17,75,0,0,0,4,0,3,0,0,0,9,0,6,15,96,5,4,10,0,0,140,0,0,0,13,0,0,0,0,0,13,0,0,0,9,4,0,0,0,0,10
POA3016,0,0,0,0,0,0,0,0,0,0,328,1013,918,1055,856,877,586,227,52,5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,8,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,4,3,7,0,5,5,0,0,31,0,0,0,0,0,9,14,15,4,36,0,0,0,0,3,5,3,5,0,14,4,32,31,77,106,99,52,28,13,433,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,0,3,0,0,10,0,0,0,11,7,0,5,4,0,35,0,0,0,0,3,14,19,10,7,56,0,0,0,0,0,0,0,0,0,8,0,5,0,26,3,0,0,7,0,51,0,0,3,0,3,0,0,0,0,9,0,0,4,3,10,4,0,0,0,17
POA3018,0,0,0,0,0,0,0,0,0,0,384,708,436,1168,679,497,337,174,60,4440,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,10,0,0,0,21,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,5,15,17,10,7,3,7,60,0,0,0,3,3,9,8,9,0,35,0,0,0,0,0,0,4,6,0,7,4,11,10,89,54,50,62,40,9,329,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,3,0,14,0,0,0,5,14,7,11,11,3,52,0,0,0,0,0,11,6,11,6,36,0,0,0,4,7,0,0,0,0,11,0,3,8,51,8,12,3,6,0,89,0,0,0,3,0,0,4,0,0,13,0,0,0,11,5,0,0,0,0,15
